qid,label_en,description_en,exhibitions,ssid,reference_url
Q104033116,Village Romance,print by Adriaen van Ostade 1979.0842P,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755053,https://library.artstor.org/#/asset/26755053
Q102974680,The Pigkillers,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755091,https://library.artstor.org/#/asset/26755091
Q103305531,Mother with Two Children,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755061,https://library.artstor.org/#/asset/26755061
Q102974054,The Barn,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755073,https://library.artstor.org/#/asset/26755073
Q103304930,Man and Woman Talking,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755063,https://library.artstor.org/#/asset/26755063
Q102974071,The Breakfast,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755059,https://library.artstor.org/#/asset/26755059
Q102974126,The Dance Under the Trellis,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755077,https://library.artstor.org/#/asset/26755077
Q103304907,Man and Woman Conversing,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755069,https://library.artstor.org/#/asset/26755069
Q103306439,Peasant Leaning on His Doorway,print by Adriaen van Ostade,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26755071,https://library.artstor.org/#/asset/26755071
Q104032614,The Anglers,print by Adriaen van Ostade 1979.0862P,"Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26755074,https://library.artstor.org/#/asset/26755074
Q103305686,Neptune Washington,print by Ron Adams,"Ron Adams, Master Printmaker: A Survey of Work, 1984-1999 (February 10-March 19, 2000)",26758487,https://library.artstor.org/#/asset/26758487
Q104032078,"Homely Girl, A Life",print by Louise Bourgeois 1994.005c,See file,26757109,https://library.artstor.org/#/asset/26757109
Q104032080,"Homely Girl, A Life",print by Louise Bourgeois 1994.005e,See file,26757111,https://library.artstor.org/#/asset/26757111
Q104032079,"Homely Girl, A Life",print by Louise Bourgeois 1994.005d,See file,26757110,https://library.artstor.org/#/asset/26757110
Q106582685,"Head of a Maenad, (from an antefix)",sculpture by Artist Unknown,"Selections from the Permanent Collection (Nov. 1980)|
Gods, Saints, and Rulers (April 12-August 15, 1992)",26755466,https://library.artstor.org/#/asset/26755466
Q103306358,Parvati on Nandi,image by Artist Unknown,"Selections from the Vanderbilt Art Collection (September-October, 1978)|
Gods, Saints, and Rulers (April 12-August 15, 1992)|
Views From The Collection III (April 3-August 15, 2008)",26753763,https://library.artstor.org/#/asset/26753763
Q103305457,Moomey's Place,print by Meyer Wolfe,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26754391,https://library.artstor.org/#/asset/26754391
Q103308630,"Sketch for the Mural ""Family""  for the Chapel of Man",print by Oswaldo Guayasamín,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26759408,https://library.artstor.org/#/asset/26759408
Q103301362,I Hide My Face Before the Lord,print by Meyer Wolfe,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26754389,https://library.artstor.org/#/asset/26754389
Q102968015,Leaving the Shop,print by Kenneth Hayes Miller,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26754239,https://library.artstor.org/#/asset/26754239
Q103310878,Under Shelter,print by Eugene Higgins,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26753435,https://library.artstor.org/#/asset/26753435
Q103297805,Brother Matthew Preaching,print by Meyer Wolfe,"Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26754390,https://library.artstor.org/#/asset/26754390
Q106567557,"Plate 35 from Dialogues Parisiens (Parisian Conversations) Second suite, 1859",print by Edouard de Beaumont,"September 2 - October 18, 1999 for ""The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries""",26755165,https://library.artstor.org/#/asset/26755165
Q106577408,"Plate 15 from Bals Masqués (The Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,"September 2 - October 18, 1999 for ""The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries""",26755164,https://library.artstor.org/#/asset/26755164
Q106567543,"Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,"September 2 - October 18, 1999 for ""The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries""",26755162,https://library.artstor.org/#/asset/26755162
Q102962948,Capítulo III de Apocalypse de St. Jean (Chapter III of the Apocalypse of St. John),print by Rufino Tamayo,"Special Collections Exhibit (May through June 1999)|
Views from the Collection II (Spring 2007)",26754588,https://library.artstor.org/#/asset/26754588
Q103301445,Illustration for Mexican Suite,print by David Alfaro Siqueiros,"Special Collections Exhibit (May through June 1999)|
Views from the Collection II (Spring 2007)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)|
Mark di Suvero–Affinities (January 17, 2013–February 28, 2013)|
Selma Freeman Ramsey and the Social Realist Tradition (September 18, 2015 - January 17, 2016)",26753863,https://library.artstor.org/#/asset/26753863
Q103304694,Los Ladrilleros (The Bricklayers),print by Pablo O'Higgins,"Special Collections Exhibit (May through June 1999)|
Views from the Collection II (Spring 2007)|
Selma Freeman Ramsey and the Social Realist Tradition (September 18, 2015 - January 17, 2016)",26754012,https://library.artstor.org/#/asset/26754012
Q103310153,"The stirrup-spout vessel, depicting an old mountain god",ceramics by Artist Unknown,"Special Collections Exhibit, (May - June 1999)|
Frist Center for the Visual Arts, Nashville, TN, An Enduring Legacy: Art of the Americas, (April 8, 2001- March 10, 2002)",26757528,https://library.artstor.org/#/asset/26757528
Q103309070,Stirrup-spout vessel,ceramics by Artist Unknown,"Special Collections Exhibit, (May through June 1999)|
Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26757529,https://library.artstor.org/#/asset/26757529
Q103298968,Crusaders,print by José Clemente Orozco,"Special Collections Exhibition (May - June 1999)|
Views from the Collection II.""; Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (Spring 2007)|
Mark di Suvero–Affinities ( October 1, 2009-May 1, 2010)
Selma Freeman Ramsey and the Social Realist Tradition (September 18, 2015 - January 17, 2016)",26753622,https://library.artstor.org/#/asset/26753622
Q105092114,"Spleen (After Baudelaire):  A New Translation of Baudelaire's Poem, and Seven Photographs",artist's book by Elliot Ross,"Spleen (After Baudelaire), (January 16-February 20, 1994)|
Difficult Art and the Liberal Arts Imagination, (September 27 - December 5, 2013)",26757646,https://library.artstor.org/#/asset/26757646
Q103300226,Frog pendant,work of art by Artist Unknown,"Spring 2007, for ""Views from the Collection II.""",26759150,https://library.artstor.org/#/asset/26759150
Q103304736,Louise Nevelson Spraying Oil on Canvas,painting by Sterling Boyd Strauser,Strauser Retrospective at Reading Museum (1999-2000),26753556,https://library.artstor.org/#/asset/26753556
Q103297430,Bird on a Branch and Rock,scroll painting by Zhu Da,"Summer 2007, for ""Beauty and Power.""",26755456,https://library.artstor.org/#/asset/26755456
Q102977132,"Wine cup in the shape of an open lotus blossom, encircled with hawthorn branches, leaves and blossoms",work of art by Artist Unknown,"Summer 2007, for ""Beauty and Power.""",26758460,https://library.artstor.org/#/asset/26758460
Q105096003,Poppies,scroll painting by Zhou Tao,"Summer 2007, for ""Beauty and Power.""",26755463,https://library.artstor.org/#/asset/26755463
Q105095996,Bamboo,scroll painting by Zheng Xie,"Summer 2007, for ""Beauty and Power.""",26755455,https://library.artstor.org/#/asset/26755455
Q102974631,"The Old Homestead, Wyoming Valley",painting by Jasper Francis Cropsey,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18 - August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
 Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26755581,https://library.artstor.org/#/asset/26755581
Q102973672,Summer Afternoon,print by John Steuart Curry,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753645,https://library.artstor.org/#/asset/26753645
Q103310315,Theseus Battling the Minotaur,sculpture by Antoine-Louis Barye,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26754032,https://library.artstor.org/#/asset/26754032
Q102967296,Landscape,painting by Charles Edmond Renault,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26755776,https://library.artstor.org/#/asset/26755776
Q102970636,Ruins,print by Abraham Leblond,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
 Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753743,https://library.artstor.org/#/asset/26753743
Q102963945,Cranbrook,print by Seymour Haden,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753484,https://library.artstor.org/#/asset/26753484
Q103304530,Le Savoir (The Washing Place),print by Alphonse Legros,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753492,https://library.artstor.org/#/asset/26753492
Q102964735,Elegant Lovers,drawing by Jacques-Philippe Caresme,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Heaven & Earth: The Figure in Religious and Secular Art (3/25-5/12/00)|
Views from the Collection I (August 17-October 1, 2006)|
Five Centuries of Drawing  (June 11-September 23, 2010)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753874,https://library.artstor.org/#/asset/26753874
Q102970665,Rustic Lovers,drawing by Jacques-Philippe Caresme,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Heaven & Earth: The Figure in Religious and Secular Art (3/25-5/12/00)|
Views from the Collection I (August 17-October 1, 2006)|
Five Centuries of Drawing  (June 11-September 23, 2010)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753875,https://library.artstor.org/#/asset/26753875
Q102974972,The Wooden Bridge at Sulmona near Tivoli,print by Jan Both,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753684,https://library.artstor.org/#/asset/26753684
Q103307948,Scituate Harbor,painting by Thomas Buford Meteyard,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26754226,https://library.artstor.org/#/asset/26754226
Q102976089,Untitled (Landscape with a Rocky Path),print by Johann Georg Wille,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26756226,https://library.artstor.org/#/asset/26756226
Q106577302,Camborne Rd. or Cornish Landscape No. 3,print by Donald Shaw MacLaughlan,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
American Artists and the Legacy of the Grand Tour, 1880-1960 (June 15 to August 26, 2017)",26753447,https://library.artstor.org/#/asset/26753447
Q106577396,Norham Castle on the Tweed,print by Joseph Mallord William Turner,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Four Hundred Year of British Art, (3/14/13 - 6/15/13)",26753455,https://library.artstor.org/#/asset/26753455
Q106577423,Shepherds pursuing a wolf that has captured a sheep,print by Claudine Stella,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26753386,https://library.artstor.org/#/asset/26753386
Q106577407,"Pipe Bird or Hunting Birds, from a series of seventeen works entitled ‘Pastorales’ after Jacques Stella (1596-1657)",print by Claudine Stella,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26753385,https://library.artstor.org/#/asset/26753385
Q106577446,The Dance,print by Claudine Stella,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26753388,https://library.artstor.org/#/asset/26753388
Q106577450,The Harvest,print by Claudine Stella,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26753387,https://library.artstor.org/#/asset/26753387
Q102977001,When Rosy Plumelets Tuft the Larch,print by Richard Samuel Chattock,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III ( April 3-August 15, 2008)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753519,https://library.artstor.org/#/asset/26753519
Q102970648,Rundhurst,print by John Postle Heseltine,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)",26753517,https://library.artstor.org/#/asset/26753517
Q102968020,Leeds Woods,painting by George Inness,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26755467,https://library.artstor.org/#/asset/26755467
Q102975284,Tombeau de Marbre Blanc dans l'Isle de Siphanto (Tomb of White Marble on the Island of Siphanto),print by Jean-Baptiste Hilair,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)|
Memento Mori - Looking at Death in Art and Illustration (March 12 - May 23, 2015)",26756228,https://library.artstor.org/#/asset/26756228
Q104032125,Landscape,painting by Charles François Daubigny 1984.029,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26755774,https://library.artstor.org/#/asset/26755774
Q103551092,Mount Saint Gothard,print by Joseph Mallord William Turner,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)
""Four Hundred Year of British Art,"" 3/14/13 - 6/15/13",26753454,https://library.artstor.org/#/asset/26753454
Q102967821,Landscape with Figures,painting by Théodore Rousseau,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26755775,https://library.artstor.org/#/asset/26755775
Q102967814,Landscape with Figures,painting by Georges Michel,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26755773,https://library.artstor.org/#/asset/26755773
Q105092335,View of a River and Bridge,drawing by Giuseppe Raffetto,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection II (Spring 2007)| 
Five Centuries of Drawing,  (June 11-September 23, 2010)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26756283,https://library.artstor.org/#/asset/26756283
Q103306432,Peacocks,print by Karl Bodmer,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753515,https://library.artstor.org/#/asset/26753515
Q102974237,"The Hare, after Albert de Balleroy",print by Félix Bracquemond,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753481,https://library.artstor.org/#/asset/26753481
Q102965299,"Formal Garden, Versailles",painting by Charles Stuart Forbes,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26756064,https://library.artstor.org/#/asset/26756064
Q102974808,The Thames at Richmond,print by Maxime Lalanne,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753508,https://library.artstor.org/#/asset/26753508
Q102974903,The Village in the Valley,print by Johannes Ruischer,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753693,https://library.artstor.org/#/asset/26753693
Q102967209,La Plaine Prés Du Lac (The Plains near the Lake),print by Alphonse Legros,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26753662,https://library.artstor.org/#/asset/26753662
Q103306115,Open Fantasy,print by Leonard Baskin,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",26756865,https://library.artstor.org/#/asset/26756865
Q103305547,Mountain Landscape,scroll painting by Tani Bunchō,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Arts of Japan (January 12-February 26, 2012)",26753862,https://library.artstor.org/#/asset/26753862
Q103302357,Landscape,drawing by Abbott Handerson Thayer,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Five Centuries of Drawing (June 11-September 23, 2010)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26755799,https://library.artstor.org/#/asset/26755799
Q102964692,"Earth, Air, Fire, and Water",painting by Leonard J. Koscianski,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
The Painter's Eye, Ingram Studio Art Center, Vanderbilt University (February 18-March 12, 2010)",26757119,https://library.artstor.org/#/asset/26757119
Q102967776,Landscape,print by Hendrik Dirk Kruseman van Elten,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)",26756227,https://library.artstor.org/#/asset/26756227
Q106577445,The Cow Drinking,print by Nicolaes Berchem the elder,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)|
Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)|
Pastorals, Landscapes, and the Arcadian Vision, (June 10 - September 9, 2016)",26758098,https://library.artstor.org/#/asset/26758098
Q103309803,The Herdsman's Cottage or Sunset,print by Samuel Palmer,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",26753498,https://library.artstor.org/#/asset/26753498
Q105091886,"Kabuki Actor in the Role of a Samurai Confronting a Snake, from the Series entitled ""Portraits of Actors on the Stage"" (reproduction)",print by Utagawa Toykuni,Symbols and Archetypes (September 2019 - December 2019),26757636,https://library.artstor.org/#/asset/26757636
Q102968693,Moonlight Nymphs,painting by Louis Michel Eilshemius,Symbols and Archetypes (September 2019 - December 2019),26754426,https://library.artstor.org/#/asset/26754426
Q103296631,"Adam and Eve, from the suite Triomphe de l'amour (Triumph of Love)",print by Salvador Dalí,"Symbols and Archetypes, (Fall 2019)",26755695,https://library.artstor.org/#/asset/26755695
Q103301042,"Hearts, from the suite Triomphe de l'amour (Triumph of Love)",print by Salvador Dalí,"Symbols and Archetypes, (Fall 2019)",26755696,https://library.artstor.org/#/asset/26755696
Q102961587,Allegory of Morbidity (after Raphael),print by Francesco Faraone Aquila,"The Allegorical Impulse (10/17 - 12/5/02)|
Memento Mori - Looking at Death in Art and Illustration (March 12 - May 23, 2015)",26753755,https://library.artstor.org/#/asset/26753755
Q106577502,Winter,print by Arwed D. Gorella,The Allegorical Impulse (10/17/02 - 12/5/02),26753649,https://library.artstor.org/#/asset/26753649
Q105096034,Coeperat Aprili Lucima evolvere cantus Maio quos repitit Nymphoe dum sertula nectunct,print by Artist Unknown,"The Allegorical Impulse (October 17-December 5, 2002)",26753722,https://library.artstor.org/#/asset/26753722
Q103299645,Et de la Rollana (Nanny's Boy),print by Francisco de Goya,"The Allegorical Impulse (October 17-December 5, 2002)",26754557,https://library.artstor.org/#/asset/26754557
Q102967218,La Rhétorique,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758826,https://library.artstor.org/#/asset/26758826
Q102967228,La Théology,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758829,https://library.artstor.org/#/asset/26758829
Q102967201,La Physique,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758825,https://library.artstor.org/#/asset/26758825
Q102967122,La Astronomie,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758828,https://library.artstor.org/#/asset/26758828
Q102967140,La Dialectique,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758824,https://library.artstor.org/#/asset/26758824
Q103302285,La Légende du Bonhomme Misère (The Legend of the Destitute Man),print by Alphonse Legros,"The Allegorical Impulse, (10/17 - 12/5/02)",26755441,https://library.artstor.org/#/asset/26755441
Q102966256,"Il Giorno (Day), from Paesaggi (Landscapes)",print by Mimmo Paladino,"The Allegorical Impulse, (10/17 - 12/5/02)",26757558,https://library.artstor.org/#/asset/26757558
Q105096102,Snake and Eagle,print by Luis Jimenez,"The Allegorical Impulse, (10/17 - 12/5/02)",26756277,https://library.artstor.org/#/asset/26756277
Q102967181,La Jurisprudence,print by Etienne Delaune,"The Allegorical Impulse, (10/17 - 12/5/02)",26758827,https://library.artstor.org/#/asset/26758827
Q103308788,St. George and the Dragon,print by Salvador Dalí,"The Allegorical Impulse, (10/17 - 12/5/02)",26753781,https://library.artstor.org/#/asset/26753781
Q103296689,Allegorical Group,sculpture by Simon-Louis Boizot,"The Allegorical Impulse, (10/17 - 12/5/02)",26756139,https://library.artstor.org/#/asset/26756139
Q102974272,The Infant Shakespeare Attended by Nature and the Passions,print by George Romney,"The Allegorical Impulse, (10/17 - 12/5/02)|
Four Hundred Year of British Art, (3/14/13 - 6/15/13)",26758402,https://library.artstor.org/#/asset/26758402
Q103299193,"Despacha Que Dispiertan (Be quick, they are waking up); plate 78 from ""Los Caprichos""",print by Francisco de Goya,"The Allegorical Impulse, (10/17 - 12/5/02)|
Views from the Collection I (August 17-October 1, 2006)",26755686,https://library.artstor.org/#/asset/26755686
Q102969121,Nymph and Cupids,sculpture by Joseph-Charles Marin,"The Allegorical Impulse, (10/17 - 12/5/02)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26756007,https://library.artstor.org/#/asset/26756007
Q102974747,"The Satyr presents gifts to Venus to incite sexual intercourse, Cupid repudiates",print by Maarten de Vos,"The Allegorical Impulse, (October 17 - December 5, 2002)",26755135,https://library.artstor.org/#/asset/26755135
Q103306404,"Pax, depicting the Crucifixion with the Virgin raising her hands, Saint John the Evangelist, and two angels",sculpture by Artist Unknown,"The Body of Christ in the Art of Europe and New Spain, 1150-1800 at the Museum of Fine Arts, Houston (December 21, 1997-April 12, 1998)|
Intimate Rituals and Personal Devotions: Spiritual Art through the Ages at the Harn Museum of Art, University of Florida, Gainesville, Florida (August 12, 2000 - January 14, 2001)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26753928,https://library.artstor.org/#/asset/26753928
Q106567666,"The Follies of War, from In Praise of Folly (Encomium Moriae)",print by Fritz Eichenberg,"The Book as Art at Jean and Alexander Heard Library (1994.141a and 1994.141j only); Fritz Eichenberg - Artist of the Book, January 16 - February 27, 2014",26758321,https://library.artstor.org/#/asset/26758321
Q106566708,"Dame Folly Speaks, from In Praise of Folly (Encomium Moriae)",print by Fritz Eichenberg,"The Book as Art at Jean and Alexander Heard Library (1994.141a and 1994.141j only); Fritz Eichenberg - Artist of the Book, January 16 - February 27, 2014",26758312,https://library.artstor.org/#/asset/26758312
Q102966954,Knackers,print by William Strang,"The British Point of View (January 15-February 9, 1979)
Four Hundred Year of British Art (3/14/13 - 6/15/13)",26753765,https://library.artstor.org/#/asset/26753765
Q104032272,"Quelques fleurs pour des amis, avec un coup d'oeil sur le jardin (A few flowers for some friends, with a glance upon the garden)",print by Joán Miró 2002.041.002,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26758851,https://library.artstor.org/#/asset/26758851
Q103299393,Dulcinea,print by Salvador Dalí,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26753619,https://library.artstor.org/#/asset/26753619
Q102969870,Plexigram II (Not wanting to say anything about Marcel),print by John Cage,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26753900,https://library.artstor.org/#/asset/26753900
Q104032271,"Quelques fleurs pour des amis, avec un coup d'oeil sur le jardin (A few flowers for some friends, with a glance upon the garden)",print by Joán Miró 2002.041.001,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26758850,https://library.artstor.org/#/asset/26758850
