Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
,,,,,,,,"Baldwin, Lewis V.; Anderson, Victor editor; JSTOR","African Americans; Religion; Religious life; King, Martin Luther, Jr., 1929-1968; Spiritual life; Spirituality; Baptists",,,,,,,,,,"Anderson, Victor editor; JSTOR",,,,,,2018,4/1/22 15:25,4/1/22 15:25,"Anderson, Victor",,,,,,,,978-1-5064-2471-2,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,,"Minneapolis, MN",,,,2018,Fortress Press,,,,,,,,,,,,,,,,Revives my soul again,,,,,,,,Q92793586,9TEFVURM,book,Revives my soul again: the spirituality of Martin Luther King Jr. / Lewis V. Baldwin and Victor Anderson.,
,,,,,,,,"Anderson, Victor","Race relations and church; Soul; King, Martin Luther,   Jr        , 1929-1968; Experience (Religion) -- Christianity; Assurance (Theology); James, William,   , 1842-1910",,,,,,,,,,,,,,,,2018,11/8/22 18:02,11/8/22 18:02,"Anderson, Victor",,,,,,,,,,,,,,,,,EBSCOhost,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5065714&site=ehost-live&scope=site&scope=cite,,,,,,,,19-38,"Minneapolis, MN",,,,2018,,,,,,,,,,,,,,,,,Blessed Assurance,,,,,,,,Q92798124,9D4ZXIPL,bookSection,Blessed Assurance: Martin Luther King Jr. and the Consolation of the Soul: Revives My Soul Again: The Spirituality of Martin Luther King Jr,Revives My Soul Again: The Spirituality of Martin Luther King Jr
,,,,,,,,"Anderson, Victor","Turner, Philip; Sexual ethics; Goodman, Nelson,   , 1906-1998; Natural law; Personalism; Rice, Charles E,   , 1931-2015; Sex -- Religious aspects -- Christianity",,,,,,,,,,,,,,,,2015,11/8/22 17:48,11/8/22 17:48,"Anderson, Victor",,,,,,,,,,,,,,,,,EBSCOhost,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4919825&site=ehost-live&scope=site&scope=cite,,,,,,,,172-183,New York,,,,2015,,,,,,,,,,,,,,,,,Three versions of human sexuality,,,,,,,,Q93299826,6JKVZEJI,bookSection,Three versions of human sexuality: QUEER CHRISTIANITIES: LIVED RELIGION IN TRANSGRESSIVE FORMS,QUEER CHRISTIANITIES: LIVED RELIGION IN TRANSGRESSIVE FORMS
,12/10/14 0:08,,,,,,,"Anderson, Victor",Peer reviewed,,,,,,,,,,,,,,,,2012,12/10/14 0:08,12/10/14 0:14,"Anderson, Victor",,"Yancy, George",,C:\Users\xus12\Zotero\storage\ZZWJXB7K\Nilson - 2013 - Christology and whiteness what would Jesus do.pdf,,,,978-0-203-10612-9,,,,,,,,,EBSCOhost,,,,,,,,,196-209,"New York, NY",,,,2012,Routledge,,,,,,,,,,,,,,,,Christology and whiteness,,,,http://site.ebrary.com/lib/vanderbilt/detail.action?docID=10603716,,,,Q93305884,V364AK9Q,bookSection,The mimesis of salvation and dissimilitude in the scandalous gospel of Jesus,Christology and whiteness: what would Jesus do?
,,,,,,,,"Anderson, Victor","Theology; PRAGMATISM; GUSTAFSON, James M.; Macintosh, Douglas Clyde; NIEBUHR, H. Richard (Helmut Richard), 1894-1962",,,,,,,,,,,,,,,,1992-12,6/26/14 21:43,6/26/14 21:43,"Anderson, Victor",,,,,,,,,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=ahl&AN=45938090&site=ehost-live&scope=cite,,,,,1967,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,Q93390864,XAA8GMFJ,thesis,"The Legacy of Pragmatism in the Theologies of D. C. MacIntosh, H. Richard Niebuhr, and James M. Gustafson",
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2015,12/10/14 0:23,6/29/20 17:25,"Anderson, Victor",,"Uzukwu, Elochukwu",,,,,,,,,,,,,,,,,,,,,,,,45-62,,,,,2015,Lit Verlag,,,,,,,,,,,,,,,,,,,,,,,,Q93395017,HG5IFMK7,bookSection,Mimetic Reflections: The Religious Critic between the Church and Empire,Mission for Diversity: Exploring Christian Mission in the Contemporary World
"In this essay, I explore the political significance of depression, particularly as a prominent form of resistance to conditions of life under contemporary global capitalism. After noting the political context of the second beatitude, which suggests a form of mourning that bears witness to public suffering, I assert that under the current dominance of the disease model, depression has lost its political voice. This loss is of grave concern given evidence that the culture of late capitalism (neoliberalism) has initiated a global epidemic of depression. I reframe depression as the final cry of souls diminished under these conditions. Finally, I denote the qualities of such souls, illustrating with a pastoral psychotherapy case summary. A dream presented during the termination phase not only provides a clinical presentation of the attributes of souls under neoliberal governance, but suggests how voice may ultimately be restored even when depression has become unconscious.",,,,,,,,"Rogers-Vaughn, Bruce",CAPITALISM; DOMINANCE (Psychology); MENTAL depression; MOURNING customs; NEOLIBERALISM; POLITICAL psychology,,,,,,,,,,,,,,,10.1007/s11089-013-0576-y,2014-08,12/10/14 23:04,12/10/14 23:04,"Rogers-Vaughn, Bruce",,,,,,,,,312789,,4,,Pastoral Psychology,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=96774212&site=ehost-live&scope=cite,,,,,,,,503-522,,,,,2014,,,,,,,,,,,,,,,,,Blessed Are Those Who Mourn,,,,,,63,,Q93432588,9PAHFJII,journalArticle,Blessed Are Those Who Mourn: Depression as Political Resistance,Pastoral Psychology
,,,,,,,,"Rogers-Vaughn, Bruce","Peer reviewed; Farley, Edward, 1929-; Compulsive behavior; Idolatry; Liberalism (Religion); Pastoral counseling--Methodology; Pastoral counseling--Theology",,,,,,,,,,,,,,,10.1179/jpt.2013.23.1.002,6/1/13,7/24/14 22:21,8/18/21 19:25,"Rogers-Vaughn, Bruce",,,,,,,,,2161-4504,,1,,Journal of Pastoral Theology,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001964167&site=ehost-live&scope=cite,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,Best practices in pastoral counseling,,,,,,23,,Q93433071,FPEMH4WZ,journalArticle,Best practices in pastoral counseling: is theology necessary?,Journal of Pastoral Theology
The Social Trifecta of Human Misery and Problematical Constructions of the Self: Implication for Formation and Supervision,1/6/15 19:36,,,,,,,"Rogers-Vaughn, Bruce",,,,,,,,,,,,,,,,,2012,1/6/15 19:36,1/6/15 19:36,"Rogers-Vaughn, Bruce",,,"I wish to propose that three broad and pervasive social realities&mdash;consumerism, income inequality, and certain aspects of postmodernity&mdash;constitute a perfect storm of suffering for the individuals, families, communities and congregations in our care. These social realities are, for most societies touched by the globalization of capitalism, the trifecta of human misery. Though I continue to draw upon the insights of psychology, I can no longer imagine focusing solely upon the intrapsychic and interpersonal lives of the suffering individuals, couples, and families in my counseling office. I face a similar challenge teaching and advising students preparing for ministry or&nbsp; supervising candidates seeking to become pastoral counselors. How can I limit their training and formation to the utilization of psychologies and theologies that are occupied almost exclusively with individuals and their private relationships?",C:\Users\xus12\Zotero\storage\49G2T5SE\73.html,,,,,2325-2855,,,,,en,,,journals.sfu.ca,,,,,,,,,2016-223,,,,,2012,,,,,,"Authors who publish with this journal agree to the following terms:    Authors retain copyright and grant the journal right of first publication with the work simultaneously licensed under a   Creative Commons Attribution License   that allows others to share the work with an acknowledgement of the work's authorship and initial publication in this journal.   Authors are able to enter into separate, additional contractual arrangements for the non-exclusive distribution of the journal's published version of the work (e.g., post it to an institutional repository or publish it in a book), with an acknowledgement of its initial publication in this journal.   Authors are permitted and encouraged to post their work online (e.g., in institutional repositories or on their website) prior to and during the submission process, as it can lead to productive exchanges, as well as earlier and greater citation of published work (See   The Effect of Open Access  ).",,,,,,,,,,,The Social Trifecta of Human Misery and Problematical Constructions of the Self,,,,http://journals.sfu.ca/rpfs/index.php/rpfs/article/view/73,,32,,Q93433138,7IENWRBS,journalArticle,The Social Trifecta of Human Misery and Problematical Constructions of the Self: Implication for Formation and Supervision,Reflective Practice: Formation and Supervision in Ministry
,11/8/22 17:55,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2012-04,11/8/22 17:55,11/8/22 17:55,"Anderson, Victor",,,"Place: New Haven, Conn",C:\Users\xus12\Zotero\storage\R9HVK56A\Anderson - 2012 - The Christian imagination theology and the origin.pdf,,,,,0266-7177,,2,,,,,,EBSCOhost,,,,,,,,,348-350,,,,,2012,,,,,,,,,,,,,,,,,The Christian imagination,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001914563&site=ehost-live&scope=site,,28,,Q93455213,8EY8Z5PW,journalArticle,The Christian imagination: theology and the origins of race,Modern Theology
,,,,,,,,"Anderson, Victor",Peer reviewed,,,,,,,,,,,,,,,,9/1/11,6/26/14 21:01,6/26/14 21:01,"Anderson, Victor",,,,,,,,,0194-3448,,3,,American Journal of Theology & Philosophy,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001866416&site=ehost-live&scope=cite,Book review,,,,,,,268-271,,,,,2011,,,,,,,,,,,,,,,,,Making a way out of no way,,,,,,32,,Q93532195,JS9W9287,journalArticle,Making a way out of no way: a womanist theology,American Journal of Theology & Philosophy
"Reviews the book `Liberation Theologies, Postmodernity, and the Americas,' edited by David Batstone, Eduardo Mendieta, Lois Ann Lorentzen and Dwight N. Hopkins.",6/26/14 20:51,,,,,,,"Anderson, Victor","Books; LIBERATION Theologies, Postmodernity & the Americas (Book)",,,,,,,,,,,,,,,,1999-10,6/26/14 20:51,1/6/15 3:47,"Anderson, Victor",,,,C:\Users\xus12\Zotero\storage\MZSTJBMD\Anderson - 1999 - Book Reviews.pdf; C:\Users\xus12\Zotero\storage\XP38AXMU\Anderson - 1999 - Book Reviews.pdf,,,,,224189,,4,,Journal of Religion,,,,EBSCOhost,,,,,,,,,677,,,,,1999,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=2438373&site=ehost-live,,79,,Q93536359,ZRJXT237,journalArticle,"Liberation Theologies, Postmodernity, and the Americas",Journal of Religion
,,,,,,,,"Baldwin, Lewis V; Anderson, Victor","King, Martin Luther,   Jr        , 1929-1968; Christianity -- Essence; Church and social problems -- African American churches; Experience (Religion) -- Christianity; Spirituality -- Christianity",,,,,,,,,,,,,,,,2018,11/8/22 18:03,11/8/22 18:03,"Anderson, Victor",,,,,,,,,,,,,,,,,EBSCOhost,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5065716&site=ehost-live&scope=site&scope=cite,,,,,,,,61-90,"Minneapolis, MN",,,,2018,,,,,,,,,,,,,,,,,The Promptings of Some Beneficent Force,,,,,,,,Q93646525,Z7ZUZ4V4,bookSection,The Promptings of Some Beneficent Force: Dimensions of the “Spiritual” in the Life and Language of Martin Luther King Jr: Revives My Soul Again: The Spirituality of Martin Luther King Jr,Revives My Soul Again: The Spirituality of Martin Luther King Jr
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2004,12/3/14 22:49,6/29/20 16:17,"Anderson, Victor",,,,,,,,,,,,,,,,,,,,,,,,,,195-213,"Grand Rapids, Mich",,,,2004,William B. Eerdmans Publishing Company,,,,,,,,,,,,,,,,,,,,,,,,Q93651542,AJIKQ4J3,bookSection,"Responsibility, Vengeance and the Death Penalty",Religion and the death penalty : a call for reckoning
,6/26/14 21:15,,,,,,,"Anderson, Victor","United States--Race relations; Peer reviewed; Black theology; African American learning and scholarship; Cook, Anthony E.; Ethics; Pinn, Anthony B.; Sanders, Cheryl Jeanne; United States--Moral conditions",,,,,,,,,,,,,,,,1/1/02,6/26/14 21:15,6/26/14 21:15,"Anderson, Victor",,,,C:\Users\xus12\Zotero\storage\IJIFBJBK\Anderson - 2002 - Three paths to empowerment in recent African Ameri.pdf,,,,,0319-485X,,1,,Religious Studies Review,,,,EBSCOhost,,,,,,,,,11-17,,,,,2002,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001401530&site=ehost-live,,28,,Q93984402,DHFW3HJU,journalArticle,Three paths to empowerment in recent African American theology and ethics,Religious Studies Review
,,,,,,,,"Anderson, Victor",African Americans; Ontology; Womanist theology; Black theology,,,,,,,,,,,,,,,,2014,11/8/22 17:50,11/8/22 17:50,"Anderson, Victor",,,,,,,,,,,,,,,,,EBSCOhost,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4926784&site=ehost-live&scope=site&scope=cite,,,,,,,,390-401,Oxford,,,,2014,,,,,,,,,,,,,,,,,Black ontology and theology,,,,,,,,Q94000072,RWU46RAY,bookSection,Black ontology and theology: Oxford handbook of African American theology,The Oxford handbook of African American theology
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2012,12/10/14 0:31,6/6/18 19:25,"Anderson, Victor",,"Haile, James",,,,,,,,,,,,,,,,,,,,,,,,65-81,"Lanham, MD",,,,2012,Lexington Books,,,,,,,,,,,,,,,,,,,,,,,,Q94158441,SDGPVQPX,bookSection,Fear and Trembling in the Everyday of Richard Wright’s Black Boy: A Quare Reading,Philosophical Meditations on Richard Wright
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2012,12/10/14 0:36,6/7/18 18:55,"Anderson, Victor",,,,,,,,,,,,,,,,,,,,,,,,,,195-214,"Minneapolis, MN",,,,2012,Fortress Press,,,,,,,,,,,,,,,,,,,,,,,,Q94159921,A98NE9V5,bookSection,An American Public Theology in the Absence of Giants: Creative Conflict and Democratic Longings,"Ethics that matters: African, Caribbean, and African American sources / Logan, James Samuel."
,,,,,,,,"Anderson, Victor","Power (Social sciences); Other, The; Civil society; Civilization--Philosophy; Hierarchies (Social order); Nature (Philosophy); Order (Philosophy); Political science--History--France; Rousseau, Jean-Jacques, 1712-1778; Social contract",,,,,,,,,,,,,,,,2011,6/6/18 19:19,6/26/20 17:42,"Anderson, Victor",,"Floyd-Thomas, Stacey M.; De La Torre, Miguel A.",,,,,,0-664-23680-4,,,,,,,,,EBSCOhost,,,,,,,,,29-36,"Louisville, Ky",,,,2011,Westminster John Knox,,,,,,,,,,,,,,,,,,,,,,,,Q94166862,CF52TUBN,bookSection,Augustine,Beyond the Pale: Reading Ethics from the Margins
,,,,,,,,,"Ethics--Methodology; Ethics/Moral Theology; Liberation Theologies, Christian; Liberation theology; Marginality, Social",,,,,,,,,,,,,,,,2011,5/13/14 19:13,11/9/22 20:15,"Floyd-Thomas, Stacey",,"Floyd-Thomas, Stacey M.; De La Torre, Miguel A.",,,,,,0-664-23680-4,,,,,,English,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001893726&site=ehost-live&scope=cite,,,,,244,,,,"Louisville, Ky",,,,2011,Westminster John Knox Pr,,,,,,,,,,,,,,,,Beyond the pale,,,,,,,,Q94168325,IDKB99W9,book,Beyond the pale: reading ethics from the margins,
,,,,,,,,"Anderson, Victor","Civil society; Civilization--Philosophy; Hierarchies (Social order); Nature (Philosophy); Order (Philosophy); Other, The; Political science--History--France; Power (Social sciences); Rousseau, Jean-Jacques, 1712-1778; Social contract",,,,,,,,,,,,,,,,2011,6/26/14 21:08,11/8/22 17:59,"Anderson, Victor",,"Floyd-Thomas, Stacey M.; De La Torre, Miguel A.",,,,,,0-664-23680-4,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001900847&site=ehost-live&scope=cite,,,,,,,,61-69,"Louisville, Ky",,,,2011,Westminster John Knox Pr,,,,,,,,,,,,,,,,,,,,,,,,Q94168717,7C4W6GVV,bookSection,Jean-Jacques Rousseau on order,Beyond the Pale: Reading Ethics from the Margins
"$$Ccontents$$VWe Fly to Your Patronage, O Holy Mother of God -- Introduction -- Devotion to Mary before the Council of Ephesus -- Mary in the Bible and Apocryphal Literature -- Beginnings of a Theology of Mary -- Early Prayers and Devotions to Mary -- The Council of Ephesus up to the Millennium -- Mary as Theotokos -- The Four Marian Feasts and Other Marian Liturgical Developments -- Early Marian Hymnody -- The Face That Most Resembles Christ -- Introduction -- Medieval Marian Devotions, Music, and Liturgy from the Millennium up to Trent -- Shifts in Devotion to Christ and Mary -- Medieval Devotion, Hymns, and Prayers to Mary -- Mary in Medieval Liturgy -- Through Mary to Jesus -- Introduction -- The Reformation, the Council of Trent, and Beyond -- Mary, the Reformers, and the Council of Trent (1545-1563) -- Marian Devotions and Feasts -- Early Marian Devotion in the United States -- No Grace Comes to Us except through Mary -- Introduction -- Mary's Immaculate Conception -- A Brief History of the Doctrine of the Immaculate Conception -- Ubi Primum and Ineffabilis Deus -- Ineffabilis Deus Reflected in Marian Congregational Song -- Marian Apparitions -- The Proliferation of Marian Apparitions during the Marian Age -- The Effect of Marian Apparitions on Devotions -- Marian Apparitions Reflected in Marian Congregational Song -- Worldwide Catholic Developments -- Papal Encyclicals, Pronouncements, and Marian Devotion -- Liturgical and Devotional Developments -- Papal Piety and Devotional Developments Reflected in Marian Congregational Song -- So We Take Thee for Our Mother -- Introduction -- Catholic Developments in the United States -- Spirituality in the United States -- Factors in the United States Reflected in Marian Congregational Song -- The Liturgical Movement and Its Effect -- Musical Developments -- Musical Movements and Documents -- The Effect of Musical Movements and Documents in the United States -- Marian Congregational Song as Influenced by Musical Movements and Documents -- The Madonna Is Not Pleased When She Is Put above Her Son -- Introduction -- Vatican II and Mary -- The Context of Vatican II -- The Battle Over Mary -- Chapter 8 of Lumen Gentium -- Whatever Happened to Mary? -- Introduction -- Worldwide Catholic Developments -- Papal Encyclicals, Pronouncements, and Marian Devotion -- Marian Apparitions -- Mary in the Liturgy -- Catholic Developments in the United States -- Post-Vatican II Shifts in Religious Worldview -- The Influence of the Feminist Movement -- The Piety Void -- Musical Developments -- Musical and Liturgical Documents -- The Effect of Official Documents on Hymnals -- Post-Vatican II Marian Congregational Song -- ""Come, Join in Mary's Prophet-Song"" -- Introduction -- ""The Maiden Mary, Not So Mild"" -- ""Sing We a Song of High Revolt"" -- ""And the World Is about to Turn!""., ""A Michael Glazier Book."", $$Cbibliography_note$$VIncludes bibliographical references.",6/22/18 19:32,,,,,,,"Budwey, Stephanie A.; Hendrickson, Jodi","Electronic books; Arogyamata; Ārōkkiyamāta; Birhen ng mga Dukha; Blessed Lady; Blessed Mother; Blessed Virgin Mary, Saint; Devotion to the Blessed Virgin Mary; Hagnē Theotokos; Hyperdulia; ʻAdhrāʼ; Madonna, The; Mama Mary; Mare de Déu; Maria, Blessed Virgin, Saint; Mariam Astuatsatsin; Marian devotion; Marie Théotokos; Marie, Blessed Virgin, Saint; Marii͡a, Blessed Virgin, Saint; Marii͡a, Bozhʹi͡a Materʹ, Saint; Mary, Blessed Virgin, Saint; Mary, Blessed Virgin, Saint Devotion to; Mary, Blessed Virgin, Saint Shrines; Mary, Blessed Virgin, Saint Veneration; Mary, Blessed Virgin, Saint Worship; Mary, Virgin, Saint; Maryam, al-ʻAdhrāʼ; Maryam, Blessed Virgin, Saint; Maryja, Blessed Virgin, Saint; Meryem Ana; Miryam, of Nazareth; Mother of God; Muíre, Máthaír Dé; nnaa Mary, Virgin; nne Mary, Blessed Virgin, Saint Cult; Nossa Senhora; Our Lady; Our Lady of Emmitsburg; Our Lady of Good Health; Our Lady of Sorrows; Our Lady of the Blessed Sacrament; Qiddīsah Maryam; Theotokos; Vierge Marie, Saint; Virgen María; Virgin Mary, Saint; Virgin of the Poor; Ynang Maria; مريم; مريم العذراء; 성모마리아",,AVAILABLE ONLINE,,,,,,,,"Hendrickson, Jodi",,,,,,2014,6/22/18 19:32,6/22/18 19:32,"Budwey, Stephanie A.",,,,,,,,978-0-8146-8293-7,,,,,,eng,,,discoverlibrary.vanderbilt.edu,,,,,,,,,,"Collegeville, Minnesota",,,,2014,Liturgical Press,,,,,,,,,,,,,,,,Sing of Mary,,,,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=11232263,,,,Q94327041,6HGXDCP5,book,Sing of Mary:  giving voice to Marian theology and devotion,
Intersex individuals are often told they are not human beings because they do not neatly fit into the categories of “female” and “male.” Many are made to feel like monsters. Christianity enforces this model of sexual dimorphism with the notion that to be a human being means to be created clearly “female” or clearly “male” in the image of God. This paper draws on interviews with German intersex Christians to explore their diverse images of God and what it means to be created in God’s image with the goal of creating new “conditions of possibility” that represent the full range of human sex/gender.,4/1/20 21:24,,,,,,,"Budwey, Stephanie",images of God; Intersex; multiplicity; obscene Christs; sexual polymorphism,,,,,,,,,,,,,,,10.1080/13558358.2018.1463643,5/4/18,6/11/20 18:43,6/11/20 18:43,"Budwey, Stephanie A.",,,Publisher: Routledge _eprint: https://doi.org/10.1080/13558358.2018.1463643,C:\Users\xus12\Zotero\storage\RUF9J8BR\13558358.2018.html,,,,,1355-8358,,2,,,,,,Taylor and Francis+NEJM,,,,,,,,,85-97,,,,,2018,,,,,,,,,,,,,,,,,“God is the creator of all life and the energy of this world”,,,,https://doi.org/10.1080/13558358.2018.1463643,,24,,Q94449528,MKRSMJ5T,journalArticle,“God is the creator of all life and the energy of this world”: German intersex Christians’ reflection on the image of God and being created in God’s image,Theology & Sexuality
,,,,,,,,"Budwey, Stephanie",,,,,,,,,,,,,,,,,4/1/16,6/22/18 20:12,7/9/20 18:04,"Budwey, Stephanie A.",,,,,,,,,0018-8271,,2,,,eng,,,discoverlibrary.vanderbilt.edu,,,,,,,,,21–26,,,,,2016,,,,,,,,,,,,,,,,,"'Draw a Wider Circle- or; Perhaps, Erase'",,,,,,67,,Q94550156,8DAZBYWY,journalArticle,"'Draw a Wider Circle- or; Perhaps, Erase': Queer(ing) Hymnody 1",The Hymn: a journal of congregational song
,6/22/18 20:27,,,,,,,"Budwey, Stephanie A.",Music; Religions And Theology,,,,,,,,,,,,,,,,2012,6/22/18 20:27,7/13/20 15:44,"Budwey, Stephanie A.",,,,"C:\Users\xus12\Zotero\storage\REPN637Z\Budwey - 2012 - Mary, Star of Hope Marian Congregational Song as .pdf",,,,,0018-8271,,2,,,English,,,ProQuest,,,,,,,,,7-17,,,,,2012,,,,,,Copyright Hymn Society in the United States and Canada Spring 2012,,,,,,,,,,,"Mary, Star of Hope",,,,https://search.proquest.com/docview/1019052710/citation/CB5DBDCA441A40B3PQ/1,,63,,Q94556723,IWWYBXFB,journalArticle,"Mary, Star of Hope: Marian Congregational Song as an Expression of Devotion to the Blessed Virgin Mary in the United States from 1854 to 2010",The Hymn: a journal of congregational song
"""EBR offers a comprehensive and in-depth rendering of the current state of knowledge on the origins and development of the Bible according to its different canonic forms in Judaism and Christianity. At the same time, EBR also documents the history of the Bible's reception in Judaism and Christianity as evident in exegetical literature, theological and philosophical writings of various genres, literature, liturgy, music, the visual arts, dance, and film, as well as in Islam and other religious traditions and contemporary movements.""--Publisher's website.",,,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History",,,,,,,,,,,,,,,,2009,10/10/14 19:35,11/15/22 20:15,"Seow, C.L.",1st,"Klauck, Hans-Josef; Leppin, Volker; Seow, C. L. (Choon Leong); Walfish, Barry Dov; Allison, Dale C.; Ziolkowski, Eric",,,,,,978-3-11-019904-8,,,,,,English,,,OCLC WorldCat FirstSearch,,,,,,,,,,Berlin ; New York,,,,2009,Walter de Gruyter,,,,,,,,,,,,,,,,,,,,,,,,Q94657550,9X4GAV7G,book,Encyclopedia of the Bible and its reception,
,,,,,,,,"Anderson, Victor",Theology--United States,"Long, Thomas G.",,,,,,,,,,,,,,,1996,6/26/14 21:41,6/26/14 21:41,"Anderson, Victor",,,,,,,,0-664-25617-1,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001237597&site=ehost-live&scope=cite,,,,,,,,19-31,"Louisville, KY",,,,1996,Westminster/John Knox Pr,,,,,,,,,,,,,,,,,,,,,,,,Q94704704,VGQF6NZW,bookSection,The search for public theology in the United States,Preaching as a theological task
,,,,,,,,"Anderson, Victor","Social ethics, Christian; Homosexuality; African Americans--Church history",,,,,,,,,,,,,,,,1998,6/26/14 21:35,6/23/20 16:04,"Anderson, Victor",,"Baker-Fletcher, Garth Kasimu",,,,,,1-57075-159-5,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001218752&site=ehost-live&scope=cite,,,,,,,,19-26,"Maryknoll, NY",,,,1998,Orbis Books,,,,,,,,,,,,,,,,Abominations of a million men,,,,,,,,Q94858554,PW9WDUWE,bookSection,Abominations of a million men : reflection on a silent minority,Black religion after the Million Man March
"$$CContents: $$VIntroduction: Politics and Christianizing the social self -- Walter Rauschenbusch and organizing the social -- Reinhold Niebuhr and social anxiety -- Stanley Hauerwas and the church social -- Beverly Harrison and radical sociality -- Emilie Townes and the socially resilient self -- Conclusion: Socializing Christian political ethics -- Postscript: The work that lies ahead., $$CReproduction: $$VElectronic reproduction. Palo Alto, Calif. : ebrary, 2011. Available via World Wide Web.",,,,,,,,"Snarr, Melissa","Politics and Christianity; Christianity and politics; Christian ethics; Ethical theology; Moral theology; Theology, Ethical; Theology, Moral; Christian social theory; Christian sociology; Christianity Political aspects; Church and politics; nne Sociology, Christian; Politics and the church; Social theory, Christian",,BJ1275,,,,,,,,,,,,,,2007,7/22/14 16:17,11/19/14 21:57,"Snarr, C. Melissa",,,,,,,,,,,,,,eng,,,Primo,,,,,,1,,,,New York,,,,2007,T&T Clark,,,,,,,,,,,,,,,,,,,,,,,,Q94970890,RXT8PJ3J,book,Social selves and political reforms five visions in contemporary Christian ethics,
"$$CContents: $$VU.S. poverties and religious resources: movement context -- ""Living wages"": religious ideology and framing for moral agency -- I was a stranger and you welcomed me: bridge building and political engagement in racialized economies -- Your daughters will prophesy: women's labor in the movement -- Where two or three are gathered: ritualizing moral agency -- ""Come, walk with us, the journey is long"": progressive religious activism and moral agency., The Myrta Woodson Wattles Memorial Fund.",,,,,,,,"Snarr, Melissa",Living wage movement United States; Minimum wage; Minimum wage Moral and ethical aspects United States; Minimum wages; nne Wages Minimum wage,,HD4918 .S55 2011,,,,,,,,,,,,,,2011,7/22/14 16:17,11/18/14 22:34,"Snarr, C. Melissa",,,,,,,,978-0-8147-4112-2,,,,,,eng,,,Primo,,,,,,205,,,,New York,,,,2011,New York University Press,,,,,,,,,,,,,,,,All you that labor,,,,,,,,Q94972047,3IBP6VQX,book,All you that labor : religion and ethics in the living wage movement,
