Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
162,,"Miller-McLemore, Bonnie",2001,978-0-86554-694-3 978-0-86554-961-6,,,,,2001,3/21/16 20:37,3/21/16 20:38,,,,,,,,,[Sports and religion]; Sports and religion.,,,,Mercer University Press,"Macon, Ga.",English,,,,,WorldCat Discovery Service,,,,,,,,"Price, Joseph L.",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,From season to season: sports as American religion
163,,"Seow, C.L.",2020,978-3-16-159851-7,,,,,2020,8/31/21 15:35,8/31/21 15:39,8/31/21 15:35,,,,,,,,,,,,Mohr Siebeck,Tübingen,German,,,,,Open WorldCat,,,,,,,,,,,,,"Körting, Corinna; Kratz, Reinhard Gregor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Fromme und Frevler Studien zu Psalmen und Weisheit. Festschrift für Hermann Spieckermann zum 70. Geburtstag.
164,,"Meeks, M. Douglas",1996,0-8028-3807-3,,,,,1996,4/30/14 16:03,8/20/20 18:05,,,,,,,,,,,,,William B. Eerdmans Publishing Company,Grand Rapids,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001238009&site=ehost-live&scope=cite,,Community--Religious aspects--Christianity; Gifts--Religious aspects--Christianity,"Volf, Miroslav; Krieg, Carmen; Kucharz, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Future of theology: Essays in honor of Jurgen Moltmann
165,,"Levine, Amy-Jill",2020,978-1-978707-86-3,,,,,2020,7/13/21 20:08,7/13/21 20:09,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"Ehrensperger, Kathy; Sheinfeld, Shayna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Gender and second-temple Judaism
166,,"Levine, Amy-Jill",2003,978-90-04-12985-6,,,,$$Cbibliography_note$$VIncludes bibliographical references and index.,2003,11/1/16 17:15,11/1/16 17:27,,,,,,,,,"Supplements to the Journal for the study of Judaism, v. 80",,,,Brill,"Boston, MA",eng,,,,,discoverlibrary.vanderbilt.edu,"BS1700 .G467 2003 v.1, BS1700 .G467 2003 v.2",,,,,,"Judaism, Hellenistic; Bible. New Testament Criticism, interpretation, etc; Bible History of inter-testamental events; Hellenistic Judaism; Judaism History Greco-Roman period, 332 B.C.-210 A.D; Judaism History Inter-testamental period, 140 B.C.-30 A.D; Judaism History Post-exilic period, 586 B.C.-210 A.D; Judaism History Pre-Talmudic period, 586 B.C.-10 A.D; Apocryphal books (Old Testament) Criticism, interpretation, etc; 1 Enoch (Apocryphal book); 1st Enoch (Apocryphal book); Apocalyptic literature History and criticism; Äthiopischer Henoch; Book of Enoch, Ethiopic; Book of the Ethiopic Enoch; Buch Henoch; Enoch, Ethiopic Book of; Ethiopic book of Enoch; First Enoch (Apocryphal book); nnaa Bible. O.T. Apocryphal books. 1 Enoch","Nickelsburg, George W. E.; Neusner, Jacob; Avery-Peck, Alan J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,George W.E. Nickelsburg in perspective: an ongoing dialogue of learning
167,,"Miller-McLemore, Bonnie",1999,1-899025-11-1,,,,,1999,10/14/14 23:45,11/18/14 21:09,,,,,,,,Globalisation and the family,,,,,Cardiff Academic Press,"Fairwater, Cardiff",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000008472&site=ehost-live&scope=cite,,Family life; Globalization; Marriage,"Ballard, Paul H.; Couture, Pamela D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Globalisation and difference : practical theology in a world context
168,,"Meeks, M. Douglas",1993,0-88344-918-8,,,,,1993,4/30/14 16:04,8/19/20 16:50,,,,,,,,,,,,,Orbis Books,"Maryknoll, NY",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001195233&site=ehost-live&scope=cite,,Capitalism--Religious aspects--Christianity; International economic relations; South Africa--Race relations,"Evans, Alice Fraser; Evans, Robert A.; Roozen, David A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Globalization of theological education
169,,"Meeks, M. Douglas",2006,0-8028-3395-0,,,,,2006,4/30/14 15:53,4/30/14 15:53,,,,,,,,The economy of grace,,,,,William B Eerdmans,Grand Rapids,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001541338&site=ehost-live&scope=cite,,Economic development--Ethical aspects; Theological anthropology; Economics and Christianity; Markets; Grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,God and human dignity
170,,"Rieger, Joerg",2013,978-0-7391-7318-3,,,,"$$C contents$$V About God -- God Is Diversity and Justice: A Feminist Sikh Perspective / Nikky-Guninder Kaur Singh -- As Long as You Are Doing Something: A Secular Feminist Perspective from Canada / Pamela Milne -- I am, Who Loves the Prophets, Loves You: Meditations on the Progressive/Prophetic at the End of Jewish History / Marc H. Ellis -- About Love -- A World without Tags: A Progressive Palestinian Muslim Scholar Speaks / Isam Shihada -- Class Matters in an Age of Empire: A White Feminist Working-Class American Speaks / Susanne Johnson -- About Diversity -- Celebrating Diversity Is Not What It's All About: A Progressive White Male German American Theologian Speaks / Joerg Rieger -- Does God Really Love Diversity?: A Chinese American New Testament Scholar Speaks / Sze-kar Wan -- About Justice -- Diversity, Justice, and the Bible for Grown-Ups: A Jewish Russian-Israeli-American Hebrew Bible Scholar Speaks / Serge Frolov -- The Exiled Native: The Paradox of the Black Scholar / Marin Dixon -- Justice Is at the Core: Law, Justice, and Gender Equality in Islamic Feminism / Qudsia Mirza -- Transgender Spirituality: Finding Justice through Activism and Love / Gordene MacKenzie, Nancy Nangeroni -- Two Responses -- Reflections on ""God Loves Diversity and Justice"": A (Modern) Human Rights Perspective / Patricia H. Davis -- Should God Remain?: A Response from the Perspective of Peace and Conflict Studies / Victoria Fontan., John Louis Kesler Circulating Library., $$C bibliography_note$$V Includes bibliographical references and index.",2013,6/26/18 18:53,6/26/18 18:54,,,,,,,,,,,,,Lexington Books,Lanham,eng,,,,,discoverlibrary.vanderbilt.edu,BL65 .J87 G63 2013,,,,,,Justice and religion; Religion and justice,"Scholz, Susanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"God loves diversity and justice: progressive scholars speak about faith, politics, and the world"
171,,"Meeks, M. Douglas",2006,0-8006-3823-9,,,,,2006,4/30/14 15:53,4/30/14 15:53,,,,,,,,,,,,,Fortress,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001541128&site=ehost-live&scope=cite,,Economics and Christianity; Trinity; Relation (Theology); Right of property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,God's life in Trinity
172,,"Rieger, Joerg",2013,,,,,,2013,6/26/18 19:10,9/23/20 19:14,,,,,,,,,,,,,McFarland & Company,"Jefferson, NC",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001962620&site=ehost-live&scope=site&scope=cite,,Christianity/Church History; Art/Architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Godly heretics: essays on alternative Christianity in literature and popular culture
173,,"Segovia, Fernando F.",1997,1-56338-214-8,,,,,1997,12/18/14 16:03,10/14/20 18:46,,,,,,,,,,,,,Trinity Press International,"Harrisburg, Pa",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001044608&site=ehost-live&scope=cite,,"Biblical Hermeneutics; Bible. Gospels --Criticism, Literary; Jesus Christ --Historicity","Kingsbury, Jack Dean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Gospel interpretation : narrative-critical & social-scientific approaches
174,,"Levine, Amy-Jill",2015,978-1-62837-086-7,,,,"An international collection of ecumenical, gender-sensitive interpretations In this volume of the Bible and Women Series, contributors examine how biblical studies intersects with feminist interpretive methods with regard to the Gospels. Authors examine the lives of women in Roman Palestine, named and unnamed women in the Gospels, and the role of gender in the reception of the Hebrew scriptures in the New Testament. Features:  Essays by scholars from scholars from around the world An introduction and twenty essays focused on women and gender relations Coverage of power relations and ideologies within the texts and in current interpretations",9/29/15,6/19/18 18:23,8/11/20 15:41,,,,,,,,,,,,,Society of Biblical Literature Press,"Atlanta, GA",en,,,,,Google Books,,,,,https://books.google.com/books?id=DCKTCgAAQBAJ,,"Religion / Biblical Studies / Jesus, the Gospels & Acts; Religion / Biblical Criticism & Interpretation / New Testament; Religion / Biblical Studies / Exegesis & Hermeneutics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Gospels: Narrative and History
175,,"Meeks, M. Douglas",1986,3-459-01632-9,,,,,1986,4/30/14 16:08,8/20/20 17:56,,,,,,,,,,,,,Christian Kaiser Verlag,München,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001149789&site=ehost-live&scope=cite,,Politics and Christianity; Social justice; Economics and Christianity; Capitalism--Religious aspects--Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Gottes Zukunft - Zukunft der Welt
176,,"Miller-McLemore, Bonnie",2005,0-8298-1621-6,,,,,2005,10/20/14 16:54,7/10/18 17:23,,,,,,,,,,,,,Pilgrim Press,Cleveland,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Christianity; Children; Christianity. Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Graced vulnerability: a theology of childhood
177,,"Marbury, Herbert",2016,978-1-317-30226-1,,,,"The Interdenominational Theological Center, known as ITC by those in theological education, is known in other circles as “that radical preacher’s school down in Atlanta”. ITC envisioned itself as providing rigorous and relevant theological education that would enable Black churches and their communities to seize this new horizon. ITC would serve the age by preparing clergy to lead Black communities and their churches. As important as ITC’s history was in influencing my decision to enroll, so was my own family heritage. Long before the constituent schools came together, Gammon Theological Seminary, one of ITC’s parent institutions, had trained Black clergy for almost a century. So for ITC, the mission that began in 1958 did not end with the era of civil rights gains; it only adapted to the changing landscape of racialization. Indeed, ITC’s commitment to educate leaders extended to the entire Black church, and its many communities, not simply to those whom the church had historically privileged. © 2016 Taylor & Francis.",2016,11/22/22 20:55,11/22/22 20:55,,,,,,,,A liberating spirituality,,,,,,,English,,,Scopus,,Scopus,,,,C:\Users\xus12\Zotero\storage\5XYDW9JL\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Graduate Education at Historically Black Colleges and Universities (HBCUs): A Student Perspective
178,,"Morrill, Bruce T.",2001,,,,,,2001,7/11/18 19:43,7/11/18 19:44,,,,,,,,,,,,,Pauline Books and Media,"Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Growing in Faith
179,,"Segovia, Fernando F.",2005,2-227-47173-5,,,,,2005,5/28/14 18:47,10/13/20 19:04,,,,,,,,,,,,,Bayard Presse,Paris,French,,,,,OCLC WorldCat FirstSearch,,,,,,,"""Bible"" Herméneutique (Bible) Genre/Form: Guide (Descripteur de forme); lecture",,,"Lacocque, André",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Guide des nouvelles lectures de la Bible
180,,"Levine, Amy-Jill",1992,978-1-55540-803-9,,,,$$Cbibliography_note$$VIncludes bibliographical references.,1992,10/27/16 15:48,10/27/16 15:51,,,,,,,,,American Academy of Religion individual volumes ; no. 2,,,,Scholars Press,"Atlanta, Ga.",eng,,,,,discoverlibrary.vanderbilt.edu,BL41 .G843 1992,,,,,,Religion Study and teaching Vocational guidance; Women Biblical scholars Vocational guidance,"Thistlethwaite, Susan; Fredriksen, Paula",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Guide to the perplexing: a survival manual for women in religious studies
181,,"Geller, Jay",2000,0-8272-2971-2,,,,,2000,6/27/14 19:08,7/22/20 21:18,,,,,,,,,,,,,Chalice Press,St. Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001285343&site=ehost-live&scope=cite,,"Postmodernism; Bible --Criticism, interpretation; Biblical Hermeneutics; Hermeneutics","Adam, A K M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Handbook of postmodern biblical interpretation
182,,"Floyd-Thomas, Stacey",2004,,,,,,2004,5/13/14 19:05,7/21/20 19:30,,,,,,,,,,,,,Chalice Press,St Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001492323&site=ehost-live&scope=cite,,"Church--History of doctrines--1900-; Church--Marks; Church--Visibility; Community--Religious aspects; Liberation theology; Marginality, Social; Power (Theology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Handbook of U.S. theologies of liberation
183,,"Miller-McLemore, Bonnie",1996,0-913552-60-7,,,,,1996,10/15/14 0:16,10/15/14 0:21,,,,,,,,,,,,,Exploration Press,"Chicago, Ill.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Congresses. Healing; Congresses. Medicine and psychology; Congresses. Metaphor; Congresses. Spiritual healing; Healing; Psychological aspects; Psychological aspects. Medicine and psychology. Metaphor; Therapeutic use; Therapeutic use. Spiritual healing. Genre/Form: Conference proceedings,"Cairns, George F. Cairns; Pottenger, Lawrence Avery; Cairns, Nancy U.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Healing and the healer
184,,"Segovia, Fernando F.",2005,0-687-09813-0,,,,,2005,5/21/14 16:29,5/21/14 16:29,,,,,,,,Toward a hermeneutics of the diaspora,,,,,Abingdon,Nashville,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001707235&site=ehost-live&scope=cite,,"Other, The; Colonialism and neocolonialism; Bible --Study --Methodology; Contextual Bible study; Dialogue (Theology); Diaspora; Hispanic American theology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Hispanic Christian thought at the dawn of the 21st century
185,,"Segovia, Fernando F.",1996,,,,,,1996,5/26/14 17:44,5/26/14 17:46,,,,,,,,,,,,,Fortress Pr,Minneapolis,,,,,,EBSCOhost,,,,,,,,,,"Segovia, Fernando F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Hispanic/Latino theology: challenge and promise
186,,"Knight, Douglas A.",2005,87-635-0377-8,,,,,2005,5/20/14 15:51,7/30/20 18:20,,,,,,,,,Forum for Bibelsk Eksegese ;; 14; Variation: Forum for bibelsk eksegese ;; 14.,,,,"Museum Tusculanums Forlag, Museum Tusculanum Press",København,Danish; Contributions in Danish and English.,,,,,OCLC WorldCat FirstSearch,,,,,,,History in the Bible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Historie og konstruktion: Festskrift til Niels Peter Lemche i anledning af 60 års fødselsdagen den 6. september 2005 / Thompson, Thomas L.,; 1939-"
187,,"Knight, Douglas A.",2016,978-1-317-42814-5,,,,,2016,11/22/22 20:15,11/22/22 20:15,,,,,,,,,,,,,,,English,,,Scopus,,Scopus,,,,C:\Users\xus12\Zotero\storage\DIH7NNZI\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"History, Archaeology and The Bible Forty Years After ""Historicity"": Changing Perspectives 6"
188,,"Sasson, Jack",2003,978-1-57506-079-8,,,,"A tribute to America's preeminent scholar of Hittite language and culture, Professor Harry A. Hoffner Jr., of the Oriental Institute of the University of Chicago. The thirty-four contributors, students, and colleagues treat topics as diverse as Hittite contacts with the Mycenaean Greeks, the topography of the Hittite capital, and various aspects of Hittite grammar and etymology.",2003,12/15/14 17:30,12/15/14 17:34,,,,,,,,,,,,,Eisenbrauns,"Winona Lake, Indiana",en,,,,,Google Books,,,,,http://books.google.com/books?id=RtMSrGe8MY0C,,History / General,"Beckman, Gary M.; Beal, Richard Henry; McMahon, John Gregory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Hittite Studies in Honor of Harry A. Hoffner, Jr: On the Occasion of His 65th Birthday"
189,,"Rieger, Joerg",2015,978-1-60947-087-6,,,,,2015,6/26/18 16:26,9/24/20 17:19,,,,,,,,,,,,,Emeth Press,"Lexington, KY",English,,,,,,,,,,,,,"Crawford, Nathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Holy Imagination: Rethinking Social Holiness
190,,"Sasson, Jack",2009,,,,,"Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded Vetus Testamentum Supplements - VTS 130 Edited by Gershon Galil, Mark Geller, and Alan Millard ISBN: 9789004178892 Brill Academic Publishers, 2009, , xxiv + 643 pages, Cloth, English $248.90",2009,12/12/14 14:32,12/12/14 14:36,12/12/14 14:32,,,,130,,,,Vetus Testamentum Supplements-VTS,,,,Brill,Leiden,,,,,,,,,,C:\Users\xus12\Zotero\storage\7JFBCJAU\_48C0KFZRS.html,,,,"Galil, Gershon; Geller, Mark; Millard, Alan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Homeland and Exile Biblical and Ancient Near Eastern Studies in Honour of Bustenay Oded
191,,"McClure, John S.",2015,1-62564-565-1,,,,,2015,9/14/15 18:44,10/11/16 15:28,,,,,,,,,Promise of homiletical theology ; v. 1. UNAUTHORIZED,,,,Cascade Books,"Eugene, Oregon",eng,,,,,Primo,BV4211.3 .H656 2015,,,,,,History; Preaching; Christian preaching; Homiletics; Speaking; 1900 - 1999; Postmodernism Religious aspects Christianity; Preaching History 20th century,"Jacobsen, David Schnasa",,,,,"Jacobsen, David Schnasa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Homiletical theology: preaching as doing theology
192,,"Miller-McLemore, Bonnie",2012,978-1-56699-431-6,,,,,2012,10/20/14 16:54,7/10/18 17:22,,,,,,,,,,,,,Alban Institute,"Herndon, Va.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religious aspects; Religious life; Religious life. Parenting; Christianity. Child rearing; Christianity. Parenting; Christianity. Parents; Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Hopes and fears: everyday theology for new parents and other tired, anxious people"
193,,"Hudnut-Beumler, Jim",2003,978-0-9725644-1-0,,,,,2003,7/29/20 15:43,7/29/20 15:48,,,,,,,,,Pulpit & pew research reports ; no. 2 (Winter 2003),,,,Duke Divinity School,"Durham, N.C",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Clergy; Salaries, etc",,,,,,"Price, Matthew J.; McMillan, Becky R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,How much should we pay the pastor: a fresh look at clergy salaries in the 21st century
194,,"Townes, Emilie",2004,0-8006-3685-6,,,,,2004,9/24/14 1:25,9/24/14 1:25,,,,,,,,,,,,,Fortress Press,Minneapolis,eng,,,,,Primo,E185.97 .K5 I17 2004,,,,,,"African Americans Relations with whites; nne United States Race question; United States Race relations; African Americans Civil rights; Civil rights movements United States History 20th century; Cultural pluralism United States; Kiṅ, Mārṭṭiṉ Lūtar, 1929-1968; King, Martin Luther, Jr., 1929-1968; King, Martin Luther, Jr., 1929-1968 Influence; King, Martin Luther, Jr., 1929-1968 Philosophy","Echols, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,I have a dream : Martin Luther King Jr. and the future of multicultural America
