skipped,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
,7725ZFEE,"Seow, C.L.",1999,"Seow, C. L. (Choon Leong)",0-687-27814-7,,,,"A completely new commentary in twelve volumes. The New Interpreter's Bible continues the tradition established by its predecessor, the Interpreter's Bible, as an invaluable tool for everyone who studies, preaches, and teaches scripture -- including Bible scholars, pastors, Sunday school and Bible school teachers, and interested laypeople. Each volume of the New Interpreter's Bible includes two complete translations of selected books of the Bible, commentary, and reflections. The New Interpreter's Bible incorporates several other key strengths: the exegetical commentary and the theological reflections for each biblical book are written by one individual, ensuring consistency of perspective; the ecumenical roster of contributors includes top scholars and emerging new voices; the biblical text is divided into coherent and manageable units, such as pericopes, which allows discussion of important issues that are overlooked in a verse-by-verse treatment. - Jacket. Genre/Form:         CD-ROMs. Commentaries.",1999,10/10/14 19:57,10/10/14 20:02,,1-296,,,3,12,,,,,,,Abingdon Press,Nashville,English,,,,,OCLC WorldCat FirstSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The first and second books of Kings,"The New Interpreter's Bible: general articles & introduction, commentary, & reflections for each book of the Bible, including the Apocryphal/Deuterocanonical books."
,IN7Q8MXF,"Andrews, Dale P.",2008,"Andrews, Dale P.",0-687-05556-3,,,,,2008,5/22/14 13:54,5/22/14 18:54,,,,,,,,,,,,,Abingdon Press,"Nashville, TN",,,,,,acorn.library.vanderbilt.edu Library Catalog,BV4211.3 .N49 2008,,,,,,,"Wilson, Paul Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,African American Biblical Interpretation,The new interpreter's handbook of preaching
,RRC7VKQR,"Andrews, Dale P.",2008,"Andrews, Dale P.",0-687-05556-3,,,,,2008,5/22/14 13:52,5/22/14 13:53,,,,,,,,,,,,,Abingdon Press,"Nashville, TN",,,,,,acorn.library.vanderbilt.edu Library Catalog,BV4211.3 .N49 2008,,,,,,,"Wilson, Paul Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,African American Apprenticeship,The new interpreter's handbook of preaching
,FFW2IGSG,"McClure, John S.",2008,"McClure, John S.",978-0-687-05556-2,,,,"At head of title in a logo: NIB., The Oswald Brown Library Fund.",2008,5/12/14 15:44,11/18/14 22:18,,,,,,,,,,,,,Abingdon Press,"Nashville, TN",eng,,,,,Primo,BV4211.3 .N49 2008,,,,,,"Preaching; Christian preaching; Homiletics; Speaking; Preaching Handbooks, manuals, etc","Wilson, Paul Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Collaboration, Deconstruction",The new interpreter's handbook of preaching
,UIDMTFMA,"Levine, Amy-Jill",2018,"Levine, Amy-Jill",978-0-19-027609-6,,,,"For over 50 years students, professors, clergy, and general readers have relied on The New Oxford Annotated Bible as an unparalleled authority in Study Bibles. This fifth edition of the Annotated, thumb-indexed and in a protective two-piece box, remains the best way to study and understand the Bible at home or in the classroom. This thoroughly revised and substantially updated edition contains the best scholarship informed by recent discoveries and anchored in the solid Study Bible tradition.· Introductions and extensive annotations for each book by acknowledged experts in the field provide context and guidance. · Introductory essays on major groups of biblical writings - Pentateuch, Prophets, Gospels, and other sections - give readers an overview that guides more intensive study.· General essays on history, translation matters, different canons in use today, and issues of daily life in biblical times inform the reader of important aspects of biblical study.· Maps and diagrams within the text contextualize where events took place and how to understand them.· Color maps give readers the geographical orientation they need for understanding historical accounts throughout the Bible.· Timelines, parallel texts, weights and measures, calendars, and other helpful tables help navigate the biblical world.· An extensive glossary of technical terms demystifies the language of biblical scholarship.· An index to the study materials eases the way to the quick location of information.The New Oxford Annotated Bible, with twenty new essays and introductions and others--as well as annotations--fully revised, offers the reader flexibility for any learning style. Beginning with a specific passage or a significant concept, finding information for meditation, sermon preparation, or academic study is straightforward and intuitive.A volume that users will want to keep for continued reference, The New Oxford Annotated Bible continues the Oxford University Press tradition of providing excellence in scholarship for the general reader. Generations of users attest to its status as the best one-volume Bible reference tool for any home, library, or classroom.",4/1/18,6/19/18 19:36,11/30/18 21:18,,,,,,,,,,,,,Oxford University Press,"Oxford, New York",,,,,,Oxford University Press,,,,C:\Users\xus12\Zotero\storage\3SGQBPPY\the-new-oxford-annotated-bible-with-apocrypha-9780190276096.html,,,,,,,,,,,,,,,,,,,,,,,New to this Edition:,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Tobit, Introduction and Annotations",The New Oxford Annotated Bible with Apocrypha: New Revised Standard Version
,PE2B62U6,"Seow, C.L.",2001,"Seow, C. L. (Choon Leong)",0-19-528478-X,,,,,2001,10/29/14 17:41,10/29/14 17:41,,944-958,,,,,,,,,,,Oxford University Press,Oxford ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Bible; Commentaries. Oude Testament. Nieuwe Testament. Deuterocanonieke boeken. Genre/Form: Commentaries,"Coogan, Michael David Newsom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Ecclesiastes,The new Oxford annotated Bible with the Apocryphal/Deuterocanonical books
,X4AK8Q56,"Seow, C.L.",2001,"Seow, C. L. (Choon Leong)",0-19-528478-X,,,,,2001,10/29/14 17:40,10/29/14 17:41,,726-774,,,,,,,,,,,Oxford University Press,Oxford ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Bible; Commentaries. Oude Testament. Nieuwe Testament. Deuterocanonieke boeken. Genre/Form: Commentaries,"Coogan, Michael David Newsom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Job,The new Oxford annotated Bible with the Apocryphal/Deuterocanonical books
,XS4RGIXA,"Hudnut-Beumler, Jim",1992,"Hudnut-Beumler, Jim; Dykstra, Craig",0-664-25197-8,,,,,1992,12/18/14 15:03,12/18/14 15:07,,306-330,,,,,,,The Presbyterian presence; Variation: Presbyterian presence.,,,,Westminster/John Knox Press,"Louisville, Ky.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; History; Presbyterian Church; 20th century. Presbyterian Church; Finance. Presbyterian Church; Finance. Presbyterian Church. Presbyterian Church; Government. Genre/Form: History; Government. Presbyterian Church,"Coalter, Milton J.; Mulder, John M.; Weeks, Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The National Organizational Structure of Protestant Denominations: An Invitation to a Conversation,The Organizational revolution: Presbyterians and American denominationalism
,JQHMSSEZ,"Levine, Amy-Jill",2001,"Levine, Amy-Jill",978-0-19-875500-5,,,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/Doc?id=10269141,"$$Creproduction$$VElectronic reproduction. Palo Alto, Calif. : ebrary, 2009. Available via World Wide Web., $$Cbibliography_note$$VIncludes bibliographical references and indexes.",2001,10/28/16 18:49,10/28/16 18:50,10/28/16 18:49,,,,,,,,,,,,Oxford University Press,Oxford ; New York,eng,,,,,discoverlibrary.vanderbilt.edu,BS491.3 .O94 2001,,,,,,"Religion; Bible Commentaries; Bible Exegesis; Bible Interpretation; nne Religion, Primitive","Barton, John; Muddiman, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Judith,The Oxford Bible commentary
,X8KED8FF,"Knight, Douglas A.",1994,"Knight, Douglas A.",,,,,,1994,5/16/14 16:52,7/30/20 19:42,,,,,,,,,,,,,Oxford University Press,,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000141914&site=ehost-live&scope=cite,,Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Hebrews (pp. 273–74); Idols, Idolatry (pp. 297–98)",The Oxford companion to the Bible
,IQFIVJJD,"Levine, Amy-Jill",1993,"Levine, Amy-Jill",978-0-19-504645-8,,,http://proxy.library.vanderbilt.edu/login?url=http://www.oxfordreference.com/views/BOOK_SEARCH.html?book=t120,"This is one-volume reference to the people, places, events books, institutions, religious beliefs, and secular influence of the Bible. Embracing a wide variety of perspectives, the multi-volume work offers over 700 entries, ranging from immortality and grace to ethics.",1993,10/27/16 20:17,10/27/16 20:18,10/27/16 20:17,,,,,,,,,,,,Oxford University Press,"New York], New York ; Oxford, New York",eng,,,,,discoverlibrary.vanderbilt.edu,BS440 .M434 1993,,,,,,Electronic books; Bible Dictionaries; Bible Dictionnaires anglais; Bible. Anglais. New Revised Standard Dictionnaires anglais,,,,,,"Metzger, Bruce M.; Coogan, Michael David; Oxford University Press",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"""Gentiles""; ""Joseph of Arimathea.""",The Oxford companion to the Bible
,H5XXV2JV,"Seow, C.L.",1993,"Seow, C. L. (Choon Leong)",0-19-504645-5,,,,,1993,10/21/14 21:53,11/19/14 22:02,,785-786,,,,,,,,,,,Oxford University Press,New York,,,,,,,,,,,,,,"Metzger, Bruce M.; Coogan, Michael David Newsom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Ugaritic and the Old Testament,The Oxford companion to the Bible
,N7I3W2C4,"Townes, Emilie",2014,"Townes, Emilie Maureen",,,,,,2014,11/15/22 18:23,11/15/22 18:23,,480-489,,,,,,Cultural boundaries and African American theology,,,,,,Oxford,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4926801&site=ehost-live&scope=site&scope=cite,,Black theology; Christianity and culture; African Americans -- Social life and customs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Cultural boundaries and African American theology: Oxford handbook of African American theology,The Oxford handbook of African American theology
,EAM4EINQ,"Meeks, M. Douglas",2014,"Meeks, M Douglas",978-0-19-972971-5,,,,Series from book jacket.,2014,2/10/15 17:02,2/10/15 17:12,,3-21,,,,,,,Oxford handbooks. ^A1286456,,,,Oxford University Press,New York,eng,,,,,Primo,BR115 .E3 O94 2014,,,,,,Economics Religious aspects Christianity,"Oslington, Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Economics in the Christian scriptures,The Oxford handbook of Christianity and economics / edited by Paul Oslington.
,NGGU5WAX,"Byrd, James P",2021,"Byrd, J.P.",978-0-19-875406-0,,,,"This chapter assesses the main strands of Edwards’s reception in North America from the eighteenth century through the early twentieth century. Most Americans did not know much, if anything, about Edwards until decades after his death, when various-often conflicting-views of Edwards appeared. New Divinity ministers expanded his theological vison while revivalists, including Charles G. Finney, enlisted Edwards’s legacy for their purposes, and thousands of evangelicals embraced Edwards’s Life of David Brainerd. Edwards intrigued (and offended) writers like Mark Twain and Harriet Beecher Stowe, and his condemnation of sin caught the interest of antislavery advocates in the Civil War. His legacy helped to shape the rise of American literature as a discipline, leading to the widespread academic study of Edwards that exploded in the twentieth and twenty-first centuries, with over 5000 books, dissertations, articles, and theses published on Edwards. © Oxford University Press 2021.",2021,11/22/22 17:33,11/22/22 17:33,,463-478,,,,,,,,,,,,,English,,,Scopus,,Scopus,,DOI: 10.1093/oxfordhb/9780198754060.013.34,,C:\Users\xus12\Zotero\storage\DPWUC6V2\display.html,,,American civil war; Charles G. finney; David brainerd; Evangelicalism; Harriet beecher stowe; Mark twain; New divinity; Revival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,North America,The Oxford Handbook of Jonathan Edwards
,ZHTYV26S,"Levine, Amy-Jill",2019,"Levine, Amy-Jill",,,,,,2019,11/14/22 19:30,11/14/22 19:30,,295-314,,,,,,The Gospels and Acts,,,,,,Oxford,,,,,,EBSCOhost,,DOI: 10.1093/oxfordhb/9780190213398.013.13,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4821401&site=ehost-live&scope=site&scope=cite,,Sexual ethics; Sex in the Bible; Prostitution; Bible . New Testament--Ethics; Divorce -- Biblical teaching; Marriage -- Biblical teaching; Bible . Gospels--Theology; Bible . Luke-Acts--Theology; Celibacy -- Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"The Gospels and Acts: Oxford Handbook of New Testament, Gender, and Sexuality","The Oxford Handbook of New Testament, Gender, and Sexuality"
,GWTS36WE,"Snarr, C. Melissa",2021,Melissa Snarr,978-0-19-185139-1,,,https://doi.org/10.1093/oxfordhb/9780198813569.013.29,"Reinhold Niebuhr was a theologian, writer, and public intellectual who influenced religious leaders and social activists in the United States over four crucial decades in the middle of the twentieth century. The Oxford Handbook of Reinhold Niebuhr traces the development of his work through those years and provides an introduction to the dialogue partners and intellectual adversaries whom he influenced and who shaped his own thinking. It deals with major topics in theology and ethics, providing systematic focus to Niebuhr's wide-ranging works that were directed to many different audiences. Later chapters examine Niebuhr's contributions to political thinking and policy making on issues including international relations, pacifism and the use of force, racial and economic justice, family life and gender equality, and environmental concerns.",2021,8/31/21 18:07,8/30/22 16:32,8/31/21 18:07,467,,,,,,,,,,,,,484,,,,,Open WorldCat,,OCLC: 1241203522,,,,,,,,,,,"Lovin, Robin W; Mauldin, Joshua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Economic Justice,The Oxford handbook of Reinhold Niebuhr
,5SK65MSK,"Levine, Amy-Jill",1998,"Levine, Amy-Jill",978-0-19-508707-9,,,,$$Cbibliography_note$$VIncludes bibliographical references and index.,1998,10/27/16 20:20,10/27/16 20:21,,,,,,,,,,,,,Oxford University Press,New York,eng,,,,,discoverlibrary.vanderbilt.edu,BS635.2 .O94 1998,,,,,,"Bible History of Biblical events; Bible History of contemporary events; Civilization, Ancient; History, Biblical; nne Bible History of contemporary events, etc",,,,,,"Coogan, Michael David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Visions of Kingdoms: From Pompey to the First Jewish Revolt (63 BCE-70 CE),The Oxford history of the biblical world
,A5S47QH2,"Seow, C.L.",1992,"Seow, C. L. (Choon Leong)",0-19-529001-1,,,,,1992,10/21/14 21:51,10/21/14 21:53,,57-67,,,,,,,,,,,Oxford University Press,New York,,,,,,,,,,,,,,"Suggs, M. Jack; Sakenfeld, Katharine Doob; Mueller, James R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Literature of the Ancient Near East,The Oxford study Bible : Revised English Bible with the Apocrypha
,XS2W6F3D,"Miller-McLemore, Bonnie",2003,"Miller-McLemore, Bonnie J.",978-0-7885-0297-2 978-0-7885-0409-9 978-0-7885-0531-7 978-0-9702346-0-5 978-0-9702346-1-2 978-0-9702346-2-9,,,,,2003,3/21/16 20:31,3/21/16 20:33,,165-174,,,6,6,,,Series in theological scholarship and research; Series in theological scholarship and research.,,,,Association of Theological Schools,"Pittsburgh, PA",English,,,,,WorldCat Discovery Service,,,,,,,,"Zyniewicz, Matthew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Radical Reconstruction of Childhood: Is There a Place for Theology?,The papers of the Henry Luce III Fellows in Theology
,YTT6XXU7,"Lim, Paul",2017,"Lim, Paul",978-0-8308-5163-8,,,,,2017,6/11/20 18:54,6/11/20 18:54,,207-24,,,,,,The people's book,,,,,"IVP Academic, and imprint of InterVarsity Press","Downers Grove, Illinois",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,Europe; History; Bible; Reformation; Church history; Bibel; 1500-1599; 16th century; Conference papers and proceedings,"McNutt, Jennifer Powell; Lauber, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,From the Spirit to the Sovereign to Sapiential Reason: A Brief History of Sola Scriptura,The People’s Book: The Reformation and the Bible
,7MCSJ57B,"Segovia, Fernando F.",2009,"Segovia, Fernando F.",978-0-8066-5625-0,,,,"John Louis Kesler Circulating Library., Divinity Bible Collection.",2009,12/17/14 21:21,12/17/14 21:22,,1508-1509,,,,,,,,,,,Augsburg Fortress,"Minneapolis, MN",eng,,,,,Primo,BS191.5 .A1 2009 M56,,,,,,,"DeYoung, Curtiss Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Gospel According to John,"The peoples' Bible : new revised standard version with the Apocrypha / editors, Curtiss Paul DeYoung ... [et al.]."
,K24ZPZ4F,"Segovia, Fernando F.",2009,"Segovia, Fernando F.",978-0-8066-5625-0,,,,"John Louis Kesler Circulating Library., Divinity Bible Collection.",2009,12/17/14 21:20,12/17/14 21:21,,23-30,,,,,,,,,,,Augsburg Fortress,"Minneapolis, MN",eng,,,,,Primo,BS191.5 .A1 2009 M56,,,,,,,"DeYoung, Curtiss Paul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Bible as a Text in Culture,"The peoples' Bible : new revised standard version with the Apocrypha / editors, Curtiss Paul DeYoung ... [et al.]."
,TRF46B35,"Levine, Amy-Jill",2021,"Levine, Amy-Jill",,,,,,2021,11/14/22 19:20,11/14/22 19:20,,,,,,,,Preaching and Teaching the Pharisees,,,,,,"Grand Rapids, MI",,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn5007839&site=ehost-live&scope=site&scope=cite,,Pharisees; Bible . New Testament--Homiletic use; Bible . New Testament--Study and teaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Preaching and Teaching the Pharisees: Pharisees,The Pharisees
,6M84AC6D,"Rieger, Joerg",2002,"Rieger, Joerg",,,,https://catalog.library.vanderbilt.edu,The poor and the people called Methodists : 1729-1999 -book,2002,10/1/20 17:17,10/1/20 17:18,9/29/20 17:30,195-197,,,,,,The poor and the people called Methodists,,,,,Kingswood Books,Nashville TN,en,,,,,,,,,,,,,"Heitzenrater, Richard P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,"Contemporary Issues and Models of Ministry with the Poor, the Underrepresented, and the Ignored: Introductory Comments",The poor and the people called Methodists : 1729-1999
,QRK3K9BZ,"Rieger, Joerg",2002,"Rieger, Joerg",,,,https://catalog.library.vanderbilt.edu,The poor and the people called Methodists : 1729-1999 -book,2002,9/29/20 17:30,10/1/20 17:18,9/29/20 17:30,83-99,,,,,,The poor and the people called Methodists,,,,,Kingswood Books,Nashville TN,en,,,,,,,,,C:\Users\xus12\Zotero\storage\GBDLRKLD\fulldisplay.pdf,,,,"Heitzenrater, Richard P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Between God and the Poor: Rethinking the Means of Grace in the Wesleyan Tradition,The poor and the people called Methodists : 1729-1999
,4KJTHW3S,"Segovia, Fernando F.",1998,"Segovia, Fernando F.",1-85075-898-0,,,,,1998,5/28/14 19:06,5/28/14 19:08,,49-65,,,,,,,,,,,Sheffield Academic Press,"Sheffield, Eng",eng,,,,,Primo,BS476 .P678 1998,,,,,,"Bible Exegesis; Bible Interpretation; Bible Criticism, interpretation, etc. Theory, methods, etc; Hermeneutics, Biblical; Culture and Christianity; Bible Hermeneutics Comparative studies; Christianity and culture; Contextualization (Christian theology); Inculturation (Christian theology); Indigenization (Christian theology)","Sugirtharajah, R. S. (Rasiah S. )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Biblical Criticism and Postcolonial Studies: Toward a Postcolonial Optic,The postcolonial Bible
,UI7XXAB6,"Rieger, Joerg",2003,"Rieger, Jeorg",,,,,,2003,6/28/18 16:47,6/28/18 16:48,,45-60,,,,,,,,,,,Evangelisch-methodistische Kirche in Österreich,Vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Freedom and Service to Neighbor,The Quality of the Resurrection Faith
,NJ8BAEM2,"Rieger, Joerg",2013,"Rieger, Jeorg",978-1-137-31182-5,,,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/docDetail.action?docID=10740551,"$$C contents$$V Resisting imperial peace: theological reflections / Dwight Hopkins -- Context is What Hurts: Rethinking Contextual Theology in Light of Empire -- And economics / Joerg Rieger -- Theology, Spirit and the Imperial Economic System/ Jung Mo Sung -- The Hermeneutics of Bones: Liberation Theology for the Twenty-first -- Century / Mario Aguilar -- A U.S. Theology of Letting Go / Rosemary Radford Ruether -- Dialogic Mediations: Reflections on the Hopeful Future of U.S. Liberation -- Theology / Benjamin Valentin -- American Indian Liberation: Paddling a Canoe Upstream / Tink Tinker -- Uninterrogated Coloredness and its Kin / Emilie Townes -- Rethinking Liberation: Toward a Canadian Latina Theology / Nestor -- Medina -- key issues for liberation theology today: intercultural gender theology, controversial dialogues on gender and theology between women and -- Men, and human rights / Heike Walz -- The Revolution in the Arab World. Liberation: The Promise and the Illusion. A Palestinian Christian Perspective / Mitri Raheb -- Liberation Theology and Indigenous People / Wati Longchar -- Embodied Theology: Indigenous Wisdom as Liberation / Sylvia Marcos -- What does liberation theology mean in and for the twenty-first century? / Jenny Plane Te Paa -- The Practice of Liberation Theology in the Twenty-First Century / Ivan Petrella -- Popular Messianism, Complicity and the Continued Relevance of Liberation Theology / Jeremy Ian Kirk -- Toward a Twenty-first Century Black Liberation Ethic: A Marxist Reclamation of Ontological Blackness / Charlene Sinclair -- A Christian Liberationist Response to the Crisis at the United States Mexico Border / William A. Walker, III -- Doing Liberation Theology as a Resistive Performance / Malik Sales., $$Creproduction$$VElectronic reproduction. Palo Alto, Calif. Available via World Wide Web., Description based on print version record.",2013,6/26/18 18:12,6/23/20 17:29,6/26/18 18:12,,,,,,,,,,,,Palgrave Macmillan,"New York, NY",eng,,,,,discoverlibrary.vanderbilt.edu,AVAILABLE ONLINE,,,,,,Liberation theology; Electronic books; Theology of liberation,"Cooper, Thia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Context is What Hurts: Rethinking Contextual Theology in Light of Empire and Economics,The reemergence of liberation theologies: models for the twenty-first century
,6K7B5KWF,"Miller-McLemore, Bonnie",1996,"Miller-McLemore, Bonnie J.",0-664-25688-0,,,,,1996,10/15/14 0:08,10/15/14 0:12,,166-185,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Religion. Religion. Religion. Genre/Form: Aufsatzsammlung,"Green, William Scott; Neusner, Jacob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Protestantism and the European-American family : like oil and water,"The religion factor: an introduction to how religion matters / Neusner, Jacob,; 1932-"
,VN6KV453,"Armour, Ellen T.",2002,"Armour, Ellen T.",0-631-21169-1,,,,,2002,5/7/14 19:13,5/7/14 19:14,,212-226,,,,,,,Blackwell Readings in Continental Philosophy,,,,Blackwell Publishers,"Malden, Mass.",,,,,,acorn.library.vanderbilt.edu Library Catalog,BL51 .R3873 2002,,,,,,,"Caputo, John D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Beyond Belief?: Sexual Difference and Religion After Ontotheology,The religious
,7R2QIKKE,"Andrews, Dale P.",2010,"Andrews, Dale P.",978-0-8006-9656-6,,,,"$$Ccontents$$VIntroduduction : the pillars of the new homiletic / O. Wesley Allen, Jr. -- Storytelling renewed / Charles L. Rice -- Responses : Mary Alic Mulligan, Cláudio Carvalhaes -- Inductive preaching renewed / Fred B. Craddock -- Responses : Gennifer Benjamin Brooks, Ruthanna B. Hooke -- Celebration renewed / Henry H. Mitchell -- Responses : Valerie Bridgeman, Ronald J. Allen -- Narrative renewed / Eugene L. Lowry -- Responses : Dale P. Andrews, Eunjoo Mary Kim -- Homiletic renewed / David Buttrick -- Responses : Pablo A. Jiménez, Alyce M. McKenzie -- Afterword : Mobile, episodic, intentional / Richard L. Eslinger., Proceedings of a conference held in fall 2007 at Lexington Theological Seminary., Includes DVD of sermons by David Buttrick, Fred B. Craddock, Eugene L. Lowry, Henry H. Mitchell, and Charles L. Rice., $$Cbibliography_note$$VIncludes bibliographical references.",2010,10/11/16 17:55,10/11/16 17:56,,,,,,,,,,,,,Fortress Press,Minneapolis,eng,,,,,discoverlibrary.vanderbilt.edu,BV4202 .R46 2010,,,,,,Christian preaching; Homiletics; Speaking; Preaching Congresses,"Allen, O. Wesley; Buttrick, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,A Response: Narrative Renewed,The renewed homiletic
,6N72DHA9,"Anderson, Victor",2006,"Anderson, Victor",978-0-7546-3256-6,,,,,2006,6/7/18 19:02,7/17/18 17:14,,,,,,,,,,,,,Ashgate,"Aldershot, England; Burlington, VT",,,,,,acorn.library.vanderbilt.edu Library Catalog,BT82.7 .K44 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Foreword,The rise and demise of Black theology
,XSXU9MWI,"Michelson, David A.",2021,David A. Michelson,978-1-5381-2418-5,,,http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781538124185,"""With 46 chapters, The Rowman & Littlefield Handbook of Christianity in the Middle East spans the historical, socio-political and contemporary settings of the region and importantly describes the interactions that Christianity has had with other major/minor religions in the region""--",2021,7/27/21 22:33,7/27/21 22:34,7/27/21 22:33,375-386,,,,,,,,,,,,,English,,,,,Open WorldCat,,OCLC: 1244573571,,,,,,"Lamport, Mark A; Raheb, Mitri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,The Rise and Contribution of Monasteries and Monasticism,The Rowman & Littlefield handbook of Christianity in the Middle East
,489NZBBH,"Miller-McLemore, Bonnie",2001,"Miller-McLemore, Bonnie J.",978-0-8028-4958-8,,,,,2001,3/21/16 20:36,8/24/20 20:51,,48-74,,,,,,,,,,,William B. Eerdmans Publishing Company,"Grand Rapids, Mich.",English,,,,,WorldCat Discovery Service,,,,,,,,"Jones, L. Gregory.; Paulsell, Stephanie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,Contemplation in the Midst of Chaos: Contesting the Maceration of the Theological Teacher,The scope of our art: the vocation of the theological teacher
