ssid,filename,title,creator_string,date,classification,medium,measurements,style_period,country_culture,seals_inscriptions,signature,description,publications,exhibitions,accession_number,date_acquired,gift_of,purchased_from,credit_line,provenance,collection,last_change,notes,rights,media_url
26753485,1965.005.tif,The Stoning of St. Stephen,"Rembrandt van Rijn (Dutch painter, draftsman, and printmaker, 1606-1669)",1636 CE,Graphic Arts-Printmaking,Etching on laid paper,3.75 x 3.25 in.,,Netherlands,35,,,,"Views From The Collection III (April 3-August 15, 2008)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)|
Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection (March 15 - May 11, 2012)|
Difficult Art and the Liberal Arts Imagination (September 27 - December 5, 2013)",1965.005,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Sep 12 00:00:00 EDT 2018,"Views from the Collection III (April 3-June 30, 2008)
There is a very high probability that this is the second of two states--what Erik Hinterding in his catalogue ""Rembrandt etchings from the Frits Lugt Collection"" sites as ""repair state in which the shadows have been retouched with fine hatching to camouflage the wear to the copper plate."" Observation of the sun's rays visible in the Lugt copy are barely found in our copy.",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753485/representation-view
26753486,1965.006.tif,Head of Victor Hugo,"Rodin, Auguste (French sculptor, 1840-1917)",1885 CE,Graphic Arts-Printmaking,Drypoint,7.5 x 5.5 in.,,France,,,,,"Views from the Collection I (August 17-October 1, 2006)|
Difficult Art and the Liberal Arts Imagination (September 27 - December 5, 2013)",1965.006,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Dec 30 00:00:00 EST 2015,Delteil 7,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753486/representation-view
26753487,1965-007.jpg,Portrait of Aimé-Jules Dalou,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)",19th century CE,Graphic Arts-Printmaking,Etching,8.75 x 6 in.,,France,,,,,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",1965.007,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,French sculpture (1838...1902),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753487/representation-view
26753488,1965-008.tif,La Bonne Faisant son Marché,"Pissarro, Camille (French painter and printmaker, 1831-1903)",1888 CE,Graphic Arts-Printmaking,Etching,7.5 x 5 in. ,Impressionist,France,LD 74 La Bonne faisant son marché,,"The Maid Shopping, forth of four states",,"Heaven & Earth: The Figure in Religious and Secular Art (3/25-5/12/00)|
Views from the Collection II (Spring 2007)",1965.008,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Oct 03 00:00:00 EDT 2018,LD 74 (tbc) (Loys Delteil),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753488/representation-view
26753489,1965-009.tif,"The Drawing Lesson, Berthe Morisot and her Daughter","Morisot, Berthe (French painter, 1841-1895)",1888 CE,Graphic Arts-Printmaking,Drypoint,7 x 5 in.,Impressionist,France,,,,,"Heaven & Earth: The Figure in Religious and Secular Art (3/25-5/12/00)|
Views From The Collection III (April 3-August 15, 2008)",1965.009,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Sep 12 00:00:00 EDT 2018,"Previously titled ""Self-Portrait Sketching, with Her Daughter""",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753489/representation-view
26753490,1965.010.jpg,The Letter,"Meissonier, Jean Louis Ernest (French painter, printmaker, and sculptor, 1815-1891)",1857 CE,Graphic Arts-Printmaking,Etching and engraving,12.25 x 15.25 in.,Realism,France,"Henri Foiy
1857",,,,,1965.010,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Dec 30 00:00:00 EST 2015,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753490/representation-view
26753491,1965-011.tif,Peasant Woman of Boulogne,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)",1905 CE,Graphic Arts-Printmaking,Etching,9 x 6 in.,,France,,,,,,1965.011,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753491/representation-view
26753492,1965.012.tif,Le Savoir (The Washing Place),"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)",1904 CE,Graphic Arts-Printmaking,Etching,6.5 x 4.75 in.,,France,,,,,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",1965.012,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753492/representation-view
26753493,1965-013.jpg,Sir Edward J. Poynter,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)",1877 CE,Graphic Arts-Printmaking,Etching,10 x 6.75 in.,,France,,,,,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000) ",1965.013,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,"English Painter (1836...1919)
",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753493/representation-view
26753494,1965-014.tif,An Aged Spaniard,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)",1905 CE,Graphic Arts-printmaking,Etching,10.75 x 7.5 in.,,France,,,,,,1965.014,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753494/representation-view
26753495,1965.015.tif,"Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World)","Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)",1838 CE,Graphic Arts-Printmaking,Lithograph,9.25 x 5.5 in.,,France,See file for details,,,,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",1965.015,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,"Guillaume-Sulpice Chevalier

Armelhault and Bocher 1238",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753495/representation-view
26753496,1965.016.jpg,"OH! from Interjections; as published in Le Figaro, March 17, 1839","Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)",1839 CE,Graphic Arts-Printmaking,Lithograph,7 x 7 in. ,,France,,,,,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",1965.016,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,"Guillaume-Sulpice Chevalier

Armelhault and Bocher 1166 (third state)",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753496/representation-view
26753497,1965.017.jpg,"Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853","Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)",1853 CE,Graphic Arts-Printmaking,hand colored lithograph,9.5 x 3.25 in.,Realism,France,,,from Actualites ,,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",1965.017,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Sep 19 00:00:00 EDT 2018,Delteil 3585,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753497/representation-view
26753498,1965-018.tif,The Herdsman's Cottage or Sunset,"Palmer, Samuel (English draftsman and painter, 1805-1881)",1850 CE,Graphic Arts-Printmaking,Etching,3.75 x 3 in.,,"England, United Kingdom",,SP,,,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",1965.018,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,"See file for catalogue listings.
From old master sheet: ""Follower and student of Blake. He did visionary landscape and invested nature with a spritual quality and he felt every blade of grass to be designed by God's pattern. His style is close to a landscape of symbols. It is romantic, rather like Friedrich in his brooding on nature. He is the last printer of the Virgilian landscape. """,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753498/representation-view
26753499,1965-019.tif,Twickenham Church,"Haden, Seymour (English surgeon, etcher, and collector, 1818-1910)",1865,Graphic Arts-Printmaking,Etching,5.75 x 8.75 in.,,"England, United Kingdom",by Twickenham S. Haden 1865,S. Haden,,,"Board of Trust (April 1993)|
Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",1965.019,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Sep 19 00:00:00 EDT 2018,,,https://forum.jstor.org/assets/26753499/representation-view
26753500,1965-020.tif,Ezzelin Mourning Meduna,"Fuseli, Henry (Swiss painter, 1741-1825, active in England)",1791 CE,Graphic Arts-Printmaking,Engraving,5.25 x 6.5 in.,,"England, United Kingdom",Holloway Sculpt.,Fuseli pinxt.,,,Aspects of Classicism (January-February 1976),1965.020,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753500/representation-view
26753501,1965-021.tif,Two Cherubs and a Child Dancing,"Hollar, Wenceslaus (Bohemian draftsman, etcher, and illustrator, 1607-1677, active in Germany, Flanders, and England)",17th century CE,Graphic Arts-Printmaking,Etching,5.25 x 8 in.,,Czechoslovakia,,,after P. von Arens,,,1965.021,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,"Donor purchased from Craddock and Barnard, London",,Tue Nov 29 00:00:00 EST 2016,Active dates,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753501/representation-view
26753502,1965-022.tif,"The Laughing Rembrandt, after Rembrandt","Flameng, Léopold (French painter and engraver, 1831-1911)",19th century CE,Graphic Arts-Printmaking,Etching,10 x 7.75 in.,,France,Leop. Flameng d'apres Rembrandt,,,,,1965.022,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753502/representation-view
26753503,1965-023.tif,"Triptyque Allemand, 12th century","Bracquemond, Pierre (French painter, 1870-1926)",,Graphic Arts-Printmaking,Engraving,9.5 x 10.5 in.,,France,,,,,,1965.023,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753503/representation-view
26753504,1965.024.jpg,"Portrait of a Gentleman, after a portrait by van Dyck","Rajon, Paul-Adolphe (French painter and printmaker, born 1842 or 1843, died 1888)",19th century CE,Graphic Arts-Printmaking,Etching,7 x 5.75 in.,,France,,Rajon -- (?),,,"Gods, Saints, and Rulers (April 12-August 15, 1992)|
Face Value: The Portrait and the Formulation of Identity in Art ( October 26-December 8, 2000)",1965.024,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Oct 17 00:00:00 EDT 2016,"Birth date is 1842/3
(framed for this exhibit)",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753504/representation-view
26753505,1965-025.jpg,"A Dwarf of Philip IV, after Diego Velázquez","Laguillermie, Frédéric (French painter, etcher, and illustrator, 1841-1934)",1869 CE,Graphic Arts-Printmaking,Etching,8.25 x 6.75 in.,,France,,,,,,1965.025,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753505/representation-view
26753506,1965-026.tif,The Ferry Boat,"Veyrassat, Jules Jacques (French painter, 1828-1893)",,Graphic Arts-Printmaking,Etching,4.5 x 9 in.,,France,,,,,,1965.026,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,,https://forum.jstor.org/assets/26753506/representation-view
26753507,1965-027.tif,Vaches Sous Bois (Cows in the Woods),"Lalanne, Maxime (French painter, etcher, and draftsman, 1827-1886)",19th century CE,Graphic Arts-Printmaking,Etching,5.5 x 7 in.,,France,,,,,,1965.027,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753507/representation-view
26753508,1965.028.jpg,The Thames at Richmond,"Lalanne, Maxime (French painter, etcher, and draftsman, 1827-1886)",1871 CE,Graphic Arts-Printmaking,Etching,6 x 9.5 in.,,France,"Richmond 1871
Feois Lienard, Imp. Paris",,,,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",1965.028,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Oct 18 00:00:00 EDT 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753508/representation-view
26753509,1965-029.tif,A Sailor's Infancy,"Feyen-Perrin, Auguste (French painter, 1826-1888)",,Graphic Arts-Printmaking,Etching,7.75 x 4.5 in.,,France,,,,,,1965.029,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753509/representation-view
26753510,1965-030.tif,"Near Elche, Spain","Balfourier, Adolphe Paul Emile (French artist, 1816-1875)",ca. 1853 - 1857 CE,Graphic Arts-Printmaking,Etching,5.5 x 8 in.,,France,,,,,,1965.030,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Thu Jan 12 00:00:00 EST 2017,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753510/representation-view
26753511,1965.031.tif,Vanderbilt Fine Arts Building,"White, Joy Rice",1965 CE,Graphic Arts-Drawing,Pen and ink on paper,11.5 x 15.5 in.,,United States,,,,,,1965.031,1965,,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Jun 26 00:00:00 EDT 2017,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753511/representation-view
26753512,1965.032.jpg,Sculptural Objects,"Moore, Henry (English sculptor, 1898-1986)",1949 CE,Graphic Arts-Printmaking,Lithograph,19.25 x 29.5 in.,,"England, United Kingdom","'Sculptural Objects' by Henry Moore S.P. 30.  Published by School Prints, Ltd., and printed in Great Britian by W.S. Cowell, Ltd.",,,,"Views from the Collection I (August 17-October 1, 2006)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, October 1, (2009-May 1, 2010)|
Four Hundred Year of British Art, (3/14/13 - 6/15/13)",1965.032,1965,,Ferdinand Roten Gallery,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Jul 01 00:00:00 EDT 2013,"The lithograph was based on several 1949 drawings on the theme of Sculptural Objects.
""The lithograph, Sculptural Objects of 1949, cat. no. 19, is from the third series of School Prints published in the immediate post-war period, a scheme initiated during the 1930s for the circulation of original prints by well known artists to schools.  For this series, six artists of international fame were commissioned to produce lithographs on specially developed plastic plates to be published in editions of 3000 copies."" (Out of Print:  British Mrintmaking, 1946-1976, The British Council, ed., (London: The British Council, 1994)",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753512/representation-view
26753513,1965.033.jpg,Francois I and the Duchess d'Etampes,"Flameng, Léopold (French painter and engraver, 1831-1911)",1872 CE,Graphic Arts-Printmaking,Etching,8 x 6.5 in.,,France,Leop. Flameng del. S. J.C. 72,,after Bonington (1802-1828),,,1965.033,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Mon Nov 28 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753513/representation-view
26753514,1965.034.tif,Figure Studies from the Artist's Cornwall Sketchbook,"Romney, George (English painter, 1734-1802)",1795 CE,Graphic Arts-Drawing,Pen and ink on laid paper,7.75 x 6 in.,,"England, United Kingdom",,,,,"Aspects of Classicism (January-February 1976)|
Five Centuries of Drawing (June 11-September 23, 2010)",1965.034,1965,,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,RE-MAT & FRAME (NEW ROMA 55086),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753514/representation-view
26753515,1965-035.jpg,Peacocks,"Bodmer, Karl (Swiss painter and graphic artist, 1809-1893)",,Graphic Arts-Printmaking,Etching,7.75 x 5.25 in.,,Switzerland,,,,,"Summer shall come, and with her all delights: Looking at Nature and the Landscape in Art (June 18-August 22, 1998)",1965.035,1965, Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Jan 06 00:00:00 EST 2016,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753515/representation-view
26753516,1965.036.jpg,Les Mans,"Lucas, Horatio Joseph (English etcher, 1839-1873)",1870 CE,Graphic Arts-Printmaking,Etching,5.75 x 7.75 in. ,,"England, United Kingdom",,,,,"Views From The Collection III (April 3-August 15, 2008)",1965.036,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Mar 28 00:00:00 EDT 2012,[A GROUP OF  PRINTS BY ARTISTS ASSOCIATE WITH THE ENGLISH ETCHING REVIVAL],NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753516/representation-view
26753517,1965.037.jpg,Rundhurst,"Heseltine, John Postle (British printmaker, art administrator, and collector, 1843-1929)",1870 CE,printmaking,Etching,6 x 8.75 in.,,"England, United Kingdom",Dated LRC: April 1870; Title Inscribed LRC: Rundhurst,,,,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III (April 3-August 15, 2008)",1965.037,1965, Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Mar 28 00:00:00 EDT 2012,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753517/representation-view
26753518,1965-038.tif,Moonrise on the Ternin,"Hamerton, Philip Gilbert (English painter, etcher, and writer, 1834-1894)",1871 CE,Graphic Arts-Printmaking,Etching,7.25 x 10.25 in.,,"England, United Kingdom",,,,,,1965.038,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,Art critic of the period,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753518/representation-view
26753519,1965-039.tif,When Rosy Plumelets Tuft the Larch,"Chattock, Richard Samuel (1825-1906)",1885 CE,Graphic Arts-Printmaking,Etching,5.5 x 8.25 in.,,"England, United Kingdom",,,,,"Summer shall come, and with her all delights:  Looking at Nature and the Landscape in Art (June 18-August 22, 1998)|
Views From The Collection III ( April 3-August 15, 2008)|
Four Hundred Year of British Art (3/14/13 - 6/15/13)|
Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)",1965.039,1965,Thomas B. Brumbaugh,,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,Title from a poem from Alfred Lord Tennyson,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753519/representation-view
26753520,1966-001.tif,Woman Harvester at Rest (Tailpiece to Book IV of Virgil's Georgics),"Maillol, Aristide (French sculptor, painter, and tapestry designer, 1861-1944)",1950 CE,Graphic Arts-Printmaking,Woodcut on wove paper,3.75 x 4.75 in.,,France,Seal of artist,,,,"Pastorals, Landscapes, and the Arcadian Vision (June 10 - September 9, 2016)|
Then & Now: Five Centuries of Woodcuts (1/10-3/1/2019)",1966.001,1966,,Ferdinand Roten Gallery,Collection of Vanderbilt University Fine Arts Gallery,,,Thu Jan 03 00:00:00 EST 2019,"Born: 8 October 1861 and died: Perpignan, 24 September 1944

From a portfolio 81 woodcuts, printed in black; edition of 750; published by Philippe Gonin, Paris.
Guérin _____.

Last block was delivered to the publisher in September 1944, a few days before the artist's death at age 82. Maillol suppervised the cutting of the blocks.",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753520/representation-view
26753521,1966.002.jpg,Armer vetter und hoher Herr 2 (Poor cousin and high master 2),"Barlach, Ernst (German sculptor, printmaker, and graphic artist, 1870-1938)",1919 CE,Graphic Arts-Printmaking,Lithograph,10.5 x 13.5 in.,,Germany,,,"From the portfolio, Der Arme Vetter (The Poor Cousin), plate 13.","Schult, Friedrich. Ernst Barlach, das graphische Werk. Hrsg. mit Unterstützung der Deutschen Akademie der Künste zu Berlin. Series: His Ernest Barlach Werkverzeichnis, Bd. 2. Hamburg: E. Hauswedell, 1958.","History's Shadow: German Art and the Formulation of Identity, (March 13 - June 5, 2014)",1966.002,1966,,Ferdinand Roten Gallery,Collection of Vanderbilt University Fine Arts Gallery,,,Thu May 10 00:00:00 EDT 2018,"From a series of 300
Labeled a ""degenerate"" artist by the Nazi party.
""In 1907 Barlach began working on his first play, Der tote Tag (the dead day, 1912), which like Der arme Vetter (the poor cousin, 1918) and Die echten Sedemunds (the authentic Sedemund, 1920), is a variation of the biblical motif of the prodigal son. In total he wrote seven dramas. In addition to its two fragments of novels and his numerous autobiographical writings, they show an author concerned for the plight of the individual in the world and by the confrontation with God, owner at the same time of a unique style, full of expressiveness."" https://thebiography.us/en/barlach-ernst",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753521/representation-view
26753522,1966.003.tif,Zertretene - Leichnam und Frauenakt am Pfahl (The Downtrodden - Corpse and Nude Woman at a Post),"Kollwitz, Käthe (German printmaker and sculptor, 1867-1945)",1901 CE,Graphic Arts-Printmaking,"Etching, drypoint, acquatint and burnisher",9.25 x 24.25 in.,,Germany,A.V.D. BECKE/MUENCHEN-22 [publisher's blindstamp],,,,"History's Shadow: German Art and the Formulation of Identity (March 13 - June 5, 2014)",1966.003,1966,,"Ferdinand Roten, Baltimore, Maryland",Collection of Vanderbilt University Fine Arts Gallery,,,Wed Apr 11 00:00:00 EDT 2018,"Knesebeck 49ter; Klipstein 48
This work is the last of a cycle of prints by Kollwitz that she created in a number of states (see file for CR listings of all related works).  Before May 1901, Kollwitz cut the plate of ""Zertrene"" (The Downtrodden) which resulted in two distinct images. Vanderbilt's is the right half of what was previously titled ""Zertrene."" The other section, much smaller in size, featured the grouping in the far left portion of the composition, and was titled ""Zertretene.--Arme Familie"" (The Downtrodden.--Poor Family).
C.R. listing on file; CD Rom in Gallery Library (in monograph section)",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753522/representation-view
26753523,1966-004.jpg,"Untitled, from a collection of poetry by Jacques Prévert and G. Ripmount-Dessaignes","Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)",1956 CE,Graphic Arts-Printmaking,Lithograph,8.5 x 7.25 in.,,Spain,,,"From a collection of poetry by Jacques Prévert and G. Ripmount-Dessaignes|
Published by Maeght Éditeur, Paris (cut from a book)",,,1966.004,1966,,Ferdinand Roten Gallery,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Dec 05 00:00:00 EST 2018,,IN COPYRIGHT,https://forum.jstor.org/assets/26753523/representation-view
26753524,1966.005.jpg,Illustration from Derriere le Miroir,"Giacometti, Alberto (Swiss painter, sculptor, and printmaker, 1901-1966)",1961 CE,Graphic Arts-Printmaking,Lithograph,14.75 x 10.75 in.,,Switzerland,,,,,,1966.005,1966,,Ferdinand Roten Gallery,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753524/representation-view
26753525,1966.006.tif,Big Yellow,"Wiley, William T. (American painter, born 1937)",1963 CE,Painting,Oil on canvas,67.75 x 85.5 in.,,U.S.A.,,,,,,1966.006,1966,"Staempfli Gallery, New York",,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Mar 27 00:00:00 EDT 2013,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753525/representation-view
26753526,1966.007.jpg,The Hermitage,"Pittman, A. Ross (1883-1969)",1910 CE,Graphic Arts-Printmaking,Linoleum block print,8 x 12.25 in.,,United States,,,,,,1966.007,1910,A. Ross Pittman,,Collection of Vanderbilt University Fine Arts Gallery,,,Thu Mar 22 00:00:00 EDT 2012,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753526/representation-view
26753527,1966.008.jpg,"Rocky Mount, Tennessee","Pittman, A. Ross (1883-1969)",1910 CE,Graphic Arts-Printmaking,Linoleum block print,8 x 13 in. ,,United States,,,,,,1966.008,1910,A. Ross Pittman,,Collection of Vanderbilt University Fine Arts Gallery,,,Thu Mar 22 00:00:00 EDT 2012,"text from label on reverse of work: "" THIS IS ROCKY MOUNT - the oldest existing, territorial capitol in the United States and one of the oldest houses west of the Applachians.  William Blount, first governor of the first recognized governmental organization west of the Alleghenies, chose Rocky Mount as his official residence (1790-92).  He was appointed by President George Washington as governor of the Southwest Territory.  Tennessee, the 16th of the Union, was the first state, June 1, 1796, to be carved out of Federal Territory.  Rocky Mount was the home of Blount's host, William Cobb, who had built the house in 1770.  This historic landmark is on U.S. 11E, five miles from Johnson City and 20 miles from Bristol and Kingsport.""",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753527/representation-view
26753528,1966.009.jpg,"No. A, West Side Row","Pittman, A. Ross (1883-1969)",1910 CE,Graphic Arts-Printmaking,Linoleum block print,10 x 8.5 in. ,,United States,,,,,,1966.009,1910,A. Ross Pittman,,Collection of Vanderbilt University Fine Arts Gallery,,,Wed Mar 25 00:00:00 EDT 2015,"Installed in the offices of Development and Alumni Relations, Spring 2014",COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753528/representation-view
26753529,1966.010.tif,Pembroke,"Thomas, Howard (American painter, engraver, lithographer, and educator, 1899-1971)",1951 CE,Graphic Arts-Painting,Gouache on paper,15.5 x 22 in.,,United States,"""brilliant rectangle. horizontal red; Pembroke dem; Fall 51""",,,,"Red Rising: The Transcendent Paintings of Howard Thomas, organized by the Harn Museum of Art. The exhibition traveled to the Columbia Museum of Art, South Carolina and the Georgia Museum of Art in Athens. (November 1995-January 1997)",1966.010,1966,,Howard Thomas,Collection of Vanderbilt University Fine Arts Gallery,,,Tue Nov 29 00:00:00 EST 2016,Acidic cardboard backing.  Acidic mat.,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753529/representation-view
