inventory_number,label,title
#1994.159,Three footed dish in the shape of two overlapping squares with a design in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge,Three footed dish in the shape of two overlapping squares with a design in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge; an underside design of four overlapping circles with ribbons
#1994.161,"Pillow with a design in blue and brown underglaze of vase with flowers, bowl with narcissus and a branch of plum blossoms with the characters of ""good luck"" on either end","Pillow with a design in blue and brown underglaze of vase with flowers, bowl with narcissus and a branch of plum blossoms with the characters of ""good luck"" on either end"
#1994.214,Ekiben (station lunch box) with the lid in relief of a head of Daruma (sanskrit: Bodhidharma) with ochre glaze and inscription on base containg location of the station,Ekiben (station lunch box) with the lid in relief of a head of Daruma (sanskrit: Bodhidharma) with ochre glaze and inscription on base containg location of the station
#1995.063,Plate 45 from Moeurs Conjugales (Married Life),"Plate 45 from Moeurs Conjugales (Married Life); originally published in Le Charivari, April 19, 1842. Ciel! après trois mois d'absence, je trouve ma femme déméngée! et quels souvenirs me laisse-t-elle, grand Dieu! (Heavens!  After three months absence, I find my wife has moved! And what remembrances she leaves me, great God!)"
#1995.064,Plate 23 from Moeurs Conjugales (Married Life),"Plate 23 from Moeurs Conjugales (Married Life); originally published in Le Charivari, April 12, 1840. (La Femme)  Je viens de découvrir une mêche dans votre gilet! (Me Mari embarassé) Bon! bon! tu sais que je m'occupe de curiosité, je l'ai achetée aux commissaires priseurs. On dit que ça vient de Cléopatre!"
#1995.065,"Plate 16 from Bohémiens de Paris (Bohemians of Paris) originally published in Le Charivari, January 11, 1842. Le Protecteur (The Protector) ","Plate 16 from Bohémiens de Paris (Bohemians of Paris) originally published in Le Charivari, January 11, 1842. Le Protecteur (The Protector) Eh mon cher!-je vous retrouve enfin: vous ne me remettez pas, c’est moi qui avant mes malheurs-vous ai fait faire ce superbe marché. Lequel. Vous ne vous rappelez pas-enfin c’est grâçe à moi-à mon tour il me manque des fonds pour une spéculation, pretéz, moi donc cinq francs!"
#1995.066,"Plate 23 from Bohémiens de Paris (Bohemians of Paris)); originally published in Le Charivari, February 20, 1842.","Plate 23 from Bohémiens de Paris (Bohemians of Paris); originally published in Le Charivari, February 20, 1842. Je ne connais pas cette signature—C'est la mienne. C'est possible connais pas.—Ancien fondateur de plusieurs banques-des fameuses banques, retiré des affaires et engageant ma signature pour voler-au secours de l'industrie!"
#1997.151,"En ces temps noirs de jactance et d'incroyance, Notre-Dame de la Fin des Terres vigilante  (In these dark times of vainglory and unbelief, Our Lady of Land's End keeps vigil)","En ces temps noirs de jactance et d'incroyance, Notre-Dame de la Fin des Terres vigilante  (In these dark times of vainglory and unbelief, Our Lady of Land's End keeps vigil), Plate no. 56 from the series, Miserere"
#1998.059,"Okabe: The Narrow Ivy-Covered Road at Mt. Utsu (Okabe, Utsu no yama tsuta no hosomichi), from the series Famous Sights of the Fifty-three Stations (Gojūsan tsugi meisho zue)","Okabe: The Narrow Ivy-Covered Road at Mt. Utsu (Okabe, Utsu no yama tsuta no hosomichi), from the series Famous Sights of the Fifty-three Stations (Gojūsan tsugi meisho zue), also known as the Vertical Tōkaidō"
#1999.141a,"Dame Folly Speaks, from In Praise of Folly (Encomium Moriae)","Dame Folly Speaks, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141b,"The Follies of Old Age, from In Praise of Folly (Encomium Moriae)","The Follies of Old Age, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141c,"The Follies of Worshiping Idols, from In Praise of Folly (Encomium Moriae)","The Follies of Worshiping Idols, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141d,"The Human Comedy, from In Praise of Folly (Encomium Moriae)","The Human Comedy, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141e,"The Follies of Teaching, from In Praise of Folly (Encomium Moriae)","The Follies of Teaching, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141f,"The Follies of the Monks, from In Praise of Folly (Encomium Moriae)","The Follies of the Monks, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141g,"The Follies of Princely Power, from In Praise of Folly (Encomium Moriae)","The Follies of Princely Power, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141h,"The Follies of the Court, from In Praise of Folly (Encomium Moriae)","The Follies of the Court, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141i,"The Follies of the Popes, from In Praise of Folly (Encomium Moriae)","The Follies of the Popes, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.141j,"The Follies of War, from In Praise of Folly (Encomium Moriae)","The Follies of War, from In Praise of Folly (Encomium Moriae) A suite of ten prints with excerpts of the Latin texts by Desiderius Erasmus, selected and freely translated into English by the artist"
#1999.163,"Poster for NEA Extravaganza Showcase with Fair Verona, Excentrics, Graveblankets, Outsiders, All Weather Girl, and Wes Cunningham at Castle Door","Poster for NEA Extravaganza Showcase with Fair Verona, Excentrics, Graveblankets, Outsiders, All Weather Girl, and Wes Cunningham at Castle Door, Nashville, Tennessee,"
#1999.172aa,"Les animaux du Jardin des Plantes faisant queue comme tout le monde pour avoir leur viande, from Album du Siége","Les animaux du Jardin des Plantes faisant queue comme tout le monde pour avoir leur viande (The animals from the Botanical Garden standing in line like everyone else in order to get their meat), from Album du Siége"
#1999.172bb,Plus de gaz. Le beau sexe tenant cependant à se faire voir le soir sur le boulevard.,"Plus de gaz. Le beau sexe tenant cependant à se faire voir le soir sur le boulevard. (No more gas. The fair sex insisting, in the meantime, on making themselves visible in the evening on the boulevard.)"
#1999.172dd,"Le Bombardement. Qu’estce que c’est que ça, papa? C’est le dernier bouquet des feux du 15 août.","Le Bombardement. Qu’estce que c’est que ça, papa? C’est le dernier bouquet des feux du 15 août. (The Bombardment. What is that, daddy? It’s the last of August 15th’s most beautiful fireworks.)"
#1999.172e,"Pauvre France! Le tronc est foudroyé, mais les racines tiennent bon!, from Album du Siége","Pauvre France! Le tronc est foudroyé, mais les racines tiennent bon! (Poor France!…Her trunk has been struck, but her roots stand fast!), from Album du Siége"
#1999.230,"Boulder Mountain carving, with an immortal and his attendant walking toward a temple in a mountain retreat. Verso with rocky mountain, rust markings and a pine tree.","Boulder Mountain carving, with an immortal and his attendant walking toward a temple in a mountain retreat. Verso with rocky mountain, rust markings and a pine tree."
#1999.245,"Standing figure of a vendor with a barrel and masks on his back. The barrel ends inlaid with green nephrite jade, and an emblem on the front of the figure inlaid with red.","Standing figure of a vendor with a barrel and masks on his back. The barrel ends inlaid with green nephrite jade, and an emblem on the front of the figure inlaid with red."
#1979.0924p,"Que malheur qu'il ait été dans ce pays d'Italie!….il me néglige maintenant pour les œuvres d'art…, comme il appelle ça…","Que malheur qu'il ait été dans ce pays d'Italie!….il me néglige maintenant pour les œuvres d'art…, comme il appelle ça…. How unfortunate…that he was in this country of Italy!…he is neglecting me now for works of art, as he calls this thing…"
#1979.0925P,Plate 3 from Canotiers et Canotieres (Boaters and Boaters) (1st suite) ,"Plate 3 from Canotiers et Canotieres (Boaters and Boaters) (1st suite) Voilà là-bas un petit canotier qui est bien gentil! Comment faire sa connaissance. Tombe à l’eau il te repêchera c’est une manière comme une autre d’entrer en conversation! Merci il n’aurait qu’à me demander ensuite une prime de 25 francs, je serais bien avancée!"
#1979.0927P,Plate 2 from Au Bal Masqué (6th suite),"Plate 2 from Au Bal Masqué (6th suite) Mademoiselle Adèle, si vous continuez à rentrer à des heures aussi indues, je vous ferai donner congé par le propriétaire! Père Moufflet! je vous promets qu’après la mi-carême, je n’irai plus au bal de l’Opéra! Nous verrons bien ça!"
#1979.0943P,Plate 12 from Au Bal Masqué (3rd suite),"Plate 12 from Au Bal Masqué (3rd suite) —Beau domino.., veux-tu souper avec moi….. —Mossieu’!….je ne soupe jamais avec une personne que je ne connais pas!.. —Mais.., nous demeurons dans le même quartier. —Alors, c’est différent….j’accepte!…"
#1979.0944P,"Plate 19 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860","Plate 19 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860 Tiens!….voici Léontine-, elle n’est pas avec Gustave. Non! Elle est avec un Anglais, il me semble. Oui! La malheureuse, elle est indigne d’être française elle passe à l’étranger!"
#1979.0945P,"Plate 20 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860","Plate 20 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860 Ma chère, je te conseille de ne jamais donner ton adresse à un homme masqué….Pourquoi ça…Au dernier bal, un bel Espagnol orné d’une petite tunique abricot et un grand nez en carton m’a suppliée de lui dire où je demeurais, j’ai eu la folie d’y consentir, et le lendemain, au lieu de recevoir la visite d’un noble étranger, j’ai vu arriver un créancier que j’étais parvenue à dépister depuis six mois-mon espagnol était un anglais!!!"
#1979.0946P,"Plate 22 from: Au Bal Masqué (The Masked Ball) Fourth suite, 1860","Plate 22 from: Au Bal Masqué (The Masked Ball) Fourth suite, 1860 Qu’as-tu donc Coralie-, t’as l’air tout chose Parce que j’ai reçu trois invitations à souper de trois messieurs très bien et je ne sais auquel donner la préférence!….Franchement…, tu ne peux pas souper trois fois dans une nuit. C’est bien ce qui me contrarie…. (Soupirant) ah! C’est dans ces circonstances que l’on reconnaît la faiblesse de la nature humaine!"
#1979.0947P,Plate  26 from Au Bal Masqué (4th suite),"Plate  26 from Au Bal Masqué (4th suite) Ah! Scélérat, tu me trompes tu es avec une femme dans cette loge! Caroline…ne sois pas jalouse….je suis avec ma grand’mère qui a voulu voir encore une fois un bal de l’Opéra…..Ta grand’mère…..mais cette femme est déguisée en bébé!…..Puisque je te dis que c’est ma grand’mère…..elle est tombée en enfance!….."
#1979.0948P,"Plate 28 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860","Plate 28 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860 Je voudrais bien savoir avec quelle femme Georges est dans cette loge….Ecoutons ce qu’ils se disent. Ils ne se parlent pas!….Alors, c’est signés qu’il est avec sa femme!…."
#1979.0949P,"Plate 32 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860","Plate 32 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860 Dis donc, si ces messieurs qui nous ont donné rendez-vous ici n’allaient pas venir-, que ferions-nous…C’est bien simple, nous souperions sans eux! Mais qui paiera l’addition….Nous inviterons le garçon à souper…et comme il n’y aura que lui en fait d’homme…il sera bien obligé de payer!"
#1979.0950P,"Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859","Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859 —Tu as eu tort Angélina, de repousser les avances de Paul…c’est un garçon très spirituel!… —Spirituel…..c’est justement pour ça…il ne me laisserait pas facilement le plumer!… (—You were wrong, Angélina, to reject Paul’s advances…he’s a very spiritual boy!… —Spiritual…it’s exactly for that reason…he would not very willingly let me undress him!…)"
#1979.0951P,"Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859","Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859 —Bergère-, je n’ai pas l’sou ce soir-, si tu veux nous souperons avec les côtelettes d’un de tes moutons… —Pané!…."
#1979.0952P,"Plate 15 from Bals Masqués (The Masked Balls) Fourth suite, 1859","Plate 15 from Bals Masqués (The Masked Balls) Fourth suite, 1859 —Comment, une femme qui se respecte peut-elle venir ici déguisée en débardeur!… —T’es encore bien déguisée que moi, puisque tu t’es mise en femme du monde!…"
#1979.0953P,"Plate 35 from Dialogues Parisiens (Parisian Conversations) Second suite, 1859","Plate 35 from Dialogues Parisiens (Parisian Conversations) Second suite, 1859 —Mon ami…, une de mes amies, qui a voyagé en Suisse, et qui sait très bien dessiner, vient de m’envoyer un album où elle a représenté toutes les plus belles vues de ce pays!… —Oh! Elle est bien aimable!…au moins de cette façon, nous n’aurons pas besoin d’aller voir la Suisse l’année prochaine; comme tu me l’avais demandé…"
#1979.0954P,"Plate 43 from ""Dialogues Parisiens  (Parisian Conversations) (2nd suite)","Plate 43 from ""Dialogues Parisiens  (Parisian Conversations) (2nd suite) Qu’as-tu donc, ma chère…Je m’ennuie!…Que dois-je faire pour te distraire….veux-tu que j’aille te promener….Non….vas-y tout seul…."
#1979.0955P,"Plate 45 from ""Dialogues Parisiens""  (Parisian Conversations) (Second suite), 1860","Plate 45 from ""Dialogues Parisiens""  (Parisian Conversations) (Second suite), 1860 Madame, quel jous pourrai-je aller vous voir pour toucher les quinze cents francs de marchandise que vous avez achetées chez moi….Mon cher monsieur…je reçois tous les mercredis soir…, on prend du thé et on joue du piano …si vous jouez du violon, je vous prie de l’apporter…, ça me fera bien plaisir de vous entendre!"
#1979.0956P,Plate 4 from La Foire Aux Amours(The Fair of Love),"Plate 4 from La Foire Aux Amours(The Fair of Love); originally published in Paris, December 28, 1852  — -et si Mademoiselle daignait accepter l'hommage et le souper d'un gentilhomme- — As-tu fini! (— …and if Mademoiselle deigns to accept the compliments and dinner of a gentleman… — Are you quite finished!)"
#1979.0957P,Plate 8 from Les Partageuses (The Gossipers),"Plate 8 from Les Partageuses (The Gossipers); originally published in Paris, October 27, 1852 La Tentation d'une Sainte Antoinette (The Temptation of Saint Antoinette)"
#1979.0958P,Plate 10 from Les Partageuses (The Gossipers),"Plate 10 from Les Partageuses (The Gossipers); originally published in Paris, November 14, 1852  —J'ar la Charité, Mosieu le Marquis: ayez la Foi. —I have charity, Mister Marquis, have faith."
#1979.0959P,Plate 11 from Les Partageuses (The Gossipers),"Plate 11 from Les Partageuses (The Gossipers); originally published in Paris, November 29, 1852   —Ma chère, les hommes, c'est farce! toujours la  mème chanson: une femme à soi seul.  —Toqués!  toqués!"
#1979.1183P,Shall we be more tender with our dollars than with the lives of our sons,"Shall we be more tender with our dollars than with the lives of our sons - W. G. McAdoo, Secretary of the Treasury; Buy a United States Government Bond of the 2nd Liberty Loan of 1917"
#1979.1203P,"The Continent via Harwich - Every Weekday - Hook of Holland & Antwerp Liverpool Street, Dep. 3-30 p.m. - Liverpool Street Dep. 8-40 p.m.","The Continent via Harwich - Every Weekday - Hook of Holland & Antwerp Liverpool Street, Dep. 3-30 p.m. - Liverpool Street Dep. 8-40 p.m. - Time Saving with Comfort - Further Particulars from Continental Dept. L&N.E. Rly. Liverpool St. Station, London E-C2 or any L&N.E. Rly. Enquiy Office"
#1982.069,"Illustration to Dante's La Divine Comédie,  Le Purgatore: Chant 26: ""Rencontre de deux troupes de luxurieux""","Illustration to Dante's La Divine Comédie,  Le Purgatore: Chant 26: ""Rencontre de deux troupes de luxurieux"" (Canto 26: ""Meeting of Two Groups of Lustful Ones"")"
#1992.085,"Honda Yoshimitsu Discovers the Buddha, Honda Zenko  Perceiving the Buddha Nyorai in a Pond in Naniwa, from the series Yoshitoshi ryakuga","Honda Yoshimitsu Discovers the Buddha, Honda Zenko  Perceiving the Buddha Nyorai in a Pond in Naniwa, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
#1992.097,"Songokū Creating an Army from his Fur, The Monkey King Blowing Out Hairs Which Turn Into Warriors, from the series Yoshitoshi ryakuga","Songokū Creating an Army from his Fur, The Monkey King Blowing Out Hairs Which Turn Into Warriors, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
#1970.066,Veduta delle antiche Sostruzioni fatte da Tarquinio Superbo dette il Bel Lido,Veduta delle antiche Sostruzioni fatte da Tarquinio Superbo dette il Bel Lido (View of the Ancient Structure Built by Tarquinius Superbus called the Bel Lido)
#1972.081,Plan exact des fortifications du Château de Choczim sur le Niester; avec le forts et retranchements de l'Armée des Turcs,"Plan exact des fortifications du Château de Choczim sur le Niester; avec le forts et retranchements de l'Armée des Turcs, défaite en 1673 par Jean Sobieski, Général en Chef des Polonois, ensuite Roi de Pologne, sous le nom de Jean III"
#1973.020,Quand les enfants ont été bien sages le papa les mène au bain par partie de plaisir (Alexis ou l'Erreur d'un bon Père),"Quand les enfants ont été bien sages le papa les mène au bain par partie de plaisir (Alexis ou l'Erreur d'un bon Père)| (When the children have been very good, Daddy takes them to the baths (Alexis or the Mistake of a Good Father)| Plate 17 from Les Baigneurs (The Bathers); as published in Le Charivari, September 6, 1840"
#1973.021,"Notre bon allié le Pacha d’Egypte…et la Syrie, Monsieur, la Syrie! Oui, mais le Statu quo Européen","Notre bon allié le Pacha d’Egypte…et la Syrie, Monsieur, la Syrie! Oui, mais le Statu quo Européen. D'ailleurs, le quadruple traité…la France se doit à elle-même. Oui, mais le Statu quo Européen. Ah! Bah! vous parlez comme une poule mouillée.| Plate 16 from Les Baigneurs  (The Bathers); as published in Le Charivari, August 30, 1840"
#1976.028,"Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst","Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 3, No. 1"
#1979.0698P,"No. 25 from Les Representans Representés,  Assemblée Législative; Achille Fould","No. 25 from Les Representans Representés,  Assemblée Législative; Achille Fould ; originally published in Le Charivari, December 20, 1849 Position favorite de ce ministre des finances qui trouve qu’en fait d’améliorations sociales, on n’a rien de mieux à faire qu’à se croiser les bras."
#1979.0699P,Plate 29 from Types Parisiens (Parisian Types),"Plate 29 from Types Parisiens (Parisian Types); originally published in La Caricature, September 13, 1840 Désagrément de causer avec les gens qui ont la manie de mettre le récit en action. —Oui, mon cher Monsieur, croiriez-vous que le ppppolisson s’est permis de me rire au nez. Vous savez que je n’ai pas le caractère endurant. Alors, je l’ai empoigné….là, comme cela, voyez-vous; et je vous l’ai secoué…là, comme ça…vigoureusement."
#1979.0700P,"L’entrée du grand tunnel d’un chemin de fer. (The entrance of the big railway tunnel); as published in La Caricature, July 9, 1843","L’entrée du grand tunnel d’un chemin de fer. (The entrance of the big railway tunnel); as published in La Caricature, July 9, 1843 Messieurs, nous allons entrer sous le grand tunnel qui est fort étroit…je vous en supplie, ne bougez pas pendant tout le trajet…il n’y a pas de voyage qu’il ne se perde ici un bras, une jambe ou un nez…et vous comprenez qu’il est impossible à l’administration de les retrouver dans un souterrain tout noir, qui a deux lieuex de long!"
#1979.0701P,Plate 388 from Actualités (Current Events),"Plate 388 from Actualités (Current Events); originally published in Le Charivari  April 17, 1857 Mr. Hume se passant la fantaisie de faire cirer ses bottes par Jules-César. (Mr. Hume fantasizing about having his boots shined by Julius Caesar.)"
#1979.0702P,Plate 9 from Les Gens du Justice (Men of the Law),"Plate 9 from Les Gens du Justice (Men of the Law); originally published in Le Charivari, May 2, 1845 —Vous m'avez injurié dans votre plaidoirie, mais je saurai bien vous forcer a m'en rendre raison! —Monsieur, apprenz que je ne vous crains pas!-j'ai au plus haut degré, le courage civil de ne jamais répondre à une provocation!"
