inventory_number,string
#1957.015,"Haden, Seymour (English surgeon, etcher, and collector, 1818-1910)"
#1957.016,"Audubon, John James (American painter and naturalist, 1785-1851)"
#1957.017,"Hebert, Frances Marian (American, 1899-1960)"
#1957.018,"Heintzelman, Arthur William (artist 1891-1965)"
#1957.019,"Higgins, Eugene (American painter, 1874-1958)"
#1957.020,"Hillsmith, Fannie (American painter, 1911-2007)"
#1957.021,"Isabey, Eugène (French draftsman, 1803-1886)"
#1957.022,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.023,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.024,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.025,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.026,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.027,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.028,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.029,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.030,"Jacquemart, Jules Ferdinand (French painter and printmaker, 1837-1880)"
#1957.031,"MacLaughlan, Donald Shaw (American etcher and painter, 1876-1938, born in Canada)"
#1957.032,"Meryon, Charles (French printmaker, 1821-1868, of English parentage)"
#1957.033,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#1957.034,"Picasso, Pablo (Spanish painter, sculptor, and printmaker, 1881-1973)"
#1957.035,"Pollack, S."
#1957.039,"Steinlen, Théophile Alexandre (Swiss painter and printmaker, 1859-1923)"
#1957.040,"Turner, Joseph Mallord William (English painter and draftsman, 1775-1851)"
#1957.041,"Turner, Joseph Mallord William (English painter and draftsman, 1775-1851)"
#1957.042,"Whistler, James McNeill (American painter and printmaker, 1834-1903, active in England and France)"
#1957.043,"Winkler, John W. (1890-1979, born Vienna, Austria)"
#1957.044,"Wood, Grant (American painter and printmaker, 1891-1942)"
#1957.045,"Woodbury, Charles Herbert (American painter and etcher, 1864-1940)"
#1957.046,"Zartarian, Miriam"
#1964.001,"Pittman, A. Ross (1883-1969)"
#1964.002,"Pittman, A. Ross (1883-1969)"
#1964.003,"Pittman, A. Ross (1883-1969)"
#1964.004,"Pittman, A. Ross (1883-1969)"
#1964.005,"Pittman, A. Ross (1883-1969)"
#1964.006,"Pittman, A. Ross (1883-1969)"
#1964.007,"Pittman, A. Ross (1883-1969)"
#1964.008,"Pittman, A. Ross (1883-1969)"
#1964.009,"Pittman, A. Ross (1883-1969)"
#1964.010,"Pittman, A. Ross (1883-1969)"
#1964.011,"Pittman, A. Ross (1883-1969)"
#1964.012,"Pittman, A. Ross (1883-1969)"
#1964.013,"Pittman, A. Ross (1883-1969)"
#1964.014,"Pittman, A. Ross (1883-1969)"
#1964.015,"Pittman, A. Ross (1883-1969)"
#1964.016,"Pittman, A. Ross (1883-1969)"
#1964.017,"Pittman, A. Ross (1883-1969)"
#1964.018,"Pittman, A. Ross (1883-1969)"
#1964.019,"Pittman, A. Ross (1883-1969)"
#1964.020,"Pittman, A. Ross (1883-1969)"
#1965.001,"Bracquemond, Félix (French painter, etcher, and ceramicist, 1833-1914)"
#1965.002,"Bracquemond, Félix (French painter, etcher, and ceramicist, 1833-1914)"
#1965.003,"Lichtenstein, Roy (American painter, sculptor, and printmaker, 1923-1997)"
#1965.004,"Haden, Seymour (English surgeon, etcher, and collector, 1818-1910)"
#1965.005,"Rembrandt van Rijn (Dutch painter, draftsman, and printmaker, 1606-1669)"
#1965.006,"Rodin, Auguste (French sculptor, 1840-1917)"
#1965.007,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1965.008,"Pissarro, Camille (French painter and printmaker, 1831-1903)"
#1965.009,"Morisot, Berthe (French painter, 1841-1895)"
#1965.010,"Meissonier, Jean Louis Ernest (French painter, printmaker, and sculptor, 1815-1891)"
#1965.011,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1965.012,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1965.013,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1965.014,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1965.015,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1965.016,"Gavarni, Paul (French printmaker, illustrator, and painter, 1804-1866)"
#1965.017,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#1965.018,"Palmer, Samuel (English draftsman and painter, 1805-1881)"
#1965.019,"Haden, Seymour (English surgeon, etcher, and collector, 1818-1910)"
#1965.020,"Fuseli, Henry (Swiss painter, 1741-1825, active in England)"
#1965.021,"Hollar, Wenceslaus (Bohemian draftsman, etcher, and illustrator, 1607-1677, active in Germany, Flanders, and England)"
#1965.022,"Flameng, Léopold (French painter and engraver, 1831-1911)"
#1965.023,"Bracquemond, Pierre (French painter, 1870-1926)"
#1965.024,"Rajon, Paul-Adolphe (French painter and printmaker, born 1842 or 1843, died 1888)"
#1965.025,"Laguillermie, Frédéric (French painter, etcher, and illustrator, 1841-1934)"
#1965.026,"Veyrassat, Jules Jacques (French painter, 1828-1893)"
#1965.027,"Lalanne, Maxime (French painter, etcher, and draftsman, 1827-1886)"
#1965.028,"Lalanne, Maxime (French painter, etcher, and draftsman, 1827-1886)"
#1965.029,"Feyen-Perrin, Auguste (French painter, 1826-1888)"
#1965.030,"Balfourier, Adolphe Paul Emile (French artist, 1816-1875)"
#1965.031,"White, Joy Rice"
#1965.032,"Moore, Henry (English sculptor, 1898-1986)"
#1965.033,"Flameng, Léopold (French painter and engraver, 1831-1911)"
#1965.034,"Romney, George (English painter, 1734-1802)"
#1965.035,"Bodmer, Karl (Swiss painter and graphic artist, 1809-1893)"
#1965.036,"Lucas, Horatio Joseph (English etcher, 1839-1873)"
#1965.037,"Heseltine, John Postle (British printmaker, art administrator, and collector, 1843-1929)"
#1965.038,"Hamerton, Philip Gilbert (English painter, etcher, and writer, 1834-1894)"
#1965.039,"Chattock, Richard Samuel (1825-1906)"
#1966.001,"Maillol, Aristide (French sculptor, painter, and tapestry designer, 1861-1944)"
#1966.002,"Barlach, Ernst (German sculptor, printmaker, and graphic artist, 1870-1938)"
#1966.003,"Kollwitz, Käthe (German printmaker and sculptor, 1867-1945)"
#1966.004,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#1966.005,"Giacometti, Alberto (Swiss painter, sculptor, and printmaker, 1901-1966)"
#1966.006,"Wiley, William T. (American painter, born 1937)"
#1966.007,"Pittman, A. Ross (1883-1969)"
#1966.008,"Pittman, A. Ross (1883-1969)"
#1966.009,"Pittman, A. Ross (1883-1969)"
#1966.010,"Thomas, Howard (American painter, engraver, lithographer, and educator, 1899-1971)"
#1966.011,"Thomas, Anne Wall (1928-2014, born Lilesville, NC, died Chapel Hill, North Carolina)"
#1966.013,"Chafetz, Sidney (American printmaker, born 1922)"
#1966.014,"Pittman, A. Ross (1883-1969)"
#1967.001,Artist Unknown
#1967.002a,"Bouleau, Charles (1906-1987)"
#1967.003,Artist Unknown (printed by Philippe Pigouchet)
#1968.002,"Strauser, Sterling Boyd (American painter, 1907-1995)"
#1968.003,"Shunsensai, Takehara  (1775-1825)"
#1968.004,"Conti, A."
#1968.005,"Leighton, Frederic, 1st Baron Leighton of Stretton (English painter and sculptor, 1830-1896)"
#1968.006,Ahmad ibn al-Fadil ibn Ahmad al-Sharif al-'Ayyashi (al-Husayni)
#1968.008,"Roberts, William Vernon"
#1968.009,Artist Unknown
#1968.010,Artist Unknown
#1968.012,"Berthold, Joachim (German sculptor, 1917-1990)"
#1969.001,Artist Unknown
#1969.003,Artist Unknown
#1969.004,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1969.005,"Fazzini, Pericle (Italian painter and sculptor, 1913-1987)"
#1969.006,Artist Unknown
#1969.007,"Castellon, Federico (1914-1971)"
#1969.008,Artist Unknown
#1969.009,"Strauser, Sterling Boyd (American painter, 1907-1995)"
#1969.010,"Nevjestic, Virgilije"
#1969.011,"Gaul, Gilbert (American painter, 1855-1919)"
#1969.012,"Gaul, Gilbert (American painter, 1855-1919)"
#1969.013,"Gaul, Gilbert (American painter, 1855-1919)"
#1969.015,"Shunsensai, Takehara  (1775-1825)"
#1969.016,"Shunsensai, Takehara  (1775-1825)"
#1969.017,"Worth, Thomas (American illustrator, 1839-1917)"
#1969.018,"Huggins, Victor (1936-, born Durham, NC)"
#1969.019,Artist Unknown
#1969.020,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.021,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.022,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.023,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.024,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.025,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.026,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.027,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.028,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.029,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.030,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.031,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.032,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.033,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.034,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.035,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.036,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.037,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.038,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.039,"Hogarth, William (English painter and engraver, 1697-1764)"
#1969.040,"Rogers, John (American sculptor, 1829-1904)"
#1969.041,"Rogers, John (American sculptor, 1829-1904)"
#1969.042,Artist Unknown
#1969.043,Artist Unknown
#1969.044,Artist unknown
#1969.045,Artist unknown
#1969.046,Artist unknown
#1969.047,Artist unknown
#1969.048,Artist Unknown
#1969.049,Artist Unknown
#1969.050,Artist Unknown
#1969.051,Artist Unknown
#1969.052,Artist Unknown
#1969.053,Artist Unknown
#1969.054,Artist Unknown
#1969.055,Artist Unknown
#1969.056,Artist Unknown
#1969.057,Artist Unknown
#1969.058,Artist Unknown
#1969.059,Artist Unknown
#1969.060,Artist Unknown
#1969.061,Artist Unknown
#1969.063,Artist Unknown
#1969.064,Artist Unknown
#1969.065,Artist Unknown
#1969.066,Artist Unknown
#1969.067,Artist Unknown
#1969.068,Artist Unknown
#1969.069,Artist Unknown
#1969.070,Artist Unknown
#1969.071,"Rouault, Georges (French painter and printmaker, 1871-1958)"
#1969.072,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1969.073,"Toulouse-Lautrec, Henri de (French painter, printmaker, and draftsman, 1864-1901)"
#1969.074,"Rouault, Georges (French painter and printmaker, 1871-1958)"
#1969.075,"Orozco, José Clemente (Mexican muralist and draftsman, 1883-1949)"
#1969.077,"Grosz, Georg (German draftsman, active ca. 1727)"
#1969.079,"Watanabe, Sadao (1913-1996)"
#1970.001,Piola (attributed to a member of the Piola family)
#1970.002,Artist Unknown
#1970.003,"Chagall, Marc (Belorussian painter and designer, 1887-1985, active in France)"
#1970.004,"Le Corbusier (Swiss architect, painter, and theorist, 1887-1965, active in France)"
#1970.005,"Burg, Patricia Jean (Canadian artist, born 1934)"
#1970.006,"Cocteau, Jean (French writer, filmmaker, and draftsman, 1889-1963)"
#1970.008,"McKay, Donald"
#1970.009,Sepesky (Shephard)
#1970.010,Artist Unknown
#1970.011,"Fink, Herbert L. (1921-2006)"
#1970.012,"Fink, Herbert L. (1921-2006)"
#1970.013,"Fink, Herbert L. (1921-2006)"
#1970.014,"Fink, Herbert L. (1921-2006)"
#1970.015,"Fink, Herbert L. (1921-2006)"
#1970.016,"Gaudez-Chennevierre, Cecile Delphine (French artist, born 1851)"
#1970.017,"Shunsensai, Takehara  (1775-1825)"
#1970.019,"Larmessin, Nicolas, III (French engraver, ca.1640-1725)"
#1970.020,"Curry, John Steuart (American painter, illustrator, and muralist, 1897-1946)"
#1970.021,"Azechi, Umetarō (Japanese woodcutter and graphic artist, 1902-1999)"
#1970.022,"Mellan, Claude (French painter and printmaker, 1598-1688)"
#1970.023,"Gorella, Arwed D. (German painter, born 1937)"
#1970.024,"Gorella, Arwed D. (German painter, born 1937)"
#1970.025,"Silvestre, Israël (French printmaker and draftsman, 1621-1691)"
#1970.026,"Robert, Hubert (French painter and draftsman, 1733-1808)"
#1970.027,"Gualdoni, Daniel (1943-)"
#1970.029,"Forain, Jean Louis (French painter, lithographer, and caricaturist, 1852-1931)"
#1970.030,"Renoir, Pierre-Auguste (French painter, printmaker, and sculptor, 1841-1919)"
#1970.031,"Denis, Maurice (French painter and author, 1870-1943)"
#1970.032,"Kollwitz, Käthe (German printmaker and sculptor, 1867-1945)"
#1970.033,"Dulac, Charles Marie (French painter and lithographer, 1865-1898)"
#1970.034,"King, Ronald (British artist and bookmaker, born 1932)"
#1970.035,"Reika, Iwami (1927-1989)"
#1970.036,"Chattock, Richard Samuel (1825-1906)"
#1970.037,"Legros, Alphonse (French and British etcher, painter, and sculptor, 1837-1911)"
#1970.038,"Lorentz, Alcide Joseph (French painter, draftsman, and printmaker, born 1813)"
#1970.039,Artist Unknown
#1970.040,Artist Unknown
#1970.041,"Chagall, Marc (Belorussian painter and designer, 1887-1985, active in France)"
#1970.042,"Varin, R."
#1970.043,"Hogarth, William (English painter and engraver, 1697-1764)"
#1970.044,"Calder, Alexander (American sculptor, painter, and designer, 1898-1976)"
#1970.046,"Bolswert, Schelte (Dutch painter and engraver, ca. 1586-1659)"
#1970.047,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1970.048,"Aman-Jean, François (author, probably French, born 1894)"
#1970.050,"Green, Valentine (English engraver and draftsman, 1739-1813)"
#1970.051,"Picasso, Pablo (Spanish painter, sculptor, and printmaker, 1881-1973)"
#1970.052,"Aldegrever, Heinrich (German printmaker, goldsmith, and painter, 1502-ca.1561)"
#1970.053,"Singer, Charles"
#1970.055,"Kikukawa Eizan (Japanese printmaker, 1787-1867)"
#1970.056,"Mori, Yoshitoshi (Japanese printmaker, 1898-1992)"
#1970.058,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#1970.059,"Both, Jan (Dutch painter, ca. 1618-1652)"
#1970.060,"Vicentino, Niccolò (Italian woodcutter and printer, active ca. 1540-1550)"
#1970.061,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.062,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.063,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.064,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.065,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.066,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.067,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#1970.068,"Ruischer, Johannes (Dutch etcher, draftsman, and painter, ca. 1625-after 1675)"
#1970.069,"Gibson, Sybil (American painter and naive artist, 1908-1995)"
#1970.070,Artist Unknown
#1971.001,"Naegele, Charles Frederick (1857-1944, born Knoxville, TN)"
#1971.002,"Compton, Edward Theodore (British painter, 1849-1921)"
#1971.003,"Opie, John (British painter, 1761-1807)"
#1971.004,"Greuze, Jean-Baptiste (French painter and draftsman, 1725-1805)"
#1971.005,"Mallet, Jean Baptiste (French painter and printmaker, 1759-1835)"
#1971.006,Artist Unknown
#1971.008,"Jäger, Bernhard (1935-, born Munich, Germany)"
#1971.009,"Michael, Creighton (American sculptor, born 1949)"
#1971.010,"Gillemans, Jan Pauwel, II (Flemish painter, baptised 1651, died before 1704)"
#1971.011,"Nussbaum, Jacob (1873-1934)"
#1971.012,"Nussbaum, Jacob (1873-1934)"
#1971.013,"Nussbaum, Jacob (1873-1934)"
#1971.014,"García Uriburu, Nicolás (Argentine painter, architect, and installation artist, born 1937)"
#1971.015,Artist Unknown
#1971.016,Artist Unknown
#1971.017,"Lombardo, Pietro (Italian architect and sculptor, ca. 1435-1515)"
#1971.018,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1971.019,"Mori, Yoshitoshi (Japanese printmaker, 1898-1992)"
#1971.020,"Bradley, Marvin"
#1971.021,"Gaul, Gilbert (American painter, 1855-1919)"
#1971.022,Artist Unknown
#1971.023,Artist Unknown
#1971.025,"Galli, Giuseppe (Italian artist, 19th century)"
#1971.026,"Morin, Jean (French engraver, ca. 1590-1650)"
#1971.027,Artist Unknown
#1971.028,Artist Unknown
#1971.029,"Mariette, Pierre-Jean (French printmaker, 1694-1774)"
#1971.030,Artist Unknown
#1971.031,Artist Unknown
#1971.032,Artist Unknown
#1971.033,"Visscher, Jan "
#1971.034,Artist Unknown
#1971.035,Artist Unknown
#1971.036,"Rosenthal, Max (American engraver and lithographer, 1833-1918)"
#1971.037,"Rosenthal, Albert (American painter, lithographer, etcher, 1863-1939)"
#1971.038,"Rosenthal, Albert (American painter, lithographer, etcher, 1863-1939)"
#1971.039,"Rosenthal, Albert (American painter, lithographer, etcher, 1863-1939)"
#1971.040,Artist Unknown
#1971.041,"Le Bas, Jacques Philippe (French engraver and draftsman, 1707-1783)"
#1971.042,"Faucci, Carlo (Italian printmaker, 1729-ca.1784)"
#1971.043,"Pallot, S."
#1971.044,"Cesi, Carlo (Italian painter and engraver, ca. 1622-ca. 1682)"
#1971.045,"Radigues, Antoine (1721-1809)"
#1971.046,"Weyen, Herman (1643-1672)"
#1971.047,"Gandolfi, Mauro (Italian painter and printmaker, 1764-1834)"
#1971.048,"Leblond, Abraham (British engraver, 1819-1894)"
#1971.049,"Berchem, Nicolaes, the elder (Dutch painter, printmaker, and draftsman, 1620-1683)"
#1971.050,"Landry, G."
#1971.051,Artist Unknown
#1971.052,Artist Unknown
#1971.053,"Delafosse, Jean Baptiste (French printmaker, 1721-1775)"
#1971.054,"Wagner, Joseph (German painter and printmaker, 1706-1780, active in Italy)"
#1971.055,"Langlois, Pierre Gabriel (French engraver, 1754-ca. 1810)"
#1971.056,"Hertel, Johann Georg (German print publisher, active 1750-1760)"
#1971.057,"Hertel, Johann Georg (German print publisher, active 1750-1760)"
#1971.058,Artist Unknown
#1971.059,"Drevet, Pierre (French engraver, 1663-1738)"
#1971.060,"Aquila, Francesco Faraone (Italian printmaker and engraver, ca. 1676 - ca. 1740)"
#1971.061,"Reinhart, Johann Christian (German painter and etcher, 1761-1847)"
#1971.062,"Prou, Jacques"
#1971.063,"Jacob, Louis (French engraver, 1712-1802)"
#1971.064,Artist Unknown
#1971.065,"Hirsch, Stefan (American painter, 1899-1964)"
#1971.066,"Zadkine, Ossip (French sculptor, 1890-1967)"
#1971.067,"Labisse, Félix (French painter, 1905-1982)"
#1971.068,Artist Unknown
#1971.069,Artist Unknown
#1971.070,"Strang, William (Scottish painter and printmaker, 1859-1921)"
#1971.071,Artist Unknown
#1972.001,"Phillips, Gray (1923-2005, born Chattanooga, TN, died Pacific Palisades, CA)"
#1972.002,Artist Unknown
#1972.004,Artist Unknown
#1972.005,Artist Unknown
#1972.007,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#1972.008,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#1972.009,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#1972.010,"Weidenaar, Reynold Henry (American painter, etcher, and illustrator, 1915-1985)"
#1972.011,"Armin, Emil (American painter, graphic artist, and illustrator, 1883-1971)"
#1972.012,"Wire, Melville Thomas (American painter and printmaker, 1887-1966)"
#1972.013,"Puvis de Chavannes, Pierre (French painter and draftsman, 1824-1898)"
#1972.014,"Karoly, Andrew (1893-, born Varanno, Hungary, died New York, NY)"
#1972.015,"Dalí, Salvador (Spanish painter and printmaker, 1904-1989)"
#1972.016,"Gibson, James"
#1972.017,"Torii Kiyomitsu I (Japanese printmaker, 1735-1785)"
#1972.018,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.019,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.020,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.021,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.022,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.023,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.024,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.025,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.026,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.027,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.028,"Toyohara, Kunichika (Japanese printmaker, 1835-1900)"
#1972.029,"Kuniyasu (Japanese printmaker, 1794-1832/1834)"
#1972.030,"Utagawa Kuniyoshi (Japanese painter, printmaker, and illustrator, 1798-1861)"
#1972.031,"Utagawa Kuniyoshi (Japanese painter, printmaker, and illustrator, 1798-1861)"
#1972.032,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.033,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.034,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.035,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.036,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.037,"Utagawa Toyokuni (Japanese painter and printmaker, 1769-1825)"
#1972.038,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.039,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.040,"Toyokuni II (Japanese painter and printmaker, 1777-1835)"
#1972.041,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.042,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.043,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1972.044,"Toyokuni II (Japanese painter and printmaker, 1777-1835)"
#1972.045,"Yoshikazu (Japanese printmaker, active 1850-1870)"
#1972.046,Artist Unknown
#1972.047,Chikuyodo (1860-1890)
#1972.048,"Nobukazu, Watanabe (Attributed to)"
#1972.049,Artist Unknown
#1972.050,Artist Unknown
#1972.051,Artist Unknown
#1972.052,"Chikanobu, Toyohara (Japanese printmaker and illustrator, 1838-1912)"
#1972.053,"Chikanobu, Toyohara (Japanese printmaker and illustrator, 1838-1912)"
#1972.054,Artist Unknown
#1972.055,Artist Unknown
#1972.056,"Hoitsu, Sakai (1761-1829, born Edo, Japan (present day Tokyo))"
#1972.057,Sesshu
#1972.058,Sesshu
#1972.059,Sesshu
#1972.060,"Sakai Hōitsu (Japanese painter, printmaker, and antiquarian, 1761-1828)"
#1972.061,Artist Unknown
#1972.062,"Anthony, Lawrence (1934-)"
#1972.064,Artist Unknown
#1972.065,Artist Unknown
#1972.066,"Venturini, Giovanni Francesco (Italian engraver and etcher, 1650-ca. 1710)"
#1972.067,"Conse, C."
#1972.068,"Westerhout, Arnold van (Flemish engraver, 1651-1725, active in Italy)"
#1972.069,"Moyreau, Jean (French painter, printmaker, metalworker, and artisan, 1690-1762)"
#1972.070,"Le Clerc, Sébastien, the elder (French draftsman and engraver, 1637-1714)"
#1972.071,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.072,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.073,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.074,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1972.075,"Andō Hiroshige (Japanese painter and printmaker, 1797-1858)"
#1972.076,"Gibson, James"
#1972.077,Artist Unknown
#1972.079,"Bernard, Émile (French painter, sculptor, and engraver, 1868-1941)"
#1972.080,Perelle
#1972.081,"Hooghe, Romeyn de (Dutch etcher, draftsman, and painter, baptized 1645, died 1708)"
#1972.082,"Le Clerc, Sébastien, the elder (French draftsman and engraver, 1637-1714)"
#1972.083,"Le Clerc, Sébastien, the elder (French draftsman and engraver, 1637-1714)"
#1972.084,"Cochin, Charles-Nicolas, the elder (French engraver, 1688-1754)"
#1972.085,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.086,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.087,"Della Bella, Stefano (Italian engraver and draftsman, 1610-1664)"
#1972.088,"Pérelle family (French artists, active 17th century)"
#1972.089,"Drevet, Pierre (1663-1738) and de Iode, Arnoldus (1638-1667)"
#1972.090,"Mariette, Pierre-Jean (French printmaker, 1694-1774)"
#1972.091,Artist Unknown
#1972.092,Artist Unknown
#1972.094,Artist Unknown
#1973.001,Attributed to Giuseppe Maria Mazza 
#1973.002,"Tani Bunchō (Japanese painter, 1763-1840)"
#1973.003,"Siqueiros, David Alfaro (Mexican painter, 1896-1974)"
#1973.004,"Man Ray (American painter and photographer, 1890-1976)"
#1973.005,"Gaul, Gilbert (American painter, 1855-1919)"
#1973.006,"Stahl, Margareta"
#1973.007,"Aïzpiri, Paul Augustin (French painter, printmaker, and lithographer, born 1919)"
#1973.008,"Gyra, Francis Joseph, Jr. (1914-2007)"
#1973.009,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1973.010,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1973.011,School of Houdon
#1973.012,"Cave, Peter le (British painter, 1769-1801)"
#1973.013,"Porta, Guglielmo della (Italian architect, sculptor, and restorer, born between 1500 and 1510, died 1577)"
#1973.014,"Caresme, Jacques-Philippe (French painter and engraver, 1734-1796)"
#1973.015,"Caresme, Jacques-Philippe (French painter and engraver, 1734-1796)"
#1973.016,"Bisschop, Jan de (Dutch draftsman and etcher, 1628-1671)"
#1973.017,"Guerra, Giovanni (Italian painter, printmaker, and architect, ca. 1540 - 1618)"
#1973.018,"Ellis, Frank E."
#1973.019,"Nesbitt, Dawson (1948-)"
#1973.020,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#1973.021,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#1973.022,"Wolf, Henry (American engraver, 1852-1916)"
#1973.023,Artist Unknown
#1973.024,"Papart, Max (French painter, printmaker, and draftsman, born 1911)"
#1973.025,"Clavé, Antoni (Spanish painter and sculptor, 1913-2005, active in France)"
#1973.026,Baviera 
#1973.027,Artist Unknown
#1973.028,Artist Unknown
#1973.029,Artist Unknown
#1973.030,"Baker, Bryant (American sculptor, 1881-1970)"
#1973.031,"Lancaster, Paul"
#1974.001,"David d'Angers, Pierre-Jean (French sculptor and teacher, 1788-1856)"
#1974.002,"Courtois, Jacques (French painter and printmaker, 1621-1676, active in Italy)"
#1974.003,"Hansen, Diana R. (1942-)"
#1974.004,"Reinhardt, Ad (American painter, collagist, and writer, 1913-1967)"
#1974.005,"Papart, Max (French painter, printmaker, and draftsman, born 1911)"
#1974.006,"Masson, André (French painter and author, 1896-1987)"
#1974.007,"Homer, Winslow (American painter and illustrator, 1836-1910)"
#1974.009,"Cage, John (1912-1992) and Sumison, Calvin (1942-2014)"
#1974.013,Ou Shiang
#1974.014,Artist Unknown
#1974.015,Artist Unknown
#1974.016,"Saito, Kiyoshi (Japanese painter and woodcutter, 1907-1997)"
