accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1979.0720P,Q102974927,The Voice of the Cannon,print by Louis Icart,Q8342047,Q11060274,,,,14.25,23.25,,,,,https://forum.jstor.org/assets/26754931/representation-view,unknown
1979.0722P,Q102976828,Vitesse,print by Louis Icart,Q8342047,Q11060274,,,,15.25,21.5,,,,,https://forum.jstor.org/assets/26754933/representation-view,unknown
1979.0752P,Q102969994,Pour Etre Empereur l'Occident,print by Louis Morin,Q3262746,Q11060274,,,,20,25.5,,,,,https://forum.jstor.org/assets/26754963/representation-view,unknown
1979.0767P,Q105091831,Girl and Dog,print by Louise De Gignilliet Rogers,Q105090679,Q11060274,,,,15.75,11.75,,,,,https://forum.jstor.org/assets/26754978/representation-view,unknown
1979.0768P,Q105091997,On Shore,print by Louise De Gignilliet Rogers,Q105090679,Q11060274,,,,8.5,12,,,,,https://forum.jstor.org/assets/26754979/representation-view,unknown
1979.0751P,Q102975983,Untitled,print by Malcolm Morley,Q28052067,Q11060274,,,,26.75,36.5,,,,,https://forum.jstor.org/assets/26754962/representation-view,unknown
1980.015,Q106577353,Jeune Fille,print by Marie Laurencian,Q233088,Q11060274,,,,2.75,3.5,,,,,https://forum.jstor.org/assets/26755442/representation-view,unknown
1979.1186P,Q102970529,"Ringling Bros and Barnum & Bailey Circus: See you at ""The Greatest Show on Earth""",print by Maxwell Frederic Coplan,Q16011308,Q11060274,,,,27.75,42,,,,,https://forum.jstor.org/assets/26755367/representation-view,unknown
2007.062,Q102976799,Vintage poster for Tuscany-Siena,print by Naples Richter & Co.,Q2151277,Q11060274,,,,,,,,,,https://forum.jstor.org/assets/26759219/representation-view,unknown
1979.0922P,Q102963188,Charminster near Dorchester (Peasant Houses),print by Nathaniel Sparks,Q38030520,Q11060274,,,,7.5,9.5,,,,,https://forum.jstor.org/assets/26755134/representation-view,unknown
1988.027,Q106577503,Winter Wood,print by Ninon Lacey,Q105090218,Q11060274,,,,7.5,20.25,,,,,https://forum.jstor.org/assets/26756082/representation-view,unknown
1980.091,Q103311336,Untitled,print by Pierre Alechinsky,Q328248,Q11060274,,,,12.5,10.5,,,,,https://forum.jstor.org/assets/26755535/representation-view,unknown
1984.045,Q105096059,"Tower and House, Rothenburg, Hegereithaus",print by R. Bach,,Q11060274,,,,13.5,10.75,,,,,https://forum.jstor.org/assets/26755790/representation-view,unknown
1988.041,Q103311358,Untitled,print by Robert Laurent,Q7346738,Q11060274,,,,11.75,8.75,,,,,https://forum.jstor.org/assets/26756103/representation-view,unknown
1991.025,Q102961514,African Daisy (reproduction),print by Robert Mapplethorpe,Q312786,Q11060274,,,,23,23,,,,,https://forum.jstor.org/assets/26756313/representation-view,unknown
1991.026,Q102964022,Cypripedium (reproduction),print by Robert Mapplethorpe,Q312786,Q11060274,,,,23,23,,,,,https://forum.jstor.org/assets/26756314/representation-view,unknown
1980.097,Q104032033,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.097,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755541/representation-view,unknown
1980.098,Q104032035,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.098,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755542/representation-view,unknown
1980.099,Q104032036,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.099,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755543/representation-view,unknown
1980.100,Q104032037,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.100,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755544/representation-view,unknown
1980.101,Q104032038,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.101,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755545/representation-view,unknown
1980.102,Q104032039,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.102,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755546/representation-view,unknown
1980.103,Q104032040,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.103,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755547/representation-view,unknown
1980.104,Q104032041,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.104,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755548/representation-view,unknown
1980.105,Q104032042,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.105,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755549/representation-view,unknown
1980.106,Q104032043,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.106,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755550/representation-view,unknown
1980.107,Q104032044,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.107,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755551/representation-view,unknown
1980.108,Q104032045,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.108,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755552/representation-view,unknown
1980.109,Q104032046,"From the suite: Free, Youth, Smog and Demagogue",print by Roberto Matta 1980.109,Q450236,Q11060274,,,,19.25,25.5,,,,,https://forum.jstor.org/assets/26755553/representation-view,unknown
1979.0704P,Q102977186,Woman and Man,print by Rosalyn Drexler,Q7367281,Q11060274,,,,10.75,11,,,,,https://forum.jstor.org/assets/26754916/representation-view,unknown
1988.032,Q103300135,Four men and a horse,print by Sadao Watanabe,Q7397563,Q11060274,,,,11.5,7.5,,,,,https://forum.jstor.org/assets/26756087/representation-view,unknown
1988.031,Q106577347,Horse with three men,print by Sadao Watanabe,Q7397563,Q11060274,,,,7.5,11.5,,,,,https://forum.jstor.org/assets/26756086/representation-view,unknown
1986.019,Q106577370,Last Supper,print by Sadao Watanabe,Q7397563,Q11060274,,,,7.5,9,,,,,https://forum.jstor.org/assets/26755935/representation-view,unknown
1982.072,Q103299490,"Edison, from the suite ""Cinq Américains"" (Five Americans)",print by Salvador Dalí,Q5577,Q11060274,,,,14.75,10.75,,,,,https://forum.jstor.org/assets/26755691/representation-view,unknown
1992.391A-F,Q105096057,Album of Six Reproductions of Paintings Dealing with the Tsugaru Nebuta Festival,print by Sanji Hoseki,,Q11060274,,,,,,,,,,https://forum.jstor.org/assets/26756708/representation-view,unknown
1979.0368P,Q102976011,Untitled,print by Serge Poliakoff,Q384860,Q11060274,,,,16.5,23,,,,,https://forum.jstor.org/assets/26754579/representation-view,unknown
1992.272,Q103310394,Three Women in the Evening (reproduction),print by Shunman Kubo,Q4233718,Q11060274,,,,14.5,9.75,,,,,https://forum.jstor.org/assets/26756588/representation-view,unknown
1985.007,Q106577467,Underneath It All,print by Stephanie E. Pogue,Q28861822,Q11060274,,,,18,24.5,,,,,https://forum.jstor.org/assets/26755802/representation-view,unknown
2007.068,Q102976817,Vintage poster for Yorkshire,print by Steven Spurrier,Q7615294,Q11060274,,,,,,,,,,https://forum.jstor.org/assets/26759225/representation-view,unknown
2007.063,Q105092340,Vintage poster for LMS Express & Cunard Liner,print by Thos. Forman & Sons,Q105091409,Q11060274,,,,,,,,,,https://forum.jstor.org/assets/26759220/representation-view,unknown
1979.0379P,Q102962992,Carmi,print by Victor Vasarely,Q154448,Q11060274,,,,23.5,23.5,,,,,https://forum.jstor.org/assets/26754590/representation-view,unknown
2007.065,Q102973281,"Stab. A. Marzi, Rome, Vintage poster for Roma: Mecato di Traiano",print by Vittorio Grassi,Q15992554,Q11060274,,,,,,,,,,https://forum.jstor.org/assets/26759222/representation-view,unknown
1988.028,Q106577388,Mother and Child,print by W. Dennis,,Q11060274,,,,13,17.75,,,,,https://forum.jstor.org/assets/26756083/representation-view,unknown
1989.027,Q102965012,Fighting Bulls,print by W. Wise,Q4233718,Q11060274,,,,5,8,,,,,https://forum.jstor.org/assets/26756235/representation-view,unknown
1989.026,Q103310432,Title Unknown,print by W. Wise,Q4233718,Q11060274,,,,5.75,5.25,,,,,https://forum.jstor.org/assets/26756234/representation-view,unknown
1979.0909P,Q102968343,Man Cutting Bread,print by William Unger,Q18508744,Q11060274,,,,5.5,6.25,,,,,https://forum.jstor.org/assets/26755121/representation-view,unknown
1979.0724P,Q105092188,The Ivory Coast,print by Yves Johnston,Q105090198,Q11060274,,,,14.75,11.5,,,,,https://forum.jstor.org/assets/26754935/representation-view,unknown
1979.0754P,Q102968759,Motif Dalamante,print by Zoran Music,Q220545,Q11060274,,,,17.5,23.25,,,,,https://forum.jstor.org/assets/26754965/representation-view,unknown
1979.0753P,Q102968768,Motif Dalamate,print by Zoran Music,Q220545,Q11060274,,,,14,19.75,,,,,https://forum.jstor.org/assets/26754964/representation-view,unknown
1990.005,Q103305541,Mountain Landscape,scroll painting by Artist Unknown,Q4233718,Q19969434,,,,37,19.5,,,,,https://forum.jstor.org/assets/26756281/representation-view,unknown
1992.002,Q106577417,Rooster (New Year's Painting),scroll painting by Artist Unknown,Q4233718,Q19969434,,,,11.5,48.5,,,,,https://forum.jstor.org/assets/26756317/representation-view,unknown
1980.094,Q105091719,Court Official with Attendant Seated in a Palace Garden,scroll painting by Ch'en Ku,Q105090697,Q19969434,,,,47,16.5,,,,,https://forum.jstor.org/assets/26755538/representation-view,unknown
1980.083,Q105096031,Plum Blossoms,scroll painting by Han Wang,,Q19969434,,,,50.5,11.75,,,,,https://forum.jstor.org/assets/26755527/representation-view,unknown
1980.076,Q103309695,The Female Daoist Immortal Chang'e,scroll painting by Pu Xinyu,Q4233718,Q19969434,,,,28,11.75,,,,,https://forum.jstor.org/assets/26755520/representation-view,unknown
1980.078,Q105096017,A Modern Translation of an Ancient Chinese Inscription,scroll painting by Tung Tsou-ping,,Q19969434,,,,29.25,10,,,,,https://forum.jstor.org/assets/26755522/representation-view,unknown
1980.027,Q105095993,Landscape with Scholars and Fishermen,scroll painting by Wang Meng,Q4233718,Q19969434,,,,12.75,16.75,,,,,https://forum.jstor.org/assets/26755454/representation-view,unknown
1980.079,Q105096020,Calligraphy: One Can Live Apart From Society and Still Have Knowledge,scroll painting by Wu Yang-t'ien,,Q19969434,,,,51,12.5,,,,,https://forum.jstor.org/assets/26755523/representation-view,unknown
1994.366,Q102961645,Anatolian amulet with an eye design,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.75,3,0.5,,,,https://forum.jstor.org/assets/26757388/representation-view,unknown
1992.342,Q102963196,Chashaku (tea scoop) with a design of a cricket,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,4.5,,,,,https://forum.jstor.org/assets/26756659/representation-view,unknown
1985.056,Q102966335,Incense burner base with four seated Buddhas with mandorlas,sculpture by Artist Unknown,Q4233718,Q860861,,,,4.5,7,,,,,https://forum.jstor.org/assets/26755850/representation-view,unknown
1995.068,Q102966583,Jade sculpture of little boy riding on the back of carp,sculpture by Artist Unknown,Q4233718,Q860861,,,,,,,,,,https://forum.jstor.org/assets/26757669/representation-view,unknown
1988.119,Q102968949,Netsuke depicting a deer with a dog on its back,sculpture by Artist Unknown,Q4233718,Q860861,,,,1,2,0.75,,,,https://forum.jstor.org/assets/26756179/representation-view,unknown
1988.124,Q102968960,Netsuke depicting a dog with a puppy on its back,sculpture by Artist Unknown,Q4233718,Q860861,,,,1,1.25,0.5,,,,https://forum.jstor.org/assets/26756184/representation-view,unknown
1988.116,Q102968964,Netsuke depicting a man with a basket of produce,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.25,1.5,,,,,https://forum.jstor.org/assets/26756177/representation-view,unknown
1988.125,Q102968970,Netsuke depicting a tiger and cub,sculpture by Artist Unknown,Q4233718,Q860861,,,,0.75,1.5,1,,,,https://forum.jstor.org/assets/26756185/representation-view,unknown
1988.120,Q102968975,Netsuke depicting an inlaid gaming piece,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.5,1.5,0.5,,,,https://forum.jstor.org/assets/26756180/representation-view,unknown
1988.122,Q102968985,Netsuke depicting an octopus holding a shark,sculpture by Artist Unknown,Q4233718,Q860861,,,,0.75,1.75,1,,,,https://forum.jstor.org/assets/26756182/representation-view,unknown
1988.188,Q102968990,Netsuke in the shape of a man with movable eyes holding a bag,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.5,1.5,1,,,,https://forum.jstor.org/assets/26756208/representation-view,unknown
1988.123,Q102968996,Netsuke with double gourd depicting a pig,sculpture by Artist Unknown,Q4233718,Q860861,,,,0.5,1,1,,,,https://forum.jstor.org/assets/26756183/representation-view,unknown
1985.054,Q102970212,Rain Drum (reproduction),sculpture by Artist Unknown,Q4233718,Q860861,,,,7.25,9.5,,,,,https://forum.jstor.org/assets/26755848/representation-view,unknown
1994.153,Q102971191,Seated Buddha with reversed swastika on chest in meditation,sculpture by Artist Unknown,Q4233718,Q860861,,,,,,,,,,https://forum.jstor.org/assets/26757272/representation-view,unknown
1992.198,Q102971484,Signature Seal with a Design of a Bird and a Leaf,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,2,,,,,https://forum.jstor.org/assets/26756514/representation-view,unknown
1992.209,Q102971492,Signature Seal With a Design of Rocks and Bamboo,sculpture by Artist Unknown,Q4233718,Q860861,,,,0.75,1.25,0.5,,,,https://forum.jstor.org/assets/26756525/representation-view,unknown
1992.200,Q102971498,"Signature Seal, Square with an Arched Handle",sculpture by Artist Unknown,Q4233718,Q860861,,,,0.75,1.25,1.25,,,,https://forum.jstor.org/assets/26756516/representation-view,unknown
1992.127,Q102975567,Two Bulls,sculpture by Artist Unknown,Q4233718,Q860861,,,,3,5.75,,,,,https://forum.jstor.org/assets/26756442/representation-view,unknown
1988.072,Q103296950,Antique menorah,sculpture by Artist Unknown,Q4233718,Q860861,,,,10,8.25,,,,,https://forum.jstor.org/assets/26756134/representation-view,unknown
1985.050,Q103297898,Buddha seated in lotus position,sculpture by Artist Unknown,Q4233718,Q860861,,,,12,5.5,,,,,https://forum.jstor.org/assets/26755844/representation-view,unknown
1985.059,Q103297906,Buddha seated on a dais,sculpture by Artist Unknown,Q4233718,Q860861,,,,7,4,,,,,https://forum.jstor.org/assets/26755853/representation-view,unknown
1992.240,Q103297924,Buddhist Medal with a Seated Figure Reading a Scroll,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.25,0.75,,,,,https://forum.jstor.org/assets/26756556/representation-view,unknown
1994.351,Q103297996,"Butti, carved magical figure with cloth torso filled with pebbles",sculpture by Artist Unknown,Q4233718,Q860861,,,,12,4.25,4,,,,https://forum.jstor.org/assets/26757373/representation-view,unknown
1994.340,Q103298116,Carved figure of a four-legged animal,sculpture by Artist Unknown,Q4233718,Q860861,,,,10,1.75,3.75,,,,https://forum.jstor.org/assets/26757362/representation-view,unknown
1994.359,Q103298129,Carved magical figure with pointed headdress,sculpture by Artist Unknown,Q4233718,Q860861,,,,6.75,1.75,1.5,,,,https://forum.jstor.org/assets/26757381/representation-view,unknown
1985.030,Q103298135,Carving of a Chinese landscape,sculpture by Artist Unknown,Q4233718,Q860861,,,,5.75,2.5,,,,,https://forum.jstor.org/assets/26755824/representation-view,unknown
1988.126,Q103299332,Double gourd netsuke with stained black design of willows and birds,sculpture by Artist Unknown,Q4233718,Q860861,,,,3.5,1,,,,,https://forum.jstor.org/assets/26756186/representation-view,unknown
1994.342,Q103299620,"Ere Ibeji, carved female twin figure with beads",sculpture by Artist Unknown,Q4233718,Q860861,,,,9.75,2.75,2.25,,,,https://forum.jstor.org/assets/26757364/representation-view,unknown
1994.341,Q103299626,"Ere Ibeji, carved male twin figure",sculpture by Artist Unknown,Q4233718,Q860861,,,,10.5,2.75,2.5,,,,https://forum.jstor.org/assets/26757363/representation-view,unknown
1979.0463P,Q103300032,"Flat, carved piece of wood",sculpture by Artist Unknown,Q4233718,Q860861,,,,13.25,2.5,,,,,https://forum.jstor.org/assets/26754675/representation-view,unknown
1994.519,Q103300164,Four-faced crest,sculpture by Artist Unknown,Q4233718,Q860861,,,,21.25,7,7,,,,https://forum.jstor.org/assets/26757540/representation-view,unknown
1994.339,Q103301070,Heddle pulley in the shape of a carved figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,5.5,2.25,1.25,,,,https://forum.jstor.org/assets/26757361/representation-view,unknown
1994.358,Q103301076,Heddle pulley with carved head,sculpture by Artist Unknown,Q4233718,Q860861,,,,7.5,2.5,2.5,,,,https://forum.jstor.org/assets/26757380/representation-view,unknown
1994.353,Q103301082,"Heddle pulley, carved figure with ""x"" design on cheeks",sculpture by Artist Unknown,Q4233718,Q860861,,,,7.5,1.75,1.75,,,,https://forum.jstor.org/assets/26757375/representation-view,unknown
1994.344,Q103301089,"Heddle pulley, carved figure with horns",sculpture by Artist Unknown,Q4233718,Q860861,,,,9.5,2.75,2.5,,,,https://forum.jstor.org/assets/26757366/representation-view,unknown
1979.0417P,Q103301096,Helmet or Cap Mask of the Gelede Society in the Yoruba Tribe,sculpture by Artist Unknown,Q4233718,Q860861,,,,15.5,10.5,,,,,https://forum.jstor.org/assets/26754629/representation-view,unknown
1979.0183P,Q103301380,"Ibeji twin Figure, one of a pair of twin figures, female",sculpture by Artist Unknown,Q4233718,Q860861,,,,11.5,3.75,3.5,,,,https://forum.jstor.org/assets/26754394/representation-view,unknown
1979.0184P,Q103301386,"Ibeji twin figure, one of a pair of twin figures, male",sculpture by Artist Unknown,Q4233718,Q860861,,,,11.5,3.75,3.5,,,,https://forum.jstor.org/assets/26754395/representation-view,unknown
1984.018,Q103301411,Icon depicting standing priestly figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,6,2.25,,,,,https://forum.jstor.org/assets/26755763/representation-view,unknown
1994.338,Q103304751,Luluwa (carved magical figure),sculpture by Artist Unknown,Q4233718,Q860861,,,,5.25,1.5,1.25,,,,https://forum.jstor.org/assets/26757360/representation-view,unknown
1994.357,Q103304839,Magical figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,5.5,1.25,1.25,,,,https://forum.jstor.org/assets/26757379/representation-view,unknown
1994.347,Q103304869,Male figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,6.25,1.25,1.25,,,,https://forum.jstor.org/assets/26757369/representation-view,unknown
1994.499,Q103304875,Male figure with a bird head,sculpture by Artist Unknown,Q4233718,Q860861,,,,11.5,2.75,2.75,,,,https://forum.jstor.org/assets/26757520/representation-view,unknown
1979.0418P,Q103305119,Mask,sculpture by Artist Unknown,Q4233718,Q860861,,,,10.5,7.75,,,,,https://forum.jstor.org/assets/26754630/representation-view,unknown
1988.117,Q103305767,Netsuke depicting a man holding a book,sculpture by Artist Unknown,Q4233718,Q860861,,,,2,1.75,,,,,https://forum.jstor.org/assets/26756178/representation-view,unknown
1988.115,Q103305772,Netsuke depicting a squatting man with a sleeve over his head,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,1,,,,,https://forum.jstor.org/assets/26756176/representation-view,unknown
1988.121,Q103305790,Netsuke depicting a standing man,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.5,0.5,,,,,https://forum.jstor.org/assets/26756181/representation-view,unknown
1994.343,Q103305912,"Nkisi, carved magical figure",sculpture by Artist Unknown,Q4233718,Q860861,,,,10.25,2.25,2.25,,,,https://forum.jstor.org/assets/26757365/representation-view,unknown
1994.536a&b,Q103306236,Pair of female golden pheasants,sculpture by Artist Unknown,Q4233718,Q860861,,,,7.5,6.25,1.25,,,,https://forum.jstor.org/assets/26757556/representation-view,unknown
1994.535 a&b,Q103306260,Pair of male golden pheasants,sculpture by Artist Unknown,Q4233718,Q860861,,,,11,3.75,2.25,,,,https://forum.jstor.org/assets/26757555/representation-view,unknown
1992.197,Q103308454,Signature Seal in the Form of a Phoenix,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,0.25,0.75,,,,https://forum.jstor.org/assets/26756513/representation-view,unknown
1992.217,Q103308461,Signature Seal With a Chinese Lion Dog on Top,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.5,0.5,0.5,,,,https://forum.jstor.org/assets/26756533/representation-view,unknown
1992.206,Q103308472,Signature Seal With a Design of a Bat and Clouds,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,0.25,1,,,,https://forum.jstor.org/assets/26756522/representation-view,unknown
1992.203,Q103308476,Signature Seal with a Design of a Building on a Mountain and Stylized Landscape,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.25,1,0.75,,,,https://forum.jstor.org/assets/26756519/representation-view,unknown
1992.207,Q103308483,Signature Seal With a Design of a Lion Dog Under the Sun With Clouds,sculpture by Artist Unknown,Q4233718,Q860861,,,,1.75,0.75,0.25,,,,https://forum.jstor.org/assets/26756523/representation-view,unknown
1992.204,Q103308498,Signature Seal With a Design of Two Horses,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.25,1,1,,,,https://forum.jstor.org/assets/26756520/representation-view,unknown
1992.211,Q103308522,Signature Seal With a Floral Design,sculpture by Artist Unknown,Q4233718,Q860861,,,,2,0.75,0.75,,,,https://forum.jstor.org/assets/26756527/representation-view,unknown
1992.201,Q103308533,Signature Seal With a Kirin (Mythical Beast) on Top,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.75,0.75,0.25,,,,https://forum.jstor.org/assets/26756517/representation-view,unknown
1992.205,Q103308543,Signature Seal With a Recumbent Mythical Beast,sculpture by Artist Unknown,Q4233718,Q860861,,,,2.25,0.25,1.5,,,,https://forum.jstor.org/assets/26756521/representation-view,unknown
1994.412,Q103308887,Standing female figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,14,3.5,2.5,,,,https://forum.jstor.org/assets/26757433/representation-view,unknown
1994.498,Q103308942,Standing male figure,sculpture by Artist Unknown,Q4233718,Q860861,,,,11.75,2.25,1.75,,,,https://forum.jstor.org/assets/26757519/representation-view,unknown
1994.491,Q103308953,Standing male figure with elaborate body patterns,sculpture by Artist Unknown,Q4233718,Q860861,,,,10.5,5,3,,,,https://forum.jstor.org/assets/26757512/representation-view,unknown
1994.500,Q103308964,Standing male figure with stylized head and face,sculpture by Artist Unknown,Q4233718,Q860861,,,,12.25,2.25,1.5,,,,https://forum.jstor.org/assets/26757521/representation-view,unknown
1994.350,Q103309059,Stick or mallet for musical instrument,sculpture by Artist Unknown,Q4233718,Q860861,,,,11.75,2.75,0.75,,,,https://forum.jstor.org/assets/26757372/representation-view,unknown
1987.017,Q103310376,Three part carving of an old falconer and a young boy beside a lantern,sculpture by Artist Unknown,Q4233718,Q860861,,,,9.25,5,,,,,https://forum.jstor.org/assets/26756010/representation-view,unknown
1980.034,Q106582831,Standing Kuan Yin,sculpture by Artist Unknown,Q4233718,Q860861,,,,36.25,,,,,,https://forum.jstor.org/assets/26755461/representation-view,unknown
1979.0513P,Q104032088,Horse,sculpture by Artist Unknown 1979.0513P,Q4233718,Q860861,,,,18.5,20,,,,,https://forum.jstor.org/assets/26754723/representation-view,unknown
1980.008,Q104032176,Mercury,sculpture by Artist Unknown 1980.008,Q4233718,Q860861,,,,13.5,3.25,,,,,https://forum.jstor.org/assets/26755435/representation-view,unknown
1994.345,Q104031010,Carved figure with bird beak design,sculpture by Artist Unknown 1994.345,Q4233718,Q860861,,,,6.25,1.5,1,,,,https://forum.jstor.org/assets/26757367/representation-view,unknown
1994.346,Q104031012,Carved figure with bird beak design,sculpture by Artist Unknown 1994.346,Q4233718,Q860861,,,,6.5,1.25,1.25,,,,https://forum.jstor.org/assets/26757368/representation-view,unknown
1994.348,Q104031014,Carved figure with bowl on head,sculpture by Artist Unknown 1994.348,Q4233718,Q860861,,,,8,2.5,1.75,,,,https://forum.jstor.org/assets/26757370/representation-view,unknown
1994.349,Q104031018,Carved figure with bowl on head,sculpture by Artist Unknown 1994.349,Q4233718,Q860861,,,,6.25,1.75,1.5,,,,https://forum.jstor.org/assets/26757371/representation-view,unknown
1994.355,Q104031957,"Ere Ibeji, carved male twin figure with beads",sculpture by Artist Unknown 1994.355,Q4233718,Q860861,,,,9.75,2.75,1.75,,,,https://forum.jstor.org/assets/26757377/representation-view,unknown
1994.356,Q104031958,"Ere Ibeji, carved male twin figure with beads",sculpture by Artist Unknown 1994.356,Q4233718,Q860861,,,,10,3.25,3.25,,,,https://forum.jstor.org/assets/26757378/representation-view,unknown
1981.010,Q105091684,Bust of a Woman,sculpture by Thomas Puryear Mims,Q105090144,Q860861,,,,15.75,13,,,,,https://forum.jstor.org/assets/26755584/representation-view,unknown
1979.1025P,Q103297071,Arrowhead,stone by Artist unknown,Q4233718,Q22731,,,,2.5,1.25,,,,,https://forum.jstor.org/assets/26755236/representation-view,unknown
2002.035,Q103308734,Spirit Stone or Scholar's stone,stone by Artist Unknown,Q4233718,Q22731,,,,28,13.5,14,,,,https://forum.jstor.org/assets/26758842/representation-view,unknown
1979.1027P,Q104032533,Stone artifact,stone by Artist Unknown 1979.1027P,Q4233718,Q22731,,,,4,2.5,1,,,,https://forum.jstor.org/assets/26755238/representation-view,unknown
1979.1032P,Q104032542,Stone artifact,stone by Artist Unknown 1979.1032P,Q4233718,Q22731,,,,5.25,3,,,,,https://forum.jstor.org/assets/26755243/representation-view,unknown
1979.1036P,Q104032550,Stone artifact,stone by Artist Unknown 1979.1036P,Q4233718,Q22731,,,,1.5,1.25,,,,,https://forum.jstor.org/assets/26755247/representation-view,unknown
1979.1037P,Q104030937,Arrowhead,stone by Artist Unknown 1979.1037P,Q4233718,Q22731,,,,2.75,1.5,,,,,https://forum.jstor.org/assets/26755248/representation-view,unknown
1979.1038P,Q104032553,Stone artifact,stone by Artist Unknown 1979.1038P,Q4233718,Q22731,,,,2.75,0.75,,,,,https://forum.jstor.org/assets/26755249/representation-view,unknown
1992.402,Q102962145,"Bingata Cloth With Design of Camellia, a Stream, and Two Other Flowers",textile by Artist Unknown,Q4233718,Q28823,,,,12.5,16.25,,,,,https://forum.jstor.org/assets/26756719/representation-view,unknown
1994.520,Q102965725,"Girl's beaded apron with orange, green, and blue geometric patterns",textile by Artist Unknown,Q4233718,Q28823,,,,4.25,9.25,,,,,https://forum.jstor.org/assets/26757541/representation-view,unknown
1994.521,Q102965731,"Girl's beaded apron with red, yellow and blue geometric patterns",textile by Artist Unknown,Q4233718,Q28823,,,,3.75,7.75,,,,,https://forum.jstor.org/assets/26757542/representation-view,unknown
1995.014,Q102966793,K'o-ssu tapestry silk roundels depicting flowers in vases,textile by Artist Unknown,Q4233718,Q28823,,,,22,22,,,,,https://forum.jstor.org/assets/26757594/representation-view,unknown
1988.064,Q102971244,Section of obi with a design of Mt. Fuji and fishermen,textile by Artist Unknown,Q4233718,Q28823,,,,27.5,28,,,,,https://forum.jstor.org/assets/26756126/representation-view,unknown
1994.526,Q102974011,Textile with reflective metal elements,textile by Artist Unknown,Q4233718,Q28823,,,,19.5,19.5,,,,,https://forum.jstor.org/assets/26757546/representation-view,unknown
1994.527,Q102977282,"Women's dress, white beads with red and blue design at center",textile by Artist Unknown,Q4233718,Q28823,,,,12.25,16.25,,,,,https://forum.jstor.org/assets/26757547/representation-view,unknown
1994.525,Q103307280,Raffia fiber textile,textile by Artist Unknown,Q4233718,Q28823,,,,25.5,22,,,,,https://forum.jstor.org/assets/26757545/representation-view,unknown
1979.1017P,Q106568543,Flat stone artifact,utensil by Artist Unknown,Q4233718,Q1357761,,,,,,,,,,https://forum.jstor.org/assets/26755229/representation-view,unknown
