orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0002-7247-8084,Zeno,Lavagnino,2014-07-14,2015-06-30,Molecular Physiology & Biophysics,Vanderbilt University
0000-0002-0829-0423,Chad,Jackson,2010-09-01,2014-08-22,Biological Sciences,Vanderbilt University
0000-0002-3643-7111,Damilola,Phillips,2017-07-01,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-6364-4992,Yasin,Kokoye,1998-01-28,,"Pathology, Microbiology and Immunology",Vanderbilt University School of Medicine
0000-0002-4471-2363,Nitin,Gupta,2003,2007,,Vanderbilt University
0000-0002-7970-1330,Susan,Hespos,2001,2005,Psychology,Vanderbilt University
0000-0001-5445-0080,Ryan,Steed,2010-12,2014-08-01,Molecular Physiology & Biophysics,Vanderbilt University Medical Center
0000-0003-4804-2966,Oscar,Restrepo,2007,2008,Physics,Vanderbilt University
0000-0001-8120-7457,Martin,Paegert,2009-09-01,2015-12-15,Physics,Vanderbilt University
0000-0002-9423-681X,Kathleen,Brelsford,2017-06,,Center for Biomedical Ethics & Society,Vanderbilt University Medical Center
0000-0003-1789-9588,Qiangjun,Zhou,2020-01-01,,Department of Cell and Developmental Biology,Vanderbilt University
0000-0002-9601-5666,Mary Ann,Horn,1994-08,,Department of Mathematics,Vanderbilt University
0000-0003-0275-7472,Dahlia,Porter,2007-09,2012-06,Department of English,Vanderbilt University
0000-0001-7596-8372,Jillian,Bellovary,2012-09-03,2015-06-19,Astronomy,Vanderbilt University / Fisk University
0000-0002-0506-0235,Jun Won,Um,2008-03-01,2009-02-28,Colon and Rectal Surgery,Vanderbilt University Medical Center
0000-0001-9761-6642,Dawn,Iacobucci,,,Marketing Owen Grad School Management,Vanderbilt University
0000-0002-8280-5018,Bian,Li,2019-07-01,,Biological Sciences,Vanderbilt University
0000-0002-9829-2536,Kenyi,Saito-Diaz,2017-08,2018-06,Cell and Developmental Biology,Vanderbilt University
0000-0003-0539-630X,Michael,Zietz,2016-05,2016-08,"Department of Chemistry, Institute of Chemical Biology","Sulikowski Lab, Vanderbilt University"
0000-0003-2314-4210,Shelley,Moore,1997-09-15,2010-07-01,,Vanderbilt University Medical Center
0000-0003-4402-0516,Sergey,Gutor,2018-07-24,,"Allergy, Pulmonary and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-2299-7783,Eric,Dailing,2015-04,2019-01,Biomedical Engineering,Vanderbilt University
0000-0002-0144-5971,Courtney,Pollack,2016-07,2018-06-30,Psychology and Human Development,Vanderbilt University
0000-0002-9480-0900,John,Gore,2002-06-01,,,Vanderbilt University
0000-0001-6030-2041,Goksel,Demirer,1992-08,1996-12,Civil and Environmental Engineering,Vanderbilt University
0000-0002-1924-8976,Srijaya,Reddy,2018-01-29,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-2644-676X,Jamie,Meegan,2018-11,,"Allergy, Pulmonary, and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-9183-9957,Syed Mukhtar,Ahmed,2019-01-11,,Cell and Developmental Biology,Vanderbilt University School of Medicine
0000-0002-9183-9957,Syed Mukhtar,Ahmed,2013-03-18,2019-01-11,Cell and Developmental Biology,Vanderbilt University School of Medicine
0000-0001-9204-776X,Laura,Keohane,2015,,Health Policy,Vanderbilt University School of Medicine
0000-0001-8045-5926,Jesus,Gomez-Velez,2018-07-01,,Civil and Environmental Engineering,Vanderbilt University
0000-0001-8958-7909,Laura,Kennedy,2020-07-01,,Department of Medicine,Vanderbilt University Medical Center
0000-0002-6349-1076,Jeremy,Veenstra-VanderWeele,2013-01-01,2014-07-31,"Psychiatry, Pediatrics, and Pharmacology",Vanderbilt University
0000-0002-6349-1076,Jeremy,Veenstra-VanderWeele,2012-07-01,2014-07-31,Psychiatry,Vanderbilt University
0000-0002-6349-1076,Jeremy,Veenstra-VanderWeele,2009-07-01,2012-12-31,"Psychiatry, Pediatrics, and Pharmacology",Vanderbilt University
0000-0002-6349-1076,Jeremy,Veenstra-VanderWeele,2008-07-01,2009-06-31,Psychiatry and Pediatrics,Vanderbilt University
0000-0002-6349-1076,Jeremy,Veenstra-VanderWeele,2006-07-01,2008-06-30,Psychiatry,Vanderbilt University
0000-0003-3193-5362,Andrea,Page-McCaw,,,,Vanderbilt University
0000-0002-1743-2657,Byungil,Kim,2015-06-15,2020-08-25,Biochemistry,Vanderbilt University School of Medicine
0000-0003-1442-9310,Leah,Teeters,2016-07-01,2017-06-30,Pediatrics,Vanderbilt University Medical Center
0000-0002-7176-8346,Dandan,Liu,2011-11-01,,Biostatistics,Vanderbilt University Medical Center
0000-0003-3985-767X,Tomas,Brage,1989-06-01,1993-06-01,Department of Computer Science,Vanderbilt University
0000-0002-8855-7393,Maria,Niarchou,2020-06-01,,Genetics Institute,Vanderbilt University Medical Center
0000-0002-8855-7393,Maria,Niarchou,2018-09-26,2020-05-31,Vanderbilt Genetics Institute,Vanderbilt University Medical Center
0000-0001-6060-6766,Christine,Mokher,2005,2008,,Vanderbilt University
0000-0002-5910-8804,Giju,Thomas,2015-08-01,,Biomedical Engineering,Vanderbilt University
0000-0003-3640-6275,Ajaz,Bhat,2016-01-18,2017-09-25,Surgery,Vanderbilt University Medical Center
0000-0003-3640-6275,Ajaz,Bhat,2009-08-23,2014-08-23,Surgical Oncology,Vanderbilt University Medical Center
0000-0002-3841-6154,Hannah,Steinberg,2012-06,2014-08,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0003-3474-6145,Jeongwoo,Lee,2009-08,2012-05,"Peabody College - Leadership, Policy, and Organizations",Vanderbilt University
0000-0003-3386-7842,Bryan,Helm,2021-03-01,,Biostatistics,Vanderbilt University Medical Center
0000-0002-2526-3857,Annette,Williams,2015,,Center for Knowledge Management,Vanderbilt University Medical Center
0000-0003-0079-9441,Jeffrey,Phillips,2012-08-15,2013-08-14,Neurology,Vanderbilt University School of Medicine
0000-0003-4004-9514,Yunguang,Sun,2008-08-01,2011-05-15,Radiation Oncology,Vanderbilt University
0000-0002-0002-9378,Diana,Weinhold,1994-09-01,1998-08-01,Economics,Vanderbilt University
0000-0002-2482-072X,Robert W.,Rich,1987-09,1994-06,Economics,Vanderbilt University
0000-0002-6004-0202,James,West,2007-08-01,,Medicine,Vanderbilt University Medical Center
0000-0002-7151-723X,Mark,Chapman,2004-09,2006-06,Biological Sciences,Vanderbilt University
0000-0002-8870-3266,Peter,Scholl,1995-09,1997-08,"Biochemistry, Center for Molecular Toxicology",Vanderbilt University Medical Center
0000-0002-6904-6707,Jourdan,Holder,2021-02-01,,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0002-6904-6707,Jourdan,Holder,2016-07,,,Vanderbilt University Medical Center
0000-0002-1825-4354,John,Seibert,2009,,Otolaryngology-Head and Neck Surgery,Vanderbilt University Medical Center
0000-0003-4430-2281,Roy,Jensen,1996-07-01,2004-06-30,Pathology,Vanderbilt University School of Medicine
0000-0003-4430-2281,Roy,Jensen,1991-07-01,1996-06-30,Pathology,Vanderbilt University School of Medicine
0000-0003-4430-2281,Roy,Jensen,1987-07-01,1988-06-30,Pathology,Vanderbilt University Medical Center
0000-0003-4430-2281,Roy,Jensen,1984-07-01,1987-06-30,Pathology,Vanderbilt University Medical Center
0000-0001-6364-1102,Christos,Constantinides,2014-02-01,2014-10-21,Chemistry,Vanderbilt University
0000-0003-3141-5658,David,Noelle,2001-10-01,2006-06-30,Electrical Engineering & Computer Science,Vanderbilt University
0000-0001-9862-7925,Megan,Davis,2002,2004,Eskind Biomedical Library,Vanderbilt University Medical Center
0000-0002-7111-3040,Rachael,Pellegrino,,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-3184-6602,Nolan,Beatty,2017,2018-07-20,Ophthalmology and Visual Sciences,Vanderbilt University Medical Center
0000-0003-3113-0353,Jacob,Summers,2020-05-01,,Center for Matrix Biology,Vanderbilt University Medical Center
0000-0003-3113-0353,Jacob,Summers,2019-05-25,2019-08-03,Center for Matrix Biology,Vanderbilt University Medical Center
0000-0003-3113-0353,Jacob,Summers,2016-06-02,2016-07-14,Center for Matrix Biology,Vanderbilt University Medical Center
0000-0001-7103-3692,Peng,Xu,2017-06-01,,Department of Biological Sciences,Vanderbilt University
0000-0001-7103-3692,Peng,Xu,2010-09,2017-05-31,Department of Biological Sciences,Vanderbilt University
0000-0002-0706-2437,Mario,Lehenbauer-Baum,2014-08,,,Vanderbilt University Peabody College of Education and Human Development
0000-0002-4666-8503,Stephen,Humble,2013-03,,Division of Trauma and Surgical Critical Care,Vanderbilt University Medical Center
0000-0002-0565-6522,Sarah,Pendergrass,2009,2011,,Vanderbilt University
0000-0003-4181-8127,Wayne,Anderson,1988-09-01,1994-08-31,Biochemistry,Vanderbilt University School of Medicine
0000-0002-8027-7880,Shwetha,Narasimhan,2015-09-01,,,Vanderbilt University
0000-0002-4285-793X,Sharon,Jones,,,,Vanderbilt University School of Nursing
0000-0003-0142-7527,Ruth,Kleinpell,2017-10,,,Vanderbilt University School of Nursing
0000-0003-1428-1133,Shannon,Markus,2020-07-01,,Department of Emergency Medicine,Vanderbilt University Medical Center
0000-0001-8360-5985,Chung eun,Lee,2019-06,2021-02,General Pediatrics,Vanderbilt University Medical Center
0000-0002-3818-0858,Danielle,Keifert,2018-07-02,,Department of Teaching and Learning,Vanderbilt University
0000-0002-9130-4194,Christopher,Emfinger,2009-03-01,2013-07-01,"Department of Medicine, Division of Diabetes, Endocrinology & Metabolism",Vanderbilt University
0000-0002-3950-5351,Vsevolod,Gurevich,2001-10-01,,Pharmacology,Vanderbilt University
0000-0002-4984-5958,Bo K.,Choi,2013-09,2017-04-30,Vanderbilt Institute of Nanoscale Science and Engineering,Vanderbilt University
0000-0002-4984-5958,Bo K.,Choi,2004-09,2013-08,Electrical Engineering and Computer Science,Vanderbilt University
0000-0002-4984-5958,Bo K.,Choi,2000-07,2002-09,Electrical Engineering and Computer Science,Vanderbilt University
0000-0003-1264-6039,Arturo,Maldonado,,,,Vanderbilt University
0000-0001-8332-8439,Joshua,Beckman,2015-08-01,,Medicine,Vanderbilt University Medical Center
0000-0001-6368-2684,Hyung-Suk,Yoon,2017-01,,,Vanderbilt University Medical Center
0000-0002-9132-7855,David,Trykall,2014,2016,Pharmacology,Vanderbilt University
0000-0001-6644-5780,Christian,Rosas-Salazar,2013-07-29,,Pediatrics,Vanderbilt University
0000-0002-1358-6309,Raymond,Blind,2015-06-01,,Diabetes Endocrinology and Metabolism,Vanderbilt University Medical Center
0000-0001-7535-539X,Alain,Gobert,2020-05-01,,"Gastroenterology, Hepatology and Nutrition",Vanderbilt University Medical Center
0000-0001-7535-539X,Alain,Gobert,2015-05-01,2020-04-30,Gastroenterology,Vanderbilt University Medical Center
0000-0001-7535-539X,Alain,Gobert,2009,2012,Gastroenterology,Vanderbilt University Medical Center
0000-0002-6936-3788,Sameer,Lakha,2019-08,2020-07,Anesthesiology - Critical Care Medicine,Vanderbilt University Medical Center
0000-0003-1799-346X,Georg,Kuenze,2016-01-01,,Center For Structural Biology,Vanderbilt University
0000-0003-0557-0427,Christopher,Iacovella,2012,,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0003-0557-0427,Christopher,Iacovella,2009,2012,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0003-2685-2968,Chul-Ho,Yun,1998-08-01,2000-07-31,Biochemistry,Vanderbilt University
0000-0003-2685-2968,Chul-Ho,Yun,1990-03-01,1992-02-28,Biochemistry,Vanderbilt University
0000-0002-7802-1317,Brandon,Williams,2008,,Surgery,Vanderbilt University Medical Center
0000-0001-7683-3189,Trayambak,Basak,2015-05-29,,Dept. of MEdicine,Vanderbilt University Medical Center
0000-0001-8520-9302,Nathalie,Maitre,2008-09-01,2015-06-14,Pediatrics,Vanderbilt University Medical Center
0000-0001-8148-2045,Andrea,Semlow,2019-03-04,,Center for Research on Men's Health, Vanderbilt University
0000-0002-2566-8723,Tonia,Rex,2012-08-01,,Ophthalmology,Vanderbilt University Medical Center
0000-0002-1130-1971,Whitney,Barham,2008,2016,,Vanderbilt University
0000-0003-4958-1697,Corey,Hopkins,2008-08-18,2016-06-17,Pharmacology,Vanderbilt University Medical Center
0000-0002-9362-7528,Jennifer,Morrell-Falvey,2000,2003,Cell and Molecular Biology,Vanderbilt University School of Medicine
0000-0003-0983-221X,Lilianna,Solnica-Krezel,1996,2010,Biological Sciences,Vanderbilt University
0000-0003-2691-9763,Karl,Boehme,2011-01,2012-05,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0003-2691-9763,Karl,Boehme,2006-01,2010-12,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0002-9956-8354,Mahesh,Chandrasekharan,2004,2011,Biochemistry,Vanderbilt University Medical Center
0000-0003-4539-8422,Meredith,Achey,2020-07-01,,General Surgery,Vanderbilt University Medical Center
0000-0002-0684-5210,Bill,White,2001-07-26,2004-06-20,Program in Human Genetics,Vanderbilt University
0000-0001-7718-4782,Jessica,Biddinger,,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0002-3787-2510,Brian,Yaspan,2008-05-01,2012-06-01,Molecular Physiology and Biophysics,Vanderbilt University Medical Center
0000-0003-3589-8829,Emily,Arner,2014-06,2015-04,Ophthalmology,Vanderbilt University Medical Center
0000-0002-1817-8697,Raymond,Pasek,2013-01,,Medicine,Vanderbilt University Medical Center
0000-0001-8436-153X,Kristine,Phillips,2016-09,,,Vanderbilt University Medical Center
0000-0002-3926-1529,Fern,FitzHenry,1997-11-20,,Biomedical Informatics,Vanderbilt University Medical Center
0000-0002-7461-8167,Jason,O'Neal,2015-07,2017-06,Anesthesiology,Vanderbilt University Medical Center
0000-0001-9195-7374,Brian,Donahue,1996-07-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-1311-8203,Karen,Jackson,2018-07-01,,"Allergy, Pulmonary, & Critical Care Medicine",Vanderbilt University Medical Center
0000-0003-1311-8203,Karen,Jackson,2015-07-01,2018-06-30,Internal Medicine,Vanderbilt University Medical Center
0000-0002-5860-5219,Alaa eldin,Elgazzar ,2005-11-06,2006-11-08,pulmonary medicine,Vanderbilt University
0000-0002-3081-9274,Marcus,Sciadini,2000,2003,Orthopaedics,Vanderbilt University School of Medicine
0000-0003-2185-3304,Juyi,Park,2002-11-01,2004-06-30,Center for Intelligent Systems,Vanderbilt University 
0000-0003-0412-6236,Abhinav,Dey,2011-09-26,2012-12-31,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0002-9739-0927,Malcolm,Ray,1987,1992,Civil and Environmental Engineering,Vanderbilt University
0000-0002-0861-423X,Kevin,Currie,2017-08-01,,Anesthesiology,Vanderbilt University School of Medicine
0000-0002-0861-423X,Kevin,Currie,2002-10-01,2017-07-31,Anesthesiology; Pharmacology,Vanderbilt University School of Medicine
0000-0001-7670-1178,Moinul,Choudhury,2017-08-21,2018-08-31,Electrical Engineering and Computer Science,Vanderbilt University
0000-0002-1617-4238,chloe,martens,2015-10,2015-12,molecular physiology & biophysics,Vanderbilt University Medical Center
0000-0001-5905-4220,Jeremy,Lecoeur,2010-02-01,2012-04-14,School of Engineering and Computer Science,Vanderbilt University
0000-0002-4578-9645,Kevin,Souza,1987,1998,Medicine | Endocrinology,Vanderbilt University
0000-0002-4578-9645,Kevin,Souza,1992,1993,Psychiatry,Vanderbilt University
0000-0001-9844-2437,Gary,Hollibaugh,2012,2013,Center for the Study of Democratic Institutions,Vanderbilt University
0000-0003-0820-8298,Christopher,Lord,2012-11,2018-11,Cell and Developmental Biology,Vanderbilt University
0000-0002-3136-9631,Rebecca,Sappington,2017-12-19,2019-08-31,Ophthalmology and Visual Sciences/Vanderbilt Eye Institute,Vanderbilt University School of Medicine
0000-0002-3136-9631,Rebecca,Sappington,2009-07-01,2017-12-18,Ophthalmology and Visual Sciences/Vanderbilt Eye Institute,Vanderbilt University School of Medicine
0000-0002-3136-9631,Rebecca,Sappington,2004-06,2009-06,Ophthalmology and Visual Sciences/Vanderbilt Eye Institute,Vanderbilt University School of Medicine
0000-0003-2112-6940,Leonard,Harris,2014,2020,Biochemistry,Vanderbilt University School of Medicine
0000-0003-2505-5457,Jenny,Schafer,,,,Vanderbilt University
0000-0002-7618-5983,Mohamed,Salih,2020-07-10,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-4323-1648,Yanyun,Gu,2007-05,2011-10,,Vanderbilt University Medical Center
0000-0002-5588-5876,Sarah,Baum Miller,2014-01-06,2016-08-31,Vanderbilt Brain Institute,Vanderbilt University Medical Center
0000-0002-2182-6966,Randy,Blakely,1995-03-01,2016-05-02,Pharmacology,Vanderbilt University School of Medicine
0000-0001-5595-6817,Darren,Dunlap,2008-07,2015-07,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0002-9277-7073,Mona,Emara,2016-01-25,2018-01-25,,Vanderbilt University Department of Electrical Engineering and Computer Science
0000-0002-7721-183X,Bernardo,Mainou,2012-07-01,2015-08-31,Pediatrics,Vanderbilt University
0000-0002-7721-183X,Bernardo,Mainou,2007-07-01,2012-06-30,Pediatrics,Vanderbilt University
0000-0002-7741-416X,Phillip,Dean,2014,2017,Department of Hematology and Oncology,Vanderbilt University Medical Center
0000-0002-3474-8063,Anandharajan,Rathinasabapathy,2018-10-01,,"Allergy, Pulmonary and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-3474-8063,Anandharajan,Rathinasabapathy,2016-01-11,2018-09-30,"Allergy, Pulmonary and Critical Care Medicine",Vanderbilt University Medical Center
0000-0002-5036-8175,Shizhen Emily,Wang,2003-09-15,2008-09-14,,Vanderbilt University
0000-0002-3306-0363,Jose,Ruiz,2017,2018,,Vanderbilt University
0000-0003-0913-8578,Junho,Lee,2010-03-01,2014-08-29,Medical School,Vanderbilt University
0000-0002-8824-6499,Mark,Magnuson,1996,,Molecular Physiology and Biophysics/Medicine,Vanderbilt University School of Medicine
0000-0002-8824-6499,Mark,Magnuson,1992,1996,Molecular Physiology and Biophysics/Medicine,Vanderbilt University School of Medicine
0000-0002-8824-6499,Mark,Magnuson,1987,1992,Molecular Physiology and Biophysics/Medicine,Vanderbilt University School of Medicine
0000-0002-8655-8341,Ariella,Hanker,2014-09,2017-12-31,Medicine,Vanderbilt University Medical Center
0000-0002-8655-8341,Ariella,Hanker,2009-08,2014-09,Medicine,Vanderbilt University Medical Center
0000-0002-8368-4991,Marcin,Guzinski,2019-08-01,,Eye Institute,Vanderbilt University Medical Center
0000-0002-6269-9027,David,Vago,2016-09-01,,Osher Center for Integrative Medicine,Vanderbilt University Medical Center
0000-0002-4585-1648,Ronald,Emeson,1991-09-25,,Pharmacology,Vanderbilt University School of Medicine
0000-0002-9790-2793,Shaun,Lawicki,2017,2018,Pathology,Vanderbilt University Medical Center
0000-0001-6604-3458,Piotr,Kowalski,2001-09-01,2003-02-01,Physics & Astronomy,Vanderbilt University
0000-0001-6659-3441,James,Terry,2014-01-06,,Radiology & Cardiovascular Medicine,Vanderbilt University School of Medicine
0000-0002-6368-8223,Rahul,Telange,2010-01-01,2015-09-30,Cancer Biology,Vanderbilt University
0000-0001-5868-9603,Ilwoo,Lyu,2017-03-01,2021-02-28,EECS,Vanderbilt University
0000-0002-4096-6075,Mikio,Tanabe,2006,2009,Department of Pharmacology,Vanderbilt University Medical Center
0000-0001-5100-1933,Michael,Holinstat,2008-10-01,2009-02-01,Pharmacology,Vanderbilt University School of Medicine
0000-0002-1728-8456,Amosy,M'Koma,2010-07,,"Surgery, Colon and Rectal Surgery",Vanderbilt University
0000-0002-1728-8456,Amosy,M'Koma,2007-06-01,2010-06-30,Surgery,Vanderbilt University
0000-0002-1728-8456,Amosy,M'Koma,2004,2007,Urologic Surgery,Vanderbilt University Medical Center
0000-0002-3191-3908,Richard,Stringer-Hye,1995-01,,Jean and Alexander Heard Library,Vanderbilt University
0000-0003-0286-6345,Caroline,Grunenwald,2016,2019,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-3494-7505,Halit,Akturk,,,Economics,Vanderbilt University
0000-0002-3494-7505,Halit,Akturk,,,Economics,Vanderbilt University
0000-0002-3494-7505,Halit,Akturk,2005-08,2010-06,Economics,Vanderbilt University
0000-0002-0318-6512,Jesus,Ortiz,2017-06-01,2017-08-03,Diabetes and Obesity,Vanderbilt University Medical Center
0000-0002-7567-8567,Faiza,Baameur,2012-01-23,2014-01-01,Pharmacology,Vanderbilt University
0000-0002-9436-4491,Shitanshu,Mishra,2018-08-01,,"Institute for Software Integrated Systems, Electrical Engineering and Computer Science",Vanderbilt University
0000-0002-6093-613X,Minoo,Bagheri,2019-08-01,,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0002-4159-7048,Chunming,Li,2005-09-01,2009-06-01,Institute of Image Science ,Vanderbilt University
0000-0002-0316-2289,Minghui,Chen,2014-11-17,2015-09-15,Surgery,Vanderbilt University Medical Center
0000-0002-4165-986X,Colleen,Bressler,2012-07-01,2015-06-30,Pediatrics,Vanderbilt University Medical Center
0000-0002-1794-1152,Janesh,Lakhoo,2017-07-01,,Radiology,Vanderbilt University Medical Center
0000-0002-1794-1152,Janesh,Lakhoo,2016-07-01,2017-06-30,General Surgery,Vanderbilt University Medical Center
0000-0003-3427-0140,Jesse,Ehrenfeld,,,,Vanderbilt University School of Medicine
0000-0001-8656-8796,Gedeon,Deák,1995-07,1999-06,Psychology and Human Development,Vanderbilt University Peabody College of Education and Human Development
0000-0002-1097-8964,Haley,Feiler,2018,2018,,Vanderbilt University Institute of Imaging Sciences 
0000-0003-0131-8961,Paul,Manis,1982-09,1985-09,Cell Biology and Anatomy,Vanderbilt University School of Medicine
0000-0003-2954-512X,William,Gabella,1993-09-01,,Physics and Astronomy,Vanderbilt University
0000-0003-2954-512X,William,Gabella,2005-05-01,2008-08-01,Physics and Astronomy,Vanderbilt University
0000-0003-2954-512X,William,Gabella,1995-05-01,2005-05-01,Physics and Astronomy,Vanderbilt University
0000-0002-8198-7534,Stefan,Marasligiller,2017-04-01,2017-08-15,Chemistry,Vanderbilt University
0000-0002-5279-2420,Bruce,Jennings,2015-09-15,,Health Policy and Center for Biomedical Ethics and Society,Vanderbilt University School of Medicine
0000-0002-5431-6663,Gregory,Mencio,1991-07-01,,Orthopaedics,Vanderbilt University Medical Center
0000-0002-5120-2409,Daniel,Polley,2005,2010,Hearing and Speech Sciences,Vanderbilt University
0000-0002-3856-9433,Qingchao,Qiu,2008-09-07,2014-07-11,"Department of Genetic Medicine, Epidemiology ",Vanderbilt University
0000-0001-5142-2818,Jun-Seop,Shin,2004-08-01,2005-10-31,Molecular physiology and biophysics,Vanderbilt University School of Medicine
0000-0003-4355-4364,Mahesha,Gangadhariah,2010-03-01,2014-05-31,Department of Nephrology & Hypertension,Vanderbilt University Medical Center
0000-0001-8147-7203,Hung-Chung,Huang,2009-10-01,2010-07-31,Vanderbilt Microarray Shared Resource,Vanderbilt University Medical Center
0000-0002-6292-6963,Paula,Gonzalez Ericsson,2016-09-12,,Breast SPORE,Vanderbilt University Medical Center
0000-0002-9833-4871,Timothy,Girard,2007-07,2016-06-30,Medicine,Vanderbilt University School of Medicine
0000-0003-2534-5390,Glenn,Trujillo,2014-08-20,,Philosophy,Vanderbilt University
0000-0002-8435-8995,Mark,Appelbaum,1989-07,1996-06,Psychology and Human Development,Vanderbilt University
0000-0002-3815-7172,Yaohua,Yang,2021-02-01,,"Division of Epidemiology, Depart of Medicine",Vanderbilt University Medical Center
0000-0002-3815-7172,Yaohua,Yang,2016-08-23,2021-01-31,"Division of Epidemiology, Department of Medicine",Vanderbilt University Medical Center
0000-0001-6722-1279,Anna,Blozinski,2020-07-20,,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0003-0722-6881,Damian,Maseda,2017-10-01,2018-09-01,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0003-0722-6881,Damian,Maseda,2012,2017-09-31,Rheumatology and Immunology,Vanderbilt University Medical Center
0000-0002-8837-9275,Mark,Henry,2014-07-01,2016-06-30,Anesthesiology,Vanderbilt University Medical Center
0000-0003-3143-5915,Laura,Daniel,2019-11-18,,Rheumatology,Vanderbilt University Medical Center
0000-0003-3143-5915,Laura,Daniel,2015-05-18,2018-08-31,Clinical Pharmacology,Vanderbilt University Medical Center
0000-0003-3810-7404,Stephen,Graham,2014-06,2015-07,Vaccine Center,Vanderbilt University Medical Center
0000-0003-3215-1092,Emilio,Rivera,2016-09,2018-08,Mass Spectrometry Research Center,Vanderbilt University
0000-0002-9409-1366,Anand Prakash,Singh,2017-02-01,2019-03-31,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0003-4289-5909,Alessandro,Fascetti,2017-01-07,2018-06-30,Civil and Environmental Engineering,Vanderbilt University
0000-0002-3533-8293,Wendy,Oakes,2009-07,2012-06,Department of Special Education,Vanderbilt University
0000-0002-4121-6807,Hiroki,Tanimoto,2009-04-01,2010-03-31,Department of Chemistry,Vanderbilt University
0000-0002-9509-9415,Robert,Sidonio,2010-08,2014-07-18,Pediatric Hematology/Oncology,Vanderbilt University
0000-0002-7817-3476,Megan,Alder,2016-10,2017-07,Neuroscience,Vanderbilt University
0000-0002-7817-3476,Megan,Alder,2014-05,2017-07,Neurology Sleep,Vanderbilt University Medical Center
0000-0003-0930-3828,Sheryl,Frierson,2009-09-01,2019-06-30,Pediatrics,Vanderbilt University Medical Center
0000-0001-9504-4679,Muktar,Aliyu,2019-07-01,,Vanderbilt Institute for Global Health,Vanderbilt University Medical Center
0000-0001-9504-4679,Muktar,Aliyu,2013-07-01,2019-06-30,Vanderbilt Institute for Global Health,Vanderbilt University Medical Center
0000-0001-9504-4679,Muktar,Aliyu,2009-06-29,2013-06-30,Vanderbilt Institute for Global Health,Vanderbilt University
0000-0003-1945-5622,JAMES,WILKINSON,2017-09-05,,Pediatrics,Vanderbilt University
0000-0003-2369-6605,Sanjay,Sarkhel,,,,Vanderbilt University
0000-0003-4712-9058,Yoonseok,Kam,2003-08,2008-07,Cancer Biology,Vanderbilt University
0000-0003-1540-4190,Harikrishna,S,2017-04,,Center for Structural Biology,Vanderbilt University
0000-0003-0123-4805,David,Edwards,2015-08-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-9509-6919,Andrew,Thomson,2006-08-01,,Orthopaedic Surgery,Vanderbilt University School of Medicine
0000-0002-8413-9717,Anders,Malmendal,1999-11-01,2001-08-31,Structural Biology,Vanderbilt University
0000-0001-5841-5266,Aaron,Yang,2013-09,,Physical Medicine and Rehabilitation,Vanderbilt University
0000-0003-3977-8728,Stacey,Huppert,2005,2012,"Cell and Developmental Biology, Center for Stem Cell Biology",Vanderbilt University Medical Center
0000-0003-3602-2335,Rosemary,Hunter,2011-05-11,,Pediatrics,Vanderbilt University Medical Center
0000-0003-2764-0676,Michael,Sarnowski,2009,2009,English,Vanderbilt University
0000-0002-0457-6926,Stuart,Thompson,1997-07-01,1999-06-15,Medicine/Infectious Diseases,Vanderbilt University Medical Center
0000-0003-0537-2340,Min-Kyu,Cho,2010-06,2012-09,Biochemistry,Vanderbilt University
0000-0003-2621-9740,Layton,Smith,2008,2009,Cardiovascular Medicine,Vanderbilt University
0000-0003-2621-9740,Layton,Smith,2005,2008,Cardiovascular Medicine,Vanderbilt University
0000-0003-2621-9740,Layton,Smith,2004,2005,Cardiovascular Medicine,Vanderbilt University
0000-0003-2621-9740,Layton,Smith,2002,2004,Clinical Pharmacology,Vanderbilt University
0000-0001-9384-5253,Michael,Kavur,2016-07-01,,Department of Psychiatry,Vanderbilt University Medical Center
0000-0003-1359-8235,Johanna,Leinonen,2010-09-01,2010-12-31,Department of Sociology,Vanderbilt University
0000-0003-4918-6267,Atalay,Ata,2015-06-08,2015-08-01,Neurology,Vanderbilt University Medical Center
