department,qid,name,labelEn,alias,description,orcidStatementUuid,orcid,orcidReferenceHash,orcidReferenceValue_nodeId,orcidReferenceValue_val,orcidReferenceValue_prec,employerStatementUuid,employer,employerReferenceHash,employerReferenceSourceUrl,employerReferenceRetrieved_nodeId,employerReferenceRetrieved_val,employerReferenceRetrieved_prec,affiliationStatementUuid,affiliation,affiliationReferenceHash,affiliationReferenceSourceUrl,affiliationReferenceRetrieved_nodeId,affiliationReferenceRetrieved_val,affiliationReferenceRetrieved_prec,instanceOfUuid,instanceOf,sexOrGenderUuid,sexOrGenderQId,gender,degree,category,wikidataStatus,role
otolaryn,Q91440572,Courtney L. Pirkle,Courtney L. Pirkle,[],otolaryngologist,,,,,,,2BA5663A-9DEA-4810-8558-11A3F65B5D18,Q29052,5d089f2e2c3360be18a3fef500bc024708637cc4,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,477AC30B-79EA-47B0-B7FE-7AEFB08F5E64,Q89953958,5d089f2e2c3360be18a3fef500bc024708637cc4,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,CCE57827-9D82-4DE2-9F49-37767DB76C3A,Q5,6A16436F-FBA1-4252-BAB5-208C2B331047,Q6581072,f,M.S.N.,P,7,"[{""title"": ""Assistant in"", ""department"": ""Otolaryngology - Head and Neck Surgery""}]"
radiology,Q91286058,Courtney Miles Tomblinson,Courtney Miles Tomblinson,[],radiologist,A32C7813-B3EB-439C-8E16-98BEA480040C,0000-0002-8297-3628,886a00dce4ac1dbef3576edda43b2047dedb04b8,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,064890EF-A6AE-4F8A-81FC-0B8D22B6CEB7,Q29052,de227210445a5bb4bb1e4ffd19e78aaf7803f361,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,01D81DDA-43CF-44BE-99E4-C9DBB122308E,Q89954005,de227210445a5bb4bb1e4ffd19e78aaf7803f361,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,B7BD322F-3F11-45DB-A445-088B9240AA98,Q5,8DCA6C9D-D6A3-4A15-ADA5-D4F9B8F317D3,Q6581072,f,M.D.,T,10,"[{""title"": ""Assistant Professor"", ""department"": ""Radiology & Radiological Sciences""}]"
wgs,Q86741646,Courtney S. Peterson,Courtney S. Peterson,[],women's and gender studies scholar,,,,,,,7AE4D3AE-EA77-4AD9-BCEE-A738C64C86FB,Q29052,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,F0B9CC16-E4D4-4CA7-9CEF-828A117C4D26,Q79117951,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,8982053F-2CBF-4A73-99F8-1081CF7687B0,Q5,C94473FE-47B6-407A-8085-BD94DCD0E448,Q6581072,f,,affiliated-faculty/,7,[]
hod,Q83552090,Craig Anne Heflinger,Craig Anne Heflinger,[],human and organizational development educator,,,,,,,1E451A4C-06D0-4BD0-BFD7-2F1519235B51,Q29052,ab2b860c2c3c3897787d435e9ed397435cd4e0d9,https://peabody.vanderbilt.edu/people/hod/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,82B9AA87-BDFD-4FDE-B5A9-6EA259A3C2AC,Q83549841,ab2b860c2c3c3897787d435e9ed397435cd4e0d9,https://peabody.vanderbilt.edu/people/hod/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,66479E9D-BF8F-4612-8052-99601050263D,Q5,EE4BE30C-C80F-4AAC-B3C5-929C14D9DAA2,Q6581072,f,,,7,"[{""title"": ""Emeritus Professor"", ""department"": ""Human and Organizational Development""}, {""title"": """", ""department"": """"}]"
bme,Q60212904,Craig Duvall,Craig Duvall,[],biomedical engineer,,,,,,,4db2b909-4b4d-cbc5-efb5-492f57b1059b,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,5696F793-8040-40B1-AEA0-8419B05EE97C,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,b947bdae-45aa-6703-5694-ef74fdf609da,Q5,f8480d3a-4484-46e1-73bf-ddc9a9222548,Q6581097,m,,,4,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
materials-science,Q60212904,Craig Duvall,Craig Duvall,[],biomedical engineer,,,,,,,4db2b909-4b4d-cbc5-efb5-492f57b1059b,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,E4A712AF-2338-43E5-BC67-48175F21164A,Q84270721,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,b947bdae-45aa-6703-5694-ef74fdf609da,Q5,f8480d3a-4484-46e1-73bf-ddc9a9222548,Q6581097,,,,13,"[{""title"": ""faculty"", ""department"": ""Materials Science""}]"
law,Q86835587,Craig Lewis,Craig Lewis,[],legal scholar,,,,,,,14BDBAD5-AA8E-4202-931C-BF1F52FF16C9,Q29052,133c8ea65aecf7c931a3ccb4721ae2f9394815ec,https://law.vanderbilt.edu/people/?type=joint,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,43CC2065-3362-450A-9336-31929C7421AC,Q7914456,133c8ea65aecf7c931a3ccb4721ae2f9394815ec,https://law.vanderbilt.edu/people/?type=joint,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,11B20738-42EE-4D4F-ADF4-C729D8E08EBD,Q5,F4884FC5-3D61-497F-8455-E0F6FB07D089,Q6581097,m,,joint,12,"[{""title"": ""Madison S. Wigginton Professor"", ""department"": ""FinanceProfessor""}]"
owen,Q86835587,Craig M. Lewis,Craig M. Lewis,[],economist and finance researcher,,,,,,,14BDBAD5-AA8E-4202-931C-BF1F52FF16C9,Q29052,133c8ea65aecf7c931a3ccb4721ae2f9394815ec,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,95705CFD-7B66-44C8-A463-C7E12A47754F,Q14710143,883c542b65d6a4f4d9de1e385418c97bc11615d4,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,11B20738-42EE-4D4F-ADF4-C729D8E08EBD,Q5,F4884FC5-3D61-497F-8455-E0F6FB07D089,Q6581097,m,,,13,"[{""title"": ""scholar"", ""department"": ""Owen Graduate School of Management""}]"
blair,Q83546494,Craig Madole,Craig Madole,[],musician educator,,,,,,,7643A4FC-C90F-4C2E-AD4F-C4A269DBF626,Q29052,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,85F793FC-71D0-4C6A-8CAF-6DE1EF155641,Q4924165,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,89F4010A-8E31-45A8-9AA0-E31F730DD281,Q5,9CD44CF7-4F94-4C1C-B3E8-352884C19AB7,Q6581097,m,,,7,"[{""title"": ""Adjunct Senior Artist Teacher"", ""department"": ""Orchestra; Director""}, {""title"": """", ""department"": """"}]"
blair,Q83546561,Craig Nies,Craig Nies,[],musician educator,,,,,,,CC1E7745-90B9-4BC2-93C5-7ABD1A990552,Q29052,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,A629008F-07D9-45CA-BF79-046FDFE18AE7,Q4924165,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,4FB38F6E-1D38-425C-A873-839C9AFA5B27,Q5,93374379-8331-44FC-BE6C-10DBF292C1CD,Q6581097,m,,,7,"[{""title"": ""Associate Professor"", ""department"": ""Piano""}, {""title"": """", ""department"": """"}]"
cee,Q86845004,Craig Philip,Craig Philip,[],civil engineer,,,,,,,A8E23BB9-793B-4C9F-ACC7-BB7D0C848428,Q29052,1f6807fb5da8f778847cc435ed528d70110c7bc9,https://engineering.vanderbilt.edu/cee/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,308BC514-63AA-44C2-8A5D-1265E553A15C,Q84270575,1f6807fb5da8f778847cc435ed528d70110c7bc9,https://engineering.vanderbilt.edu/cee/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,40FDF44B-14EF-453B-B8A6-F17DFC1FE0A4,Q5,9C9883D1-A3E0-4D4B-B11F-D03D26044992,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Civil and Environmental Engineering""}]"
medicine,Q91185964,Craig R. Brooks,Craig R. Brooks,[],medical researcher,6F6630F8-BEEE-41E7-8A0D-EB1094CD9B31,0000-0001-8113-2993,7f81f24a4148728c2eb8e030140bb2808f105296,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,F424BE07-2AA2-48B1-BD62-83FD39131A43,Q29052,c53dc5c01e9f06fc48c4ef84185bd91cb0d7f0ab,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,EB9A958E-2FE9-4385-B96D-8576A0C1B65F,Q89953931,c53dc5c01e9f06fc48c4ef84185bd91cb0d7f0ab,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,5E9E6D47-055C-4F20-92FA-61BD9B73235C,Q5,DB76053D-8E7C-446C-8702-F35CB558FFF2,Q6581097,m,Ph.D.,B,11,"[{""title"": ""Assistant Professor"", ""department"": ""Medicine""}]"
medicine,Q91133396,Craig R. Sussman,Craig R. Sussman,[],physician,,,,,,,33558306-9DB2-4F4D-8D21-219E33F1EED8,Q29052,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,36869555-07FF-408F-ADB9-0CA6B59BD8D7,Q89953931,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,93609BF5-0CA1-40F1-82BA-AD540B71678C,Q5,13EE208C-0798-4791-87B3-27EC2901A4B0,Q6581097,m,M.D.,S,7,"[{""title"": ""Associate Professor of Clinical"", ""department"": ""Medicine""}]"
psychhd,Q59751026,Craig Smith,Craig Smith,[],psychologist,F818A685-EE9A-4218-9188-8EBE7FAB942B,0000-0001-6624-2684,818c1ab9b87d646066ced29697070542bc9b8d39,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,71103D9D-E5D6-41D1-9B68-6E187F38AE07,Q29052,06ae48ce7fb76b9c867e9fdf2dd460fa395c2128,https://peabody.vanderbilt.edu/people/psych/index.php?group=psych,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,CB53C495-8584-44AF-98EC-4AE958E8CFB6,Q83550311,06ae48ce7fb76b9c867e9fdf2dd460fa395c2128,https://peabody.vanderbilt.edu/people/psych/index.php?group=psych,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,12A0EFE4-1035-4587-9815-4F343EDA611A,Q5,C02F8DE0-DE69-4CCD-B3A8-81A349E81C22,Q6581097,m,,,5,"[{""title"": ""Associate Dean for Graduate Education and Undergraduate Affairs, Office"", ""department"": ""the Dean""}, {""title"": ""Associate Professor"", ""department"": ""Psychology, Department""}, {""title"": """", ""department"": """"}]"
chemistry,Q86531435,Craig Tainter,Craig Tainter,[],chemist,,,,,,,3C1F0201-F2DC-462A-A72C-7BD810CD3686,Q29052,6e131c6930e3391c789ad641223c28d87d160969,https://www.vanderbilt.edu/chemistry/faculty/index.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,4B956B7A-307D-45FB-A299-C8BE42C4698A,Q45132727,6e131c6930e3391c789ad641223c28d87d160969,https://www.vanderbilt.edu/chemistry/faculty/index.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,77346239-D83D-4E2E-BDEE-C83C2186B1D1,Q5,D0049529-F84C-4031-B0DE-1B126EF7B416,Q6581097,m,,faculty/index.php,7,[]
chemistry,Q67215429,Craig W. Lindsley,Craig W. Lindsley,[],chemist,,,,,,,F1AAFD2E-D990-454A-8F43-4D26AA14893C,Q29052,6e131c6930e3391c789ad641223c28d87d160969,https://www.vanderbilt.edu/chemistry/faculty/index.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,04D5326E-AB64-4370-9B52-B04CCA981252,Q45132727,6e131c6930e3391c789ad641223c28d87d160969,https://www.vanderbilt.edu/chemistry/faculty/index.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,64367386-04CD-4661-BC9C-0AFE61D91642,Q5,E85DF554-A45D-4114-877D-3399933607A1,Q6581097,m,,faculty/index.php,10,[]
pharma,Q67215429,Craig W. Lindsley,Craig W. Lindsley,[],pharmacologist,,,,,,,F1AAFD2E-D990-454A-8F43-4D26AA14893C,Q29052,6e131c6930e3391c789ad641223c28d87d160969,https://www.vanderbilt.edu/chemistry/faculty/index.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,6302D57C-B134-4320-804A-3F28CA6B334D,Q89953981,c2e8aec4890aa49e0327f6780dc3efbfea76f975,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,64367386-04CD-4661-BC9C-0AFE61D91642,Q5,E85DF554-A45D-4114-877D-3399933607A1,Q6581097,m,Ph.D.,L,13,"[{""title"": ""University Professor"", ""department"": ""Pharmacology""}]"
pediatrics,Q91489828,Cristina M. Harmelink,Cristina M. Harmelink,[],pediatric researcher,,,,,,,77D134BB-0071-4239-881F-7020518903B2,Q29052,cc893a81a31436d691dd73afe66fc9256b43cb09,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,64FE66DE-A427-47E4-8FBD-14768FE516C1,Q89953976,cc893a81a31436d691dd73afe66fc9256b43cb09,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,47740EF7-E758-40AC-B142-666C90DEE244,Q5,8569204F-82DE-42ED-BFB7-39724EF4B400,Q6581072,f,Ph.D.,H,7,"[{""title"": ""Research Instructor"", ""department"": ""Pediatrics""}]"
pediatrics,Q91485847,Cristina Maria Estrada,Cristina Maria Estrada,[],pediatrician,,,,,,,F9A5B348-2266-4F9F-B4DF-9C122A2BF492,Q29052,0d5fba2394ffe6905f7edfb7e7feb1b86b651d9e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=E,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,D5487C97-A094-41B4-B9EB-3BFD5284392A,Q89953976,0d5fba2394ffe6905f7edfb7e7feb1b86b651d9e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=E,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,1632E3BD-8D4D-46F5-AF3C-0B702B85CAE2,Q5,758F1936-B123-40F1-A325-45EF97125E65,Q6581072,f,M.D.,E,7,"[{""title"": ""Associate Professor of Clinical"", ""department"": ""Pediatrics""}]"
chemistry,Q86531624,Cristina Martina,Cristina Martina,[],chemist,,,,,,,878E9394-D396-4460-87FA-B76CDC34F962,Q29052,e10bc725758a88d639c9d0176e9f7f5f71113953,https://www.vanderbilt.edu/chemistry/people/postdoctoral-fellows.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,A62CA98F-EF7D-449E-B054-1CC79E60BF0F,Q45132727,e10bc725758a88d639c9d0176e9f7f5f71113953,https://www.vanderbilt.edu/chemistry/people/postdoctoral-fellows.php,b863766d-aeba-4167-b816-b45039c77d94,2020-02-27T00:00:00Z,11,BF93DEEB-A07A-4FE9-8277-65F18748C8FB,Q5,0B129178-7FAF-461A-A35A-1C6D64B6727B,Q6581072,f,,people/postdoctoral-fellows.php,7,[]
nursing,Q97398098,Cristy DeGregory,Cristy DeGregory,[],nursing educator,,,,,,,FB91B6FB-D894-4F00-870A-B28523E83FCF,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,B6AF1FB4-E154-4C29-83F7-E840EE08B05B,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,6B7E7349-6539-40C5-872E-5D3BB42BE1CA,Q5,DA5FEB9B-24C4-4F41-98C5-4FA08C78E1F0,Q6581072,f,"PhD, MSN, RN",,7,"[{""title"": ""Assistant Professor"", ""department"": ""Vanderbilt School of Nursing""}]"
blair,Q83546598,Crystal D. Plohman,Crystal D. Plohman,[],musician educator,,,,,,,FA87D517-3DF6-4A1B-A48F-FBED42EB33F7,Q29052,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,005BD32F-56A7-4E82-945D-9211ADE27291,Q4924165,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,1C8F4AD5-142F-4C95-B36E-224A5AF06E7D,Q5,19C0CCA4-857F-46E7-B9F4-2FF67484E915,Q6581072,f,,,7,"[{""title"": ""Senior Artist Teacher"", ""department"": ""Fiddling""}, {""title"": ""Senior Artist Teacher"", ""department"": ""Suzuki Violin""}, {""title"": """", ""department"": """"}]"
anesthesiology,Q90143174,Crystal G. Parrish,Crystal G. Parrish,[],anesthesiologist,,,,,,,34190BDF-95E0-4EE9-AF92-29DF8899A47D,Q29052,ea5f8937747c55023ccb20f27e46b2b4f874f1e1,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,4B2588C7-BE78-46B0-AD47-D3424BFFD6AB,Q89951871,ea5f8937747c55023ccb20f27e46b2b4f874f1e1,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,6A66E0CB-B6AC-427E-802D-B8D5F70505F3,Q5,24B9D330-938C-4B61-A459-9738E3F7474E,Q6581072,f,M.S.N.,P,7,"[{""title"": ""Assistant in"", ""department"": ""Anesthesiology""}]"
cee,Q86844973,Curtis Byers,Curtis Byers,[],civil engineer,,,,,,,84FF5D57-57E8-415C-A921-2A6B9005BC63,Q29052,1f6807fb5da8f778847cc435ed528d70110c7bc9,https://engineering.vanderbilt.edu/cee/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,53CC7398-0FC2-41F9-B726-93BFAA04A3B0,Q84270575,1f6807fb5da8f778847cc435ed528d70110c7bc9,https://engineering.vanderbilt.edu/cee/faculty-staff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,B6FBD8B5-3B26-4FF7-A7FA-E2B08FC993AB,Q5,6F1DECF4-BCBA-49BA-8BB9-45B9D12C4E72,Q6581097,m,,,7,"[{""title"": ""faculty"", ""department"": ""Civil and Environmental Engineering""}]"
anesthesiology,Q90142629,Curtis L. Baysinger,Curtis L. Baysinger,[],anesthesiologist,,,,,,,DFF7596D-D88D-49CF-8891-E2EDF36CC193,Q29052,c577b4a51519cb5a43906e95919c3a09f9497622,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,FAC33FF9-2840-4DAB-AD38-90360049C259,Q89951871,c577b4a51519cb5a43906e95919c3a09f9497622,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,4427f2f9-aae9-4bdd-ad54-debd0d0111d9,2020-04-11T00:00:00Z,11,59EFFB8A-3C49-479F-A93C-DF8E561731A1,Q5,95F276C0-444C-44EB-B30F-CFC8B9626E20,Q6581097,m,M.D.,B,7,"[{""title"": ""Professor"", ""department"": ""Anesthesiology""}]"
bme,Q86839148,Cyndi Clark,Cyndi Clark,[],biomedical engineer,,,,,,,B3A03F1E-9FF7-4861-9F6C-E4EC949C0352,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,3F97AC2B-F43D-47E4-8232-D916F54BEC74,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,15757DE1-9030-49A8-BE85-2C176B8677D7,Q5,E606D520-A791-461E-95AE-AAB95FB28535,Q6581072,f,,,7,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
medicine,Q90015480,Cyndya A. Shibao,Cyndya A. Shibao,[],physician,7D6FCC2A-9619-4326-8146-1E6575BCB92F,0000-0002-4518-6801,2b78c1aacc8ed75bce734224c910ab3f04c06d56,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,235B40F3-7C69-4CC1-AC89-D56A00696825,Q29052,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,B69D0B12-A2BD-4BED-A9C4-15F65752FC8A,Q89953931,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,E4724FD8-B47F-484D-A086-BE62CFF7CBD3,Q5,A6FF0267-2B8F-498D-9E53-AA956D977CDA,Q6581072,f,M.D.,S,10,"[{""title"": ""Associate Professor"", ""department"": ""Medicine""}]"
bme,Q86839116,Cynthia B. Paschal,Cynthia B. Paschal,[],biomedical engineer,,,,,,,A20AD8D2-CE74-4CA7-B60F-7C0A58021B64,Q29052,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,546DECDF-E667-420A-945B-69252C7B6189,Q84268104,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,BF0B68D4-D5EA-4E5F-9331-8019E58E996F,Q5,7C78E589-AE9F-43A7-80E6-4C0533B287F8,Q6581072,f,,,7,"[{""title"": ""faculty"", ""department"": ""Biomedical Engineering""}]"
bsci,Q77512765,Cynthia Brame,Cynthia Brame,[],researcher,,,,,,,EAEF3C4C-9BEE-4EE4-ADD0-1BEF98D3887B,Q29052,f6b502c91ce904b40268fdccc897c18293e03f1d,https://as.vanderbilt.edu/biosci/people/index.php?group=research-and-teaching-faculty,869c53e0-ddd7-4f4e-9d16-3bcac3de7572,2019-12-09T00:00:00Z,11,0CCE6582-0256-4CC9-987A-3D433B68A864,Q78041310,59a7da5b3950bd1ff25c021da9d8e92236fa3bae,https://as.vanderbilt.edu/biosci/people/index.php?group=research-and-teaching-faculty,869c53e0-ddd7-4f4e-9d16-3bcac3de7572,2019-12-10T00:00:00Z,11,5651E66D-3303-4780-8493-377013834157,Q5,0f840a00-4fef-0923-ed8d-c5ba16c81a70,Q6581072,f,Ph.D.,research-and-teaching-faculty,7,"[{""title"": ""Senior Lecturer"", ""department"": ""Biological Sciences""}, {""title"": ""Assistant Director"", ""department"": ""Center for Teaching""}]"
obgyn,Q91327740,Cynthia C. Woodall,Cynthia C. Woodall,[],gynecologist,,,,,,,90C77D75-EF51-4600-8F1D-A1016AE5E88A,Q29052,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,DF44DCE8-89D9-4D8F-93B3-E393A20EEF86,Q89953947,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,f12d0c00-2758-4f80-beda-d269c0ad705c,2020-04-21T00:00:00Z,11,245DE0B4-A9E5-4DA4-8C77-AF969F261769,Q5,15DAB66F-0D9A-4758-ACA1-F21336FF5CC4,Q6581072,f,M.D.,W,7,"[{""title"": ""Assistant Professor of Clinical"", ""department"": ""Obstetrics & Gynecology""}]"
