qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel,count,added
Q379956,Henry de Montherlant,1895-04-20,1972-09-21,male,,Q259463,7th arrondissement of Paris,Q142,France,1,False
Q610767,Henryk Tomaszewski,1914-06-10,2005-09-11,male,500175007,Q270,Warsaw,Q36,Poland,1,False
Q1608029,Herbert Bayer,1926-11-05,1981-01-19,male,,,,Q183,Germany,1,False
Q105090704,Herman Weyen,,,male,,,,,,1,True
Q105090432,Hernan Zúñiga Albán,1948-01-01,,male,,Q210161,Ambato,Q736,Ecuador,1,True
Q481327,Hervé Télémaque,1937-11-05,,male,500025851,Q34261,Port-au-Prince,Q790,Haiti,1,False
Q105090031,Hinaya Ryuho,1599-01-01,1669-01-01,male,,Q17,Japan,,,1,True
Q11620184,Hishikawa Moronobu,,,male,,,,Q17,Japan,1,False
Q11619850,Hobun Kikuchi,1862-11-08,1918-01-01,male,,Q122723,Ōsaka Prefecture,Q17,Japan,1,False
Q15109511,Horatio Joseph Lucas,1839-01-01,1873-01-01,male,500073087,,,,,1,False
Q5917300,Hovsep Pushman,1877-05-09,1966-02-13,male,500031387,Q720583,Tigranocerta,Q30,United States of America,1,False
Q3141534,Howard Chandler Christy,1873-01-10,1952-03-03,male,500010917,Q146811,Zanesville,Q30,United States of America,1,False
Q21598753,Howard Thomas,1899-01-01,1971-01-01,male,500093503,Q1892836,Mount Pleasant,Q30,United States of America,1,False
Q548205,Hubert Robert,1733-05-22,1808-04-15,male,500009558,Q90,Paris,Q142,France,1,False
Q3787466,Hugo Ballin,1879-03-07,1956-11-27,male,500011066,Q60,New York City,Q30,United States of America,1,False
Q1488149,Ida Applebroog,1929-11-11,,female,500091955,Q18426,The Bronx,Q30,United States of America,1,False
Q460198,Ignacio Zuloaga,1870-07-26,1945-10-31,male,500015091,Q496567,Eibar,Q29,Spain,1,False
Q3148401,Ikeda Mitsumasa,1609-05-10,1682-06-27,male,,,,Q17,Japan,1,False
Q467613,Ikkyū,1394-02-09,1481-12-21,male,500319872,Q34600,Kyoto,Q1154406,Ashikaga shogunate,1,False
Q19571518,Ilonka Karasz,1896-07-13,1981-05-26,female,500267915,Q1781,Budapest,Q30,United States of America,1,False
Q19630842,Inez Nathaniel Walker,1911-01-01,1990-01-01,female,500125733,Q513933,Sumter County,Q30,United States of America,1,False
Q93232541,Irene Lawrence,1942-01-01,,female,,,,,,1,False
Q3155497,Isoda Koryūsai,1735-01-01,1790-01-01,male,500057320,,,Q17,Japan,1,False
Q358612,Israel Silvestre,1621-08-13,1691-10-11,male,500021067,Q40898,Nancy,Q142,France,1,False
Q105090227,Iwami Reika,1927-01-01,1989-01-01,female,,Q1490,Tokyo,,,1,True
Q49724699,J Spring,,,,,,,,,1,False
Q6104584,J. Allen St. John,1872-10-01,1957-05-23,male,500467948,,,Q30,United States of America,1,False
Q76042238,J. Butler,,,male,,,,,,1,False
Q565457,J. C. Leyendecker,1874-03-23,1951-07-25,male,500014389,Q632991,Montabaur,Q30,United States of America,1,False
Q159758,J. M. W. Turner,1775-04-23,1851-12-19,male,500026846,Q23041988,Maiden Lane,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090580,J. Suzanne Powney,1969-01-01,,female,,Q490720,Biloxi,Q30,United States of America,1,True
Q6111358,Jack Boynton,1928-01-12,2010-04-05,male,500372872,Q16558,Fort Worth,Q30,United States of America,1,False
Q55219798,Jack Sonenberg,1925-01-01,,male,,,,Q30,United States of America,1,False
Q6115333,Jack Stauffacher,1920-12-19,2017-11-16,male,500335124,,,Q30,United States of America,1,False
Q105090701,Jacob Vanderbilt,,,male,,,,Q30,United States of America,1,True
Q1375551,Jacobus Houbraken,1698-01-01,1780-12-14,male,500007033,Q26421,Dordrecht,Q55,Netherlands,1,False
Q3805978,Jacopo di Paolo,1345-01-01,1430-01-01,male,500011044,,,,,1,False
Q105090047,Jacques Couche,1759-01-01,,male,,Q28520,Abbeville,,,1,True
Q1366347,Jacques Courtois,1621-02-12,1676-11-14,male,500019546,Q841403,Saint-Hippolyte,Q642314,County of Burgundy,1,False
Q53505543,Jacques Louis Pérée,1769-01-01,1832-01-01,male,500040947,Q12675,Oise,,,1,False
Q105090038,Jacques Prou,1620-01-01,1683-01-01,male,500124831,,,Q142,France,1,True
Q452254,Jacques Villon,1875-07-31,1963-06-09,male,500003616,Q317336,Damville,Q142,France,1,False
Q3160350,Jacques de Tonnancour,1917-01-03,2005-01-13,male,500010395,Q340,Montreal,Q16,Canada,1,False
Q280936,Jacques-Philippe Le Bas,1707-07-08,1783-04-14,male,500016455,Q90,Paris,Q142,France,1,False
Q6130862,James Caldwall,1739-01-01,1822-01-01,male,500040649,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q20081176,James Charles Oldmeadow,1820-01-01,1875-01-01,male,500062993,,,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q6133916,James Fittler,1758-10-01,1835-12-02,male,500001202,Q84,London,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090138,James Kirk Merrick,1905-01-01,1985-01-01,male,,,,,,1,True
Q94533007,James O. Clark,1948-01-01,,male,,Q1133193,Coatesville,,,1,False
Q6140645,James Ormsbee Chapin,1887-07-09,1975-07-12,male,500020765,Q1087121,Orange,Q30,United States of America,1,False
Q6141049,James Pattison Cockburn,1779-03-18,1847-03-18,male,500025261,Q60,New York City,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q2646288,Jan Pauwel Gillemans the Younger,1651-01-01,1704-01-01,male,500001275,Q12892,Antwerp,Q6581823,Southern Netherlands,1,False
Q21646595,Jan Ruyscher,1625-01-01,1675-01-01,male,500029215,,,,,1,False
Q42424649,Jan Wijga,1902-12-13,1978-12-10,male,,,,Q29999,Kingdom of the Netherlands,1,False
Q94760542,Jan de Bisschop,,,male,,,,,,1,False
Q6150317,Jan de Visscher,1636-01-01,1700-01-01,male,500025525,Q9920,Haarlem,Q55,Netherlands,1,False
Q527869,Jan van Huysum,1682-04-15,1749-02-08,male,500095563,Q727,Amsterdam,Q55,Netherlands,1,False
Q16062742,Jane Stuart,1812-01-01,1888-01-01,female,500006645,Q100,Boston,Q30,United States of America,1,False
Q55937531,Janet Boulton,1936-01-01,,female,,,,,,1,False
Q1451318,Jasper Francis Cropsey,1823-02-18,1900-06-22,male,500012491,Q18432,Staten Island,Q30,United States of America,1,False
Q105090448,Jay Bolotin,1949-01-01,,male,500466991,Q491931,Fayette County,Q30,United States of America,1,True
Q153739,Jean Arp,1888-09-16,1966-06-07,male,500031000,Q6602,Strasbourg,Q183,Germany,1,False
Q1373528,Jean Bérain the Elder,1640-06-04,1711-01-24,male,500015026,Q194932,Saint-Mihiel,Q142,France,1,False
Q83158,Jean Cocteau,1889-07-05,1963-10-11,male,500003025,Q463951,Maisons-Laffitte,Q142,France,1,False
Q728088,Jean Hélion,1904-04-21,1987-10-27,male,500071676,Q1095792,Couterne,Q142,France,1,False
Q744442,Jean Ignace Isidore Gérard Grandville,1803-09-15,1847-03-17,male,500029535,Q40898,Nancy,Q142,France,1,False
Q3173212,Jean Leymarie,1953-01-01,,male,,,,Q142,France,1,False
Q827495,Jean Messagier,1920-07-13,1999-09-10,male,500014631,Q197297,17th arrondissement of Paris,Q142,France,1,False
Q30014874,Jean Moyreau,1690-01-16,1762-10-26,male,500168108,Q6548,Orléans,Q142,France,1,False
Q105090317,Jean Wall Penland,1938-01-01,2019-01-01,female,,,,Q30,United States of America,1,True
Q43948017,Jean-Baptiste Delafosse,1721-01-01,1806-01-01,male,500025572,Q90,Paris,Q142,France,1,False
Q347139,Jean-Baptiste Greuze,1725-08-21,1805-03-21,male,500000119,Q501900,Tournus,Q142,France,1,False
Q562013,Jean-Baptiste Le Prince,1734-09-17,1781-09-30,male,500026693,Q22690,Metz,Q142,France,1,False
Q3164251,Jean-Baptiste Mallet,1759-01-01,1835-08-16,male,500016922,Q173705,Grasse,Q142,France,1,False
Q105090064,Jean-Baptiste-Clement Bourne,1844-01-01,1866-01-01,male,,,,,,1,True
Q719614,Jean-Louis Forain,1852-10-23,1931-07-11,male,500115211,Q41876,Reims,Q142,France,1,False
Q354786,Jean-Louis-Ernest Meissonier,1815-02-21,1891-01-31,male,500001155,Q456,Lyon,Q142,France,1,False
Q105090171,Jeanette Alexander Judson,1912-01-01,2002-01-01,female,,,,,,1,True
Q19868567,Jeanne Miles,1908-11-13,1999-08-27,female,500044488,Q5092,Baltimore,Q30,United States of America,1,False
Q105090445,Jeanne Wilkinson,1949-01-01,,female,,Q485708,Duluth,Q30,United States of America,1,True
Q94617719,Jerrold Ballaine,1934-01-01,,male,,,,,,1,False
Q77353684,Jerzy Czerniawski,1947-04-24,,male,,,,Q36,Poland,1,False
Q98765930,Jim Bird,1937-01-01,,male,,,,Q145,United Kingdom,1,False
Q1689162,Jim Melchert,1930-01-01,,male,500083332,Q282406,Bremen,Q30,United States of America,1,False
Q1641647,Jo Davidson,1883-03-30,1952-01-02,male,500011498,Q60,New York City,Q30,United States of America,1,False
Q1689979,Joachim Berthold,1917-10-17,1990-09-25,male,500092418,Q7070,Eisenach,Q183,Germany,1,False
Q1092559,Joan Ponç,1927-11-28,1984-04-04,male,500009446,Q1492,Barcelona,Q29,Spain,1,False
Q105090569,Joel Elrod,1967-01-01,,male,,Q43199,Omaha,Q30,United States of America,1,True
Q105090607,Joel Shane,1976-01-01,,male,,Q2135,Winnipeg,Q16,Canada,1,True
Q60533514,Joel Turner,,,male,,,,,,1,False
Q214458,Johann Christian Reinhart,1761-01-24,1847-06-09,male,500008782,Q6938,Hof,Q154195,Kingdom of Bavaria,1,False
Q509724,Johann Georg Wille,1715-11-05,1808-04-05,male,500019339,Q3874,Gießen,Q183,Germany,1,False
Q22669889,Johann Lorenz Haid,1702-01-01,1750-01-01,male,500116578,,,,,1,False
Q6216496,Johannes Adam Simon Oertel,1823-11-03,1909-12-09,male,500032127,Q3075,Fürth,Q30,United States of America,1,False
Q105086429,Johannes Beeldemaker,1630-01-01,1710-01-01,male,500013717,Q36600,The Hague,,,1,False
Q1697296,Johannes Bosboom,1817-02-18,1891-09-14,male,500002589,Q36600,The Hague,Q29999,Kingdom of the Netherlands,1,False
Q1699461,John Burnet,1784-03-20,1868-04-29,male,500031008,Q37718,Musselburgh,Q145,United Kingdom,1,False
Q468760,John Chamberlain,1927-04-16,2011-12-21,male,500118724,Q991186,Rochester,Q30,United States of America,1,False
Q94065651,John Christie,,,,,,,,,1,False
Q6234155,John Frederick Tayler,1802-04-30,1889-06-20,male,500021236,Q19931,Elstree,Q145,United Kingdom,1,False
Q313787,John Gould,1804-09-14,1881-02-03,male,500006638,Q82490,Lyme Regis,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090297,John Gwinn,1936-01-01,,male,,Q1400,Pennsylvania,Q30,United States of America,1,True
Q17314304,John Hoyland,,,,,,,,,1,False
Q6243041,John Keyse Sherwin,1751-01-01,1790-09-24,male,500021802,,,Q21,England,1,False
Q20887178,John Langley Howard,1902-01-01,1999-11-15,male,,Q3458395,Upper Montclair,Q30,United States of America,1,False
Q2481088,John Opie,1761-05-16,1807-04-09,male,500011687,Q7838941,Trevellas,Q161885,Great Britain,1,False
Q105090405,John P. Stewart,1945-01-01,,male,,,,,,1,True
Q105090467,John Phillips,1953-01-01,,male,,Q1297,Chicago,Q30,United States of America,1,True
Q4363211,John Piper,1903-12-13,1992-06-28,male,500001054,Q993164,Epsom,Q145,United Kingdom,1,False
Q17626379,John Postle Heseltine,1843-01-06,1929-03-02,male,500032394,,,Q145,United Kingdom,1,False
Q61468000,John R. Albers,,,male,,,,,,1,False
Q96747782,John Scott Williams,1877-01-01,1975-01-01,male,,,,,,1,False
Q1288248,John Sell Cotman,1782-05-16,1842-07-24,male,500014103,Q130191,Norwich,Q161885,Great Britain,1,False
Q861756,John Sloan,1871-08-02,1951-09-08,male,500014645,Q1187817,Lock Haven,Q30,United States of America,1,False
Q41732933,John W. Winkler,1894-01-01,1979-01-01,male,500014630,Q1741,Vienna,,,1,False
Q324571,John Walker,1939-11-12,,male,500022965,Q2256,Birmingham,Q145,United Kingdom,1,False
Q6265578,John de Martelly,1903-01-01,1980-01-01,male,500331451,,,Q30,United States of America,1,False
Q52157275,Joichi Hoshi,1913-01-01,1979-01-01,male,,,,Q17,Japan,1,False
Q26262461,Jon Carsman,1944-01-01,1987-01-01,male,500001369,,,Q30,United States of America,1,False
Q94512539,Jon Kuhn,1949-01-01,,male,,,,,,1,False
Q6273482,Jonathan Janson,1950-11-10,,male,500148152,,,Q30,United States of America,1,False
Q1703783,Jorge Camacho,1934-01-05,2011-03-30,male,500079242,Q1563,Havana,Q241,Cuba,1,False
Q326813,Jorge Castillo,1933-06-16,,male,500017765,Q12411,Pontevedra,Q717,Venezuela,1,False
Q332041,Jose Clemente Orozco,1883-11-23,1949-09-07,male,500012316,Q1094355,Ciudad Guzmán,Q96,Mexico,1,False
Q467712,Josep Lluís Sert,1902-07-01,1983-03-15,male,500010456,Q1492,Barcelona,Q29,Spain,1,False
Q768731,Josep Riera i Aragó,1954-01-01,,male,,Q1492,Barcelona,Q29,Spain,1,False
Q77010447,Joseph Beuys,,,,,,,,,1,False
Q3184747,Joseph Charles Marin,1759-01-01,1834-09-18,male,500013262,Q90,Paris,Q142,France,1,False
Q13489389,Joseph Goupy,1689-01-01,1769-01-01,male,500032559,Q84,London,,,1,False
Q313113,Joseph Kosuth,1945-01-31,,male,500115645,Q49239,Toledo,Q30,United States of America,1,False
Q6286362,Joseph Probst,1911-11-18,1997-07-08,male,500195414,Q836082,Vianden,Q32,Luxembourg,1,False
Q11728479,Joseph Wagner,1706-01-01,1780-01-01,male,500020794,Q552419,Gestratz,Q12548,Holy Roman Empire,1,False
Q12068855,Joshua Shaw,1776-01-01,1860-01-01,male,500030051,Q1748350,Billingborough,,,1,False
Q99671839,José Luis Balagueró Cucurull,1930-01-01,,male,,,,,,1,False
Q64667799,Joyce Reopel,1933-01-21,2019-01-16,female,,Q49179,Worcester,Q30,United States of America,1,False
Q714363,Ju Ming,1938-01-01,,male,500079137,Q713026,Tongxiao,Q865,Taiwan,1,False
Q5947128,Juan Alonso Villabrille y Ron,1663-01-01,1732-01-01,male,500036382,,,Q29,Spain,1,False
Q1710483,Juan Genovés,1930-05-31,2020-05-15,male,500071097,Q8818,Valencia,Q29,Spain,1,False
Q1710844,Jud Fine,1944-11-20,,male,500022723,Q65,Los Angeles,Q30,United States of America,1,False
Q63044600,Judith Murray,1941-01-01,,female,500329947,Q60,New York City,Q30,United States of America,1,False
Q18600486,Jules Adolphe Goupil,1839-05-08,1883-04-28,male,500029901,Q90,Paris,Q142,France,1,False
Q347455,Jules Coignet,1798-11-02,1860-04-01,male,500015282,Q90,Paris,Q142,France,1,False
Q959212,Jules Dupré,1811-04-05,1889-10-06,male,500029859,Q12191,Nantes,Q142,France,1,False
Q18508439,Jules Gaildrau,1816-09-18,1898-01-01,male,500106944,,,,,1,False
Q3188680,Jules Jacques Veyrassat,1828-04-12,1893-07-02,male,500009250,Q90,Paris,Q142,France,1,False
Q3188753,Jules Louis Machard,1839-09-22,1900-09-27,male,500005069,Q614564,Sampans,Q142,France,1,False
Q105090471,Julian Jackson,1953-01-01,,male,,Q43421,Richmond,Q30,United States of America,1,True
Q316531,Julio González,1876-09-21,1942-03-27,male,500024353,Q1492,Barcelona,Q29,Spain,1,False
Q297838,Jusepe de Ribera,1591-01-12,1652-09-03,male,500008521,Q738013,Xàtiva,Q204920,Crown of Aragon,1,False
Q64856656,K Dujardin,,,,,,,,,1,False
Q3192787,Kanō Naonobu,1607-01-01,1650-05-07,male,500121025,Q34600,Kyoto,Q17,Japan,1,False
Q6369637,Karen Finley,1956-01-01,,female,500351456,Q462799,Evanston,Q30,United States of America,1,False
Q105090499,Karen Leonard Lyles,1955-01-01,,female,,,,,,1,True
Q1730518,Karl Bodmer,1911-11-03,1955-11-07,male,,Q320960,Ebingen,Q183,Germany,1,False
Q62249,Karl Hofer,1878-10-11,1955-04-03,male,500015138,Q1040,Karlsruhe,Q183,Germany,1,False
Q161143,Karl Schmidt-Rottluff,1884-12-01,1976-08-10,male,500005940,Q1069548,Rottluff,Q183,Germany,1,False
Q105090611,Karsten Creightney,1976-01-01,,male,,Q34804,Albuquerque,Q30,United States of America,1,True
Q105090685,Katherine J. Fries,,,female,,Q28260,Lincoln,Q30,United States of America,1,True
Q105090588,Katherine McCanless Ruffin,1972-01-01,,female,,Q79860,Huntsville,Q30,United States of America,1,True
Q105090643,Kathleen O'Connell,1980-01-01,,female,,Q998669,Plattsburgh,Q30,United States of America,1,True
Q105090413,Kathleen Walkup,1946-01-01,,female,,Q6106,Portland,Q30,United States of America,1,True
Q3194229,Katsukawa Shun'ei,1762-01-01,1819-01-01,male,500057323,Q7473516,Tokyo,Q17,Japan,1,False
Q3075055,Katsukawa Shunkō I,1743-01-01,1812-12-01,male,500121075,Q7473516,Tokyo,Q17,Japan,1,False
Q6379524,Kawai Kanjirō,1890-08-24,1966-11-18,male,500234059,Q851114,Yasugi,Q17,Japan,1,False
Q2838030,Kawanabe Kyōsai,1831-05-18,1889-04-26,male,500092866,Q836836,Koga,Q17,Japan,1,False
Q105090545,Kees Verbeek,1961-01-01,,male,,Q628616,"Son, North Brabant",Q29999,Kingdom of the Netherlands,1,True
Q22001567,Keith Boyle,1930-02-15,,male,500082597,Q651108,Defiance,Q30,United States of America,1,False
Q6385757,Kelli Connell,1974-01-01,,female,,Q34863,Oklahoma City,Q30,United States of America,1,False
Q3195174,Kenneth Hayes Miller,1876-03-11,1952-01-01,male,500025218,Q1380694,Oneida,Q30,United States of America,1,False
Q640339,Kenneth Martin,1905-04-13,1984-11-18,male,500007319,Q42448,Sheffield,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q105090585,Kerry McAleer-Keeler,1971-01-01,,female,500488507,Q18383,Providence,Q30,United States of America,1,True
Q105090524,Kit Reuther,1957-01-01,,female,,,,Q30,United States of America,1,True
Q272045,Kitagawa Utamaro,1753-01-01,1806-10-31,male,500054492,Q215646,Edo,Q17,Japan,1,False
Q3197564,Kitao Masayoshi,1764-01-01,1824-04-21,male,500065756,Q215646,Edo,Q17,Japan,1,False
Q1241113,Kiyokata Kaburaki,1878-08-31,1972-03-02,male,500123229,Q338861,Kanda,Q17,Japan,1,False
Q6419119,Kiyoshi Saitō,1907-01-01,1997-11-14,male,500169214,Q71707,Fukushima Prefecture,Q17,Japan,1,False
Q105090539,Koo Kyung Sook,1960-01-01,,female,,Q1192050,Uzen Province,Q884,South Korea,1,True
Q3200184,Kubo Shunman,1757-01-01,1820-10-26,male,500121370,Q7473516,Tokyo,Q17,Japan,1,False
Q321715,Kumi Sugai,1919-03-13,1996-05-14,male,500025060,Q48320,Kōbe,Q17,Japan,1,False
Q64739888,L. Lotto,,,,,,,,,1,False
Q105090146,La Rue Storm,1908-01-01,2005-01-01,female,,Q8652,Miami,Q30,United States of America,1,True
Q664291,Larry Rivers,1923-08-17,2002-08-14,male,500003280,Q18426,The Bronx,Q30,United States of America,1,False
Q13604451,Laurenz Janscha,1749-06-30,1812-04-01,male,500027878,Q911638,"Breznica, Stropkov District",Q131964,Austrian Empire,1,False
Q3219659,Laurie Simmons,1949-10-03,,female,500077698,Q62460,Far Rockaway,Q30,United States of America,1,False
Q105090291,Lawrence Anthony,1934-01-01,,male,,,,,,1,True
Q105090090,Lawrence Harris,1885-01-01,1970-01-01,male,,,,,,1,True
Q22001593,Lawrence Nelson Wilbur,1897-12-21,1988-01-01,male,500044804,Q2536900,Whitman,Q30,United States of America,1,False
Q13748529,Lawrence Weiner,,,,,,,,,1,False
Q1421536,Lawson Wood,1878-08-23,1957-10-26,male,500002744,Q123947,Highgate,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q237959,Lee Krasner,1908-10-27,1984-06-19,female,500010144,Q18419,Brooklyn,Q30,United States of America,1,False
Q105090155,Lei Pei-Zhi,1909-01-01,1985-01-01,,,,,,,1,True
Q105090050,Lemercier,,,male,500050139,,,Q142,France,1,True
Q105090373,Lenore Vanderkooi,1943-01-01,,female,,Q100,Boston,Q30,United States of America,1,True
Q1818533,Leo Delitz,1882-02-26,1966-02-01,male,500134446,Q1435,Zagreb,Q40,Austria,1,False
Q52148493,Leon Moran,1864-10-04,1941-01-01,male,500078311,Q1345,Philadelphia,Q30,United States of America,1,False
Q979381,Leonaert Bramer,1596-12-24,1674-02-01,male,500015658,Q690,Delft,Q55,Netherlands,1,False
Q22712804,Leonard J. Koscianski,1952-01-01,,male,500083572,Q37320,Cleveland,Q30,United States of America,1,False
Q464011,Leonor Fini,1908-08-30,1996-01-18,female,500002643,Q1486,Buenos Aires,Q414,Argentina,1,False
Q3271860,Leopoldo Novoa,1919-12-17,2012-02-24,male,,Q12411,Pontevedra,Q414,Argentina,1,False
Q6528994,Leroy Lamis,1925-09-27,2010-08-19,male,500080873,Q990626,Eddyville,Q30,United States of America,1,False
Q100846680,Lester Johnson,,,male,,,,,,1,False
Q105090658,Levi Sherman,1990-01-01,,male,,Q5083,Seattle,Q30,United States of America,1,True
Q103950429,Liang Kai,,,,,,,,,1,False
Q1374872,Liberale da Verona,1441-01-01,1529-01-01,male,500006509,Q2028,Verona,Q4948,Republic of Venice,1,False
Q21556380,Linda Samson-Talleur,,,female,,,,,,1,False
Q105090398,Lisa Collado,1944-01-01,,female,500387117,,,Q30,United States of America,1,True
Q2254738,Lorenzo di Bicci,1350-01-01,1427-01-01,male,500013711,Q2044,Florence,,,1,False
Q6681389,Lorna Simpson,1960-08-13,,female,500088695,Q18419,Brooklyn,Q30,United States of America,1,False
Q6686753,Louis Betts,1873-10-05,1961-01-01,male,500019988,Q33405,Little Rock,Q30,United States of America,1,False
Q6687104,Louis Eilshemius,1864-02-04,1941-12-29,male,500030951,Q25395,Newark,Q30,United States of America,1,False
Q19569548,Louis Jacob,1696-01-01,1802-01-01,male,500049990,Q188743,Lisieux,Q142,France,1,False
Q3262746,Louis Morin,1855-08-05,1938-06-02,male,500028284,Q90,Paris,Q142,France,1,False
Q1284603,Louis-François Roubiliac,1695-01-01,1762-01-11,male,500017615,Q456,Lyon,Q142,France,1,False
Q1608030,Louis-Simon Boizot,1743-10-09,1809-03-10,male,500002158,Q90,Paris,Q142,France,1,False
Q21289417,Louis-Simon Cabaillot-Lassalle,1810-01-01,1870-01-01,male,500074633,,,Q142,France,1,False
Q6693179,Lowell Blair Nesbitt,1933-10-04,1993-07-08,male,500023038,Q5092,Baltimore,Q30,United States of America,1,False
Q6695060,Lubaina Himid,1954-01-01,,female,500193841,Q1774,Zanzibar,Q924,Tanzania,1,False
Q6695843,Luca Bertelli,1550-01-01,1580-01-01,male,500027416,Q641,Venice,Q4948,Republic of Venice,1,False
Q191748,Lucas Cranach the Elder,1472-10-13,1553-10-26,male,500115364,Q494537,Kronach,Q12548,Holy Roman Empire,1,False
Q6699954,Luigi Bechi,1830-03-01,1919-11-19,male,500031605,Q2044,Florence,Q172579,Kingdom of Italy,1,False
Q5984244,Luis Rey Polo,1924-08-29,2000-05-14,male,,,,Q29,Spain,1,False
Q3841000,Lyle Ashton Harris,1965-02-06,,male,500329853,Q18426,The Bronx,Q30,United States of America,1,False
Q23418770,Lynne Harlow,1968-01-01,,female,,,,Q30,United States of America,1,False
Q16731731,Lynne Woods Turner,1951-01-01,,female,,,,Q30,United States of America,1,False
Q158255,Lyonel Feininger,1871-07-17,1956-01-13,male,500115308,Q60,New York City,Q30,United States of America,1,False
Q67237646,M Krueger,,,,,,,,,1,False
Q37912626,M. Leone Bracker,1885-01-01,1937-01-01,male,500075828,Q37320,Cleveland,Q30,United States of America,1,False
Q67390004,M. Watanabe,,,,,,,,,1,False
Q98234521,Maarten Vos,,,male,,,,,,1,False
Q18150137,Mabel Dwight,1876-01-29,1955-09-04,female,500019538,Q43196,Cincinnati,Q30,United States of America,1,False
Q16014925,Maki Haku,1924-01-01,2000-01-01,male,500475794,,,Q17,Japan,1,False
Q28052067,Malcolm Morley,,,,,,,,,1,False
Q46139,Man Ray,1890-08-27,1976-11-18,male,500015030,Q1345,Philadelphia,Q30,United States of America,1,False
Q872832,Manfred Mohr,1938-06-08,,male,500333910,Q3046,Pforzheim,Q183,Germany,1,False
Q6752769,Manuel Neri,1930-04-12,,male,500059909,Q174427,Sanger,Q96,Mexico,1,False
Q105090481,Mara Held,1954-01-01,,female,,Q60,New York City,Q30,United States of America,1,True
Q690155,Marcel Gromaire,1892-07-24,1971-04-11,male,500009137,Q1099832,Noyelles-sur-Sambre,Q142,France,1,False
Q21208132,Marco Sebastiano Giampiccoli,1737-07-18,1809-06-23,male,500141582,Q641,Venice,Q4948,Republic of Venice,1,False
Q6759491,Margaret Harrison,1940-01-01,,female,500058095,Q216638,Wakefield,Q145,United Kingdom,1,False
Q98755555,Margareta Stahle,1956-01-01,,female,,,,Q34,Sweden,1,False
Q242399,Maria Helena Vieira da Silva,1908-06-13,1992-01-01,female,500124985,Q597,Lisbon,Q142,France,1,False
Q233088,Marie Laurencin,1883-10-31,1956-06-08,female,500011424,Q163948,10th arrondissement of Paris,Q142,France,1,False
Q86449500,Marilyn Murphy,,,female,,,,,,1,False
Q52157108,Marion Montague Junkin,1905-01-01,1977-01-01,male,500079268,,,Q30,United States of America,1,False
Q105090484,Mark Gibian,1954-01-01,,male,,,,,,1,True
Q105090454,Mark Williams,1950-01-01,,male,500285848,Q1342,Pittsburgh,Q30,United States of America,1,True
Q567421,Mark di Suvero,1933-09-18,,male,500013375,Q8686,Shanghai,Q30,United States of America,1,False
Q105090559,Martha Chiplis,1964-01-01,,female,,Q6346,Indianapolis,Q30,United States of America,1,True
Q79461681,Martha Keller,1948-01-01,,female,,,,Q30,United States of America,1,False
Q20679938,Marthe Keller,1948-01-01,,female,,Q1384,New York,Q30,United States of America,1,False
Q33123451,Martin Barooshian,1929-01-01,,male,500465916,Q54156,Chelsea,Q30,United States of America,1,False
Q6776418,Martin Puryear,1941-05-23,,male,500009936,Q61,"Washington, D.C.",Q30,United States of America,1,False
Q100243501,Marvin Bradley,1913-01-16,1986-01-10,male,,,,,,1,False
Q77325049,Marvin Prentiss Brown,1943-07-02,,male,,Q60,New York City,Q30,United States of America,1,False
Q21985030,Mary Butler,1865-01-01,1946-03-16,female,,Q1345,Philadelphia,Q30,United States of America,1,False
Q6004250,María Magdalena Campos Pons,1959-08-22,,female,500125073,Q272471,Matanzas,Q241,Cuba,1,False
Q11581269,Masuda Gyokujō,1881-01-01,1955-01-01,,,,,Q17,Japan,1,False
Q105090597,Mat Daly,1974-01-01,,male,,,,,,1,True
Q105090594,Matt Egan,1973-01-01,,male,,Q52999,Newmarket,Q16,Canada,1,True
Q67394955,Matt Runkle,,,male,,,,,,1,False
Q23000682,Matthias Oesterreich,1716-01-01,1778-03-19,male,500354384,Q1055,Hamburg,Q183,Germany,1,False
Q440369,Maurice Denis,1870-11-25,1943-11-13,male,500032673,Q333559,Granville,Q142,France,1,False
Q108301,Maurice Utrillo,1883-12-26,1955-11-05,male,500008404,Q186115,Montmartre,Q142,France,1,False
Q241098,Maurice de Vlaminck,1876-04-04,1958-10-11,male,500008582,Q90,Paris,Q142,France,1,False
Q3301739,Mauro Gandolfi,1764-09-18,1834-01-04,male,500008969,Q1891,Bologna,Q170174,Papal States,1,False
Q79271415,Max Bill,,,,,,,,,1,False
Q44252,Max Klinger,1857-02-18,1920-07-05,male,500023867,Q2079,Leipzig,Q183,Germany,1,False
Q162105,Max Pechstein,1881-12-31,1955-06-29,male,500032015,Q3778,Zwickau,Q183,Germany,1,False
Q6795193,Max Rosenthal,1833-11-23,1918-08-08,male,500084267,Q924132,Turek,Q34266,Russian Empire,1,False
