RecordNumber,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,SubjectLC,RelScriptureVerse,Subject,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
57352,2020-09-25 12:41:57.0,2020-02-06 08:27:41.0,,,,||||,https://commons.wikimedia.org/wiki/File:Pieter_Aertsen_Christ_cleansing_the_Temple.png,,,17th century,||||,BLent03,,,John 2:13-22,Private collection,largerfull-Cleansing of the Temple,,Cleansing of the Temple,,||||,Cleansing of the Temple,on,Painting,"Aertsen, Pieter",,,,,,2,1600,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57353,2021-08-18 12:03:45.0,2020-02-06 12:35:01.0,Ireland,,,||||,https://commons.wikimedia.org/wiki/File:Tullow_Church_of_the_Most_Holy_Rosary_South_Transept_Window_Mysteries_of_Light_and_Pope_John_Paul_II_Detail_Transfiguration_2013_09_06.jpg,,,2005,||||,ATran,,,Matthew 17:1-9,Church of the Most Holy Rosary,transfig89376439nbn,,Kingdom of God,,||||,Kingdom of God|Transfiguration of Jesus,on,Stained glass,"Walsh, George",,Tullow,,,,2,2005,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57360,2021-08-09 07:32:46.0,2020-02-07 09:48:49.0,,,Russian icon depicting a pharisee affixing a seal to the stone that secured the tomb of Christ flanked by two Roman soldiers,||||,"https://commons.wikimedia.org/wiki/File:Sealing_of_Christ%27s_Tomb_(Russia,_19th_c.).jpg",,,ca. 1850-1900,||||,AHoly06,,,Matthew 27:57-66,,tomb422d4sg45xd0,,Sealing of Christ’s Tomb,,||||,Tomb|Passion of Jesus Christ: Entombment of Christ|Passion of Jesus Christ: Burial of Jesus,on,"Painting, panel",,Pharisees (Biblical figures) ,,,,,2,1850,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57365,2021-02-15 08:05:22.0,2020-02-07 13:48:15.0,Belgium,,,||||,https://commons.wikimedia.org/wiki/File:Quentin_Metsys_Christ_Antwerp.jpg,,,16th century,||||,ARess,,,Matthew 28:1-10|Luke 24:13-49|John 20:1-18,Royal Museum of Fine Arts Antwerp,Christjd87943hgjrf576zxk,,Cristo Salvator Mundi,,||||,Salvator Mundi,on,"Painting, panel","Metsys, Quentin, 1465 or 1466-1530",Jesus Christ (Biblical figure) ,Antwerp,,,,2,1500,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57375,2021-08-07 11:45:44.0,2020-02-19 08:43:10.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Edward_Calvert_-_The_Sheep_of_His_Pasture_-_Google_Art_Project.jpg,,,1925,||||,AEast04|BEast04,,,John 10:1-10|John 10:11-18,Yale Center for British Art,sheepmcxzbnmhjgsxzc129,,Sheep of His Pasture,,||||,Sheep|Good Shepherd,on,Print,"Calvert, Edward, 1799-1883",,New Haven,CT,,,2,1925,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57376,2020-09-25 12:37:32.0,2020-02-19 08:46:08.0,Canada,,One of  31 mosaics embedded on sidewalks throughout Vancouver’s Downtown Eastside,||||,https://commons.wikimedia.org/wiki/File:Heart_of_the_Community_mural.jpeg,,,2001,||||,AEast03,,,"Peter I, 1:17-23",Corner of Hastings St. at Main St.,heart341096vbd,,Heart of the Community,,||||,Love|Heart,on,Mosaic,,,Vancouver,BC,,,2,2001,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57377,2021-07-31 14:24:33.0,2020-02-19 08:52:47.0,Ukraine,,,||||,https://commons.wikimedia.org/wiki/File:KotarbinskiyV_PerehEvreRYB.jpg,,,1890,||||,AVigl|AProp19,,,Exodus 14:10-31; 15:20-21|Exodus 14:19-31,National Art Museum of Ukraine,red-sea8943jfhk6578jkfs5678,,Crossing the Red Sea,,||||,Crossing the Red Sea|Exodus|Hebrews,on,,"Kotarbiński, Wilhelm, 1848-1921",,Kiev,,,,2,1890,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57379,2020-09-25 12:37:09.0,2020-02-19 09:00:31.0,New Zealand,,"The Cathedral’s roof is composed of 96 carboard tubes, reinforced with laminated wood beams, and with two-inch gaps between them so that light can filter inside.",||||,https://commons.wikimedia.org/wiki/File:Cardboard_Cathedral_lots_of_light.jpg - Jocelyn Kinghorn,,,2013,||||,AEpip03,,,Isaiah 9:1-4,,cardboardbhu67t23,,Light from roof of Cardboard Cathedral,,||||,Light|Darkness|Hope|Church,on,Architecture,"Ban, Shigeru, 1957-",,Christchurch,,,,2,2013,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57380,2021-07-30 10:10:21.0,2020-02-19 09:03:11.0,Belgium,,Panel from left wing of a diptych.,||||,"https://commons.wikimedia.org/wiki/File:Hans_Memling_-_St_Andrew_(left_wing_of_a_diptych,_reverse)_-_WGA15004.jpg",,,ca. 1490,||||,AEpip02,,,John 1:29-42,Groeningemuseum,Memlingnmcodjfh019201sa,,St. Andrew,,||||,,on,"Painting, panel","Memling, Hans, 1430?-1494","Andrew, the Apostle (Biblical figure) ",Bruges,,,,2,1490,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57384,2020-09-25 12:36:12.0,2020-02-20 13:29:40.0,Hungary,,,||||,"https://commons.wikimedia.org/wiki/File:Sun_and_Moon,_Nagy_Imre_Community_Centre,_2016_Csepel-Csillagtelep.jpg",,,,||||,ATrin,,,Genesis 1:1-2:4a,Nagy Community Center,sun785423809v,,Sun and Moon,,||||,Sun|Moon,on,,,,Budapest,,,,2,,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57385,2020-09-25 12:36:04.0,2020-02-20 13:35:02.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Aquileia_Basilica_-_Ausgrabungen_Mosaik_11.jpg – Wolfgang Sauber,,,4th century,||||,ATrin,,,Genesis 1:1-2:4a,Patriarch's Basilica,snails76d709-nm,,Snails,,||||,Animals|Snail,on,Mosaic,,,Aquileia,,,,2,300,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57386,2021-08-04 12:46:42.0,2020-02-20 13:42:43.0,Russia,,"A Russian lubok woodcut.  Luboks were art prints created on a wide number of subjects, including the Bible, that were affordable enough for the average Russian to enjoy.",||||,https://commons.wikimedia.org/wiki/File:Adam_and_Eve_Lubok.jpg,,,1792,||||,BProp22|BDiv,,,Genesis 2:18-24,,eve-luboknmgdw21qa,,Creation of Eve and Adam,,||||,Culture: Russian|Creation of Adam|Creation of Eve,on,Print,,Eve (Biblical figure) |Adam (Biblical figure) |God (Biblical figure) ,,,,,2,1792,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57389,2021-09-09 05:43:35.0,2020-02-21 10:35:06.0,Brazil,,,||||,https://commons.wikimedia.org/wiki/File:Capela_do_Divino_Esp%C3%ADrito_Santo_em_Porto_Alegre_000.JPG,,,20th century,||||,AAdvt02,,,Romans 5:1-8,Chapel of the Divine Holy Spirit,holy58477854hjf2d9f,,Spiritual Gifts of the Holy Spirit,,||||,Gift|Spiritual Gifts|Holy Spirit,on,Stained glass,,,Porto Alegre,,,,2,1970,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57390,2020-09-25 12:35:35.0,2020-02-21 10:43:07.0,Canada,,,||||,https://commons.wikimedia.org/wiki/File:La_Foule_illuminee_01.jpg,,,1986,||||,AProp06,,,"Matthew 9:35-10:8, (9-23)",McGill College,"crowd,mnbvcx2345678",,"Crowd, The",,||||,Crowd,on,"Sculpture, freestanding","Mason, Raymond, 1922-2010",,Montreal,,,,2,1986,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57391,2021-01-13 14:02:46.0,2020-02-21 14:02:52.0,Ukraine,,,||||,https://commons.wikimedia.org/wiki/File:The_Inquisition_of_St._George_by_the_Emperor_Diocletian_-_Google_Art_Project.jpg ,,,1000,||||,AProp06,,,"Matthew 9:35-10:8, (9-23)",St. Sophia Cathedral,diocletiandwuy738940tjhbd,,Inquisition of St. George by the Emperor Diocletian,,||||,Faith|Martyrs,on,Fresco,,"George, Saint ",Kiev,,,,2,1000,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57392,2021-04-29 08:18:03.0,2020-02-21 14:07:55.0,United States,,"Eddie Dixon’s pieces are true to the spirit of Juneteenth, as news of freedom quickly spread amongst the freedmen and the enslaved. Mr. Dixon’s pieces join his first sculpture for the Carver, “Go Forth,” which is seated on the front plaza of the campus. Dixon literally exploded on the art world with his first commission—a sculpture of the only Black Fighter Pilot during World War I, Eugene Bullard, for the Smithsonian Air and Space Museum. Today, Mr. Dixon’s art can be found in national historical sites, the Pentagon, West Point, US Department of Interiors, US State Department, the Smithsonian National History Museums, and in many museums, war memorials, and national parks throughout the United States and in more than fifty countries abroad.",||||,https://commons.m.wikimedia.org/wiki/File:Preacher_by_Eddie_Dixon_at_the_Juneteenth_Memorial_Monument_in_Austin_Texas.jpg,,,,||||,AProp06|BDiv,,,"Matthew 9:35-10:8, (9-23)",Juneteenth Memorial,preacher28yuh2189,,Preacher - Juneteenth Memorial,,||||,Preaching|Culture: African American|Culture: Black,on,,"Dixon, Eddie",,Austin,TX,,,2,,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57393,2021-09-21 10:04:28.0,2020-02-21 14:28:45.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Tissot_Hagar_and_the_Angel_in_the_Desert.jpg,,,ca. 1896-1902,||||,AProp07,,,Genesis 21:8-21,Jewish Museum (New York City),"hagarm,xnckjsdi49283yruh",,Hagar and the Angel in the Desert,,||||,Angels|Desert,on,Watercolor,"Tissot, James, 1836-1902",Hagar (Biblical figure) |Angel (Biblical figure) ,New York,NY,,,2,1896,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57394,2021-01-25 08:44:00.0,2020-02-22 07:58:08.0,Netherlands,,He offers a jug of water and loaf of bread.  Sarah  and Isaac sit against a wall.,||||,"https://commons.wikimedia.org/wiki/File:Abraham_verstoot_Hagar_en_Isma%C3%ABl,_RP-P-OB-1588.jpg",,,16th century,||||,AProp07,,,Genesis 21:8-21,Rijksmuseum Amsterdam,hagar894h7453d67,,Abraham Sends Hagar and Ishmael Away,,||||,,on,Print,"Lucas, van Leyden, 1494-1533",Abraham (Biblical figure) |Sarah (Biblical figure) |Hagar (Biblical figure) |Ishmael (Biblical figure) |Isaac (Biblical figure) ,Amsterdam,,,,2,1500,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57400,2021-09-21 10:13:31.0,2020-02-22 16:09:08.0,Canada,,An illustration from a fourteenth century bible showing Abraham and Isaac before the sacrifice. It was likely part of a Pamplona Bible commissioned by Spanish King Sancho VIII el Fuerte of Navarra.,||||,"https://commons.wikimedia.org/wiki/File:Sacrifice_d._Abraham;_Loue_don_de_Dieu_(Sacrifice_of_Abraham,_Praise_the_gift_of_God)_-_Recto_(16099058663).jpg",,,12th-13th centuries,||||,AProp08|AVigl,,,Genesis 22:1-18|Genesis 22:1-14,University of Victoria Libraries,sacrificesn734yrehfdsa,,Sacrifice of Abraham,,||||,Sacrifice of Isaac,on,Manuscript illumination,,Abraham (Biblical figure) |Isaac (Biblical figure) ,Victoria,BC,,,2,1180,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57404,2020-09-25 12:33:19.0,2020-02-22 16:51:57.0,United States,,"Under the Imperial Russian coat of arms, traditionally dressed Russian Jews, packs in hand, line Europe's shore as they gaze across the ocean. Waiting for them under an American eagle holding a banner with the legend ""Shelter us in the shadow of Your wings"" (Psalms 17:8), are their Americanized relatives, whose outstretched arms simultaneously beckon and welcome them to their new home. ""Copyright by Heb. Pub. Co. 1901""",||||,https://commons.wikimedia.org/wiki/File:Jewish_immigration_Russia_United_States_1901.jpg,,,1901,||||,AProp08,,,Matthew 10:40-42,,Jewishimm29307yefu1ap,,"Jewish Immigration, Russia to United States",,||||,Immigrants|Judaism,on,Print,Hebrew Publishing Company,,,,,,2,1901,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57408,2021-01-14 13:39:01.0,2020-03-04 09:56:19.0,Italy,Stone,,||||,https://commons.wikimedia.org/wiki/File:Rebecca_at_the_well-.jpg,,,17th century,||||,AProp09,,,"Genesis 24:34-38, 42-49, 58-67",Milan Cathedral,Rebecca_at_the_well-wuycgb,,Isaac's Messenger Drinks from Rebecca's Jug,,||||,Well|Water,on,Relief sculpture,,Rebecca (Biblical figure) ,Milan,,,,2,1600,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57409,2021-01-14 08:38:32.0,2020-03-04 10:00:38.0,United Kingdom,,no. 15886i,||||,https://commons.wikimedia.org/wiki/File:Rebecca_admires_the_clothes_and_jewellery_given_to_her_by_Ab_Wellcome_V0034251.jpg,,,1824,||||,AProp09,,,"Genesis 24:34-38, 42-49, 58-67",Wellcome Collection,rebecca29083674rhbr789uqhdjb,,Rebecca With Her Gifts from Isaac,,||||,Gift,on,Watercolor,"Howard, Juliana",Rebecca (Biblical figure) ,,,,,2,1824,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57416,2021-04-29 08:18:32.0,2020-03-11 11:38:37.0,United States,,,||||,"https://commons.wikimedia.org/wiki/File:Three_Friends,_by_William_H._Johnson.jpg",,,ca. 1944-1945,||||,AVis|BDiv,,,Romans 12:9-16b,Smithsonian American Art Museum,"friendsm,vcxjkcxg984",,Three Friends,,||||,Compassion|Friendship|Rejoicing|Weeping|Culture: African American|Culture: Black,on,Print,"Johnson, William H., 1901-1970",,Washington,DC,,,2,1944,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57418,2021-08-04 13:07:35.0,2020-03-11 11:51:19.0,,,,||||,https://commons.wikimedia.org/wiki/File:Iin_the_beginning_34x28_by_Brian_Whelan.jpg - photographed by Wendy Roseberry with permission from Brian Whelan,,,2003,||||,AEast07,,,John 17:1-11,,creation32fudhj5498,,In the Beginning,,||||,Holy Spirit|Trinity|Dove|Tetramorph,on,Mixed media,"Whelan, Brian, 1957-",Jesus Christ (Biblical figure) |God (Biblical figure) ,,,,,2,2003,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57419,2020-12-03 19:31:43.0,2020-03-11 11:56:43.0,Malawi,,,||||,https://commons.wikimedia.org/wiki/File:Mua_Mission_sculpture.JPG,,,ca. 2002,||||,AEast07,,,"Peter I, 4:12-14; 5:6-11",Mua Mission,Muacxnmcvaqpjlejh1,,New Growth,,||||,Grace|Hand of God|Bounty|Growth,on,"Sculpture, freestanding",,,Mua,,,,2,2002,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57422,2020-12-22 11:14:10.0,2020-03-11 12:04:53.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Edward_Steichen_(American)_-_(Road_into_the_Valley_--_Moonrise)_-_Google_Art_Project.jpg,,,1906,||||,AEast05,,,John 14:1-14,Getty Center,moon398sjy32,,Road into the Valley -- Moonrise,,||||,Way|Path|Tree|Road,on,Photograph,"Steichen, Edward, 1879-1973","Thomas, the Apostle (Biblical figure) ",Los Angeles,CA,,,2,1906,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57423,2020-09-25 12:30:20.0,2020-03-11 12:07:07.0,China,,Reproduction of a stone tablet engraved with a Nestorian Christian cross and inscribed with Syriac writing. Found at the site of a Christian church or monastery at Fangshan District in Beijing. Dated to the Yuan Dynasty.,||||,https://commons.wikimedia.org/wiki/File:Yuan_stone_Nestorian_inscription_(rep).JPG,,,1271-1368,||||,AEast05,,,"Peter I, 2:2-10",Capital Museum,nestorian2h76ce,,Nestorian Stone Cross,,||||,Cross,on,Carving,,,Beijing,,,,2,1271,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57424,2020-12-22 11:05:59.0,2020-03-11 12:11:57.0,United States,,"Stephen kneels with his arms raised in prayer, blessed by the Hand of God. He seeks a pardon for the three men shown at the right who are about to stone him to death under the orders of Saul of Tarsus, who is seated at the left. Produced by the Mosan Workshop in Belgium.",||||,https://commons.wikimedia.org/wiki/File:Mosan_Workshop_-_The_Stoning_of_St_Stephen_-_Walters_71140_(2).jpg,,,ca. 1100,||||,AEast05,,,Acts 7:55-60,Walters Art Museum,stoning23dfs894jdkfs7483,,Stoning of Stephen,,||||,Stoning|Martyrs|Hand of God,on,Carving,Mosan Workshop,"Stephen (martyr), ca.5-33 ",Baltimore,MD,,,2,1100,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57426,2021-08-27 06:49:48.0,2020-03-12 14:03:22.0,Israel,,,||||,"https://commons.wikimedia.org/wiki/File:Ezra_Orion,_Stairs_to_the_Sky_(2531527122).jpg",,,20th century,||||,AProp11,,,Genesis 28:10-19a,,stairs m2398yfh34oy,,Stairs to the Sky,,||||,Ladder|Sky,on,"Sculpture, freestanding","Orion, Ezra",Jacob (Biblical figure) ,Jerusalem,,,,2,1980,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57427,2020-09-25 12:29:40.0,2020-03-12 17:28:12.0,United States,,,||||,"https://commons.wikimedia.org/wiki/File:%27Butterfly_and_Wild_Rose%27_by_Shibata_Zeshin,_1885,_Honolulu_Museum_of_Art,_4658.1.JPG",,,1885,||||,AProp11,,,"Psalm 139:1-12, 23-24",Honolulu Museum of Art,butterfly290fbh278t,,Butterfly and Wild Rose      ,,||||,  |Butterfly|Animals|Flowers,on,Painting,"Zeshin, Shibata",,Honolulu,HI,,,2,1885,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57429,2021-01-26 14:05:17.0,2020-03-12 17:46:39.0,,,,||||,https://commons.m.wikimedia.org/wiki/File:The_parable_of_the_sower.jpg - Fikos,,,20th century,||||,AProp11,,,"Matthew 13:24-30, 36-43",,The_parable_of_the_sower23786fe,,Parable of the Sower,,||||,Sowing seed,on,Painting,,,,,,,2,1970,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57432,2021-09-23 10:04:23.0,2020-03-14 10:11:53.0,Spain,,,||||,"https://commons.m.wikimedia.org/wiki/File:Jacob_y_el_reba%C3%B1o_de_Lab%C3%A1n,_de_Jos%C3%A9_de_Ribera_(Monasterio_de_El_Escorial).jpg",,,1634,||||,AProp12,,,"Psalm 105:1-11, 45b",El Escorial,Jacob31d12sal,,Jacob Tending His Flock,,||||,Shepherd|Flock,on,Painting,"Ribera, Jusepe de, 1591-1652",Jacob (Biblical figure) ,Madrid,,,,2,1634,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57434,2021-01-14 08:56:31.0,2020-03-16 10:13:16.0,Austria,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Georg_Waldm%C3%BCller_-_The_Soup_Kitchen_-_WGA25425.jpg,,,1859,||||,AProp13,,,Isaiah 55:1-9,Österreichische Galerie Belvedere,soup2894yuhs0v,,Soup Kitchen,,||||,Hunger|Poverty|Children,on,Painting,"Waldmüller, Ferdinand Georg, 1793-1865",,Vienna,,,,2,1859,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57435,2020-12-03 19:12:48.0,2020-03-16 15:15:07.0,United States,,,||||,"https://commons.wikimedia.org/wiki/File:Refugee_Boy,_by_William_H._Johnson.jpg",,,ca. 1935-1939,||||,AProp13,,,Psalm 145:8-14,Smithsonian American Art Museum,Refugee49e4jk57g6f8c3f,,Refugee Boy,,||||,Refugees|Children|Boy,on,Print,"Johnson, William H., 1901-1970",,Washington,DC,,,2,1935,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57438,2021-01-18 08:27:19.0,2020-03-18 11:29:16.0,Denmark,,From the Biblia Pauperum at the Royal Danish Library.,||||,https://commons.wikimedia.org/wiki/File:Biblia_Pauperum_Det_Kongelige_Bibliotek.jpg,,,ca. 1475,||||,AProp14,,,"Genesis 37:1-4, 12-28",Royal Danish Library,Josephnvcmhijgskm56748392,,Reuben Saves Joseph,,||||,Caring|Brotherhood,on,Manuscript illumination,,"Joseph, the son of Jacob (Biblical figure) |Reuben (Biblical figure) ",Copenhagen,,,,2,1475,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57444,2021-01-25 09:06:49.0,2020-03-19 08:59:52.0,Malaysia,,,||||,"https://commons.wikimedia.org/wiki/File:KotaKinabalu_Sabah_Sacred-Heart-Cathedral-06.jpg -CEphoto, Uwe Aranas",,,ca. 21st century,||||,AProp14,,,Romans 10:5-15,Sacred Heart Cathedral,Malay32988tfygchbj345678nj,,Christ Mosaic,,||||,Word (The),on,Mosaic,,Jesus Christ (Biblical figure) ,Kota Kinabalu,,,,2,2000,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57445,2021-08-18 05:38:58.0,2020-03-19 09:04:52.0,,,,||||,"https://commons.m.wikimedia.org/wiki/File:Christ_Walking_on_the_Waters,_Julius_Sergius_Von_Klever.jpg",,,ca. 1880,||||,AProp14|BProp12,,,Matthew 14:22-33|John 6:1-21,,"walkcn,m785mnf12908ghdf",,Christ Walking on Water,,||||,Jesus Walks on Water,on,Painting,"Klever, Julius Sergius von, 1850-1924",,,,,,2,1880,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57446,2021-09-24 09:03:46.0,2020-03-19 09:10:50.0,United States,,,||||,https://commons.m.wikimedia.org/wiki/File:LooptEenManOverHetWater.JPG,,,20th century,||||,AProp14|BProp12,,,Matthew 14:22-33|John 6:1-21,Christ Cathedral (Crystal Cathedral),walknxzvcmnbd93x,,Christ Walks on Water,,||||,Jesus Walks on Water,on,"Sculpture, freestanding",,,Garden Grove,CA,,,2,1980,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57447,2021-01-27 06:48:07.0,2020-03-19 09:12:39.0,France,,,||||,https://commons.m.wikimedia.org/wiki/File:StPierreJeuneP232.JPG,,,19th century,||||,AProp14,,,Matthew 14:22-33,Church of St. Peter the Younger,walk1224ss12wsyi8pjjbgv,,Christ and Peter as Christ Walks on Water,,||||,Rescue|Water,on,Mural,,"Peter, the Apostle (Biblical figure) |Jesus Christ (Biblical figure) ",Strasbourg,,,,2,1830,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57448,2020-12-21 14:01:23.0,2020-03-19 10:03:49.0,Austria,,,||||,https://commons.m.wikimedia.org/wiki/File:Maria_Saal_Herbert_Boeckl_Fresko_27102006_Ausschnitt.jpg,,,1925,||||,AProp14,,,Matthew 14:22-33,Cathedral of Maria Saal,peterbh879utyrykj789,,Peter`s rescue from the Lake Galilee,,||||,Rescue|Water,on,Mural,"Boeckl, Herbert, 1894-1966","Peter, the Apostle (Biblical figure) ",Carinthia,,,,2,1925,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57457,2021-09-09 11:30:17.0,2020-03-31 12:18:05.0,France,,"PLEASE USE THIS CREDIT INFORMATION:  <i>Birth of Christ.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57457<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,"https://commons.wikimedia.org/wiki/File:Cr%C3%A8che_devant_l%27Eglise_St-Jacques,_Montrouge_02.jpg - Ibex73",,,20th century,||||,ANatv|AAdvt04,,,"Luke 2:1-14, (15-20)|Matthew 1:18-25","Church of St-Jacques le Majeur, Mairie de Montrouge",BNatvbw,,Birth of Christ,,||||,Nativity|Birth,on,"Sculpture, freestanding",,,Paris,,,,2,1970,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57476,2021-09-21 09:33:50.0,2020-04-01 17:36:57.0,Germany,Wood,"PLEASE USE THIS CREDIT INFORMATION: Simon Haider, <i> Descent of the Holy Spirit.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57476<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:Konstanz_M%C3%BCnster_Westportal_R09_Pfingsten_01.jpg,,,1470,||||,APDay,,,Acts 2:1-21,Konstanz Minster,BPDaybw,,Descent of the Holy Spirit upon Mary and the Apostles,,||||,Pentecost|Holy Spirit,on,Relief sculpture,"Haider, Simon",Apostles (Biblical figures) ,Konstanz,,,,2,1470,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57481,2020-09-25 12:21:17.0,2020-04-02 14:08:43.0,,,"NOTE: For church bulletin use, please use this credit information:  Rembrandt, <i> Christ Healing Peter's Mother-in-Law.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57481<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:Rembrandt_Heilung_der_Schwiegermutter_des_Petrus.jpg,,,17th century,||||,BEpip05,,,Mark 1:29-39,,BEpip05bw,,Christ Healing Peter's Mother-in-Law,,||||,Healing,on,,"Rembrandt Harmenszoon van Rijn, 1606-1669",,,,,,2,1640,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57483,2020-09-25 12:20:56.0,2020-04-04 14:15:44.0,,,"NOTE: For church bulletin use, please use this credit information:  <i> Amen.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57483<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:Amen_-_Logo.png,,,2019,||||,BEpip07,,,"Corinthians II, 1:18-22",,BEpip07bw,,Amen,,||||,Praise,on,Drawing,,,,,,,2,2019,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57500,2021-01-21 12:51:28.0,2020-04-07 09:51:23.0,,,"NOTE: For church bulletin use, please use this credit information:  Lady of Hats, <i> Wheat.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57500<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:Wheat_garb.svg,,,2019,||||,BLent05|BHoly02,,,John 12:20-36,,BLent05bw,,Wheat,,||||,Wheat,on,Drawing,Lady of Hats,,,,,,2,2019,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57507,2020-09-25 12:15:43.0,2020-04-07 17:07:51.0,,,"NOTE: For church bulletin use, please use this credit information:  Edal Lefterov, <i> White Mustard Seeds.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57507<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:White_mustard_seeds.jpg,,,2012,||||,BProp06,,,Mark 4:26-34,,BProp06bw,,White Mustard Seeds,,||||,Mustard Seed,on,Photograph,"Lefterov, Edal",,,,,,2,2012,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
