qid,label_en,label_zh,label_zh_hans,label_zh_hant,label_de,label_fr,description_en,description_zh,description_zh_hans,description_zh_hant,description_de,description_fr,title_en_uuid,title_en,title_en_subtitle,title_en_ref1_hash,title_en_ref1_statedIn,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec
Q96915055,Society of Biblical Literature Seminar Papers,,,,,,academic journal,,,,,,5de250db-4a96-3719-8164-90ad2ee4e74b,Society of Biblical Literature Seminar Papers,,,,,,,
Q96915452,International journal of frontier missiology,边疆宣教国际期刊,边疆宣教国际期刊,邊疆宣教國際期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,3d5a0c09-4357-f5a9-abe6-e193d5143284,International Journal of Frontier Missiology,,,,,,,
Q97013797,Kentucky Journal of Anthropology and Sociology,人类学与社会学的肯塔基期刊,人类学与社会学的肯塔基期刊,人類學與社會學的肯塔基期刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,227e4185-49c9-b9c6-9155-dfda06861f99,Kentucky Journal of Anthropology and Sociology,,,,,,,
Q97038484,Cityscape: A Journal of Policy Development and Research,,,,,,scholarly journal,,,,,,fc5f82ff-4214-2912-e3b6-5dbf5719cca9,Cityscape,,,,,,,
Q97069556,Journal of Interreligious Studies,,,,,,scholarly journal,,,,,,39d6df90-4b04-9095-21ea-4c458f015cb8,Journal of Interreligious Studies,,,,,,,
Q97102835,The Hymn: a journal of congregational song,,,,,,scholarly journal,,,,,,3920482d-425f-0128-d4fc-5b07c11ae8fe,The Hymn,,,,,,,
Q97320699,Contemporary Journal of Anthropology and Sociology,人类学与社会学的当代期刊,人类学与社会学的当代期刊,人類學與社會學的當代期刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,1f78ed2f-47e0-a064-5f32-62e26e2c5b02,Contemporary Journal of Anthropology and Sociology,,,,,,,
Q97321411,Doxology: A Journal of Worship,颂赞：崇拜期刊,颂赞：崇拜期刊,頌讚：崇拜期刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,c147cc6c-4b5e-3a43-2a6c-baf419080f2a,Doxology: A Journal of Worship,,,,,,,
Q97323392,Gathering Magazine,,,,,,church resources,,,,,,ea4287d2-4f1a-f48f-835d-e67877a5ef4d,Gathering Magazine,,,,,,,
Q97323978,The Council of Societies for the Study of Religion Bulletin,宗教研究学会理事会公告,宗教研究学会理事会公告,宗教研究學會理事會公告,,,academic journal,学术期刊,学术期刊,學術期刊,,,df6f0d36-41ab-6f4e-7783-52c57b1be323,The Council of Societies for the Study of Religion Bulletin,,,,,,,
Q97326077,Theological Educator,,,,,,scholarly journal,,,,,,80576ce1-4487-1d5d-0d7d-b6d8e6460818,Theological Educator,,,,,,,
Q97361256,Bulletin of the Institute for Reformed Theology,改革神学协会公告,改革神学协会公告,改革神學協會公告,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,b475de7b-4a5c-7d4e-e28d-244c2ef02a15,Bulletin of the Institute for Reformed Theology,,,,,,,
Q97362481,The Spire,,,,,,scholarly journal,,,,,,,,,,,,,,
Q97388791,Lutheran Women Today,今日路德妇女,今日路德妇女,今日路德婦女,,,magazine,杂志,杂志,雜誌,,,64e04a69-4ed3-f92d-e954-46fa8411b1b8,Lutheran Women Today,,,,,,,
Q97389745,Making Christ Known,,,,,,magazine,,,,,,d29e7451-46c5-5ad7-5493-12fe07dd0213,Making Christ Known,,,,,,,
Q97393882,Sightings,目光,目光,目光,,,online publication by the University of Chicago Divinity School,芝加哥大学神学院发行的线上期刊,芝加哥大学神学院发行的线上期刊,芝加哥大學神學院發行的線上期刊,,,3bb349fa-42f3-f5ed-272e-346b69eb04e5,Sightings,,,,,,,
Q97395520,"Journal of Race, Ethnicity, and Religion",,,,,,scholarly journal,,,,,,afd81dc5-4b70-4243-4362-838731df17c0,"Journal of Race, Ethnicity, and Religion",,,,,,,
Q97397804,Journal of Unitarian Universalist History,,,,,,scholarly journal,,,,,,52188777-4f13-816f-5055-bb52c9ea62f1,Journal of Unitarian Universalist History,,,,,,,
Q97446840,Acme: annali della Facolta di Lettere e Filosofia dell'Universita degli Studi di Milano,,,,,,scholarly journal,,,,,,,,,,,,,,
Q97450170,Lectionary Homiletics,圣经选文证道,圣经选文证道,聖經選文證道,,,church magazine,教会杂志,教会杂志,教會雜誌,,,71583b3a-4a51-5ff4-de3f-80f26fcd603b,Lectionary Homiletics,,,,,,,
Q97579679,Black Renaissance,黑色的文艺复兴,黑色的文艺复兴,黑色的文藝復興,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,b3751fed-49b4-096d-91b8-4de6a0a03df0,Black Renaissance,,,,,,,
Q97580025,Religious Studies News,宗教研究新闻,宗教研究新闻,宗教研究新聞,,,journal,期刊,期刊,期刊,,,72061d1b-45b4-ec35-be33-e75d5e2fddb3,Religious Studies News,,,,,,,
Q97581053,The African American Lectionary,,,,,,online magazine,,,,,,,,,,,,,,
Q97581124,Spotlight on Teaching,教学焦点,教学焦点,教學焦點,,,Supplement of Religious Studies News,宗教研究新闻副刊,宗教研究新闻副刊,宗教研究新闻副刊,,,788bd373-49d5-9dde-5566-d52f7ceb61b8,Spotlight on Teaching,,,,,,,
Q97584442,Clio's Psyche,,,,,,scholarly journal,,,,,,b9de04de-4888-fb2f-80ce-2b8e1ca984f1,Clio's Psyche,,,,,,,
Q97584635,Faultline,,,,,,scholarly journal,,,,,,afaab260-43eb-25fa-39b7-2783a6db242e,Fault Line,,,,,,,
Q97600243,Papers of the Nineteenth Century Theology Group : AAR 1986 annual meeting,,,,,,conference papers and proceedings,,,,,,c3d4fb2f-484d-333d-770f-e6ab7083356a,Papers of the Nineteenth Century Theology Group : AAR 1986 annual meeting,,,,,,,
Q97622700,Critical Review of Books in Religion,书籍在宗教的关键评论,书籍在宗教的关键评论,書籍在宗教的關鍵評論,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,33e65d5f-4cdd-ff22-0bc7-4f7634a5f940,Critical Review of Books in Religion,,,,,,,
Q97725240,Annals of Scholarship,,,,,,scholarly journal,,,,,,5759ec29-4b3e-4b2a-90e7-c98c4f5e5baf,Annals of Scholarship,,,,,,,
Q97725638,Religion and Culture Web Forum,,,,,,scholarly journal,,,,,,ae7c4921-4239-9812-a735-dac1d97f925a,Religion and Culture Web Forum,,,,,,,
Q97726143,Allgemeine Juedische Wochenzeitung,,,,,,newspaper,,,,,,,,,,,,,,
Q97729090,Reformed Review,,,,,,scholarly journal,,,,,,a35335f7-475b-882b-6729-4ea67ef3f439,Reformed Review,,,,,,,
Q97729464,Sacred Spaces,神圣空间,神圣空间,神聖空間,,,electronic journal,电子期刊,电子期刊,電子期刊,,,0460e2bc-42e8-e1f9-d7c2-9908f7a72e9c,Sacred Spaces,,,,,,,
Q97772375,National Baptist Union-Review,,,,,,newspaper,,,,,,52a0751d-496d-4f36-7c4a-3f0e6a144557,National Baptist Union-Review,,,,,,,
Q97773782,Journal of Intergroup Relations,,,,,,scholarly journal,,,,,,ec192f09-428e-122b-78cf-b8a2ffe3aab9,Journal of Intergroup Relations,,,,,,,
Q97784372,national Baptist Voice,,,,,,church magazine,,,,,,bf38d333-4b48-805e-71d7-289fa46715e1,National Baptist Voice,,,,,,,
Q97790964,The Gospel and Our Culture Network,,,,,,"church organization, publisher",,,,,,586a117f-44fd-8346-bec5-bc6b27a1bce8,The Gospel and Our Culture Network,,,,,,,
Q97843689,Journal for Preachers,给传道者的期刊,给传道者的期刊,給傳道者的期刊,,,journal,期刊,期刊,期刊,,,0e3d25ca-4078-6cf4-51c0-017b70cafc78,Journal for Preachers,,,,,,,
Q98073452,Biblical Review,圣经评论期刊,圣经评论期刊,聖經評論期刊,,,scholarly journal,,,,,,8e41fd1d-4816-51f7-6fd8-bf66eca6dc9b,Biblical Review,,,,,,,
Q98074103,Trinity Seminary Review,三一神学评论,三一神学评论,三一神學評論,,,scholarly journal,,,,,,26de44a6-45c0-9ee7-8927-96f9108e3d2a,Trinity Seminary Review,,,,,,,
Q98074203,Gesher,,,,,,scholarly journal,,,,,,9c486063-4b5e-d19e-5a7d-1c415b9348fd,Gesher,,,,,,,
Q98075361,Biblical Recorder,圣经的录音器,圣经的录音器,聖經的錄音器,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,f44b0315-45fd-a3ae-5c01-0fd9c0df2568,Biblical Recorder,,,,,,,
Q98094387,Religion in the News,新闻里的宗教,新闻里的宗教,新聞裏的宗教,,,journal,期刊,期刊,期刊,,,74510585-46e4-b77f-5ce7-9fb9c623ac95,Religion in the News,,,,,,,
Q98097528,Quarterly Review: a scholarly journal for reflection on ministry,季度评论：一个牧会反思的学术期刊,季度评论：一个牧会反思的学术期刊,季度評論：一個牧會反思的學術期刊,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,df7e3956-4f17-06ea-8cf2-85efb0b11bf4,Quarterly Review,A scholarly journal for reflection on ministry,,,,,,
Q98109467,Echoing the Word,对字回响,对字回响,對字迴響,,,online journal,网路期刊,网路期刊,網路期刊,,,39e78cac-4af2-1c07-26f2-5bdc0fafc54a,Echoing the Word,,,,,,,
Q98221934,Christian Feminism Today,今日基督徒女性主义,今日基督徒女性主义,今日基督徒女性主義,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,de22b7ba-4778-ad0d-a5cc-0971da376713,Christian Feminism Today,,,,,,,
Q98222919,Dialogue Australasia,对话大洋洲,对话大洋洲,對話大洋洲,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,5fabb337-499e-aa22-0dea-104e53995060,Dialogue Australasia,A journal for teachers of religious and values education,,,,,,
Q98226287,National Havurah Committee,,,,,,religious organization,,,,,,,,,,,,,,
Q98227015,IOUDAIOS Review,,,,,,scholarly journal,,,,,,aea0946a-4e12-80f7-c7ca-a3d6ac7b27b2,IOUDAIOS Review,,,,,,,
Q98232287,Student Organization of Yeshiva,,,,,,student organization,,,,,,,,,,,,,,
Q98311737,Circuit Rider,巡回骑士,巡回骑士,巡迴騎士,,,church magazine,教会杂志,教会杂志,教會雜誌,,,69e6beb9-446c-b829-8225-ef62e953e1ed,Circuit Rider,,,,,,,
Q98313448,"Colloquium, Music, Worship, Arts",,,,,,scholarly journal,,,,,,4808b562-4124-7478-ef6b-64cdc2937419,"Colloquium, Music, Worship, Arts",,,,,,,
Q98380090,Presbyterians Today,今日长老会信徒,今日长老会信徒,今日長老會信徒,,,church magazine,教会杂志,教会杂志,教會雜誌,,,96dcc124-4fc7-3e02-c0ed-dd371cdb27a5,Presbyterians Today,,,,,,,
Q98380242,Congregations,会众,会众,會衆,,,church magazine,教会杂志,教会杂志,教會雜誌,,,0b67d5ca-4a33-bd89-ba2e-aa28f90d8f02,Congregations,,,,,,,
Q98380311,Reformed Liturgy & Music,改革教会仪式与音乐,改革教会仪式与音乐,改革教會儀式與音樂,,,journal,期刊,期刊,期刊,,,365753e7-4c52-03a4-4339-2acdfda9cc49,Reformed Liturgy & Music,,,,,,,
Q98461378,Consider This…A Newsletter for Pastors,考虑这个...给牧师的時事通讯,考虑这个...给牧师的時事通讯,考慮這個...給牧師的時事通訊,,,church magazine,教会杂志,教会杂志,教會雜誌,,,4d50dbb9-4a2a-30e9-0b96-361ec2b57a36,Consider This…A Newsletter for Pastors,,,,,,,
Q98496683,Prism: a theological forum for the United Church of Christ,棱镜: 基督联合教会神学论坛,棱镜: 基督联合教会神学论坛,棱鏡: 基督聯合教會神學論壇,,,church magazine,教会杂志,教会杂志,教會雜誌,,,426885d9-4885-3f6d-4eaa-644876fd9c09,Prism,A theological forum for the United Church of Christ,,,,,,
Q98497359,Journal of Religious Thought,宗教思想期刊,宗教思想期刊,宗教思想期刊,,,journal,期刊,期刊,期刊,,,f43f90f0-4db5-0a0d-d43a-1cb0d057521a,Journal of Religion Thought,,,,,,,
Q98526055,Living Pulpit,活的讲台,活的讲台,活的講臺,,,journal,期刊,期刊,期刊,,,bad3c780-4128-7568-68d7-b2b7ec8d9b1f,Living Pulpit,Serving the Gospel's Servants,,,,,,
Q98526165,Lutheran World,马丁路德的世界,马丁路德的世界,馬丁路德的世界,,,scholarly journal,学术期刊,学术期刊,學術期刊,,,938d21f6-4a3a-dcc3-6d08-f90d4de69a86,Lutheran World,,,,,,,
Q98526338,Una Sancta : Zeitschrift für ökumenische Begegnung,,,,,,journal,,,,,,,,,,,,,,
Q98606254,Disciples Divinity House Bulletin,,,,,,magazine,,,,,,ac8abcbf-4910-6c2f-4e9b-b7e44d4dbf69,Disciples Divinity House Bulletin,,,,,,,
Q98608133,Journal of Pastoral Care,牧师关怀期刊,牧师关怀期刊,牧師關懷期刊,,,Journal,期刊,期刊,期刊,,,7994dc21-46e6-5dd0-d870-98a424924541,Journal of Pastoral Care,,,,,,,
Q98608602,Chicago Theological Seminary Register,芝加哥神学院立案,芝加哥神学院立案,芝加哥神學院立案,,,journal,期刊,期刊,期刊,,,64e65af7-4d07-04ae-7ec4-84fedf350f99,Chicago Theological Seminary Register,,,,,,,
Q98608890,Journal of Supervision and Training in Ministry,牧会管理与训练期刊,牧会管理与训练期刊,牧會管理與訓練期刊,,,journal,期刊,期刊,期刊,,,d97f34c1-4cf2-d907-2508-7d9223404de9,Journal of Supervision and Training in Ministry,,,,,,,
Q98637260,Women's VU,女人们的范德堡大学,女人们的范德堡大学,女人們的範德堡大學,,,magazine,杂志,杂志,雜誌,,,4c7c9476-4b56-a49f-90d2-a1c2168927f7,Women's VU,,,,,,,
Q98637310,Lexington Theological Quarterly,列克星顿神学季刊,列克星顿神学季刊,列克星頓神學季刊,,,journal,期刊,期刊,期刊,,,f279e6c0-443f-2bb7-9fd5-b6d5ca443771,Lexington Theological Quarterly,,,,,,,
Q98637434,Journal of Childhood and Religion,童年与宗教期刊,童年与宗教期刊,童年與宗教期刊,,,journal,期刊,期刊,期刊,,,8049c3be-41b3-3300-ab19-39803d3555a0,Journal of Childhood and Religion,,,,,,,
Q98640359,Bearings,气度,气度,氣度,,,online journal,线上期刊,线上期刊,線上期刊,,,20575926-4bbf-e843-e0a8-22d0673cdf92,Bearings,,,,,,,
Q98653905,The Cresset,标灯,标灯,標燈,,,academic journal,学术期刊,学术期刊,學術期刊,,,a2c337d8-4ae8-cba6-af6b-cc9426906757,The Cresset,"a review of literature, the arts, and public affairs",,,,,,
Q98688147,Lifelong Faith,终身信念,终身信念,终身信念,,,Journal,期刊,期刊,期刊,,,fe742ecf-4206-0996-5ff9-d22acd369ff5,Lifelong Faith,,,,,,,
Q98821386,Net Results,收网成果,收网成果,收網成果,,,church magazine,教会杂志,教会杂志,教會雜誌,,,7f34555b-48da-0db7-b802-cd31bd6e8831,Net Results,New Ideas in Church Vitality and Leadership,,,,,,
Q98821824,Your Church,你的教会,你的教会,你的教會,,,church magazine,教会杂志,教会杂志,教會雜誌,,,0fb6f8d4-4bff-bf48-c11a-f0b79ad1f45c,Your Church,,,,,,,
Q98821922,The Disciple,信徒,信徒,信徒,,,journal,期刊,期刊,期刊,,,4eabeae6-4478-a1ed-f03c-d3e88067964b,The Disciple,,,,,,,
Q98821988,The Five Stones,五颗石子,五颗石子,五颗石子,,,newsletter,简讯,简讯,簡訊,,,9580c6fa-4f4e-a57f-8277-0a0e1f956a42,The Five Stones,A Newsletter for Small Churches,,,,,,
Q98822345,Journal of Religious Leadership,宗教领导力期刊,宗教领导力期刊,宗教領導力期刊,,,journal,期刊,期刊,期刊,,,cb01efe5-47d3-2c37-be25-816403993952,Journal of Religious Leadership,,,,,,,
Q98833935,C21 Resources,,,,,,journal,,,,,,07607222-4dc5-cfd0-7455-91e8b90265d8,C21 Resources,A Catalyst and Resource for the Renewal of the Catholic Church,,,,,,
Q98833987,Liturgical Ministry,,,,,,journal,,,,,,f485c717-41cc-faaa-7cfc-be220dd20c56,Liturgical Ministry,,,,,,,
Q98834513,American Theological Inquiry,,,,,,journal,,,,,,de87cf54-48f7-67de-63af-c1cdfb6128ae,American Theological Inquiry,,,,,,,
Q98835708,The Alaskan Shepherd,阿拉斯加的牧者,阿拉斯加的牧者,阿拉斯加的牧者,,,journal,期刊,期刊,期刊,,,25118aab-4b28-67ba-fe09-907b97bfe969,The Alaska Shepherd,,,,,,,
Q98844814,Studia Aloisiana,,,,,,journal,,,,,,,,,,,,,,
Q98846459,Spotlight on Theological Education,神学教育焦点,神学教育焦点,神學教育焦點,,,Supplement of Religious Studies News,宗教研究新闻副刊,宗教研究新闻副刊,宗教研究新闻副刊,,,cacde0e2-431e-bb88-ba8f-c35c7e260636,Spotlight on Theological Education,,,,,,,
Q98850260,Proceedings of the Catholic Theological Society of America,美洲天主教神学学会论文集,美洲天主教神学学会论文集,美洲天主教神學學會論文集,,,journal,期刊,期刊,期刊,,,951891af-45bd-09fb-f8b7-4a4b37388d34,Proceedings of the Catholic Theological Society of America,,,,,,,
Q99034646,The Conversation,会话,会话,會話,,,open access journal,开放取用期刊,开放取用期刊,開放取用期刊,,,d364af2c-4ff6-cc62-45f8-04bcd0a820c0,The Conversation,,,,,,,
Q99056396,SJU Magazine,圣约瑟大学杂志,圣约瑟大学杂志,聖約瑟大學雜誌,,,magazine,杂志,杂志,雜誌,,,625f4343-40e3-8496-2369-ff1ef50057e9,SJU Magazine,,,,,,,
Q99436853,Wort und Weg,,,,,,German magazine,,,,,,,,,,,,,,
Q99437117,Unterwegs (Stuttgart): Zeitschrift der Evangelisch-methodistischen Kirche,,,,,,German magazine,,,,,,,,,,,,,,
Q99529105,Evangelische Kommentare,福音评论,福音评论,福音評論,,,Journal of commentaries on current affairs in church and society,当今教会与社会事宜评论期刊,当今教会与社会事宜评论期刊,當今教會與社會事宜評論期刊,,,,,,,,,,,
Q99529437,Perkins Perspective,珀金斯视野,珀金斯视野,珀金斯视野,,,magazine published by Southern Methodist University Perkins School of Religion,南卫理大学珀金斯宗教学院发行的杂志,南卫理大学珀金斯宗教学院发行的杂志,南衛理大學珀金斯宗教學院發行的雜誌,,,94fd245c-4adc-1a5f-b72c-4776167962ef,Perkins Perspective,,,,,,,
Q99542272,Theologie für die Praxis,实用的神学,实用的神学,實用的神學,,,German academic journal,德国学术期刊,德国学术期刊,德國學術期刊,,,,,,,,,,,
Q99544102,Ecothology,生态神学,生态神学,生態神學,,,academic journal,学术期刊,学术期刊,學術期刊,,,,,,,,,,,
Q99578960,Zion's Herald,锡安的前锋,锡安的前锋,錫安的前鋒,,,church magazine,教会杂志,教会杂志,教會雜誌,,,6468e686-4cf2-42a4-93d3-c73e82284f4c,Zion's Herald,,,,,,,
Q99579301,Apuntes,,,,,,Journal published by Southern Methodist University Perkins School of Theology Mexican American Program,,,,,,,,,,,,,,
Q99583037,The Clergy Journal,神职期刊,神职期刊,神職期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,abdeca9f-4f2c-b54e-478a-0b2bfd0d2c55,The Clergy Journal,,,,,,,
Q99735501,"The Ecumenist: A Journal of Theology, Culture, and Society",普世教会信徒：神学，文化，与社会的期刊,普世教会信徒：神学，文化，与社会的期刊,普世教會信徒：神學，文化，與社會的期刊,,,academic journal,学术期刊,学术期刊,學術期刊,,,20d6db3b-467b-5e48-b299-db4cffbf7c29,"The Ecumenist: A Journal of Theology, Culture, and Society",,,,,,,
Q99735829,Syndicate,联合,联合,聯合,,,academic journal,学术期刊,学术期刊,學術期刊,,,90ff346b-421c-cc54-cb5f-b25de222fee6,Syndicate,,,,,,,
Q99736473,INSiGHT,慧眼,慧眼,慧眼,,,Journal published by Council for World Mission,世界宣教理事会发行的期刊,世界宣教理事会发行的期刊,世界宣教理事會發行的期刊,,,45a4dffe-4dcc-eb00-e95c-4a57dba8191b,INSiGHT,,,,,,,
Q99736600,Interreligious Studies and Intercultural Theology,跨宗教研究与跨文化神学,跨宗教研究与跨文化神学,跨宗教研究與跨文化神學,,,academic journal published by Equinox,伊奎那斯发行的学术期刊,伊奎那斯发行的学术期刊,伊奎那斯發行的學術期刊,,,de657e4c-4da4-9788-1918-855f8dfac0dd,Interreligious Studies and Intercultural Theology,,,,,,,
Q99737338,Religion and Society,宗教与社会,宗教与社会,宗教與社會,,,academic journal published by Christian Institute for the Study of Religion and Society,研究宗教与社会的基督教机构所发行的期刊,研究宗教与社会的基督教机构所发行的期刊,研究宗教與社會的基督教機構所發行的期刊,,,a57821a8-4349-9bb0-7421-be93b812afcf,Religion and Society,,,,,,,
Q99737535,Response: the magazine of women in mission,回应：妇女宣教杂志,回应：妇女宣教杂志,迴應：婦女宣教雜誌,,,journal published by United Methodist Church,卫理教会发行的期刊,卫理教会发行的期刊,衛理教會發行的期刊,,,dbcd60b9-4a6f-d810-d165-32f3783a6649,Response: the magazine of women in mission,,,,,,,
Q99760349,Practical Matters,实用事宜,实用事宜,實用事宜,,,online journal published by Emory University,艾默理大學发行的线上期刊,艾默理大學发行的线上期刊,艾默理大學發行的線上期刊,,,a9f25b42-4864-fdb3-a09d-2630e866b481,Practical Matters,,,,,,,
