qid,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,Singers and Choir,Singers and choir pentecostal church the living stone in Spijkenisse Nederlands: Zangers en koor in de levende steen gemeente in Spijkenisse,photograph by Peter van der Sluijs,,57746,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57746,,2022-03-30,,,,2013-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57746,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57746,,2022-03-30,,,,,,,,,,,,Singers and choir pentecostal church.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57746,,2022-03-30,,,,,,,,
,Piece of the Berlin Wall,"Title: Piece of the Berlin Wall displayed at the Newseum museum, Arlington, Virginia Physical description: 1 transparency : color ; 4 x 5 in. or smaller. Notes: Digital image produced by Carol M. Highsmith to represent her original film transparency; some details may differ between the film and the digital images.; Forms part of the Selects Series in the Carol M. Highsmith Archive.; Gift and purchase; Carol M. Highsmith; 2011; (DLC/PP-2011:124).; Title, date, subject note, and keywords provided by the photographer.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Newseum later moved to Pennsylvania Avenue in Washington, D.C.","mural by artist unknown, photo by Carol M. Highsmith",,57757,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q391414,,,,,,,,1989-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57757,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57757,,2022-03-30,,,,,,,,,,,,"Piece of the Berlin Wall displayed at the Newseum museum, Arlington, Virginia LCCN2011633777.tif",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57757,,2022-03-30,,,,,,,,
,Prayer for Peace,"Lord, make me an instrument of your peace.
Where there is hatred, let me sow love.
Where there is injury, pardon.
Where there is doubt, faith.
Where there is despair, hope.
Where there is darkness, light.
Where there is sadness, joy.
O Divine Master,
grant that I may not so much seek to be consoled, as to console;
to be understood, as to understand;
to be loved, as to love.
For it is in giving that we receive.
It is in pardoning that we are pardoned,
and it is in dying that we are born to Eternal Life.
Amen. Francis of Assisi Seen on wall of convent of  Poor Clares - Catholic Franciscan religious order in Santa Barbara sb0811 038","plaque, photo by Judy Sutcliffe",,57766,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q4364339,,,,,,,,1979-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57766,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57766,,2022-03-30,,,,,,,,,,,,Prayer for Peace - Flickr - brewbooks.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57766,,2022-03-30,,,,,,,,
,Saint Francis of Assisi,"Saint Francis of Assisi Church, Coyoacan, Federal District, Mexico",textile by Enrique López-Tamayo Biosca,,57772,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q28823,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57772,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57772,,2022-03-30,,,Q96,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57772,,2022-03-30,,,,,,,,,,,,"Saint Francis of Assisi Church, Coyoacan, Federal District, Mexico009.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57772,,2022-03-30,,,,,,,,
,Universe,"This three-dimensional map offers a first look at the web-like large-scale distribution of dark matter, an invisible form of matter that accounts for most of the Universe's imaginary mass. The map reveals a loose network of dark matter filaments, gradually collapsing under the relentless pull of gravity, and growing clumpier over time. The three axes of the box correspond to sky position (in right ascension and declination), and distance from the Earth increasing from left to right (as measured by cosmological redshift). Note how the clumping of the dark matter becomes more pronounced, moving right to left across the volume map, from the early Universe to the more recent Universe. The distribution of mass in the Hubble Space Telescope COSMOS survey, determined from measurements of weak gravitational lensing. The field of view covers about nine times the size of the full moon, and the third dimension stretches from redshift z =0 to z =1. The figure shows one isosurface of the gravitational potential.",mixed medium by NASA/ESA/Richard Massey (California Institute of Technology),,57776,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q1902763,,,,,,,,2007-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57776,,2022-03-30,,,,,,,,,,,,,,,,,,,COSMOS 3D dark matter map.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57776,,2022-03-30,,,,,,,,
,Seven Works of Mercy,"Darstellung an einer Hauswand des Dialoghotels Neuendettelsau. Die „ sieben Werke der Barmherzigkeit “ gemäß Matthäus 25, 34-46 (1-6) und Tobit 1, 17 (7): Hungrige speisen Durstige tränken Fremde beherbergen Nackte bekleiden Gefangene besuchen Kranke heilen Tote bestatten",mural by artist unknown,,57787,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57787,,2022-03-30,,,,2008-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57787,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57787,,2022-03-30,,,,,,,,,,,,Diakoniegemaelde Neuendettelsau.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57787,,2022-03-30,,,,,,,,
,Pennsylvania,"Title: Pennsylvania Abstract: Poster promoting Pennsylvania, showing head-and-shoulders of a miner. Physical description: 1 print (poster) : woodcut, color. Notes: Work Projects Administration Poster Collection (Library of Congress).; Date stamped on verso: Mar 27 1937.",print by Isadore Posoff,,57793,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57793,,2022-03-30,,,,1937-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57793,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57793,,2022-03-30,,,,,,,,,,,,Pennsylvania LCCN98518434.tif,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57793,,2022-03-30,,,,,,,,
,Crepuscular Rays at Sunset,Crepuscular rays at sunset near Waterberg Plateau (Wabi Game Ranch) in Namibia.,photograph by Heinrich Pniok,,57794,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57794,,2022-03-30,,,,2011-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57794,,2022-03-30,,,,,,,,,,,,,,,,,,,Crepuscular rays at Sunset near Waterberg Plateau.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57794,,2022-03-30,,,,,,,,
,Healing Window,"An east window at Manchester Cathedral, Manchester, England.",stained glass by Linda Walton,,57795,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q1473346,,,,,,,,2004-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57795,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57795,,2022-03-30,,,,,,,,,,,,Manchester Cathedral 053.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57795,,2022-03-30,,,,,,,,
,Worship at Camp Ripper Chapel,"AL ASAD, Iraq (July 15, 2007) - U.S. Marine Staff Sgt. Antoine T. Robinson, attached to Marine Regimental Combat Team (RCT) 2, plays a keyboard during a praise and worship service. The service took place at the Camp Ripper Chapel, Al Asad, Iraq. RCT-2 is with Multi National Forces-West in support of Operation Iraqi Freedom. U.S. Marine Corps photo by Cpl. Shane S. Keller (RELEASED)",photograph by Shane Keller,,57805,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57805,,2022-03-30,,,,2007-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57805,,2022-03-30,,,Q796,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57805,,2022-03-30,,,,,,,,,,,,"US Navy 070715-M-7772K-022 U.S. Marine Staff Sgt. Antoine T. Robinson, attached to Marine Regimental Combat Team (RCT) 2, plays a keyboard during a praise and worship service.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57805,,2022-03-30,,,,,,,,
,Lucy HIggsTending to the Wounded,"Lucy Higgs Nichols foraged herbs and gave medicine to soldiers from Indiana's 23rd Infantry during the Civil War, 1862-1865.","painting by artist unknown, photo by Kathy Grant",,57806,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57806,,2022-03-30,,,,2013-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57806,,2022-03-30,,,,,,,,,,,,,,,,,,,Lucy Higgs Union Civil War Nurse.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57806,,2022-03-30,,,,,,,,
,Christ Cares for All,"Our Lady of the Nativity Parish Church of Natividad (F-1942) Address: Natividad, 2446 Pangasinan, Philippines Feast Day: September 18 Parish Priest: Father Richard G. Abalos Vicariate of St. Joseph Vicar Forane: Father Cirilo P. Mayugba [1] [2] Zamora Street, Natividad, 2446, Pangasinan [3] Natividad town was created by the Philippine Commission on December 25, 1904, formerly a barrio of San Nicolas, church was built in 1927 by Father Reynaldo Rola. It belongs to the Roman Catholic Diocese of Urdaneta. [4] - Nativity of Jesus [5] [6] Nativity of Mary Birth of Mary -- Natividad, Pangasinan [7] --- [8] Land Area: 34.50 km² ZIP Code: 2446 Coordinates:   16°2'41""N   120°49'49""Epolitically subdivided into 18 barangays: a 4th class municipality of Pangasinan, [9] Philippines, 2007 census, with a population of 19,870 people in 4,153 households. Website [10] Coordinates:   16°2'37""N   120°47'44""E Municipality of Natividad Map geographical location: Pangasinan, Region 1, Philippines, Asia - Geographical coordinates are 16° 2' 30"" North, 120° 48' 1"" East and its original name (with diacritics) is Natividad. [11] founded on March 7, 1902.","stained glass by artist unknown, photo by Ramon FVelasquez",,57827,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1473346,,,,,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57827,,2022-03-30,,,,,,,,,,,,,,,,,,,NatividadChurchjf8794 07.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57827,,2022-03-30,,,,,,,,
,"Christ as The Way, The Truth, The Life","Image of Jesuchrist on Chapel of Divino Maestro, Mar del Plata, Argentina",sculpture by artist unknown,,57829,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57829,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57829,,2022-03-30,,,Q414,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57829,,2022-03-30,,,,,,,,,,,,Jesucristo-CapillaDivinoRostro-MDP.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57829,,2022-03-30,,,,,,,,
,Peace,": Girls/Young women and birds (other title: Peace) by Andrea Michnay (1959 sgraffito, building ornament; reconstructed by Kornél Zámbó, 2013). - Rákóczi street, Oroszlány, Komárom-Esztergom County . Magyar: : Lányok, madarakkal (avagy a Béke), Michnay Andrea (festőművész), Zámbó Kornél (festőművész). Azonosító: -9984 . - Komárom-Esztergom megye, Oroszlány, Rákóczi Ferenc út kb 50. This is a photo of a monument in Hungary. Identifier: -9984",mural by Andrea Michnay,,57834,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57834,,2022-03-30,,,,1959-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57834,,2022-03-30,,,Q28,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57834,,2022-03-30,,,,,,,,,,,,"Lányok, madarakkal (Michnay Andrea), 2018 Oroszlány.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57834,,2022-03-30,,,,,,,,
,God is Love,"A cross in a heart formed with candles. Photos taken in Camp Tejas, Giddings, Texas, USA.",photograph by Wingchi Poon,,57838,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57838,,2022-03-30,,,,2010-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57838,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57838,,2022-03-30,,,,,,,,,,,,God is Love.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57838,,2022-03-30,,,,,,,,
,Maria,"Artist Guido Dettoni della Grazia, created this homage to Mary inside the Santa Maria delle Rose church.",sculpture by Guido Dettoni della Grazia,,57840,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57840,,2022-03-30,,,,2002-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57840,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57840,,2022-03-30,,,,,,,,,,,,Mary (Alpha & Omega) 913.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57840,,2022-03-30,,,,,,,,
,Jesus Christ Crucified,,sculpture by artist unknown,,57844,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57844,,2022-03-30,,,,1614-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57844,,2022-03-30,,,Q96,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57844,,2022-03-30,,,,,,,,,,,,Escultura de Jesucristo crucificado en la Parroquia de San Jacinto.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57844,,2022-03-30,,,,,,,,
,Richard Allen,Richard Allen (1760 - 1831). Founder and First Bishop of the African Methodist Episcopal Church,painting by Ralph Davis,,57845,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57845,,2022-03-30,,,,0000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57845,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57845,,2022-03-30,,,,,,,,,,,,19-22-011-museum.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57845,,2022-03-30,,,,,,,,
,Ethiopian Manuscript Painting,"From the treasury of the 18th century Church of Narga Selassie, Dek Island, Lake Tana, Ethiopia.","manuscript by artist unknown, photo by A. Davey",,57852,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57852,,2022-03-30,,,,1749-01-01T00:00:00Z,9,,1700-01-01T00:00:00Z,9,,1799-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57852,,2022-03-30,,,Q115,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57852,,2022-03-30,,,,,,,,,,,,Ethiopian Manuscript Painting (2384744485).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57852,,2022-03-30,,,,,,,,
,Pilgrimage of the Farmers,"Picture of painted tiles ""Romeria de los Labradores"" (Pilgrimage of the farmers) in Santa Lucía de Tirajana which takes place at the sunday following the St. Lucy's day (13th December); Santa Lucía de Tirajana, Gran Canaria, Canary Islands, Spain .","tile art by Artill, photo by H. Zell",,57855,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q25112434,,,,,,,,1969-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57855,,2022-03-30,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57855,,2022-03-30,,,,,,,,,,,,Romeria de los Labradores - Santa Lucía de Tirajana.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57855,,2022-03-30,,,,,,,,
,Nativity scene at Parliament House,"Nativity scene at Parliament House, Brisbane in 2019","fingrine, photo by artist unknown",,57856,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q1066288,,,,,,,,2019-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57856,,2022-03-30,,,Q408,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57856,,2022-03-30,,,,,,,,,,,,"Nativity scene at Parliament House, Brisbane in 2019, details.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57856,,2022-03-30,,,,,,,,
,Jesus Christ,"UploadWizard photos --- (general description of landmarks, heritage, culture, comprehensive, photography) of -- Our Lady's Nativity Parish Church of Pangil [1] Pangil, Laguna [2] Coordinates: 14°24'12""N 121°28'6""E [3] Natividad dela Virgen Maria Church [4] 1611, the residents of Pangil, Laguna constructed a church made from adobe stones and Nuestra Señora de Natividad became its patron saint, they call their saint “Señora de la O” or “Virgen de la O.” Nuestra Señora dela Natividad Parish Church of Pangil Address: Poblacion, Pangil 4018 Laguna, Philippines Feast day: September 8 Parish Priest: Father Ruben A. Dagala -- belongs to the Roman Catholic Diocese of San Pablo [5] [6] --- Pangil, Laguna [7] (is a fourth class municipality  of Laguna, [8] Philippines, latest census population of 23,421 people in 4,160 households, land area consists of two non-contiguous parts, separated by Laguna de Bay, [9] subdivided into 8 barangays; [10] Coordinates: 14°24'45""N 121°27'53""E [11] Geographical location: Laguna, Region 4, Philippines, Asia Geographical coordinates: 14° 24' 11"" North, 121° 27' 58"" East [12] Its first pre-Spanish chieftain named Gat Paguil. [13]","mural by artist unknown, photo by Ramon FVelasquez",,57857,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57857,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pangil,LagunaChurchjf7614 01.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57857,,2022-03-30,,,,,,,,
,African American Day Laborers,"Digital ID: 1211913. Negro day laborers brought in by truck from nearby towns, waiting to be paid off and buy supplies, for cotton picking inside plantation store, Friday night, Marcella Plantation, Mileston, Mississippi Delta, Mississippi, October 1939.. Wolcott, Marion Post -- Photographer. October 1939 Notes:  FSA Miss. 8/14 M. Post 1939-40 2/3 4718 (Oct. 1939) Source: Farm Security Administration Collection. / Mississippi. / Marion Post Wolcott. ( more info ) Repository: The New York Public Library. Schomburg Center for Research in Black Culture. Photographs and Prints Division. See more information about this image and others at NYPL Digital Gallery .
Persistent URL: digitalgallery.nypl.org/nypldigital/id?1211913 Rights Info: No known copyright restrictions; may be subject to third party rights (for more information, click here )","photograph by Wolcott, Marion Post",,57859,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57859,,2022-03-30,,,,1939-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57859,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57859,,2022-03-30,,,,,,,,,,,,"Negro day laborers brought in by truck from nearby towns, wa... (3110578766).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57859,,2022-03-30,,,,,,,,
,"Burholme Park Outing ""Ice Cream""","Depicts a smiling African American woman serving ice cream from a barrel to handicapped African American children in Burholme Park, Philadelphia. The children, most with crutches, surround the barrel eating their ice cream. Burholme, originally the country seat of railroad magnate Joseph Waln Ryerss and an Underground Railroad station during the Civil War, became a public park at the death bequest of Ryerss' son, Robert, in 1868. Photograph is ca. 1930.  P.8817.15 Link to record on ImPAC, the Library Company’s digital collections catalog: http://lcpdams.librarycompany.org:8881/R/-?func=dbin-jump-full&object_id=130019&silo_library=GEN01",photograph by artist unknown,,57869,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57869,,2022-03-30,,,,1930-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57869,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57869,,2022-03-30,,,,,,,,,,,,"Burholme Park outing. ""Ice Cream."" (20037282313).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57869,,2022-03-30,,,,,,,,
,Extension Work Among Negroes 1920,"Identifier : extensionworkamo190merc ( find matches ) Title : Extension work among Negroes 1920 Year : 1921 ( 1920s ) Authors : Mercier, W. B. (William Benjamin), 1868- Subjects : Agricultural extension work United States African American farmers Publisher : Washington, D.C. : U.S. Dept. of Agriculture Contributing Library : U.S. Department of Agriculture, National Agricultural Library Digitizing Sponsor : U.S. Department of Agriculture, National Agricultural Library View Book Page : Book Viewer About This Book : Catalog Entry View All Images : All Images From Book Click here to view book online to see this illustration in context in a browseable online version of this book. Text Appearing Before Image: he SouthernStates. (Fig. 6.)These clubs are di-vided into two gen-eral classes: Cropclubs and live-stockclubs. A boy maybe a member of bothlive-stock and cropclubs, but usuallythe membership isconfined to one class. The members are required to plant the sameacreage and observe the same regulations adopted for all the extensionclub work. The boys belonging to crop clubs may choose corn, cotton, wheat,oats, peanuts, potatoes, soy beans, or sorghum. Those in the live-stock clubs may have a pig, calf, sheep, or poultry. The total en-rollment in crop clubs in 1920 was 6,104, of which 3,847 reported.The market value of the products of those reporting was $296,041.70.The enrollment in all the live-stock clubs was 18,366. Their productsat market prices were worth $153,405.97. These reports representonly a fraction of the value of the club work, since there is a verynoticeable interest in such work in communities where there are noregularly employed agents. The club work for Negroes might well Text Appearing After Image: Fig. 6.—Members of a farm makers club receiving fieldinstruction. Extension Work Among Negroes, 1920. 17 be pushed in every one of the States with anything like a completeorganization. MISCELLANEOUS WORK. Naturally, the greatest part of all agents time was spent in tryingto get the people to adopt better agricultural methods in general, and,as already stated, the noticeable improvement in the entire com-munities where agents have served demonstrate that the work is pro-gressing (fig. 7). Special campaigns, such as Clean-up Week;surveys of certain communities where work had been carried on forsome time to secure records on just what progress had been made bycertain families; and meetings of the development clubs to discuss Note About Images Please note that these images are extracted from scanned page images that may have been digitally enhanced for readability - coloration and appearance of these illustrations may not perfectly resemble the original work.",photograph by artist unknown,,57870,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57870,,2022-03-30,,,,1920-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57870,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57870,,2022-03-30,,,,,,,,,,,,Extension work among Negroes 1920 (1921) (14782828532).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57870,,2022-03-30,,,,,,,,
,Nativity Scene,,fingrine by Richard Chávez,,57876,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q1066288,,,,,,,,2000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57876,,2022-03-30,,,Q419,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57876,,2022-03-30,,,,,,,,,,,,"Belén (Víctor y Richard Chaves, Perú).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57876,,2022-03-30,,,,,,,,
,Black Angels,"Black Angels mural on Biddle Street in Broadway East, Baltimore.",mural by artist unknown,,57881,,,2022-03-30,,,,,,,,,,,,,,,,,,_:,Q4233718,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57881,,2022-03-30,,,,2019-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57881,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57881,,2022-03-30,,,,,,,,,,,,Black Angels of Biddle Street 03.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57881,,2022-03-30,,,,,,,,
