qid,label,title1,language1,probability1
Q105092106,"Smoke and Fog (Udaipur, India)","Smoke and Fog (Udaipur, India)",id,0.85714095507563
Q105092113,Spirit,Spirit,lt,0.999994282345324
Q105092120,SQUIGGLE,SQUIGGLE,de,0.999995743480613
Q105092121,SQUIGGLED,SQUIGGLED,de,0.999995673289455
Q105092122,SQUIGGLElinear,SQUIGGLElinear,en,0.714284430500373
Q105092123,SQUIGGLEshelf,SQUIGGLEshelf,en,0.571427381326248
Q105092124,"St. John's Church, Richmond, Virginia","St. John's Church, Richmond, Virginia",de,0.571429044282277
Q105092128,Star Gazer,Star Gazer,de,0.571427946109219
Q105092135,Stores,Stores,no,0.999991975067655
Q105092139,Summer and Letterpress!,Summer and Letterpress!,no,0.714281963792082
Q105092141,Swim,Swim,pl,0.857137824726096
Q105092153,Tennessee Hillside,Tennessee Hillside,et,0.999997570954683
Q105092154,Tennessee Tower,Tennessee Tower,nl,0.431819125622676
Q105092161,The Beach Boys Summer Tour 2001,The Beach Boys Summer Tour 2001,en,0.999997302190845
Q105092190,The Kabuki Actor Bando Hikosaburo as Keitsu Hogen,The Kabuki Actor Bando Hikosaburo as Keitsu Hogen,id,0.571428321937563
Q105092191,"The Kabuki Actor Ichikawa, Ebizo (Danjuro II)","The Kabuki Actor Ichikawa, Ebizo (Danjuro II)",sw,0.857139850311527
Q105092209,"The Rakes, Gini Dodds, dan Isreal, fingergun","The Rakes, Gini Dodds, dan Isreal, fingergun",en,0.857139833502261
Q105092213,"The Scholar, von Franz van Mieris","The Scholar, von Franz van Mieris",de,0.57142727214172
Q105092228,Tomco,Tomco,en,0.721082146094072
Q105092231,Triangular Bowl,Triangular Bowl,tl,0.999994166480591
Q105092239,Twang,Twang,tl,0.999996651781774
Q105092339,Villa Minor Matheia intra Farnesianan prospecta,Villa Minor Matheia intra Farnesianan prospecta,en,0.857140123911801
Q105092340,Vintage poster for LMS Express & Cunard Liner,Vintage poster for LMS Express & Cunard Liner,en,0.571428385596031
Q105092349,Waterfall,Waterfall,de,0.999993062478904
Q105092351,"West Side Row, Vanderbilt University","West Side Row, Vanderbilt University",de,0.999995250388816
Q105092355,WHITE SCRIBBLE,WHITE SCRIBBLE,so,0.999997592414142
Q105092363,"Window of Kumbhalgrah (Kumbhalgrah, India)","Window of Kumbhalgrah (Kumbhalgrah, India)",en,0.71428175339639
Q105092365,Winter Landscape,Winter Landscape,de,0.999996156906389
Q105092371,Zundar titel (Untitled),Zundar titel (Untitled),en,0.85713843270918
Q105095758,Green Abstract Painting,Green Abstract Painting,en,0.999995061228818
Q105095760,Noon,Noon,af,0.999993402996733
Q105095762,Portrait,Portrait,pt,0.571426866941686
Q105095764,Chicken Legs and Bird Heads,Chicken Legs and Bird Heads,en,0.570711762147953
Q105095767,"October Foundation, Galerie Stadtpark, Krems, Austria","October Foundation, Galerie Stadtpark, Krems, Austria",de,0.999996670175097
Q105095769,Lasting,Lasting,tl,0.857140559837829
Q105095770,"October Foundation, Galerie Lydie Rekow, Crest, France","October Foundation, Galerie Lydie Rekow, Crest, France",en,0.999994586826217
Q105095777,Oil Sketch of Florida,Oil Sketch of Florida,en,0.999996946225355
Q105095779,Oil Sketch,Oil Sketch,no,0.890381938306967
Q105095780,Oil Sketch,Oil Sketch,no,0.999992385503131
Q105095782,Oil Sketch,Oil Sketch,no,0.714247905246371
Q105095783,Wilco poster,Wilco poster,pt,0.833733586909334
Q105095787,"The Israelite's Cruel Bondage in Egypt, after a design by Gerard Hoet","The Israelite's Cruel Bondage in Egypt, after a design by Gerard Hoet",en,0.999995403476144
Q105095791,Green Clock,Green Clock,nl,0.571428961217399
Q105095797,Wylze Mill Bridge,Wylze Mill Bridge,en,0.714281254683076
Q105095799,Norman Bay,Norman Bay,tl,0.999997565791933
Q105095802,"Untitled (Idealized mountain living scene with small house and man crossing a bridge. Gegend in Salzburg'schen, Augsburg bei Herzberg)","Untitled (Idealized mountain living scene with small house and man crossing a bridge. Gegend in Salzburg'schen, Augsburg bei Herzberg)",en,0.857140076647018
Q105095815,Trees,Trees,et,0.640845815268176
Q105095819,Pitcher,Pitcher,de,0.85713783020927
Q105095835,Welded steel sculpture,Welded steel sculpture,nl,0.85713931428414
Q105095837,Long-legged bird,Long-legged bird,no,0.999996065962196
Q105095840,Tan water bottle,Tan water bottle,en,0.999996300837919
Q105095846,Frequenz Mord (Frequent Death),Frequenz Mord (Frequent Death),en,0.857138601660783
Q105095860,Sunset,Sunset,af,0.99999588671246
Q105095864,Self-Portrait,Self-Portrait,en,0.999994717433143
Q105095868,Composition,Composition,it,0.857138029994643
Q105095877,Constructionist Watercolor,Constructionist Watercolor,en,0.999995158048909
Q105095881,Nativity (after Peter Paul Rubens),Nativity (after Peter Paul Rubens),en,0.857139747600513
Q105095883,Nude,Nude,ro,0.85713850176982
Q105095884,Work Hard; Wrok Hard,Work Hard; Wrok Hard,en,0.57319730303141
Q105095900,Japanese Army Landing at Ikaiei (Sino-Japanese War),Japanese Army Landing at Ikaiei (Sino-Japanese War),id,0.714282456715662
Q105095906,Leaving Gibralter,Leaving Gibralter,en,0.42857090765217
Q105095908,Venice Canal,Venice Canal,it,0.875106039959391
Q105095916,Venice Scene,Venice Scene,it,0.999992259900537
Q105095917,Venice Scene,Venice Scene,it,0.714283517925445
Q105095918,Venice Scene,Venice Scene,it,0.999993089806441
Q105095922,Haiti,Haiti,fi,0.999993132601066
Q105095943,"Colored porcelain vase with millefior technique, salt-fired","Colored porcelain vase with millefior technique, salt-fired",en,0.999997619094322
Q105095947,LAUS 77,LAUS 77,de,0.999997778789746
Q105095951,LAUS 79,LAUS 79,de,0.999999592626928
Q105095954,LAUS 95,LAUS 95,de,0.999997687641004
Q105095983,Cornelius Vanderbilt Statue,Cornelius Vanderbilt Statue,de,0.999994255959395
Q105095985,Kirkland Hall,Kirkland Hall,tr,0.999994346803136
Q105095988,The Old Gym - Vanderbilt Fine Arts Building,The Old Gym - Vanderbilt Fine Arts Building,de,0.857138859349986
Q105095989,Reclining Nude,Reclining Nude,en,0.571428107015681
Q105095995,Georgia Barn,Georgia Barn,id,0.999994609908934
Q105095996,Bamboo,Bamboo,so,0.57142827817563
Q105095997,Trees,Trees,nl,0.529370858668757
Q105095998,Trees,Trees,et,0.486416779453359
Q105095999,Trees,Trees,nl,0.42857454187238
Q105096004,Blue Relations,Blue Relations,fr,0.999995242951652
Q105096006,Bolognese Virgin,Bolognese Virgin,da,0.570714976048019
Q105096008,Grass Orchids,Grass Orchids,de,0.999996159860204
Q105096009,Grass Orchids,Grass Orchids,de,0.999995152825985
Q105096010,Grass Orchids,Grass Orchids,de,0.999993813964578
Q105096011,Grass Orchids,Grass Orchids,de,0.999994096070796
Q105096013,Standing Figure,Standing Figure,de,0.571426682590208
Q105096025,Bamboo,Bamboo,so,0.714281074708247
Q105096026,Bamboo,Bamboo,so,0.714283604426687
Q105096027,Aluminum Sculpture,Aluminum Sculpture,ro,0.999996435334258
Q105096033,Wisteria and Bird,Wisteria and Bird,en,0.714283255158663
Q105096037,"Notre-Dame, Paris","Notre-Dame, Paris",en,0.856490217804253
Q105096038,"From Galeria Carl van der Voort, Mini Colección","From Galeria Carl van der Voort, Mini Colección",ca,0.999995671621896
Q105096039,War,War,so,0.999995558735348
Q105096040,"From Galería Carl van der Voort, Mini Colección","From Galería Carl van der Voort, Mini Colección",es,0.71428471505823
Q105096041,September Field,September Field,de,0.999994153572166
Q105096045,Windows,Windows,pl,0.999998527005172
Q105096048,"Tijuana, Baja California, Mexico","Tijuana, Baja California, Mexico",sw,0.571428966128117
Q105096049,Pumpkin Harvest,Pumpkin Harvest,fi,0.999995456307261
Q105096051,Vanderbilt Fine Arts Building,Vanderbilt Fine Arts Building,de,0.999996547210965
Q105096054,Blue Pitcher,Blue Pitcher,de,0.571427687996698
Q105096055,Miner,Miner,de,0.999995916151983
Q105096056,Burned-Out Window,Burned-Out Window,de,0.571425935854317
Q105096059,"Tower and House, Rothenburg, Hegereithaus","Tower and House, Rothenburg, Hegereithaus",de,0.857141250771097
Q105096080,Folding fan,Folding fan,da,0.899415196465733
Q105096083,Harbour Scene,Harbour Scene,en,0.857138191751611
Q105096102,Snake and Eagle,Snake and Eagle,tl,0.571430369236993
Q105096108,Rabbit drawing on fan,Rabbit drawing on fan,en,0.714282807629249
Q105096112,Expectation,Expectation,en,0.571428347394385
Q105096115,Three Men Escorting a White Gift Horse,Three Men Escorting a White Gift Horse,en,0.85714117132408
Q105096118,Bamboo,Bamboo,sw,0.571426554199224
Q105096119,Two Men Looking at the Moon,Two Men Looking at the Moon,en,0.999997107239096
Q105096122,An Actor Performing in a Okina,An Actor Performing in a Okina,en,0.999997490234529
Q106566896,"Illustration to Dante's La Divine Comédie,  Le Purgatore: Chant 26: ‘Rencontre de deux troupes de luxurieux’","Illustration to Dante's La Divine Comédie,  Le Purgatore: Chant 26: ‘Rencontre de deux troupes de luxurieux’",fr,0.999995546772076
Q106567540,Plate 10 from Les Partageuses (The Gossipers),Plate 10 from Les Partageuses (The Gossipers),en,0.999995515597448
Q106567541,Plate 11 from Les Partageuses (The Gossipers),Plate 11 from Les Partageuses (The Gossipers),en,0.999996371556179
Q106567543,"Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859","Plate 12 from Bals Masqués (Masked Balls) Fourth suite, 1859",en,0.571425386535575
Q106567544,"Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859","Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859",en,0.571426871727978
Q106567552,Plate 23 from Moeurs Conjugales (Married Life),Plate 23 from Moeurs Conjugales (Married Life),en,0.714282363184698
Q106567554,Plate 29 from Types Parisiens (Parisian Types),Plate 29 from Types Parisiens (Parisian Types),en,0.857139385006947
Q106567562,"Plate 45 from Dialogues Parisiens  (Parisian Conversations) (Second suite), 1860","Plate 45 from Dialogues Parisiens  (Parisian Conversations) (Second suite), 1860",en,0.714282566142918
Q106567563,Plate 45 from Moeurs Conjugales (Married Life),Plate 45 from Moeurs Conjugales (Married Life),en,0.857140770881723
Q106568496,Brit Bike,Brit Bike,sq,0.571427209990128
Q106568499,Bust of Molière,Bust of Molière,en,0.571429691210619
Q106568501,Carved wooden bowl,Carved wooden bowl,nl,0.714281136953875
Q106568507,Ceramic Tub,Ceramic Tub,en,0.999866649724017
Q106568514,Chopsticks,Chopsticks,en,0.571426327029392
Q106568516,Connecticut Pastoral,Connecticut Pastoral,en,0.571426997945645
Q106568533,Female Mask,Female Mask,et,0.999993801818483
Q106568536,Figurine,Figurine,de,0.99999420050915
Q106568546,Flat-sided decorative jug,Flat-sided decorative jug,en,0.857138717059716
Q106568558,Frank Black,Frank Black,nl,0.571427432241147
Q106568561,Geomancer's compass,Geomancer's compass,pt,0.857139198001708
Q106568564,Green Mask,Green Mask,af,0.999995551519551
Q106568630,Lattice,Lattice,it,0.999996017551121
Q106568633,Lobster,Lobster,de,0.999994701857443
Q106568637,Male Mask,Male Mask,sw,0.999993929453892
Q106568640,Manhattan Skyline,Manhattan Skyline,fi,0.99999818653963
Q106568645,Mini Museum,Mini Museum,sw,0.857141677131731
Q106568649,Moby Dick,Moby Dick,cs,0.999994304156485
Q106568653,Mock Orange,Mock Orange,de,0.571427417350835
Q106568670,Pitcher,Pitcher,de,0.999993213090139
Q106568688,Skull Mask,Skull Mask,et,0.999994020919162
Q106568693,Slack /Verde,Slack /Verde,de,0.999995622117346
Q106568696,Soft Basket,Soft Basket,da,0.999993197170584
Q106568708,Sybil,Sybil,tr,0.857139495986436
Q106568709,Teapot,Teapot,ro,0.999995250104201
Q106568725,Vase,Vase,et,0.999995140729092
Q106568726,Vase,Vase,et,0.999997516948222
Q106568729,Wesley Willis,Wesley Willis,en,0.999996234763719
Q106568730,Wilco - Trailer,Wilco - Trailer,en,0.85714087628096
Q106568732,Wine server in a drum form,Wine server in a drum form,en,0.857139752303253
Q106568797,Mask,Mask,sw,0.999997222522448
Q106577262,A Rake's Progress: Arrested for Debt,A Rake's Progress: Arrested for Debt,en,0.909561447960981
Q106577269,"A Summer Home in Chautauqua, NY","A Summer Home in Chautauqua, NY",en,0.857139853693954
Q106577272,"American Pop Culture Gallery, Big Cat Press Artists: Tony Fitzpatrick, Diana Sudyka, Teresa Mucha","American Pop Culture Gallery, Big Cat Press Artists: Tony Fitzpatrick, Diana Sudyka, Teresa Mucha",en,0.999993410365682
Q106577280,An Artist's Studio,An Artist's Studio,en,0.714283510044972
Q106577283,Appleman,Appleman,en,0.571428093387848
Q106577285,Artist's sketchbook,Artist's sketchbook,en,0.428570492439546
Q106577293,Big Sur #2,Big Sur #2,de,0.999994152603203
Q106577294,Biotherm (For Bill Berkson),Biotherm (For Bill Berkson),en,0.714282939028767
Q106577315,Conception,Conception,en,0.73887077090696
Q106577316,"Contains comic poem Ritka Tei Kofan, Volume 2 or 3","Contains comic poem Ritka Tei Kofan, Volume 2 or 3",ro,0.571426186593649
Q106577318,Dancing Couple,Dancing Couple,en,0.999996911506622
Q106577322,"Drying Nets, Baicul, Itaparica, Brazil","Drying Nets, Baicul, Itaparica, Brazil",en,0.999996215400293
Q106577323,Dwarf with Crutch,Dwarf with Crutch,en,0.999994959236613
Q106577332,"Fish Racks, Baicul, Itaparica, Brazil","Fish Racks, Baicul, Itaparica, Brazil",en,0.714282291288028
Q106577339,Greek Dancers,Greek Dancers,af,0.714284401677854
Q106577340,Green Sergeant's Bridge,Green Sergeant's Bridge,nl,0.714284282860873
Q106577341,Half-Figure Man,Half-Figure Man,de,0.571424954015648
Q106577344,"Homely Girl, A Life","Homely Girl, A Life",en,0.571427253936042
Q106577345,"Homely Girl, A Life, volume I","Homely Girl, A Life, volume I",en,0.857138828337672
Q106577370,Last Supper,Last Supper,fr,0.85713847297905
Q106577371,Little Auk,Little Auk,de,0.999994811053086
Q106577397,"Objects, from Creación Miró 1961","Objects, from Creación Miró 1961",ca,0.857141730499767
Q106577399,"Old Olive Trunk, from Atmósfera Miró","Old Olive Trunk, from Atmósfera Miró",no,0.5714289717812
Q106577406,Pink Shift,Pink Shift,de,0.999995571847673
Q106577412,Quaker Bridge,Quaker Bridge,en,0.570790447238609
Q106577413,Red Bird,Red Bird,de,0.857140083757924
Q106577414,Redwall,Redwall,cy,0.71428326941267
Q106577435,Spring,Spring,de,0.999995103434109
Q106577436,Spring Garden Bridge,Spring Garden Bridge,nl,0.714282626192067
Q106577501,"Wakakusa, Album of bird studies","Wakakusa, Album of bird studies",id,0.428571552180804
Q106577502,Winter,Winter,de,0.99999388191147
Q106577503,Winter Wood,Winter Wood,de,0.714282884748306
Q106582607,Bamboo boxes,Bamboo boxes,so,0.999998795994066
Q106582609,Bells on a blue rope,Bells on a blue rope,ca,0.714283496259432
Q106582613,Black jug,Black jug,hr,0.999995327774784
Q106582614,Black kite,Black kite,sv,0.857140641107755
Q106582617,Blue Meo tribal opium pipe,Blue Meo tribal opium pipe,ca,0.464576883884115
Q106582618,Boomerang,Boomerang,id,0.714283377657762
Q106582619,Boomerang,Boomerang,id,0.857139434708968
Q106582620,Bottle,Bottle,hu,0.857138923405872
Q106582621,Bottle,Bottle,hu,0.999995700678321
Q106582622,Bottle,Bottle,hu,0.571428453756623
Q106582623,Bottle,Bottle,hu,0.714907075956478
Q106582624,Bottle,Bottle,hu,0.857140176029343
Q106582625,Bottle in wicker,Bottle in wicker,de,0.999994128758526
Q106582626,Bottle in wicker,Bottle in wicker,de,0.999995368392536
Q106582629,Bowl,Bowl,so,0.857140322148832
Q106582635,Brown and tan jug,Brown and tan jug,en,0.99999720357632
Q106582647,Brown jug,Brown jug,en,0.571427740532525
Q106582666,Cup,Cup,ro,0.999995016934604
Q106582670,Doll,Doll,it,0.857138168107959
Q106582673,Flute from Kilikis,Flute from Kilikis,no,0.99999412450441
Q106582676,Green bottle,Green bottle,en,0.714284202900176
Q106582678,Green bottle,Green bottle,en,0.571427889611367
Q106582679,Green bottle,Green bottle,en,0.571427084616507
Q106582680,Green bottle,Green bottle,nl,0.571427126185589
Q106582681,Green bottle,Green bottle,en,0.857140970389454
Q106582685,"Head of a Maenad, (from an antefix)","Head of a Maenad, (from an antefix)",en,0.999997141157826
Q106582686,Jade gourd,Jade gourd,pt,0.999995615420745
Q106582692,Jadeite pi (bi) ring with a dragon relief,Jadeite pi (bi) ring with a dragon relief,en,0.857141822407561
Q106582698,Jug,Jug,id,0.999993060386081
Q106582722,Knife,Knife,cy,0.857138102796525
Q106582802,Pitcher,Pitcher,de,0.999995783195409
Q106582806,Pot,Pot,pl,0.999994031374951
Q106582807,Pot,Pot,pl,0.999994683772933
Q106582822,Robe in K'o-ssu silk tapestry weave,Robe in K'o-ssu silk tapestry weave,en,0.99999559022035
Q106582824,Scales from Salonica,Scales from Salonica,en,0.999994671096844
Q106582828,Small vase,Small vase,et,0.999994536029788
Q106582831,Standing Kuan Yin,Standing Kuan Yin,id,0.999996446443635
Q106582832,Tea cup,Tea cup,ro,0.99999769880658
Q106582833,Tea cup,Tea cup,ro,0.999996575910775
Q106582834,Tea cup,Tea cup,ro,0.999997928000915
Q106582836,Tea cup,Tea cup,ro,0.99999640158199
Q106582837,Tea cup,Tea cup,ro,0.999996234453642
Q106582845,Vase,Vase,et,0.999997136988042
Q106582855,Woven bag,Woven bag,da,0.999994676231264
