,accession_number,locale,description,qid,label_en,ratio,partial_ratio,prop,category,type,title
507,2001.050,en,"third t nashville river stages dow own m budweiser amsouth bank the tennessean wsmv-tv annual town  hallman brothers band beth hart bjorn again - a tribute to abba blind boys of alabama br5-49 bryan adams coco montoya david mead edwin mccain getaway people gov't mule indigo girls joe 90 jump, little children! lokomotiv magic school bus meshell ndegeocello peter searcy randy newman ratdog robert bradley's blackwater surprise shannon curfman splender strangefolk the katies  war widespread panic   monz  na show print - nashville, tn - syn sponsored by bellsouth wherehouse music nashville citysearch walt wyyb wrvw wnrq wzpc waza wrqq wgfx",Q105092225,"third annual nashville river stages downtown, may 5, 6, 7, various artists",18,65,0.277,,poster,"Third Annual Nashville River Stages Downtown, May 5, 6, 7, Various Artists"
508,2000.032,en,*rod*** all rod all the hits all! 1714 all night june 13.1999 -sale tickets on- no the pyramid charge-by-phone 901-525-1515+ presented by pace concerts southeast-sfx ent. www.firstamericanmusic.com ir b,Q105092077,"rod stewart june 13, 1999",18,60,0.3,,poster,"Rod Stewart June 13, 1999"
509,2001.121,en,"nd annual arkansas beer & music festival brave combo! **** with **** david starr guru divas mr.happy green eggs&ham featuring sat. oct. 9 20 craft 5:30-12 midnight downtown little rock beers al river market pavilion 400 east markham $5: admission benefiting ""joints in motion"" and the arkansas arthritis foundation call 664-7242 for info. the flying saucer draught emporium wew arkansas times ccomcast ",Q105092090,second annual arkansas beer and music festival,18,52,0.346,,poster,Second Annual Arkansas Beer and Music Festival
510,1982.082,en,ide applebe,Q102970235,"really, is that a fact, from the revolutions per minute ",18,36,0.5,,print,"Really, Is That a Fact, from the Revolutions Per Minute (The Art Record)"
511,1982.037,en,23/350 schlosser 73,Q105091808,"from galería carl van der voort, mini colección",18,32,0.562,,print,"From Galería Carl van der Voort, Mini Colección"
512,2005.027,en,exis chaeber society 3-17-03 kaffekantate 130pm $10 a $,Q105091765,ennca-mafioso,18,31,0.581,,poster,ENNCA-Mafioso
513,1998.041,en,erd ¥ por avion adg fad 9,Q103304458,laus 80 ,18,25,0.72,,poster,LAUS 80 (Japanese characters for 80)
514,1964.019,en,122-458 sayo 口 bod800 0000 0000000000001 bymp,Q105092012,"parson's rest, chautauqua, new york",18,17,1.059,,print,"Parson's Rest, Chautauqua, New York"
515,2001.139,en,"leibovitz studio invites you to their annual christmas *party thur. december 14,2000 8:30 p.m. until midnight special guest performer hank williams iii in person from nashville, tennessee annie leibovitz studio 547 west 26th street new york city tetch show print-moshille th",Q105091926,leibovitz christmas party ,17,69,0.246,,poster,Leibovitz Christmas Party (red)
516,2000.023,en,"group east a charts *5 days only * april 14-189 nashville, tennessee music city u.s.a. team players lynn avery dan beblo marcia burris tony adams andy atkinson gene austin paige beige debby buggs patty bullington jeff carter derek casper jack clarke chuck crawford steve curtis robin divita mark duke pam elsasser dave carter ",Q105091840,"group east top of the charts, april 14-18",17,61,0.279,,poster,"Group East Top of the Charts, April 14-18"
517,2000.022,en,"house of blues and fm 98 wyld presents he wailers featuring- aston ""family man"" barrett & earl""way"" lindo wed may thu 12 13 plus the elements plus cool riddums & sista teedy ***** *** house of blues 225 decatur 529-blue for info. www.hob.com coming may 25- the meditations ",Q105092219,"the wailers, house of blues",17,59,0.288,,poster,"The Wailers, House of Blues"
518,2006.005,en,"the orpheum madison, wisconsin ss. deerhode the 10-27 doors 7:30pm presented by last coast/true endeavors",Q105092360,wilco/deerhof,17,46,0.37,,poster,Wilco/Deerhof
519,1970.024,en,.. --- 0 |||||||||in ..... ... 3 govern s.,Q106577502,winter,17,33,0.515,,print,Winter
520,2020.005,en,you say 18 the magic nao word s www blacklivesmatter,Q103300332,g2 cover 11.06.2020,17,26,0.654,,poster,G2 Cover 11.06.2020
521,1988.085,en,n87 aptite the history institute of ameri i new york city american flamingo. within th old male plate googxxxl je penſe by parquefe bumpe zapfenfif te amering m of natural history new kabaty,Q103296734,american flamingo,16,100,0.16,,print,American Flamingo
522,2001.169,en,"billy block's the western beat american music showcase eight year anniversary e at ur 0 n the bum steers wendy waldman steve ferguson kenny edwards angelo steve cochran paul marshall reeva hunter jimmy muffin lois blaisch eddie cunningham craig lackey randy sharp tom kell stokes nielson and special guests hosted by billy block thurs. aug 5 at highland grounds 742 n. highland avenue hollywood 213-466-1507 sponsored by ascap, bmi, music row, lass, nas, nsai, windswept pacific open mike 6:30 pm sign up 6:00 pm",Q105091594,american music showcase eight year anniversary,16,100,0.16,,poster,American Music Showcase Eight Year Anniversary
523,2005.015,en,acme booking presents todd snider 8pm july 12 july sat greg trooper belcourt tickets at bilcourt box office & ticketweb.com,Q105092227,todd snider,16,100,0.16,,poster,Todd Snider
524,2016.005.26,en,"as 110: book arts & letterpress summer 2014, block b: june 30-july 24 taught by aaron cohick, printer of the press at co make language, make prints, make books, make it public. agency is what we de work hard wrok hard",Q105095884,work hard; wrok hard,16,97,0.165,,poster,Work Hard; Wrok Hard
525,2015.075.30,en,"do not take a bath or wash your clothes! wrap the clothes in newspaper or brown khaki papers, not polythene bags go to the nearest district hospital within 72 hours mmit. act. demand we can end violence against women did you know that you can benefit from hiv prevention and pregnancy prevention treatment if you go to hospital within 72 hours after sexual violence occurs? supported by: trocaire working for a just world. cqvaw knh counter ct care x lvct report to the policel get counselingl treat caritas kenya help stop sexual violence the cradle promotion latice for c ministry of public health and sanitation city council of nairobi",Q103298672,commit. act. demand. we can end violence against women.,16,93,0.172,,poster,Commit. Act. Demand. We CAN end violence against women.
526,2001.129,en,"+13th annual **** equestrian cup- wine & food tasting an afternoon of hobnobbing tomfoolery  sun. 12 to 4 sept. 30, 2001 new mexico state fairgrounds presented by the active 20/30 club and wells fargo bank ✰ proceeds benefit the children's safehouse of albuquerque $25 per person tickets at ticketmaster ",Q105091561,13th annual equestrian cup,16,81,0.198,,poster,13th Annual Equestrian Cup
527,2000.065,en,the tragically hip rheostatics fri. skydiggers dec 31 *** hayden the mahones chris brown and kate fenner starling sharkskin الد **  the watchmen sat. jan treble charger 1 blurtonia doors 6:30 the tragically hip *** showtime 7:30 doors 5:30 *** showtime 6:30 sarah harmer julie doiron & wooden stars headstone cash brothers air canada centre torontol ,Q105092217,"the tragically hip, dec 31-jan 1",16,69,0.232,,poster,"The Tragically Hip, Dec 31-Jan 1"
528,2015.075.50,en,"companies should put condoms in toilets! someone's stature should be handled internally and conidentially sexual favours at workplaces should be reported plwhas should not be discriminated against discussing. companies spend millions of dollars on plwhas regular meetings ion aids should be encouraged at workplaces ministry of labour and human resource development head office: national social security house p.o.box 40326, 00100 nairobi partners should. be faithful to each other united against hiv/aids xx x xx x xx x printed by rosadani ent. 0722-256937 nrb.",Q103311071,united against hiv/aids discussing aids at workplace,16,58,0.276,,poster,United against HIV/AIDS Discussing AIDS at Workplace
529,1982.090,en,"10:00 2 1 oct 1 gen * the ring of fire doesn't look like a ring, though fire ""is apt. felhaps it was some a protokeismologistu with a sense for metaphor. maybe he liked wagner. the ring of fire sounds very occitet. it is, after all, the wave front of an occan of fire beneath an occan of water. of course, a literal mind could see the mountains as froth at the top of a heat wave moving. at the speed of one to ted centimeters per year! terap in less than a minute section of the ring of fire, for instance the "" kuril trench, with corresponding subduction and upllife of the kuril delands, can the imagined. in this context, one second of imagry. becompo qual millions of geologic yeurss- 2 n n tom • hope ging the now, shrinking the pacific by -leaving time and geophysical process and veral price of its size of un estuarial lagoon, with rivers friking it like tiny streaders. what if a 11 nov 1907 is in syive to responding simplifications of biscultural complexities ""4 maynh.",Q105096044,"excerpt from the second lagoon: a memorandum to john isaacs, from the revolutions per minute ",16,46,0.348,,poster,"Excerpt from the Second Lagoon: A Memorandum to John Isaacs, from the Revolutions Per Minute (The Art Record)"
530,2015.037f,en,79/140 r conor 87,Q103312361,"window, from american abstract artists 50th anniversary print portfolio",16,29,0.552,,print,"Window, from American Abstract Artists 50th Anniversary Print Portfolio"
531,1979.0677P,en,51 hor max ackermann 1956-,Q103299856,feuervogel ,16,27,0.593,,print,Feuervogel (Firebird)
532,1997.082d,en,26/50 0 bucktalet 1966-72,Q104033096,"untitled, from las novenas, a suite of nine prints",16,24,0.667,,print,"Untitled, from Las Novenas, a suite of nine prints"
533,2012.008c,en,g₁ 85/100 дивити will bamer,Q102964643,"duluth, from american abstract artists 60th anniversary print portfolio 1997",16,22,0.727,,print,"Duluth, from American Abstract Artists 60th Anniversary Print Portfolio 1997"
534,1989.027,en,w wise after j. ward ra,Q102965012,fighting bulls,16,21,0.762,,print,Fighting Bulls
535,2012.008h,en,"85/100 ""up-down""",Q105092329,"up-down, from american abstract artists 60th anniversary print portfolio",16,19,0.842,,print,"Up-Down, from American Abstract Artists 60th Anniversary Print Portfolio"
536,2000.015,en,writers secrets revealed!!! astounding information amazing true stories colossal lies from attention!!! the wilds of hollywood and new york city are coming to nashville to share their craft & experience. may -14-16 open to everyone renaissance hotel nashville's first screenwriting conference register 615.321.2091 www.nashscreen.com '''' ,Q105092366,writers secrets revealed!!!,15,100,0.15,,poster,Writers Secrets Revealed!!!
537,1988.083,en,n: 59. drawn from nature by j.j.audubon frsfls 7. w.j6 dusky frouse 1. male. 2. female pl. 295. lath. printed & col² by j.t.bowen philad,Q102964650,dusky grouse,15,92,0.163,,print,Dusky Grouse
538,2016.005.07,en,"summererer and letterpress! quu letterpress bookworks 3111 001 (202) 3 credits june 17-july 5 m-f 9 a.m. 4:30 p.m. 37 s. wabash, rm. 1308 instructor: m. chiplis prerequisite: viscom 2011 or email mchiplis@saic.edu to request permission. approved by campus life until: jul 06 2013 10",Q105092139,summer and letterpress!,15,83,0.181,,print,Summer and Letterpress!
539,1999.158,en,"sas inc presents in person b₁ b₁ k blues recording artist merrillville, in cleveland, oh pittsburgh, pa portland, me * lowell, ma bronx, ny westbury, ny * las *     vegas, nv traverse city, mi military park, in salt lake city, ut * concord, ca mt. view, ca los angeles, ca  * the king of the blues world wide! 1999 sas inc under license to music city merchandise created by ",Q105092053,promotional poster for b.b. king tour,15,49,0.306,,poster,Promotional poster for B.B. King tour
540,1998.028,en,"ph snow you daus as l is it. other p nice-su its lovely family atmosphere a iday seaso gift of mum champagne, c snarls like a cornered agp fad 1988",Q105091918,laus 88 adgfad,15,43,0.349,,poster,LAUS 88 ADGFAD
541,2005.018,en,"ecco chamber society presents samuel barber american composer february 23, 2004 woodland presbyterian church cand chapel-201 east nashville t110 & 12 225-wa",Q105091763,ennca bi-plane,15,43,0.349,,poster,ENNCA Bi-plane
542,2012.001q,en,pz - 100 vous de,Q103311672,"untitled, from a portfolio of work by 18 artists titled ediciones polígrafa, s.a. 15 years of graphic work",15,38,0.395,,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
543,2012.008g,en,왕 bochnell m,Q102964659,"e.d.c.: untitled, from american abstract artists 60th anniversary print portfolio",15,33,0.455,,print,"E.D.C.: Untitled, from American Abstract Artists 60th Anniversary Print Portfolio"
544,2017.001.056,en,znz eichenley,Q103307086,portrait of leo tolstoy from resurrection,15,31,0.484,,print,Portrait of Leo Tolstoy from Resurrection
545,1979.0090,en,series vi pp. r a dist's pref harold weston 28,Q102973690,sunbath,15,29,0.517,,print,Sunbath
546,2004.014,en,toulderse brockhamp,Q103298994,cypriano,15,25,0.6,,print,Cypriano
547,2001.105,en,repent it's music for everyone! *bonepony* will exhibit here www.bonepony.com bhatch show doint... j.d.m.,Q105091674,bonepony,14,100,0.14,,poster,Bonepony
548,2005.016,en,fresh produce every 3rd sat a live thematic poetry experience 7-9 pm free 12 poets 1 theme-hosted by the purple poet ruby green 514 5th ave. s. www.rubygreen.org a family event of,Q105091804,fresh produce,14,100,0.14,,poster,Fresh Produce
549,2005.021,en,acme booking presents damien rice with pedestrian belcourt 7 pm sat 9-20 tickets at belcourt box office & ticketweb.com hle of penting & nashviler tr,Q105091727,damien rice,14,100,0.14,,poster,Damien Rice
550,2008.159,en,scarborough for illustrated booklet (post free) apply dept. 2 town hall scarborough or any l. & n.e. rly. enquiry office. pyrushed northeastern,Q102970912,scarborough,14,100,0.14,,poster,Scarborough
551,2001.075,en,"summer tour 2001 surfin' safari the brachizan boys san jacinto ca laughlin nv anaheim, ca naples et sarasota, fe ew orleans baton rouge, la hilton head homdols del mar, ca eyaleca tivermore ca manhattan, ks, columbus, oh 3 city mo albuquerque, nm milwaukee, wi omaha, ne fary c. 1999 brother records, inc. under license to music city merchandise created by ",Q105092161,the beach boys summer tour 2001,14,61,0.23,,poster,The Beach Boys Summer Tour 2001
552,1974.009,en,fire fran s (11 fir cu path logica till o ehe laki 381 m chee peddle 15 sevnit dm rtite to ces sonn re 304 opere of m (,Q102969870,plexigram ii ,14,46,0.304,,print,Plexigram II (Not wanting to say anything about Marcel)
553,1980.003,en,"the μιαν herald 판매 ໆໆໆໆໆໆມີ tebodeablak imnopqrstuvwxy 00+,-./0123456789: tabcdefghijklmnopqrstuvwxyz >$%&' 0+,-./0123456789:: tabcdefgbi jk imnopqrstuvwxyz ww>->$%++24567 abcdefgjk ind ww$2++,-.20123456789 tabcdefok imnogarstovn 4$22*+- surdirges tabcdefenacee suvwxyz #$%&'++,-45678914-12048 $%&'0,-./0123456789@abc stuvwxyz wm- stuvwxyz stuvmxyz stuv stuvwxyz ww>kh+m- stuvwxyz stuvwxyz stuvwxyz tabcdefghijklmnoportu fabedefabila) de minor abcdefghijklm mecdefghijklm dec 30",Q102963899,"cover for magazine of the miami herald, dec. 30, 1979",14,40,0.35,,poster,"Cover for magazine of the Miami Herald, Dec. 30, 1979"
554,2001.168,en,"farmers market watermelon festival saturday august 21*12 pm-3pm free family entertainment   juicy watermelon samples, strolling musicians, games   caricatures for the kids, free demonstrations and  complimentary coca-cola  900 eighth avenue north next to bicentennial mall then enjoy - coca-cola culture jam '99 free concert saturday august 21** live music, live talent and dj gee-rady  5 pm-8 pm bicentennial mall amphitheater batch show print hand made quality orters sinc. 1879",Q105091785,farmers market watermelon festival,13,100,0.13,,poster,Farmers Market Watermelon Festival
555,2001.175,en,"damascus road acoustic gospel acts chapter nine morganton, nc will be appearing this program will be spiritually uplifting! damascus road info: www.hci.netl droad 828.438.9470 copyright 1000 ",Q105091726,damascus road,13,100,0.13,,poster,Damascus Road
556,2000.026,en,"every monday in may! 9:30 p.m. cherry 12 prough a €2000 with special guests and friends stars lal ultan 912 mass. ave. cambridge e march show print-hasple, pn jam",Q105091695,cherry 2000,13,73,0.178,,poster,Cherry 2000
557,2001.179,en,"farmers market farm fresh produce - flea market international market delicious eateries flowers specialty products pony & train rides plants & autumn harvest sat. oct.16 11-2 pumpkin decorating contest & giant pumpkin contest, music, northwest family ymca games, face painting, & complimentary coca-cola ■ ""fresh as it gets free parking open9 to 6 7 days a week 900 8th ave. n free family entertainment! my print-malolle, pid",Q105091783,farmers market autumn harvest,13,72,0.181,,poster,Farmers Market Autumn Harvest
558,2001.106,en,"the ryman presents chevrolet bluegrass at the june 22 2 night lonesome river band nashville bluegrass band ralph stanley & the clinch mountain boys the isaacs gibson brothers 19 99 onluminity ryman . blue highway larry sparks del mccoury band jim & jesse & the virginia boys the osborne brothers doyle lawson & quicksilver peter rowan, tony rice & friends ryman auditorium ƒ every tuesday 8 pm ",Q105091666,bluegrass night at the ryman,13,64,0.203,,poster,Bluegrass Night at the Ryman
559,2001.108,en,"sat. aug, 7 barnak laj's e d at alltel pavilion  at walnut creek  call now for tickets 919-834-4000 www.ticketmaster.com tickets available at all ticketmaster outlets featuring schoolkids records ",Q105091637,barenaked ladies,13,62,0.21,,poster,Barenaked Ladies
560,2006.003,en,deceleration: m 4 mondays in november 8.15.2229 rodan 1530 n. milwaukee w/the judy green all shows 10 pm 10 dollar donation www.rodan ws califone music+ film,Q105091687,califone poster,13,60,0.217,,poster,Califone poster
561,2012.001l,en,42 sutter and,Q103311599,"untitled, from a portfolio of work by 18 artists titled ediciones polígrafa, s.a. 15 years of graphic work",13,46,0.283,,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
562,2012.001a,en,42 100 jim bird.,Q103311613,"untitled, from a portfolio of work by 18 artists titled ediciones polígrafa, s.a. 15 years of graphic work",13,31,0.419,,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
563,2004.007,en,was brockh,Q103301109,"henry rushbury, a.r.a., r.e., r.w.s.",13,30,0.433,,print,"Henry Rushbury, A.R.A., R.E., R.W.S."
564,2004.003,en,g21 oct,Q103296829,anaïs ii,13,15,0.867,,print,Anaïs II
565,1997.089,en,3 opens9,Q103305832,niagara,13,14,0.929,,print,Niagara
566,2001.036,en,"indienet presents progressive studios ☆ ☆ ☆ ☆ 12 volt negative earth marshall love undertoe plaster shun lennon murphy no parade fall with me tv sets fire waste of space kiniption the unix lowboy lower unit & davis & the falling the verdict prevail ✩ murdered minority black phlegm dim sub method end of existence fair verona serotonin hundred years war modular zombie wicked entertainment cashville hustlers manifest music le femme qui rock✩ on fire ☆ ☆ ☆ $25 $15 per hour rehearsal with monitors per hour recording with engineer for more info call 321-9516 1705 church st. nashville, in ",Q105091872,indienet presents progressive studios,12,100,0.12,,poster,Indienet presents Progressive Studios
567,2001.070,en,opryfest bluegrass jamboree martha white presented by july 21 & 22 dale ann bradley and coon creek jim lauderdale lonesome river band peasall sisters old crow medicine show osborne brothers mountain heart stevens sisters missy raines & jim hurst lllrd tyme out larry stephenson band ralph stanley & the clinch mountain boys dan tyminski band rhonda vincent and the rage & many more opry plaza 871-opry opry.com ,Q105092001,opryfest bluegrass jamboree,12,100,0.12,,poster,Opryfest Bluegrass Jamboree
568,1999.167,en,"the tragically tour l live in concert with special guests rig by div fri. jan. 29 harbour station sat. jan. 30 pei civic centre sun. jan. 31 moncton. nb moncton coliseum mon. & tue. feb. 1 & 2* halifax, ns metro centre wed. feb. 3 sydney, ns fri. feb. 5 montreal. pq sat. feb. 6 quebec city. pq sun. & mon feb. 7 & 8 ottawa. on wed. feb. 10 buffalo, ny marine detroit, mi fri. feb. 12 sat. feb. 13 no saint john, nb charlottetown, centre 200 molson centre le colisee corel centre midland arena palace of auburn hills chicago, il chicago theatre mon. feb. 15 sudbury, on sudbury arena wed. & thur. feb. 17 & 18 hamilton. on copps coliseum mon. & tue. feb. 22&23 toronto. on air canada centre fri. feb. 26 winnipeg, mb winnipeg arena sat. feb. 27 saskatoon. sk saskatchewan place sun. feb. 28* edmonton. ab skyreach centre tue. mar. 2 regina, sk agridome thur. & fri. mar. 4&5* calgary, ab*canadian airlines saddledome sat. mar. 6 red deer. ab centrium mon. mar. 8 prince george, bc prince george multiplex tue. mar. 9 * kamloops. bc riverside coliseum thur. & fri. mar. 11 & 12 vancouver. bc gm place hatch show pront",Q105092059,promotional poster for the tragically hip tour with special guests by divine right,12,40,0.3,,poster,Promotional poster for The Tragically Hip tour with Special Guests By Divine Right
569,2015.037t,en,туно 1. james 87,Q102976457,"untitled: computer generated image, from american abstract artists 50th anniversary print portfolio",12,31,0.387,,print,"Untitled: Computer Generated Image, from American Abstract Artists 50th Anniversary Print Portfolio"
570,2001.093,en,"******** person amsouth bank, gibson guitars, & nashville scene present hats off! to high hopes sunday april 25*5pm lee ann womack wildhorse saloon hosted by big deal songwriters mark d. sanders tim nichols call high hopes 269-6640 by april 18 for seats all proceeds benefit high hopes, inc., a therapeutic preschool and resource center for children with physical and developmental challenges on stage k",Q105091850,hats off! to high hopes,11,100,0.11,,poster,Hats off! to high hopes
571,2001.137,en,tideout 1 35 4 w.wabansia the honky onk living room dirtball jr. handsome family thurs. aug. 17 www.hideoutchicago.com,Q105091856,hideout,11,100,0.11,,poster,Hideout
572,1999.169,en,"grand opera house, to-night! lecture! rev. henry ward beecher. subject: }} ""reign of the common people."" admission. parquett and dress circle. family circle, colored box, mitage seats can be honerved at wheeler bros, $1.00 $1.00 500. our first job a 6x9 inch dodger printed april 12 1879 celebrating our 120th anniversary 1999 ",Q103299979,"first job, 1879 dodger ",11,61,0.18,,poster,"First Job, 1879 dodger (Reproduction)"
573,1957.034,en,fount 识,Q103302333,la poete reproche au soleil de l'avoir obligé à quitter sa dame from vingt poëmes,11,43,0.256,,print,La Poete reproche au soleil de l'avoir obligé à quitter sa dame from Vingt poëmes
574,1979.0684P,en,34/ ben-&,Q102976102,untitled ,11,11,1,,print,Untitled (Shepherd)
575,2001.115,en,self exit in 8pm entry t 8pm mon. july 12 free! cd release with the katies ,Q105092093,self,10,100,0.1,,poster,Self
576,2017.001.031,en,invite romance with subway ed.200 chand colors kissproof bway 7 ave expre lapush ave bklyn utazz 7 fritz eichenberg,Q103309244,subway,10,100,0.1,,print,Subway
577,2001.176,en,"the groove fest free concert at the centennial park bandshell featuring: welcome lane tripapotamus dhalia llamas mothra washington upstream jambon hypnotic groove project line-up subject to change sat. oct.16** 12noon-8pm rain or shine sponsored by: allied sound inc., mapex, and the hypnotic groove project ",Q105092181,the groove fest '99,10,84,0.119,,poster,The Groove Fest '99
578,2015.075.31,en,"know your status visit a vct centre today dio youth vuth she is so trendy oo what am i going to do it i am hiv positive? no one will want me i feel alone, my life doesnt make sense youth friendly vct being hv positive is not the end of the you ve well and happily youth yuth youth what tian hv pitive i dont know what is the matter? come, you can easily get be let me take you to the nearby vct contr i feel so good and so much better thanks to the youth friendly vct i feel alve uth endly vct youth youth youth yuth youth friendly vct *** dow now i know vct saves lives! yo frie how to help myself and others live more positively how to plan my future better where to get further help treatment, condoms, advice and care not to be anxious and stressed how to live life! for more information, visit a vct centre for advice and support on hiv/aids ** dsw supported by the european commision dsw kenya country office, lenana road, kilimani. p.o. box 2438-00202, nairobi, kenya. tel: +254 20 2731398, 3871245, 3870448, fax: +254 20 3877212, email: info@dswkenya.org, www.dsw-online.de",Q103302158,know your status. visit a vct centre today. vct saves lives!,10,78,0.128,,poster,Know Your Status. Visit a VCT Centre Today. VCT Saves Lives!
579,2016.005.10,en,future memories & lost causes resti ishes dittersweet minutiae found time madepeace alive alive all ways in with fury & small changes go unnoticed 11/60 kathleen oconnell 2015,Q105092314,untitled ,10,67,0.149,,print,Untitled (Best Wishes)
580,2016.002.01,en,men... 20/90 winr 17/.. conner 1920,Q102961140,#109,10,50,0.2,,print,#109
581,1974.008,en,ricc v cn lonous ey nay phy ae t ita contra bassoon fat co est pr ar hur exstipul th дан. olp karl 0th atin 1.. ca adnce latrical aftesb e rego iant lescup poraineige do 1- g4 eas pa aun omformles it enburg's a,Q102969861,plexigram i ,10,42,0.238,,print,Plexigram I (Not wanting to say anything about Marcel)
582,1979.0678P,en,2 16/100 $150 官 max ackermann 1956.,Q103310505,totem,10,40,0.25,,print,Totem
583,1992.297,en,efix],Q102963592,cloth stencil with a landscape design,10,40,0.25,,print,Cloth Stencil with a Landscape Design
584,1992.438,en,photo,Q102963425,cloth stencil with a design of circles with geometrical motifs and flowers,10,40,0.25,,print,Cloth Stencil with a Design of Circles with Geometrical Motifs and Flowers
585,2001.102,en,mountain two big shows thurs the city grocery sept 9th 152 courthouse square proud larry's sept fri 211s. lamar blvd 10th tickets for both shows - $6.00 showtimes 1999 ,Q105091662,blue mountain,10,38,0.263,,poster,Blue Mountain
586,2005.025,en,bre chicken banch presents dec. 30 susan cowsill joy tilghman & co. dec. 31 willie heath neal fugitive glue porter hall. tn →8 pm*** radio cafe 13 woodland para 2310,Q105091737,devil/angel,10,36,0.278,,poster,Devil/Angel
587,1992.406,en,(aud) 1.,Q102963511,cloth stencil with a design of punched flowers and double-coin designs,10,25,0.4,,print,Cloth Stencil with a Design of Punched Flowers and Double-Coin Designs
588,1988.102b,en,"mu art supplement the commercial appeal memphis, tenn., july 22, 1906 www big game (see article page 13.) drawn by charles dana gibson copyright, 1900, by life publishing co.",Q104030941,big game,9,100,0.09,,poster,Big Game
589,2001.095,en,"sounds of glory productions, inc. presents spring '99 praise in the mountains show time 7pm doors at 5:45 brevard music center - friday may 28 - gerald wolfe & greater vision jim cole - kirk talley karen peck & new river - satur. may 29 the hayes family - dixie echoes the wilburns jim cole sunday may 30 the stamps - palmetto state quartet tony gore & majesty may 28-30 group sales only call 828-684-2528 others through ticketmaster asheville, nc 828-251-5505 greenville, nc 864-233-2525 ",Q105092051,praise in the mountains,9,100,0.09,,poster,Praise in the Mountains
590,2001.100,en,"farmer's market fresh festival sat. june 26 ii am - 2 pm farm fresh produce. flea market delicious samples. specialty products. international market. free family entertainment musicians_clowns_face painting jugglers and magicians open 7 days a week 9 a.m. - 6 pm  900 8th ave. n. * free parking ""as fresh as it gets!"" ",Q105091780,farmer's market,9,100,0.09,,poster,Farmer's Market
591,2015.075.19,en,isabelle hupperta in weiteren rollen: robert menzies norman kaye monica maughan u.a. regie: paul cox ein australischer spielfilm progress kaktus ernst,Q105095856,kaktus ,9,100,0.09,,print,Kaktus (Cactus)
592,2001.149,en,"o brother a concert! a celebration of the music heard in the film ""o brother, where art thou?"" featuring: fin steve pineo jerusalem ridge then maria dunn lonesome&some & special guests a family show - kids welcome! $14 adults $7 kids 12 & ś sat. june 16th 7:30 p.m. at the memorial centre in red deer sun. june 17"" th 2:00 p.m. at the bonnie doon mall in edmonton highgh shew print-naskullie, ta",Q105091993,o'brother - a concert,9,86,0.105,,poster,O'Brother - A Concert
593,2016.005.05,en,"ui center for the book presents the 2015 brownell lecture on the history of the book ""making babies: ge+k+k+k+k+k+k+ +k+k+k+k+k+k+k+k+k+k+k+k¶¶¶¶+k+k+k+k+ kokokod a look at an early sex manual"" mary e. fissell, professor, department of the history of medicine johns hopkins university +k+k+k+k+k+kgk thursday, november 5 at 7:30 in the evening w 151 pappajohn business building 00000000 ******************************************* the center for the book is part of the ui graduate college. individuals with disabilities are encouraged to attend all university of iowa sponsored events. if you are a person with a disability who requires a reasonable accomodation in order to participate in this program, contact the ui center for book in advance, at 216 nh or 319.335.0447. for more information please visit the uicb website: http://book.grad.uiowa.edu/ put into type & printed by hand at the uicbmmxv",Q105091947,making babies: a look at an early sex manual,9,73,0.123,,poster,Making Babies: a Look at an Early Sex Manual
594,2001.114,en,"kh farm fresh produce flea market delicious eateries ⋆ plants & flowers specialty products * international market *  pony rides & kid's day sat. july 17 11 a.m. to 2 p.m. free family entertainment games, music, storytellers, face painting kid safety demos by nashville fire dept. and metro police, free ""kid-i.d."" fingerprinting, special guest appearances and complimentary coca-colas ""fresh as it gets!"" open 7 days a week 9a.m. - 6p.m. match show print-hashville, th...j.d.m. free parking 900 8th ave. n.",Q105091781,"farmer's market, kid's day",9,46,0.196,,poster,"Farmer's Market, Kid's Day"
595,2002.016,en,cannibus condensed artist's brain with rice soup cannibul cannibul condenser condenser fundraiser's adobo soup anthropologist with noodles soup cream of dealer soup cannibulls cannibus cannibus condenbed condensed condenser art historian alphabet soup patum directe tripe soup cannibul cannibul cannibul cannibu condenser condenser condenser condenser collector's broth soup model's meat soup curator's liver soup critic's tongue soup,Q106567649,the enlightened savage ,9,39,0.231,,print,The Enlightened Savage (can titles: Artist's Brains with Rice; Art Historian Alphabet and more)
596,1979.0347P,en,xx gx015,Q103300103,"foreclosure , ",9,12,0.75,,print,"Foreclosure (Die Hypothek ist verfallen), from the series, Interregnum"
597,1979.1198P,en,"(6 otto preminger presents deborah kerr. david niven jean seberg mylene demongeot geoffrey horne in bonjour, tristesse juliette greco walter, chiari with martita hunt roland culver jean kent david oxley elga andersen screenplay by arthur laurents based on the novel by francoise sagan music by georges auric produced and directed by otto preminger cinemascope technicolor released by columbia pictures parede",Q103297608,bonjour tristesse,8,94,0.085,,poster,Bonjour Tristesse
