qid,dimension,type,label
Q102973129,ambiguous,print,Spirits Watching
Q105092116,ambiguous,print,"Splot, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102973135,ambiguous,print,"Spoleto, Italy"
Q106577435,ambiguous,print,Spring
Q106577436,ambiguous,print,Spring Garden Bridge
Q105092117,ambiguous,print,"Spring House at Pittman's Home, Tennessee"
Q105092118,ambiguous,print,Sprit of Prohibition: Get down and give the lady your place.
Q102973152,ambiguous,print,"Square Napoléon. (Napoléon Square), from Album du Siége"
Q102973193,ambiguous,print,"Square, from American Abstract Artists 50th Anniversary Print Portfolio"
Q105092120,ambiguous,print,SQUIGGLE
Q105092121,ambiguous,print,SQUIGGLED
Q105092122,ambiguous,print,SQUIGGLElinear
Q105092123,ambiguous,print,SQUIGGLEshelf
Q103308768,ambiguous,print,St Thomas (after Georges Lallemand)
Q102973210,ambiguous,print,St. Andrew
Q103308784,ambiguous,print,St. Bruno
Q103308788,ambiguous,print,St. George and the Dragon
Q102973217,ambiguous,print,St. George and the Dragon (reproduction)
Q102973228,ambiguous,print,St. Jacob
Q103308802,ambiguous,print,St. Jerome Hearing the Trumpet of the Last Judgement
Q103308809,ambiguous,print,"St. Jerome, after Tintoretto (reproduction)"
Q103308827,ambiguous,print,"St. John preaching in the wilderness, after Salvator Rosa"
Q103308834,ambiguous,print,"St. John the Baptist Preaching, after Pietro Francesco Mola"
Q105092124,ambiguous,print,"St. John's Church, Richmond, Virginia"
Q105092126,ambiguous,print,"St. Joseph holding the infant Jesus, after Joseph Angeli"
Q103308843,ambiguous,print,St. Martin and the Beggar
Q102973252,ambiguous,print,St. Thomas
Q102973264,ambiguous,print,St. Thomas
Q103308852,ambiguous,print,St. Thomas
Q102973273,ambiguous,print,St. Vincent de Paul
Q102973281,ambiguous,print,"Stab. A. Marzi, Rome, Vintage poster for Roma: Mecato di Traiano"
Q102973287,ambiguous,print,Stalking Cat
Q105092127,ambiguous,print,Stand By Your Man: The Tammy Wynette Story
Q102973305,ambiguous,print,"Stand Up, from the Revolutions Per Minute (The Art Record)"
Q103309008,ambiguous,print,"Star, from the series ""Sun, Moon, and Stars"" (""Nichi-Getsu-Hoshi No Uchi"")"
Q103309016,ambiguous,print,Stara Kobieta Wysiaduje
Q102973354,ambiguous,print,"State of Gray, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103309040,ambiguous,print,Statue of Liberty
Q102973374,ambiguous,print,Stencil for a Cloth Wrapper with a Design of Flowers and Bamboo
Q104032503,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032507,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032510,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032514,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032519,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032522,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032525,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q104032529,ambiguous,print,Stencil pattern for Kimono (Shibori designs)
Q102973381,ambiguous,print,Stencils for dyeing yukata (summer kimono)
Q102973388,ambiguous,print,Steppenwolf
Q105092129,ambiguous,print,"Steve Earle and The Dukes November 17, Georgia Theater"
Q105092130,ambiguous,print,"Steve Earle and the Dukes November 17, Georgia Theater"
Q102973409,ambiguous,print,Still Life Ingredients
Q103309064,ambiguous,print,Still-life
Q103309121,ambiguous,print,Stop!  Look!  Can We Criticize China? Style vs. Sense
Q105092135,ambiguous,print,Stores
Q105092136,ambiguous,print,Stormy Seascape
Q103309143,ambiguous,print,"Strata, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103309152,ambiguous,print,"Street Scene 1, Portfolio"
Q103309160,ambiguous,print,Street Vendors
Q102973537,ambiguous,print,"Stromboli (Stromboli), from Paesaggi (Landscapes)"
Q106577437,ambiguous,print,Studie 288
Q102973555,ambiguous,print,Studie 334b
Q103309190,ambiguous,print,Study for a print (reclining man)
Q103309199,ambiguous,print,"Study for a Square Dancer, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103309204,ambiguous,print,Study for Sculpture I
Q103309210,ambiguous,print,Study for Sculpture II
Q103309232,ambiguous,print,Submarí
Q103309244,ambiguous,print,Subway
Q105092137,ambiguous,print,Sugar Shack featuring Loriann Feeley and Jeff Beasley
Q105092138,ambiguous,print,"Suijin Woods in the Snow Along the Sumida River, Tokyo, from the series Views of Tokyo (Tōkyō fūkei)"
Q102973672,ambiguous,print,Summer Afternoon
Q105092139,ambiguous,print,Summer and Letterpress!
Q105092140,ambiguous,print,Summer Mondays at the Sutler
Q103309305,ambiguous,print,"Summer Noon, from American Abstract Artists 75th Anniversary Print Portfolio"
Q103309309,ambiguous,print,"Summer Suite E ""Torso"""
Q102973690,ambiguous,print,Sunbath
Q102973699,ambiguous,print,Sunrise over the Acropolis
Q102973711,ambiguous,print,Sunset
Q102973716,ambiguous,print,Sunshine Cat
Q103309322,ambiguous,print,Superdrag - Rock Show
Q103309341,ambiguous,print,SWF27
Q103309346,ambiguous,print,SWF97
Q105092141,ambiguous,print,Swim
Q106568708,ambiguous,print,Sybil
Q102973809,ambiguous,print,"T'allais jamais a l'Eglise, from Album du Siége"
Q105092142,ambiguous,print,Tafty [East Nashville Robot Works]
Q102973827,ambiguous,print,Tailpiece to Virgil's Eighth Eclogue: Cupid Drawing his Bow
Q102973835,ambiguous,print,Takanawa
Q105092143,ambiguous,print,Tango
Q105092144,ambiguous,print,"Tapestry 3410, from Tapestry Suite"
Q105092145,ambiguous,print,"Tapestry 3510, from Tapestry Suite"
Q105092146,ambiguous,print,"Tapestry 3610, from American Abstract Artists 75th Anniversary Print Portfolio"
Q105092147,ambiguous,print,"Tapestry 3610, from Tapestry Suite"
Q105092148,ambiguous,print,"Tapestry 3810, from Tapestry Suite"
Q105092149,ambiguous,print,"Tapestry 4710, from Tapestry Suite"
Q105092150,ambiguous,print,"Tapestry 4810, from Tapestry Suite"
Q105092151,ambiguous,print,"Tapestry 5810, from Tapestry Suite"
Q103309419,ambiguous,print,Teatr Im. Jana Kochanowskiego w Opolu
Q102973951,ambiguous,print,Teatr Wspolczesny
Q102973957,ambiguous,print,Tempest (the sixth from a suite of seven prints entitled Divers Embarquements (Various Embarkations))
Q103309437,ambiguous,print,Ten Million Members by Christmas
Q102973978,ambiguous,print,Tenderness (A)
Q103309445,ambiguous,print,"Tennessee Titans Opening Day, 09.12.1999, Nashville, TN"
Q105092154,ambiguous,print,Tennessee Tower
Q103309467,ambiguous,print,Tewrdannckhs
Q105095872,ambiguous,print,"Texture in Burlap, a Collage"
Q103309519,ambiguous,print,"Thanks for a Great Season, Tennessee Titans - AFC Champions"
Q105092155,ambiguous,print,"The 8th Annual Hank Williams Sr. Bithday Celebration, Greg Hisky and His Dixie Whisky Boys"
Q103309527,ambiguous,print,The Adoration of the Shepherds
Q105092156,ambiguous,print,The Allman Brothers Band In concert
Q105092157,ambiguous,print,The American Music Association
Q102974031,ambiguous,print,"The Angel with the Heavenly Cloak at Miho, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q104032614,ambiguous,print,The Anglers
Q104032618,ambiguous,print,The Anglers
Q105096094,ambiguous,print,The Annunciation to the Shepherds
Q103309533,ambiguous,print,"The Ark of Love, from ""Fables with a Twist"""
Q102974046,ambiguous,print,"The Atomic Alphabet, from the Revolutions Per Minute (The Art Record)"
Q103309541,ambiguous,print,The Backgammon Players
Q105092158,ambiguous,print,"The Backstabbers, Hatch Show Print Poster"
Q103309546,ambiguous,print,The Baker Sounding His Horn
Q102974054,ambiguous,print,The Barn
Q105092159,ambiguous,print,The Baseball Reliquary
Q105092160,ambiguous,print,The Baseball Reliquary's Shrine to Louis Sockalexis
Q103309557,ambiguous,print,The Basque Boy
Q103309565,ambiguous,print,The Bathers
Q105092161,ambiguous,print,The Beach Boys Summer Tour 2001
Q103551111,ambiguous,print,The Bead Necklace
Q103309573,ambiguous,print,The Bearing of the Cross
Q105095876,ambiguous,print,The Best Laid Plans
Q105092162,ambiguous,print,The Birth of Harlequin from the Commedia dell'Arte [XX-A]
Q103309578,ambiguous,print,The Black Cloak (Mrs. Paul Mellon)
Q105092163,ambiguous,print,The Bluebird Cafe
Q102974065,ambiguous,print,The Boathouse
Q102974071,ambiguous,print,The Breakfast
Q102974077,ambiguous,print,The Broads
Q102974083,ambiguous,print,"The Bruiser, Charles Churchill"
Q102974092,ambiguous,print,"The Buddhist Priest Nichiren in Exile on Sado Island , from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103309598,ambiguous,print,The Burro Station
Q105092166,ambiguous,print,The Camp from the Commedia dell'Arte [XIX-A]
Q106577444,ambiguous,print,"The Captain's House, Fort Nashboro, Restoration"
Q102974100,ambiguous,print,"The Chimneys, Portsmouth"
Q102974106,ambiguous,print,The Chinese Robe
Q102305506,ambiguous,print,The Christ of the Breadlines
Q105092167,ambiguous,print,The Christian Hero
Q102974116,ambiguous,print,The City of Pola
Q103309612,ambiguous,print,The Cobbler
Q104032621,ambiguous,print,The Concert
Q104032623,ambiguous,print,The Concert
Q105095936,ambiguous,print,"The conqueror of one pole attempts the other.  Commander Byrd, the Antarctic, 1929"
Q103309621,ambiguous,print,The Corn Field
Q105092168,ambiguous,print,"The Courtesan Shunjitsuno, of the House of Sasaya, from the series entitled, ""A Contest of Beautiful Women of the Red-Light District"" (reproduction)"
Q105092169,ambiguous,print,"The Cousin Lovers, Your Therefore Experience"
Q106577445,ambiguous,print,The Cow Drinking
Q105092170,ambiguous,print,"The Cowslingers, Hatch Show Print Poster"
Q106577446,ambiguous,print,The Dance
Q102974126,ambiguous,print,The Dance Under the Trellis
Q105092171,ambiguous,print,The Derailers Hank Williams III & Rob Thorworth
Q105092172,ambiguous,print,"The Disappearance of the Freedom of Expression (Anne Imelda Radice, What Were You Thinking)"
Q103309634,ambiguous,print,The Divers
Q106568710,ambiguous,print,The Divine Bovine
Q103309642,ambiguous,print,The Doll
Q103309647,ambiguous,print,"The Drawing Lesson, Berthe Morisot and her Daughter"
Q105092173,ambiguous,print,The Duel from the Commedia dell'Arte Suite [VIII-A]
Q102974136,ambiguous,print,The Duke awakened from sleep
Q103309668,ambiguous,print,The Emancipation Approximation (Scene 5)
Q103309673,ambiguous,print,The Empress
Q102974145,ambiguous,print,"The Empress Jingu  with the God Ebisu Catching a Cat, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q104032628,ambiguous,print,The Empty Jug
Q104032631,ambiguous,print,The Empty Jug
Q106567649,ambiguous,print,The Enlightened Savage (can titles: Artist's Brains with Rice; Art Historian Alphabet and more)
Q104032637,ambiguous,print,The Fair
Q104032640,ambiguous,print,The Fair
Q102974151,ambiguous,print,"The Fall of Richmond, Va. on the Night of April 2nd, 1865"
Q103309687,ambiguous,print,The Family
Q102974173,ambiguous,print,The Farmhouse by the Water
Q102974187,ambiguous,print,The Ferry Boat
Q105092175,ambiguous,print,"The Flying Saucer, Steve Boyd's Writers in Orbit"
Q106567660,ambiguous,print,"The Follies of Old Age, from In Praise of Folly (Encomium Moriae)"
Q106567661,ambiguous,print,"The Follies of Princely Power, from In Praise of Folly (Encomium Moriae)"
Q106567662,ambiguous,print,"The Follies of Teaching, from In Praise of Folly (Encomium Moriae)"
Q106567663,ambiguous,print,"The Follies of the Court, from In Praise of Folly (Encomium Moriae)"
Q106567664,ambiguous,print,"The Follies of the Monks, from In Praise of Folly (Encomium Moriae)"
Q106567665,ambiguous,print,"The Follies of the Popes, from In Praise of Folly (Encomium Moriae)"
Q106567666,ambiguous,print,"The Follies of War, from In Praise of Folly (Encomium Moriae)"
Q106567667,ambiguous,print,"The Follies of Worshiping Idols, from In Praise of Folly (Encomium Moriae)"
Q103309701,ambiguous,print,The Forager
Q106577448,ambiguous,print,The Four Horsemen
Q103309708,ambiguous,print,The Four Stages of Cruelty: Cruelty in Perfection Plate III
Q103309722,ambiguous,print,The Four Stages of Cruelty: First Stage of Cruelty Plate I
Q103309728,ambiguous,print,The Four Stages of Cruelty: Second Stage of Cruelty Plate II
Q103309741,ambiguous,print,The Four Stages of Cruelty: The Reward of Cruelty Plate IV
Q105092176,ambiguous,print,The Future of those who make it: Revolutionary Speculations
Q105092177,ambiguous,print,The Gabe & Amy Show
Q102974206,ambiguous,print,The Genius on the Streets of Berlin (The Young Albert Einstein)
Q103309753,ambiguous,print,The Giddiest Grew Pale
Q106577449,ambiguous,print,The Girl on the Land Serves the Nation's Need; apply Y.W.C.A. Land Service Committee
Q105092179,ambiguous,print,"The Goo Goo Dolls, Sugar Ray, and Fastball"
Q106568711,ambiguous,print,The Good Samaritan
Q103309776,ambiguous,print,The Grand Ole Opry welcomes Ralph Stanley
Q102974212,ambiguous,print,"The Grass Maze, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103309782,ambiguous,print,"The Great Screen and Choir, Burgos"
Q103309787,ambiguous,print,The Green Man and the Three Queens
Q105092181,ambiguous,print,The Groove Fest '99
Q102974220,ambiguous,print,"The Hall, Blue Coat School"
Q105092182,ambiguous,print,The Hang Dogs
Q102974228,ambiguous,print,The Harbor of Niigata: Joko-Ji Temple at Mt. Kinpazan
Q102974237,ambiguous,print,"The Hare, after Albert de Balleroy"
Q106577450,ambiguous,print,The Harvest
Q105092183,ambiguous,print,"The HAV-N.O. Jam featuring Cubanismo, Friday October 8 - House of Blues"
Q102974246,ambiguous,print,The health of the child is the power of the nation; Children's Year: April 1918-April 1919
Q102974257,ambiguous,print,"The Hell Courtesan Jigokudayū sees herself as a Skeleton in the Mirror of Hell, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103309803,ambiguous,print,The Herdsman's Cottage or Sunset
Q105092184,ambiguous,print,The Hermitage
Q106577451,ambiguous,print,"The Holy Family, after Frans Floris I (1519/20-1570)"
Q105092185,ambiguous,print,"The Hot Club of Cowtown from Austin, TX"
Q106567681,ambiguous,print,"The Human Comedy, from In Praise of Folly (Encomium Moriae)"
Q105092186,ambiguous,print,The Hun - His Mark - Blot it out with Liberty Bonds
Q105092187,ambiguous,print,"The Impalers, The Elevator Punk Explosion from KC"
Q102974272,ambiguous,print,The Infant Shakespeare Attended by Nature and the Passions
Q105095787,ambiguous,print,"The Israelite's Cruel Bondage in Egypt, after a design by Gerard Hoet"
Q105092188,ambiguous,print,The Ivory Coast
Q105092190,ambiguous,print,The Kabuki Actor Bando Hikosaburo as Keitsu Hogen
Q103309820,ambiguous,print,The Kabuki Actor Bando Mitsugoro as Honcho Tsunagoro
Q103309831,ambiguous,print,The Kabuki Actor Ichikawa Danjuro IV
Q103309842,ambiguous,print,The Kabuki Actor Ichikawa Danjuro VIII as Kazusa Shichibei
Q103309850,ambiguous,print,The Kabuki Actor Ichikawa Kyuzo as Hakamaiwa No Yasusuke
Q105092191,ambiguous,print,"The Kabuki Actor Ichikawa, Ebizo (Danjuro II)"
Q103309859,ambiguous,print,The Kabuki Actor Kawarazaki Gonjuri as Omon
Q103309867,ambiguous,print,The Kabuki Actor Matsumoto Koshiro as Omi Kotota
Q103309875,ambiguous,print,The Kabuki Actor Nakamura Shikan as Shigeki Masaemon
Q103309888,ambiguous,print,The Kabuki Actors Ichikawa Danjuro VIII as Kasugaya Tokijuro and Bando
Q103309895,ambiguous,print,"The Kabuki Actors Ichikawa Ebijuro as Katsuma Takubei, Ichikawa Ichizo"
Q102974461,ambiguous,print,The Kabuki Actors Nakamura Shikan as the Boatman Chokichi and Iwai
Q102974469,ambiguous,print,The Kabuki Actors Seki Sanjuro as Tomohei and the Servant of Isogai
Q102974480,ambiguous,print,"The Kazusa Sea Route, from ""The Thirty-six Views of Mt. Fuji""°"
Q103309901,ambiguous,print,The Knifegrinder
Q102974492,ambiguous,print,The Lamentation of Christ
Q102974499,ambiguous,print,The Lamentation of Christ
Q103309906,ambiguous,print,"The Lamentations of Jeremiah, from ""Ten Wood Engravings for the Old Testament"""
Q103309917,ambiguous,print,The Last Supper
Q103309925,ambiguous,print,"The Laughing Rembrandt, after Rembrandt"
Q105092193,ambiguous,print,"The Legendary Gladys Knight at the Historic Ryman Auditorium, March 2, 2001"
Q102974514,ambiguous,print,The Letter
Q105092194,ambiguous,print,"The Licorice Tea Party, In Concert - Jump, Little Children, Club Millenium - Nov. 24"
Q103309938,ambiguous,print,The Light
Q102974521,ambiguous,print,"The Lotus Pond at Shinobugako, from the series entitled Famous Places in the Eastern Capital"
Q102974537,ambiguous,print,"The Louis XIV Deterrent, from the Revolutions Per Minute (The Art Record)"
Q105092195,ambiguous,print,"The Lousiana Stomp, Geno Delafose and French Rockin' Boogie The Traiteurs, Cory McCauley & His Evangeline Aces"
Q103309960,ambiguous,print,The Making of Imari Pottery in Hizen Province
Q102974550,ambiguous,print,The Man Between the Two Pines
Q102974560,ambiguous,print,"The Marriage of Bacchus and Ariadne, after Guido Reni"
Q102974567,ambiguous,print,The Martyrdom of St. Placidus and Flavia
Q105092198,ambiguous,print,The Mavericks
Q105092199,ambiguous,print,"The Mavericks, Fan Fair 1999"
Q105092200,ambiguous,print,"The Mertons ""Girandole"""
Q103309967,ambiguous,print,The Mirror (or By the Mirror)
Q105092201,ambiguous,print,The Mountain Goats poster
Q102974600,ambiguous,print,The Musician
Q102974611,ambiguous,print,The Names of Shimpa Drama Actors in Osaka
Q105092202,ambiguous,print,"The Nashville Three: Rick Braithwaite, Bart Hansen, Jill Warren"
Q105092203,ambiguous,print,The Neville Brothers
Q102974621,ambiguous,print,The New World Order
Q103309981,ambiguous,print,The Old Fiddler Dreams
Q105092204,ambiguous,print,The Old Gym
Q105095988,ambiguous,print,The Old Gym - Vanderbilt Fine Arts Building
Q105092205,ambiguous,print,The One and Only Colleen Black In Her Only Crescent City Performance
Q105092206,ambiguous,print,The Opening from the Commedia dell'Arte Suite [XII-A]
Q105092207,ambiguous,print,The Pageant of Lincoln
Q103309987,ambiguous,print,The Painter and His Pug
Q103309995,ambiguous,print,The Pater Familias
Q103310006,ambiguous,print,"The Peacable Kingdom, from ""Ten Wood Engravings from the Old Testament"""
Q103310014,ambiguous,print,The Pear (La Poire d'Erik Satie)
Q103310020,ambiguous,print,The Peasant Settling His Debt
Q102974664,ambiguous,print,The Peristyle
Q103551116,ambiguous,print,The Pier with a Lamp
Q102974680,ambiguous,print,The Pigkillers
Q102974686,ambiguous,print,The Pilgrim
Q103310043,ambiguous,print,The Play's the Thing
Q103310049,ambiguous,print,The Poet Kahinomoto No Hitomaro
Q102974694,ambiguous,print,The Poet Omurashi-no-Zen and the Poet Sakai-no-Sumi Isse
Q102974702,ambiguous,print,"The Poet, Li Po in Drunken Sleep, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q103310056,ambiguous,print,"The Portrait of Anibale Caracci, Drawn by Himself, After Anibale Caracci (Italian, 1560-1609)"
Q103310063,ambiguous,print,The Quacksalver
Q103310070,ambiguous,print,The Raising of Lazarus (after Leandro Bassano)
Q105092209,ambiguous,print,"The Rakes, Gini Dodds, dan Isreal, fingergun"
Q105092210,ambiguous,print,The Ray Stevens Show
Q103310082,ambiguous,print,The Resurrection
Q105092211,ambiguous,print,The Rev. Horton Heat Junior Brown
Q103310090,ambiguous,print,The Right Honourable Henry Fox Esq.
Q103310097,ambiguous,print,"The Right Reverend William White, D.D."
Q105092212,ambiguous,print,"The Ryman presents ""Smoke on the Mountain"""
Q102974740,ambiguous,print,The Salt of the Earth
Q102974747,ambiguous,print,"The Satyr presents gifts to Venus to incite sexual intercourse, Cupid repudiates"
Q105092213,ambiguous,print,"The Scholar, von Franz van Mieris"
Q103310108,ambiguous,print,The Schoolmaster
Q103310115,ambiguous,print,The Sculptor Zacharie Astruc
Q103310118,ambiguous,print,The Singers
Q105092214,ambiguous,print,"The Sizzling Happy Family New CD, And oh how they danced!"
Q104032644,ambiguous,print,The Smoker and the Drinker
Q104032648,ambiguous,print,The Smoker and the Drinker
Q102974755,ambiguous,print,The Smoker at the Window
Q104032652,ambiguous,print,The Smoking Room
Q104032655,ambiguous,print,The Smoking Room
Q103310135,ambiguous,print,The Spectacle Seller
Q102974767,ambiguous,print,The Spring in the Woods
Q103310140,ambiguous,print,The Starline Rhythm Boys in Person
Q105092215,ambiguous,print,The Station Inn Presents Mac Wiseman
Q103310148,ambiguous,print,The Steps
Q103310160,ambiguous,print,"The Stock Market, from ""Fables with a Twist"""
Q103310169,ambiguous,print,The Stoning of St. Stephen
Q103310176,ambiguous,print,"The Story of Jonah, from ""Ten Wood Engravings from the Old Testament"""
Q102974782,ambiguous,print,The Stroller
Q103310185,ambiguous,print,The Sumo Wrestler Ozora
Q102974791,ambiguous,print,The Tanabata Festival
Q105095795,ambiguous,print,"The Tapestried Chamber, after Stephanuoff"
Q105095798,ambiguous,print,"The Tapestried Chamber, after Stephauoff"
Q102974797,ambiguous,print,"The Temple of Concord on the Wall, from Without, Girgenti"
Q103310192,ambiguous,print,"The Temptation of St. Anthony, after Jacopo Tintoretto"
Q102974808,ambiguous,print,The Thames at Richmond
Q102974819,ambiguous,print,"The third from a suite of six prints entitled ""Animali"" (""Animals"")"
Q102974827,ambiguous,print,"The Thriller, Coney Island"
Q102974845,ambiguous,print,"The Thunder God Bathing, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q105092217,ambiguous,print,"The Tragically Hip, Dec 31-Jan 1"
Q103310211,ambiguous,print,"The Treasury of Athens, Delphi"
Q106577454,ambiguous,print,The Trials of Job
Q102974871,ambiguous,print,The Two Gossips
Q104032658,ambiguous,print,The Two Gossips
Q102974879,ambiguous,print,The Tyresmith
Q105092218,ambiguous,print,The Un-known Hinson May 26
Q103310219,ambiguous,print,"The Vain Crow, from ""Fables with a Twist"""
Q102974903,ambiguous,print,The Village in the Valley
Q102974916,ambiguous,print,"The Violin Player, Seated in the Inn"
Q106577455,ambiguous,print,"The Virgin, Christ Child, and St. John"
Q103310225,ambiguous,print,The Visitation
Q102974927,ambiguous,print,The Voice of the Cannon
Q105092219,ambiguous,print,"The Wailers, House of Blues"
Q103310231,ambiguous,print,The Wandering Musicians
Q103310238,ambiguous,print,The Washer Woman
Q102974942,ambiguous,print,The Washing of the Feet or The Annointing of the Feet
Q103310243,ambiguous,print,The Watchman
Q102974950,ambiguous,print,"The Well House, from American Abstract Artists 60th Anniversary Print Portfolio"
Q102974961,ambiguous,print,The West Meets the Rest
Q106577456,ambiguous,print,The White Mill
Q103310264,ambiguous,print,"The Wolf and the Little Kids, from ""Fables with a Twist"""
Q102974966,ambiguous,print,The Woman Spinning
Q103310274,ambiguous,print,The Woman Winding Upon a Reel
Q102974972,ambiguous,print,The Wooden Bridge at Sulmona near Tivoli
Q103310285,ambiguous,print,The Woolworth through the Arch
Q103310293,ambiguous,print,The World Upside Down:  Ox in Net
Q102974977,ambiguous,print,"The Wounded Paris, Carried into Troy (after drawing by Primaticcio)"
Q105095942,ambiguous,print,"The Wright brothers 'Strange Contraption' rises at Kitty Hawk, 1903"
Q103310301,ambiguous,print,The Year of the Child
Q105092222,ambiguous,print,The Yotsuya Araki Teahouse at Yokochō (Tokyo)
Q102974989,ambiguous,print,"Think Twice, from the ""Revolutions Per Minute (The Art Record)"
Q105092224,ambiguous,print,Third Annual Halloween Bash
Q105092225,ambiguous,print,"Third Annual Nashville River Stages Downtown, May 5, 6, 7, Various Artists"
Q102974995,ambiguous,print,Third of Six Images for J
Q103310323,ambiguous,print,This Device on Hat or Helmet Means U.S. Marines
Q105095984,ambiguous,print,This is what GOD gives us; What are you giving so that others may live-
Q105095878,ambiguous,print,This is Your Brain on Books
Q102975014,ambiguous,print,"This Page, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103310330,ambiguous,print,"Thomas Moore, after Sir Martin Archer Shee"
Q102975030,ambiguous,print,Thomas the Rhymer's Song (a broadside with poem by Ted Hughes)
Q102975038,ambiguous,print,Thonier
Q102975047,ambiguous,print,"Three Chinese Boys with a Broken Wine Jar, from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi)"
Q102975054,ambiguous,print,"Three Dogs, For What We Are About to Receive"
Q103310363,ambiguous,print,Three Figures
Q102975067,ambiguous,print,Three Kinds of Flowers
Q102975085,ambiguous,print,Three Sausages
Q102975089,ambiguous,print,Three Shepherds
Q103310382,ambiguous,print,Three Women from a Famous Story (reproduction)
Q103310394,ambiguous,print,Three Women in the Evening (reproduction)
Q102975113,ambiguous,print,Throwing Snow into a Circle
Q102975120,ambiguous,print,Tiger Beetle
Q102975128,ambiguous,print,Til Eulenspiegel: Cardinals at Altar
Q102975138,ambiguous,print,Til Eulenspiegel: Treed Cat
Q102975150,ambiguous,print,"Timiditas (fearfulness), after Marten De Vos"
Q102975173,ambiguous,print,"Title Page and Illustration from a Book by Kyokutei, Bakin, Chapter 24"
Q102975180,ambiguous,print,"Title Page and Illustration from a Book by Tamenaga, Shunsui, Chapter 23"
Q102975186,ambiguous,print,Title Page and Illustration from a Book Entitled Atsugesho mannen Shimada
Q104032662,ambiguous,print,"Title Page and Illustration from a Book Entitled Shira nui (White Embroidery), by Shuen, Chapter 19"
Q104032667,ambiguous,print,"Title Page and Illustration from a Book Entitled Shira nui (White Embroidery), by Shuen, Chapter 19"
Q102975195,ambiguous,print,"Title Page and Illustration from an Novel by Kyokutei, Bakin, Chap. 24"
Q106567728,ambiguous,print,Title page from the portfolio ‘Felixmüller—Holzschnitte.’
Q103310418,ambiguous,print,"Title Page from Yumi-hari-tsuki, Juroppen (An Arrow Shot at the Moon, 16 Stories)"
Q103310424,ambiguous,print,"Title Page of a Book Entitled Shimpen Kinbeibai, by Kyokutei, Bakin"
Q102975215,ambiguous,print,Title Unknown
Q103310432,ambiguous,print,Title Unknown
Q103310443,ambiguous,print,Titus Manlius
Q105095949,ambiguous,print,"To Australia by air:  Kingsford-Smith and his companions over Suva, 1928"
Q102975221,ambiguous,print,"To Mars and Beyond, from American Abstract Artists 60th Anniversary Print Portfolio"
Q105092226,ambiguous,print,Tod Cooper Band
Q103310463,ambiguous,print,Tod packt eine frau (Death Seizes a Woman)
Q105092227,ambiguous,print,Todd Snider
Q106577458,ambiguous,print,Todeskampf (Throes of Death)
Q102975276,ambiguous,print,Toledo
Q102975284,ambiguous,print,Tombeau de Marbre Blanc dans l'Isle de Siphanto (Tomb of White Marble on the Island of Siphanto)
Q102975323,ambiguous,print,Topsail Schooner
Q103310492,ambiguous,print,Total eclipse of the sun
Q103310505,ambiguous,print,Totem
Q102975330,ambiguous,print,"Totsuka: Motomachi Fork (Totsuka, Motomachi betsudō)"
Q105096059,ambiguous,print,"Tower and House, Rothenburg, Hegereithaus"
Q103310510,ambiguous,print,"Tower Fantasy, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102975335,ambiguous,print,Town with a Cross
Q103310516,ambiguous,print,"Transit III, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103310532,ambiguous,print,"Transl'umina Graphic, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102975341,ambiguous,print,"Transmission, from American Abstract Artists 60th Anniversary Print Portfolio"
Q102975349,ambiguous,print,"Transverse, from American Abstract Artists 60th Anniversary Print Portfolio"
Q105092230,ambiguous,print,Travis Tritt in Person
Q103310544,ambiguous,print,Treaty in Vermillion
Q103310552,ambiguous,print,Tree Peony and Tea Cups
Q102975370,ambiguous,print,Trees
Q105095815,ambiguous,print,Trees
Q105095997,ambiguous,print,Trees
Q105095998,ambiguous,print,Trees
Q105095999,ambiguous,print,Trees
Q103310558,ambiguous,print,Trees Reflected
Q102975384,ambiguous,print,"Trellis, from American Abstract Artists 50th Anniversary Print Portfolio"
Q102975393,ambiguous,print,"Trifolium, from American Abstract Artists 60th Anniversary Print Portfolio"
