RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
47111,3D,2022-06-19 16:39:52.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude025,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47112,3D,2022-06-19 16:39:39.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude026,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47113,3D,2022-06-19 16:39:28.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude027,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47114,3D,2022-06-19 16:39:07.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude028,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47115,3D,2022-06-19 16:38:53.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude029,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47116,3D,2022-06-19 16:38:40.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude030,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47118,3D,2022-06-19 16:38:16.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude032,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,Light,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47119,3D,2022-06-19 16:37:57.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude033,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47120,3D,2022-06-19 16:37:46.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude034,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47121,3D,2022-06-19 16:37:33.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude017,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47122,3D,2022-06-19 16:37:22.0,2006-09-13 00:00:00.0,France,,"This sizeable French Romanesque church, dating from the late 11th century, was a regular stop on one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1075-1125,||||,,Educational Use Permitted,,,Saint-Julien de Brioude,Brioude035,,"Murals and interior of Saint-Julien in Brioude, France.",Q1430598,"Christian art and symbolism -- France -- Brioude -- Medieval, 500-1500",||||,,Vanderbilt University,on,,,,Brioude,,Art in the Christian Tradition,,,2,1075,999,Creative Commons BY-SA 4.0
47065,3D,2022-06-19 16:49:49.0,2006-09-13 00:00:00.0,France,,"This 12th century French church was completed in 1185.  It was a popular stop along one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1185,||||,,Educational Use Permitted,,,"Notre-Dame du Port (Church : Clermont-Ferrand, France)",Clermont_ND_du_Port01,,"Sculputure, Notre Dame du Port, Clermont-Ferrand",Q1032205,Christian art and symbolism -- France,||||,,Vanderbilt University,on,,,,Clermont-Ferrand,,Art in the Christian Tradition,,,2,1185,999,Creative Commons BY-SA 4.0
47066,3D,2022-06-19 16:49:37.0,2006-09-13 00:00:00.0,France,,"This 12th century French church was completed in 1185.  It was a popular stop along one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1185,||||,,Educational Use Permitted,,,"Notre-Dame du Port (Church : Clermont-Ferrand, France)",Clermont_ND_du_Port02,,"Sculpture with wooden doors, Notre Dame du Port, Clermont-Ferrand",Q1032205,Christian art and symbolism -- France,||||,,Vanderbilt University,on,,,,Clermont-Ferrand,,Art in the Christian Tradition,,,2,1185,999,Creative Commons BY-SA 4.0
47068,3D,2022-06-19 16:48:58.0,2006-09-13 00:00:00.0,France,,"This 12th century French church was completed in 1185.  It was a popular stop along one of the pilgrimage routes to Santiago de Compostela, Spain. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1185,||||,,Educational Use Permitted,,,"Notre-Dame du Port (Church : Clermont-Ferrand, France)",Clermont_ND_du_Port04,,"Stained Glass, Notre Dame du Port, Clermont-Ferrand",Q1032205,Christian art and symbolism -- France,||||,,Vanderbilt University,on,,,,Clermont-Ferrand,,Art in the Christian Tradition,,,2,1185,999,Creative Commons BY-SA 4.0
47069,3D,2022-06-19 16:48:47.0,2006-09-13 00:00:00.0,France,,"This 12th century French church was completed in 1185.  It was a popular stop along one of the pilgrimage routes to Santiago de Compostela, Spain.  This fresco is a later restoration. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,ca. 1185,||||,,Educational Use Permitted,,,"Notre-Dame du Port (Church : Clermont-Ferrand, France)",Clermont_ND_du_Port05,,"Murals, Notre Dame du Port, Clermont-Ferrand",Q1032205,Christian art and symbolism -- France,||||,,Vanderbilt University,on,,,,Clermont-Ferrand,,Art in the Christian Tradition,,,2,1185,999,Creative Commons BY-SA 4.0
27133,3D,2022-06-19 16:41:54.0,2002-08-01 00:00:00.0,France,,"From left to right, Abraham sacrificing Isaac, Aaron. [Demouy 44, 47] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVigl,Educational Use Permitted,"20 R36 CND 14W,001 C8",Genesis 22:1-18,Notre-Dame de Reims (Cathedral),246,,"Reims; Abraham, Isaac, Aaron; right jamb figures of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Sacrifice of Isaac,Vanderbilt University,on,,,Abraham (Biblical figure) |Aaron (Biblical figure),Reims,,Art in the Christian Tradition,71C131|11I62(AARON),,2,,999,Creative Commons BY-SA 4.0
27189,3D,2022-06-19 17:06:37.0,2002-08-01 00:00:00.0,France,,"The figures are (from left) Abraham with Isaac and Aaron. [Demouy 44, 47] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVigl,Educational Use Permitted,"20 R36 CND 14W,001 C8",Genesis 22:1-18,Notre-Dame de Reims (Cathedral),302,,"Reims; Abraham, Isaac, Aaron; right jamb figures of the south portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Sacrifice of Isaac,Vanderbilt University,on,,,Aaron (Biblical figure),Reims,,Art in the Christian Tradition,71C131|11I62(AARON),,2,,999,Creative Commons BY-SA 4.0
27145,3D,2022-06-19 16:51:21.0,2002-08-01 00:00:00.0,France,,"The figures depict the scene of the Annunciation: from left to right, the angel Gabriel, Mary. [Demouy 44-45] <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,BAdvt04,Educational Use Permitted,"20 R36 CND 14W,001 A6",Luke 1:26-38,Notre-Dame de Reims (Cathedral),258,,"Reims; Annunciation, Gabriel and Mary; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Annunciation to Mary,Vanderbilt University,on,,,"Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,73A52,,2,,999,Creative Commons BY-SA 4.0
27183,3D,2022-06-19 17:05:03.0,2002-08-01 00:00:00.0,France,,"The figures are Gabriel (left) and Mary depicting the scene of Annunciation. [Demouy 44-45] -- ""The artist responsible for the Annunciation [at Reims]...had a much fuller comprehension of the nature and workings of the human body and the techniques to render it realistically.  The form of the Virgin's body, visible through the layers of heavy cloth, and the potential for movement that the figure exudes make for a remarkable new vivacity and energy.  Both the smiling angel and the animate Virgin of the Reims Annunciation are among the first examples of the revival of realism that so characterized the next century."" (Cole/Gealt, 70) <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,226,,1211,||||,BAdvt04,Educational Use Permitted,"20 R36 CND 14W,001 A6",Luke 1:26-38,Notre-Dame de Reims (Cathedral),296,,"Reims; Annunciation, Gabriel and Mary; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Annunciation to Mary,Vanderbilt University,on,"Sculpture, freestanding",,"Mary, the mother of Jesus (Biblical figure)",Reims,,Art in the Christian Tradition,73A52,,2,,10,Creative Commons BY-SA 4.0
27134,3D,2022-06-19 16:42:13.0,2002-08-01 00:00:00.0,France,,"The figures depict the visitation of Elizabeth by Mary (from left to right, Mary and Elizabeth). [Demouy 44-45].Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVis,Educational Use Permitted,,Luke 1:39-57,Notre-Dame de Reims (Cathedral),247,,"Reims; Visitation, Virgin Mary, Elizabeth; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Visitation,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
27160,3D,2022-06-19 16:58:24.0,2002-08-01 00:00:00.0,France,,"The figures of Virgin Mary and Elizabeth (from left to right) depict the scene of the Visitation. [Demouy  44-45].Third Sunday in Advent, Year A:This image is of the Annunciation and Visitation, and it specifically connects with the lectionary reading of the Magnificat in Luke. <p><p>Digitized from the slide collection of James T. Womack, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,125,,1211,||||,AVis,Educational Use Permitted,,Luke 1:39-57,Notre-Dame de Reims (Cathedral),273,,"Reims; Visitation, Virgin Mary, Elizabeth; right jamb figures of the central portal, west facade",Q206823,"Christian art and symbolism -- France -- Reims -- Medieval, 500-1500",||||,Visitation,Vanderbilt University,on,,,,Reims,,Art in the Christian Tradition,,,2,,999,Creative Commons BY-SA 4.0
29286,3D,2022-06-19 18:05:00.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior, depicting the angel directing Zechariah's gaze toward the emergence of Wickedness out of the basket. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,A2L,1220-1240,||||,,Educational Use Permitted,"20 A51 CND 14W,002 A2",Zechariah 5:5,Cathédrale d'Amiens,1261,,Rise of Wickedness,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Evil spirits|Wickedness,Vanderbilt University,on,Relief sculpture,,"Zechariah (Biblical figure, Hebrew Bible)",Amiens,,Art in the Christian Tradition,71S228,,2,1220,999,Creative Commons BY-SA 4.0
29289,3D,2022-06-19 18:05:45.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior, depicting Wickedness, in the form of a naked woman, arising out of the basket held by angels, which is the seventh vision of Zechariah. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,A2U,1220-1240,||||,,Educational Use Permitted,"20 A51 CND 14W,002 A2",,Cathédrale d'Amiens,1264,,Rise of Wickedness,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Evil spirits|Wickedness,Vanderbilt University,on,Relief sculpture,,"Zechariah (Biblical figure, Hebrew Bible)",Amiens,,Art in the Christian Tradition,71S2281,,2,1220,999,Creative Commons BY-SA 4.0
29294,3D,2022-06-19 18:06:49.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior depicting, in accordance with Zephaniah's prophecies, the ruin of Nineveh and its transformation into a wasteland inhabited by wild animals. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,C1L,1220-1240,||||,AProp28,Educational Use Permitted,"20 A51 CND 14W,002 D2",Zephaniah 2:14-15,Cathédrale d'Amiens,1268,,Ruin of Nineveh,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Nineveh|Ruin,Vanderbilt University,on,Relief sculpture,,Zephaniah (Biblical figure),Amiens,,Art in the Christian Tradition,71O524,,2,1220,999,Creative Commons BY-SA 4.0
29310,3D,2022-06-19 18:11:11.0,2003-04-26 00:00:00.0,France,Stone,"Quatrefoil on the western exterior depicting, in accordance with Zephaniah's prophecies, the ruin of Nineveh and its transformation into a wasteland inhabited by wild creatures. <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,B14L,1220-1240,||||,AProp28,Educational Use Permitted,"20 A51 CND 14W,002 C2",Zephaniah 2:14-15,Cathédrale d'Amiens,1284,,Ruin of Nineveh,Q106934,"Christian art and symbolism -- France -- Amiens -- Medieval, 500-1500",||||,Nineveh|Ruin,Vanderbilt University,on,Relief sculpture,,Zephaniah (Biblical figure),Amiens,,Art in the Christian Tradition,71O524,,2,1220,999,Creative Commons BY-SA 4.0
46354,3D,2022-06-23 16:02:42.0,2006-07-13 00:00:00.0,Vatican City,,"The Akedah; Wedding at Cana; Daniel in the Lion's Den; Peter Striking the Rock; Raising of Lazarus; Giving of the Law; Clipeus of Two Donors. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,AVigl|BVigl|CVigl|CEpip02,Educational Use Permitted,,Genesis 22:1-18|Daniel 6|John 2:1-11,Vatican City. Direzione generale dei musei,DSC00300,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,,,,Art in the Christian Tradition,71C13131|73C611|11I62(DANIEL)|73C523,,2,300,999,Creative Commons BY-SA 4.0
46372,3D,2022-06-23 16:07:26.0,2006-07-13 00:00:00.0,Vatican City,,"The Akedah; Wedding at Cana; Daniel in the Lion's Den; Peter Striking the Rock; Raising of Lazarus; Giving of the Law; Arrest in Gethsemane;Clipeus of Two Donors; Cock of St. Peter; Jonah in Endymion pose. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00302,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,Jonah (Biblical figure),,,Art in the Christian Tradition,71C13131|73C611|11I62(DANIEL)|73C523|,,2,300,999,Creative Commons BY-SA 4.0
46380,3D,2022-06-23 16:09:43.0,2006-07-13 00:00:00.0,Vatican City,,"The Akedah; Wedding at Cana; Daniel in the Lion's Den; Peter Striking the Rock; Raising of Lazarus; Giving of the Law; Arrest in Gethsemane;Clipeus of Two Donors. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,AVigl|BVigl|CVigl|CEpip02|BAllS,Educational Use Permitted,,Genesis 22:1-18|Daniel 6|John 2:1-11|John 11:32-44,Vatican City. Direzione generale dei musei,DSC00307,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,,,,Art in the Christian Tradition,71C13131|73C611|11I62(DANIEL)|73C523,,2,300,999,Creative Commons BY-SA 4.0
46405,3D,2022-06-23 16:16:17.0,2006-07-14 00:00:00.0,Vatican City,,"Cock of St. Peter; Wedding at Cana; Peter Striking the Rock; Raising the Dead;Healing the Paralytic. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,John 2:1-11|Luke 7:11-17,Vatican City. Direzione generale dei musei,DSC00457,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,"Jesus Christ (Biblical figure) |Peter, the Apostle (Biblical figure)",,,Art in the Christian Tradition,73C611,,2,300,999,Creative Commons BY-SA 4.0
46406,3D,2022-06-23 16:16:32.0,2006-07-14 00:00:00.0,Vatican City,,"Wedding at Cana; Woman as Orant; Raising of Lazarus;Healing the Paralytic. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,John 11:32-44|John 2:1-11,Vatican City. Direzione generale dei musei,DSC00456,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,"Lazarus, of Bethany (Biblical figure)",,,Art in the Christian Tradition,73C523|73C611,,2,300,999,Creative Commons BY-SA 4.0
46407,3D,2022-06-23 16:16:45.0,2006-07-14 00:00:00.0,Vatican City,,"The Akedah; Wedding at Cana; Peter Striking the Rock; Raising the Dead Healing the Paralytic. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,3rd-4th centuries,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00455,,Vatican City. Direzione generale dei musei. Sarcophagus Frontal,Q182955,,||||,Sarcophagus,Vanderbilt University,on,,,,,,Art in the Christian Tradition,71C13131|73C611,,2,300,999,Creative Commons BY-SA 4.0
46346,3D,2022-06-23 16:00:44.0,2006-07-13 00:00:00.0,Vatican City,,"Detail: Pontius Pilate, lower view. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,AHoly05|BHoly05|CHoly05,Educational Use Permitted,,John 18:1-19:42,Vatican City. Direzione generale dei musei,DSC00275,,"Pontius Pilate, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,,,"Pontius Pilate, 1st century",,,Art in the Christian Tradition,11Q762,,2,359,28,Creative Commons BY-SA 4.0
46347,3D,2022-06-23 16:00:57.0,2006-07-13 00:00:00.0,Vatican City,,"Detail: Traditio Legis.  Christ handing the Law to Peter and Paul. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,,Educational Use Permitted,,John 18:1-19:42,Vatican City. Direzione generale dei musei,DSC00271,,"Traditio Legis, Sarcophagus of Junius Bassus",Q182955,,||||,Law,Vanderbilt University,on,,,,,,Art in the Christian Tradition,,,2,359,999,Creative Commons BY-SA 4.0
46348,3D,2022-06-23 16:01:10.0,2006-07-13 00:00:00.0,Vatican City,,"Detail:  Christ's Entrance to Jerusalem. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,APalm|BPalm|CPalm,Educational Use Permitted,,Matthew 21:1-11|Mark 11:1-11|John 12:12-16|Luke 19:28-40,Vatican City. Direzione generale dei musei,DSC00272,,"Christ's entrance to Jerusalem, Sarcophagus of Junius Bassus",Q182955,,||||,Entry into Jerusalem,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73D14,,2,359,999,Creative Commons BY-SA 4.0
46349,3D,2022-06-23 16:01:24.0,2006-07-13 00:00:00.0,Vatican City,,"Detail:  Christ Preaching. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00273,,"Christ Peaching, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,,,,,,Art in the Christian Tradition,73C73,,2,359,999,Creative Commons BY-SA 4.0
46350,3D,2022-06-23 16:01:37.0,2006-07-13 00:00:00.0,Vatican City,,"Detail:  Daniel in the Lions' Den. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,,Educational Use Permitted,,Daniel 6,Vatican City. Direzione generale dei musei,DSC00274,,"Daniel in the Lions' Den, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,,,Daniel (Biblical figure),,,Art in the Christian Tradition,11I62(DANIEL),,2,359,999,Creative Commons BY-SA 4.0
46352,3D,2022-06-23 16:02:11.0,2006-07-13 00:00:00.0,Vatican City,,"<p>Junius Bassus was the prefect of Rome, a pagan who became a convert to Christianity.  He was baptized shortly before his death in 359. His faith was memoralized in his beautiful sarcophagus, sculpted by an artist whose identity is now lost to us. [<em>Gardner's Art Through the Ages. </em> Fred S. Kleiner. Wadsworth Publishing, 2008. p. 215]</p> <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,,Educational Use Permitted,,,Vatican City. Direzione generale dei musei,DSC00277,,"Peter, the Apostle, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,Sarcophagus,,"Peter, the Apostle (Biblical figure)",,,Art in the Christian Tradition,,,2,359,1,Creative Commons BY-SA 4.0
46353,3D,2022-06-23 16:02:28.0,2006-07-13 00:00:00.0,Vatican City,,"Detail: Trial. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,AHoly05|BHoly05|CHoly05,Educational Use Permitted,,John 18:1-19:42,Vatican City. Direzione generale dei musei,DSC00278,,"Trial, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,,,,,,Art in the Christian Tradition,11Q762,,2,359,26,Creative Commons BY-SA 4.0
46355,3D,2022-06-23 16:02:58.0,2006-07-13 00:00:00.0,Vatican City,,"Detail:  Adam and Eve. <p><p>Donated by Robert Womack and Anne Richardson, Nashville, TN.</p>",en,||||,image donated by Jim Womack and Anne Richardson,,,359,||||,BProp05,Educational Use Permitted,,Genesis 3:8-15,Vatican City. Direzione generale dei musei,DSC00280,,"Adam and Eve, Sarcophagus of Junius Bassus",Q182955,,||||,,Vanderbilt University,on,,,Eve (Biblical figure) |Adam (Biblical figure),,,Art in the Christian Tradition,11I62(ADAM & EVE),,2,359,999,Creative Commons BY-SA 4.0
