RecordNumber,dimension,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,Language,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,part_of,SubjectLC,RelScriptureVerse,Subject,Institution,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,Collection,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
53889,3D,2022-06-19 15:42:27.0,2008-03-19 20:23:50.0,France,Stone,"Souls rising from the dead <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun16,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,Resurrection of the Bodies,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53890,3D,2022-06-19 15:42:06.0,2008-03-19 20:24:03.0,France,Stone,"Souls rising from the dead <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun17,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,Resurrection of the Bodies,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53891,3D,2022-06-19 15:41:54.0,2008-03-19 20:24:16.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun18,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53892,3D,2022-06-19 15:41:40.0,2008-03-19 20:24:27.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun19,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53893,3D,2022-06-19 15:41:27.0,2008-03-19 20:24:38.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun20,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53894,3D,2022-06-19 15:41:01.0,2008-03-19 20:24:51.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun21,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53897,3D,2022-06-19 15:40:42.0,2008-03-19 20:32:40.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun27,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53898,3D,2022-06-19 15:40:30.0,2008-03-19 20:32:45.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun26,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53899,3D,2022-06-19 15:40:18.0,2008-03-19 20:32:50.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun25,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53900,3D,2022-06-19 15:40:06.0,2008-03-19 20:32:55.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun24,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53901,3D,2022-06-19 15:39:49.0,2008-03-19 20:32:59.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun26,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53902,3D,2022-06-19 15:39:36.0,2008-03-19 20:33:04.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun28,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53903,3D,2022-06-19 15:39:24.0,2008-03-19 20:33:08.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun29,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53904,3D,2022-06-19 15:39:11.0,2008-03-19 20:33:12.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun31,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53905,3D,2022-06-19 15:38:58.0,2008-03-19 20:33:16.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun32,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53906,3D,2022-06-19 15:38:46.0,2008-03-19 20:33:20.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun33,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53907,3D,2022-06-19 15:38:32.0,2008-03-19 20:33:24.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun30,,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53908,3D,2022-06-19 15:36:36.0,2008-03-19 20:33:27.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun34,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53909,3D,2022-06-19 15:36:13.0,2008-03-19 20:33:31.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun35,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53910,3D,2022-06-19 15:35:58.0,2008-03-19 20:38:04.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun36,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53911,3D,2022-06-19 15:35:43.0,2008-03-19 20:38:08.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun37,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53912,3D,2022-06-19 15:35:27.0,2008-03-19 20:38:13.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun38,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53913,3D,2022-06-19 15:34:57.0,2008-03-19 20:38:17.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun39,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53915,3D,2022-06-19 15:34:42.0,2008-03-19 20:38:27.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun41,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53916,3D,2022-06-19 15:34:18.0,2008-03-19 20:38:31.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun42,,"Tympanum, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53918,3D,2022-06-19 15:33:52.0,2008-03-19 20:38:43.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun43,,"Fight of a Pygmy and a Crane Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53919,3D,2022-06-19 15:33:00.0,2008-03-19 20:38:46.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun44,,"Presentation of the Autun Cathederal Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53920,3D,2022-06-19 15:32:45.0,2008-03-19 20:38:51.0,France,Stone,"Adoration of the Magi <p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,AEpDy,,,Matthew 2:1-12,"Saint-Lazare (Cathedral : Autun, France)",Autun45,,"Adoration of the Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,Adoration of the Magi,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53921,3D,2022-06-19 15:32:29.0,2008-03-19 20:38:55.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun46,,"Three Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53922,3D,2022-06-19 15:32:16.0,2008-03-19 20:38:59.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun48,,"The Hanging of Judas, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53923,3D,2022-06-19 15:32:01.0,2008-03-19 20:39:03.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun49,,"The Death of Cain Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53925,3D,2022-06-19 15:31:34.0,2008-03-19 20:39:13.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun51,,"Adam and Eve Tempted by the Evil, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53926,3D,2022-06-19 15:31:21.0,2008-03-19 20:39:17.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun52,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53927,3D,2022-06-19 15:31:09.0,2008-03-19 20:39:21.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun54,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53928,3D,2022-06-19 15:30:56.0,2008-03-19 20:39:25.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun55,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53929,3D,2022-06-19 15:30:38.0,2008-03-19 20:39:29.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun56,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53930,3D,2022-06-19 15:30:10.0,2008-03-19 20:39:33.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun57,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53931,3D,2022-06-19 15:29:58.0,2008-03-19 20:39:38.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun58,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53932,3D,2022-06-19 15:29:42.0,2008-03-19 20:45:56.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun59,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53933,3D,2022-06-19 15:29:27.0,2008-03-19 20:46:01.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun60,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53934,3D,2022-06-19 15:29:08.0,2008-03-19 20:46:06.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun61,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53935,3D,2022-06-19 15:28:57.0,2008-03-19 20:46:10.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun62,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53936,3D,2022-06-19 15:28:31.0,2008-03-19 20:46:14.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun63,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53937,3D,2022-06-19 15:28:15.0,2008-03-19 20:46:18.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun64,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53938,3D,2022-06-19 15:28:02.0,2008-03-19 20:46:22.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun65,,"Jesus Washing Feet, Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,Footwashing,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,0,Creative Commons BY-SA 4.0
53939,3D,2022-06-19 15:27:49.0,2008-03-19 20:46:26.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun66,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53940,3D,2022-06-19 15:27:35.0,2008-03-19 20:46:30.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun68,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53941,3D,2022-06-19 15:27:22.0,2008-03-19 20:46:34.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun69,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53942,3D,2022-06-19 15:27:11.0,2008-03-19 20:46:39.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun70,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53943,3D,2022-06-19 15:26:55.0,2008-03-19 20:46:43.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun71,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53944,3D,2022-06-19 15:26:31.0,2008-03-19 20:46:47.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun72,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53945,3D,2022-06-19 15:26:12.0,2008-03-19 20:46:51.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun73,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53946,3D,2022-06-19 15:25:50.0,2008-03-19 20:46:55.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun74,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
53947,3D,2022-06-19 15:25:39.0,2008-03-19 20:46:59.0,France,Stone,"<p><p>Donated by James T. Womack and Anne Richardson, Nashville, TN.</p>",en,||||,Image donated by Jim Womack and Anne Richardson,,,1130,||||,,,,,"Saint-Lazare (Cathedral : Autun, France)",Autun75,,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",Q611944,,||||,,Vanderbilt University,on,Relief sculpture,,,Autun,,Art in the Christian Tradition,,,2,1130,999,Creative Commons BY-SA 4.0
