qid,label,doi,pmid
Q116228164,Washed in grace,,
Q116228165,Emilie M. Townes 5 picks: essential theology books of the past 25 years,,
Q116228167,The Dream or the Nightmare,,
Q116228169,Martin and Malcolm and America: A Dream or a Nightmare,,
Q116228170,"Positive Homeownership Attitudes, Homeownership Behavior, and Neighborhood Ties in Poor Urban Neighborhoods",,
Q116228171,The dancing mind,,
Q116228253,"Conference on “The University and Change in the Catholic World,” section on “Pastoral Care”",,
Q116228254,Spiritual geography,,
Q116228255,Response to Rambo,,
Q116228256,"Conversion Studies, Pastoral Counseling, and Cultural Studies: Engaging and Embracing a New Paradigm",,
Q116228257,"Review of Houses of God: Region, Religion, and Agriculture in the United States",,
Q116228258,The Cultural Production of Evil: some notes on Aunt Jemima and the Imagination,,
Q116228259,The designation of the ark in priestly theology,,
Q116228260,Those preaching women: a multicultural collection,,
Q116228261,"Mourner, mother, midwife: reimagining God's delivering presence in the Old Testament",,
Q116228262,"In Search of Our Mothers' Healings: Holistic Wellbeing, Black Women, and Preaching",,
Q116228263,Theologie und die Macht der Ränder in einer postmodernen Welt,,
Q116228264,Loving God and neighbor together: a Christian response to A common word between us and you,,
Q116228265,I Bring the Voices of My People: A Womanist Vision for Racial Reconciliation,10.1515/IJPT-2021-0028,
Q116228266,Pedagogy in Practical Theology: Examining Six Sub-Disciplines,,
Q116228267,Black Womanist Consciousness: Economic and Border Thoughts,10.1177/0020964319876576,
Q116228268,Recovering the Role of Women. Power and Authority in Rabbinic Jewish Society,,
Q116228269,Let These Bones Live,,
Q116228270,Postcolonial Biblical Criticism: Taking Stock and Looking Ahead,10.1177/0142064X08091447,
Q116228271,That Old-Time Religion in Modern America: Evangelical Protestantism in the Twentieth Century (Book),,
Q116228272,"Before Scopes: Evangelicalism, Education, and Evolution in Tennessee, 1870-1925",,
Q116228273,"President of the society of biblical literature 2014 annual meeting of the society of biblical literature 22 November 2014 San Diego, California",10.15699/JBL.1341.2015.0001,
Q116228274,"Listen, my son: St. Benedict for fathers",,
Q116228275,Culturally conscious worship,,
Q116228276,Encounters and being,,
Q116228277,Children of color: psychological interventions with culturally diverse youth,,
Q116228278,Measuring grace? Mark 7:24-30,,
Q116228279,Transforming ministry,,
Q116228280,Stand by me: the risks and rewards of mentoring today's youth,,
Q116228281,Backward and forward,,
Q116228282,Seeking restoration,,
Q116228283,Putting Jesus in his place: a radical vision of household and kingdom,,
Q116228284,"""Sing, Child, Sing!"" : Church Choral Music and Spiritual Formation",,
Q116228285,Discovering a sermon: personal pastoral preaching,,
Q116228286,Thinking about children: Christian faith and popular psychology,,
Q116228287,"Motherhood in the balance: children, career, me, and God",,
Q116228289,Roundtable Discussion: Same-Sex Marriage: Response,,
Q116228290,Roundtable Discussion: Anti-Judaism and Postcolonial Biblical Interpretation: Response,,
Q116228292,Appropriation and Recceiprocity in Womanist/Mujerista/Feminist Work: Respondants,,
Q116228293,Roundtable discussion: same-sex marriage,,
Q116228294,Roundtable Discussion: Backlash,,
Q116228295,"[Reply to C J Sanders, pp 83-91]",,
Q116228296,"What's in a Name? Exploring the Dimensions of What ""Feminist Studies in Religion"" Means",,
Q116228297,New Directions in the Feminist Psychology of Religion,,
Q116228298,Feminism and Family Values,,
Q116228299,The contribution of JFSR to shaping the field,,
Q116228300,Roundtable Discussion: Christian Ethics and Theology in Womanist Perspective,,
Q116228301,Respondents,,
Q116228302,Soul Memories,10.2979/JFEMISTUDRELI.35.1.22,
Q116228303,Feminist Issues Regarding Family-Values and the Family - Editors Introduction,,
Q116228304,Women viewed as objects and subjects in society and in religious traditions - Editorial,,
Q116228305,"'For Years, There Was Silence'",,
Q116228306,"Backlash + Excerpts from the Speeches to 1992 Republican-National-Convention on the Nature, Manifestations and Effects of the Feminist Movement in the Last 30-Years",,
Q116228307,Structures,,
Q116228309,Review of After Empire: The Art and Ethos of Enduring Peace,,
Q116228310,Mixed Up by Time and Chance? Using Digital Methods to “Re-Orient” the Syriac Religious Literature of Late Antiquity,10.1163/21659214-90000073,
Q116228311,"Review of The Papers of Howard Washington Thurman. Volume 5: The Wider Ministry, January 1963-April 1981",,
Q116228312,Feminine Soul: the Fate of an Ideal,,
Q116228313,"2012 Presidential Address: migrants' religions under imperial duress: reflections on epistemology, ethics, and politics in the study of the religious 'stranger'",10.1093/JAAREL/LFT100,
Q116228314,Walking on the rim bones of nothingness: scholarship and activism,10.1093/JAAREL/LFP006,
Q116228315,"Maya Angelou, 1928-2014",10.1093/JAAREL/LFU034,
Q116228316,The Stony Road as the Road of the Future and the Road of Liberation: Critical Reflections,,
Q116228317,Recent Perspectives on Feminist and Womanist Thought,,
Q116228318,"Sharon D. Welch, A Feminist Ethic of Risk",,
Q116228319,"""The Doctor Ain't Taking No Sticks"" : The Tuskegee Syphilis Experiment and the Problem of Race and Medicine",,
Q116228320,"Girlfriend, You Can't Do That, and Here's Why",,
Q116228321,Searching for Paradise in a World of Theme Parks : Toward A Womanist Ethic of Care,,
Q116228322,Two places and no place on which to stand : mixture and otherness in Hispanic American theology,,
Q116228323,Hispanic Americans in theology and the church,,
Q116228324,"Memory and Experience in Feminist Theology, (Memória e experiência na teologia feminista)",,
Q116228325,"Steven Beller, Antisemitism: A Very Short Introduction",,
Q116228326,Humming a Hymn,,
Q116228327,The Intimate Connection Between Word and Rite in the Liturgy,,
Q116228328,Now that’s preaching!: disruptive and generative preaching practices,,
Q116228329,The counter empire of God: postcolonialism and John,,
Q116228330,Micah - Malachi,,
Q116228331,"Ezra, Nehemiah",,
Q116228332,A History of Prophecy in Israel from the Settlement in the Land to the Hellenistic Period,,
Q116228333,"The Socioeconomic Context of ""The Preacher's"" Hermeneutic",,
Q116228334,Deuteronomic History,,
Q116228335,Teaching and the Imagination,10.1080/00344087.2016.1191586,
Q116228336,"Seeing Children, Seeing God:  A Practical Theology of Children and Poverty",,
Q116228337,"John Emerton, ed., International Organization for the Study of the Old Testament, Salamanca, 1983",,
Q116228338,"Daniel J. Silver, Images of Moses",10.1111/J.1748-0922.1986.TB00242.X,
Q116228339,The Passion of the Lord: African  American Reflections,,
Q116228340,Qoheleth and its pessimistic theology: hermeneutical struggles in wisdom literature,,
Q116228341,"John Sawyer, A Concise Dictionary of the Bible and its Reception",,
Q116228342,Abstract for Is There a Chaplain in the House?: Bringing Divinity and Nursing Students Together through Simulation,10.1097/SIH.0000000000000196,
Q116228343,Soylent Green Is People: Cannibalism of the World’s Women and Children Through Sexual Trafficking and Prostitution,,
Q116228344,A Preface to the Chart 'Preferred Terminology for Sex Trafficking and Prostitution',,
Q116228345,"Review of The art of moral protest: culture, biography, and creativity in social movements",,
Q116228347,"Review of Byzantine Illuminated Manuscripts of the Book of Job: A Preliminary Study of the Miniature Illustrations, Its Origin and Development",,
Q116228350,A dark goodness created in the Image of God: womanist notes toward a practical theology of black women's embodiment,,
Q116228351,No rose-colored glasses: womanist practical theology and response to sexual violence,,
Q116228352,Reflections as a practical theologian,,
Q116228353,Crafting research that contributes to theological education,,
Q116228354,A womanist perspective on spirituality in leadership,,
Q116228355,A Jewish take on Jesus,,
Q116228356,Women's Wisdom on Solidarity and Differences (On Not Rescuing the Killers),,
Q116228357,Vanishing into limbo: the peculiar career of Aunt Jemima,,
Q116228358,Question of the day,,
Q116228359,On penguins and the South Bronx,,
Q116228360,Empire and forgottenness: abysmal sylphs in the reparations debate for black folks in the United States,,
Q116228494,Response to “New Testament and Roman Empire”,,
Q116228496,Personal tributes,,
Q116228498,Introduction to “Circling the object: the one dance” by Bill T. Jones,,
Q116228499,"An Exegesis on Matthew 27,51b-53 - a Teleological Study on the Death of Jesus According to the Gospel of Matthew - Spanish - Aguirremonasterio,r",,
Q116228501,Matthew's Christian-Jewish community by Anthony J. Saldarini,,
Q116228503,The Christian Imagination: Theology and the Origins of Race,,
Q116228504,"Liberation theologies, postmodernity, and the Americas",,
Q116228506,Review: Practical theology for Black churches: bridging Black theology and African American folk religion,,
Q116228508,Review of Eros for the other: retaining truth in a pluralistic world,,
Q116228509,Review of Studies in Exegesis: Christian Critiques of Jewish Law and Rabbinic Responses 70-300 C.E. (Brill Reference Library of Ancient Judaism 2),,
Q116228511,No Rising Tide,,
Q116228513,Womanist theology,,
Q116235461,Matthew,,
Q116251681,"Jesus of Nazareth Yesterday and Today, V 5: An Evolutionary Approach to Jesus of Nazareth",,
Q116268908,The Economy of the Trinity at the Creation of Adam and Eve,10.1353/EARL.1999.0085,
Q116269731,A troubling in my soul : womanist perspectives on evil and suffering,,
Q116269732,Breaking the fine rain of death: African American health issues and a womanist ethic of care,,
Q116269733,Discipleship in the New Testament,,
Q116269734,"Embracing the spirit : womanist perspectives on hope, salvation, and transformation",,
Q116269735,"Encyclopedia of activism and social justice Gary Anderson and Kathryn Herr, eds.",,
Q116269736,"Faith, health, and healing in African American life",,
Q116269737,Hebrew inscriptions: texts from the biblical period of the monarchy with concordance,,
Q116269738,Homosexuality and Christian community,,
Q116269739,Ingenuity: preaching as an outsider,,
Q116269740,Interpreting beyond borders,,
Q116269741,Love Relationships in the Johannine Traditions: Agapē-Agapan in 1 John and the Fourth Gospel,,
Q116269742,"Myth, drama, and the politics of David's dance",,
Q116269744,Preaching prophetic care: building bridges to justice : essays in honor of Dale P. Andrews,,
Q116269745,Prophets and Prophecy in the Ancient Near East,,
Q116269746,"Prophets and prophecy in the ancient Near East / Ritner, Robert Kriech,; 1953-",,
Q116269747,Reading and Preaching John: Essays in Honor of Robert Kysar,,
Q116269748,Reading Biblical Texts Together: Pursuing Minoritized Biblical Criticism,10.2307/J.CTV2J6XR8B,
Q116269749,"Reading from this place, Volume 1",,
Q116269750,"Reading from this place, Volume 2",,
Q116269751,The Fourth Gospel from a literary perspective,,
Q116269752,"The gathering, a womanist church: origins, stories, sermons, and litanies",,
Q116269753,"The new interpreter's Bible, v 3: the first and second books of Kings, the first and second books of Chronicles, the book of Ezra, the book of Nehemiah, the book of Esther, additions to Esther, the book of Tobit, the book of Judith",,
Q116269754,Wesleyan perspectives on the new creation,,
Q116269755,What is John? : literary and social readings of the Fourth Gospel,,
Q116269756,What is John? : readers and readings of the Fourth Gospel,,
Q116269757,"Womanist Justice, Womanist Hope",,
Q116269758,Womanist theological ethics : a reader,,
Q116269759,"Word, theology and community in John",,
Q116269761,A postcolonial commentary on the New Testament writings,,
Q116269763,Occupy religion: theology of the multitude,,
Q116269764,Short Stories by Jesus Leader Guide: The Enigmatic Parables of a Controversial Rabbi,,
Q116269843,The Trial of the Witnesses: The Rise and Decline of Postliberal Theology,10.1002/9780470774021,
Q116270088,"Preaching God's transforming justice: a lectionary commentary, year A",,
Q116270089,Toward a new heaven and a new Earth: essays in honor of Elisabeth Schüssler Fiorenza,,
Q116272097,`Year: Zimri-Lim Offered a Throne to Shamash of Mahanum’; An Overview of One year at Mari. Part I: The Presence of the King,,
Q116272098,Semeia at 40,,
Q116272099,Irony in the Fourth Gospel,,
Q116272100,Speaking Rightly: The God-Talks of Job and His Friends,,
Q116272101,Come Walk with Us—the Journey is Long: An Interview with C. Melissa Snarr,,
Q116272102,Jesus Loves the Little Children: Dr. Elsa Tamez and Birthing a Worldwide Church,,
Q116272103,"Lament, Gospel, Response",,
Q116272104,Reflections on a Global Perspectives Trip to Vietnam,,
Q116272105,A Conversation with Tex Sample and Emilie Townes,,
Q116272106,Everydayness,,
Q116272107,Introduction to Appropriation and Reciprocity in Feminist and Womanist Ethics,,
Q116272108,Living in the New Jerusalem: the Rhetoric and Movement of Liberation in the House of Evil,,
Q116272109,Voices of the Spirit: Womanist Methodologies in the Theological Disciplines,,
Q116272110,"From the Persepolis Fortification Archive Project, 5: The Aramaic Epigraph ns(y)ḥ on Elamite Persepolis Fortification Documents",,
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,,
Q116272112,"Theology, religious communities and practice",,
Q116272113,Motherhood as 24/7 Calling: a Cultural Lie We Keep Telling Ourselves,,
Q116272114,Outcasts in the Deserts of Hopelessness,10.7916/BTPP.V4I1.3868,
Q116272115,Foreword: Displacement and trauma,,
Q116272116,"Empire, Deep Solidarity, and the Future of Resistance",10.1080/1462317X.2017.1311060BEYOND BLLI,
Q116272117,Songs of Justice,,
Q116272118,On Theology and Praxis,,
Q116272119,Some Flowers from the Garden,,
Q116272120,Advent Inviting,,
Q116272121,The Ill-Fated Impasse of United Methodist Theology,,
Q116272122,Review of Studies on Jews and Christians in the First and Second Centuries,,
Q116272123,"Rethinking 'The Problem of the Color-Line:' Black Ideological Diversity and the Foundations of Racial Uplife, 1895-1915",,
Q116272124,Gender experience and fetal life : a proposal,,
Q116272125,"Racism's Virulence: African Americans, Economics, and Health",,
Q116272127,Global Conflict and the Preaching Tradition of Martin Luther King Jr.,10.1080/15570274.2008.9523327,
Q116272128,"Before the digital age, how religious groups increased the numbers in their order",,
Q116272129,Losing Our Minds!,,
Q116272130,Reaching Out Without Overtaking,,
Q116272131,Do you know your proper place? Is there a crisis in black preaching?,,
Q116272132,Celebrating the Whole Body of Christ: Moving Beyond Binaries in Liturgy and Hymnody,,
Q116272133,The Globalization of Christianity: Developments and Consequences,,
Q116272134,Globalization and Biblical Criticism,,
Q116272135,"Rastafari Theology, Reggae Music, and the Postcolonial Legacy of Bob Marley",,
Q116272136,Christian Discipline of Children,,
Q116272137,"Religion, Class, and Denominationalism in the US",,
Q116272138,Childhood Studies and Pastoral Counseling,,
Q116272139,Cura Vitae: The Cure of Life and the Search to be Real,,
Q116272140,"Pastoral Counseling in the Neoliberal Age: Hello Best Practices, Goodbye  Theology",,
Q116272141,The Task for Every Christian,,
Q116272142,World Religions and the Public Face of God,,
Q116272143,The Prosperity Gospel of the Mega Church,,
Q116272144,The African American Pastor as Theologian,,
Q116272145,Pray for Prophets,,
Q116272146,Leadership and Struggle in Black Churches: Then and Now,,
Q116272147,Ecclesial accountability in the missional church,,
Q116272148,Academic Theology and Disciple Dissent,,
Q116272149,Motherhood and the theological pie (or crisis of generativity : a theological issue),,
Q116272150,Vision: One Congregation’s Story,,
Q116272151,"Pieces of the Puzzle, Pieces of the Process",,
Q116272152,C21 Resources: A Catalyst and Resource for the Renewal of the Catholic Church,,
Q116272153,Christmas in Hooper Bay: God's Presence in Human Gifts,,
Q116272154,Public Catholicism or Private Faith What’s on the Line in the Communion Procession?,,
Q116272155,"For Inspiration, Look Not in Obvious Places",,
Q116272156,A Response to Reviews of Occupy Religion,,
Q116272157,Broad Based Community Organizing and the Complex Redemption of Relational  Power: A Review of Luke Bretherton’s  Resurrecting Democracy,,
Q116272158,Who Is My Neighbor: In the Footsteps of the Samaritan,,
Q24539009,Preceramic irrigation canals in the Peruvian Andes,10.1073/PNAS.0508583102,16284247
Q26746166,Conflations of Marital Status and Sanity: Implicit Heterosexist Bias in Psychiatric Diagnosis in Physician-Dictated Charts at a Midwestern Medical Center,,27354850
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",10.1371/JOURNAL.PONE.0141923,26580202
Q28137054,Tears We Cannot Stop: A Sermon to White America,,
Q28181268,"Mold: ""tsara'at,"" Leviticus, and the history of a confusion",10.1353/PBM.2003.0085,14593226
Q28732151,"Preceramic maize from Paredones and Huaca Prieta, Peru",10.1073/PNAS.1120270109,22307642
Q33391315,Starch grains on human teeth reveal early broad crop diet in northern Peru,10.1073/PNAS.0808752105,19066222
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",10.1126/SCIADV.1602778,28560337
Q34327648,"Voyeur nation? Changing definitions of voyeurism, 1950-2004.",10.1080/10673220490447245,15204808
Q34725957,Structural competency: theorizing a new medical engagement with stigma and inequality,10.1016/J.SOCSCIMED.2013.06.032,24507917
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",10.1126/SCIENCE.1156533,18467586
Q36236112,Selective complexity and adaptive mortuary behavior,10.1073/PNAS.1212756109,22927421
Q36450129,Alizarin Dye based ultrasensitive plasmonic SERS probe for trace level Cadmium detection in drinking water,10.1016/J.SNB.2015.10.003,26770012
Q37037312,Structural Competency in the U.S. Healthcare Crisis: Putting Social and Policy Interventions Into Clinical Practice,10.1007/S11673-016-9719-Z,27178191
Q37079022,Probing deeper into first American studies,10.1073/PNAS.0808424106,19164556
Q37357198,Long-term human response to uncertain environmental conditions in the Andes,10.1073/PNAS.0400538101,15024122
Q37582416,The late Pleistocene colonization of South America: an interdisciplinary perspective,10.1111/J.1469-1809.2009.00537.X,19691551
Q37653205,Integrating and Assessing Structural Competency in an Innovative Prehealth Curriculum at Vanderbilt University,10.1097/ACM.0000000000001477,28225732
Q38104609,Structural health and the politics of African American masculinity,10.1177/1557988313486512,23649169
Q38476801,Making history: lessons from the great moments series of pharmaceutical advertisements,10.1097/00001888-200411000-00003,15504766
Q38660765,Using a structural competency framework to teach structural racism in pre-health education,10.1016/J.SOCSCIMED.2017.06.029,28689630
Q38675830,Developing and Evaluating an Innovative Structural Competency Curriculum for Pre-Health Students.,10.1007/S10912-017-9449-1,28573595
Q38973392,"Preceramic adoption of peanut, squash, and cotton in northern Peru",10.1126/SCIENCE.1141395,17600214
Q38973399,Archaeology. Climate and human migrations,10.1126/SCIENCE.1078163,12399573
Q39083016,New Medicine for the U.S. Health Care System: Training Physicians for Structural Interventions,10.1097/ACM.0000000000001542,28079725
Q42698539,Bioconjugated graphene oxide-based Raman probe for selective identification of SKBR3 breast cancer cells.,10.1002/JRS.5170,29062164
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",10.1371/JOURNAL.PONE.0145471,26699130
Q43695207,"To welcome or affirm: Black clergy views about homosexuality, inclusivity, and church leadership.",10.1080/00918369.2013.819204,24059966
Q46007796,Queer Frontiers in Medicine: A Structural Competency Approach.,10.1097/ACM.0000000000001533,28225731
Q46790441,Mainstream anxieties about race in antipsychotic drug ads.,10.1001/VIRTUALMENTOR.2012.14.6.IMHL1-1206,23351266
Q47178359,Structural Competency and Psychiatry.,10.1001/JAMAPSYCHIATRY.2017.3891,29261822
Q47185447,Finding the first Americans.,10.1126/SCIENCE.AAO5473,29097536
Q47379082,Palaeoanthropology: tracking the first Americans.,10.1038/425023A,12955120
Q48065592,"Structural competency meets structural racism: race, politics, and the structure of medical knowledge.",10.1001/VIRTUALMENTOR.2014.16.09.SPEC1-1409,25216304
Q48083249,Sacramental resources underused in care.,,24624557
Q48645579,Understanding psychotropic medications as literary symbols.,10.1001/VIRTUALMENTOR.2003.5.10.MHUM1-0310,23267713
Q51945137,Assessing the impact of SSRI antidepressants on popular notions of women's depressive illness.,10.1016/S0277-9536(03)00369-1,14652053
Q52052549,Thinking theologically about modern medicine.,10.1007/BF00986900,11659405
Q53141308,Revisiting the living human web: theological education and the role of clinical pastoral education.,10.1177/154230500806200102,18572536
Q53183427,"Great moments: authenticity, ideology, and the telling of medical ""history"".",10.1353/LM.2007.0015,17649844
Q53204013,Medicalisation in the 21st century: introduction.,10.1016/S0140-6736(07)60317-1,17321315
Q55391517,What Truth Sounds Like,,
Q56032450,The late Pleistocene cultures of South America,10.1002/(SICI)1520-6505(1999)7:6<206::AID-EVAN5>3.0.CO;2-G,
Q56045278,"Documenting Cultural Selection Pressure Changes on Chile Pepper (Capsicum baccatum L.) Seed Size Through Time in Coastal Peru (7,600 B.P.–Present)",10.1007/S12231-014-9270-Y,
Q56067925,From scopophilia toSurvivor: A brief history of voyeurism,10.1080/09502360410001732935,
Q56485428,The Role of Religion among Sex Workers in Thailand,10.3390/REL6041263,
Q56534532,Early Holocene coca chewing in northern Peru,10.1017/S0003598X00067004,
Q56555624,"Were Hominins in California ∼130,000 Years Ago?",10.1080/20555563.2017.1348091,
Q56625151,Potato remains from a late pleistocene settlement in southcentral Chile,10.1007/BF02859340,
Q56804069,"The Role of Military Administration in German-Occupied Belgium, 1940-1944",10.2307/120335,
Q56812519,Mysticism and Psychoanalysis,10.1007/978-0-387-71802-6_449,
Q57095243,Arrival routes of first Americans uncertain-Response,10.1126/SCIENCE.AAR8645,29590068
Q57232389,"Chronology, mound-building and environment at Huaca Prieta, coastal Peru, from 13 700 to 4000 years ago",10.1017/S0003598X00062451,
Q57271117,"Mapuche ceremonial landscape, social recruitment and resource rights",10.1080/00438243.1990.9980142,
Q57280942,Spirituality and Social Media: The Search for Support Among Black Men Who Have Sex With Men in Tennessee,10.1080/00918369.2018.1525945,30307800
Q57474097,Compromised Landscapes: The Proto-Panoptic Politics of Colonial Araucanian and Spanish Parlamentos,10.1080/10609164.2013.851324,
Q57518330,"A late pleistocene human presence at Huaca Prieta, Peru, and early Pacific Coastal adaptations",10.1016/J.YQRES.2012.02.003,
Q57634506,Jewish identification and critical theory: The political significance of conceptual categories,10.1177/2050303214535009,
Q57661218,"Gifting the other, or why are nineteenth-century German bourgeois men acting like Trobriand Islanders?",10.1177/2050303213506474,
Q58353097,"The 'Court', the 'Country' and the Northamptonshire Connection: Watching the 'Puritan Opposition' Think (Historically) about Politics on the Eve of the English Civil War",10.1179/004772910X12629513108859,
Q58355360,Jewish Women in Fin de Siècle Vienna by Alison Rose,10.1080/13501670903298344,
Q58356149,Late Quaternary Bison Population Changes On The Southern Plains,10.1080/2052546.1974.11908675,
Q58500793,Hypothetical Universalism and Real Calvinism in Seventeenth Century England,10.1558/REFM.V13.194,
Q58512176,"Puritanism, Arminianism and a Shropshire Axe-Murder",10.1179/MDH.1990.15.1.37,
Q58537299,Abstinence Halls (zhaitang 齋堂) in Lay Households in Early Medieval China,10.1080/23729988.2015.1124513,
Q58587950,The Scripture on Great Peace: The Taipingjing and the Beginnings of Daoism,10.1179/TCR.2007.14.2.302,
Q58889935,The Spanish quest for Empire,10.1017/S0003598X00081126,
Q59075077,Early cultural evidence from Monte Verde in Chile,10.1038/332150A0,
Q59103843,Standards and expectations,10.1017/S0003598X00050857,
Q59128998,Issues in Brazilian archaeology,10.1017/S0003598X00086993,
Q59223749,"Monte Verde, Chile: A Comment on Lynch",10.2307/281422,
Q59223770,"Arqueología y ciencia: Segundas jornadas. Gallardo I. Francisco, Suárez S. Loreto, and Cornejo B. Luis, editors. Museo Nacional de Historia Natural, Santiago de Chile, 1985. iv + 218 pp., figures, tables, references. No price given (paper)",10.2307/281562,
Q59224002,Palaeoenvironment and Site Context. Monte Verde: A Late Pleistocene Settlement in Chile,10.2307/281462,
Q59225024,"America Past, America Present: Genes and Languages in the Americas and Beyond",10.2307/2694888,
Q59231625,"Paleoindian Archaeology: A Hemisphere Perspective. Julia E. Morrow and Cristobal Gnecco, editors. 2006. University Press of Florida, Gainesville. 263 pp. $65.00 (cloth), ISBN-13 978-0-8130-3014-2",10.1017/S0002731600042359,
Q59235757,"Ecology and Civilization: An Interdisciplinary Perspective on Andean Ecological Complementarity. Shozo Masuda, Izumi Shimada, and Craig Morris, editors. Papers from Wenner-Gren Foundation for Anthropological Research Symposium No. 91. University of T",10.2307/281609,
Q59235922,"Les Gravures Rupestres de la Quebrada las Pintadas de Marquesa (Norte Chico, Chile). Dominique Ballereau, Hans Niemeyer F., and Eduardo Pizarro W. Cahier No. 18. Editions Recherche sur les Civilisations, Paris, 1986. 236 pp., tables, figures, photogr",10.2307/281037,
Q59499893,"On a Pleistocene human occupation at Pedra Furada, Brazil",10.1017/S0003598X00047414,
Q59685613,Ravenna in Late Antiquity (review),10.1353/JLA.2011.0002,
Q60038816,Prehistoric human occupation in the arid chacabuco-colina ecotone in central chile,10.1016/0278-4165(88)90012-8,
Q60383916,The Protest Psychosis,,
Q60440354,Book Reviews,10.1080/01977261.2001.11720984,
Q60616940,"Gender, Judaism, and Literature: Unwelcome Guests in Household Configurations",10.1163/156851503765661294,
Q60616964,No Longer Be Silent: First Century Jewish Portraits of Biblical Women. Cheryl Anne Brown,10.1086/489192,
Q60946275,Short stories by Jesus: the enigmatic parables of a controversial rabbi,,
Q60949936,Paul and Hellenism,10.2307/1454842,
Q60949937,Matthew's Christian-Jewish community,10.2307/3266494,
Q60949938,Matthew 1-13,10.2307/3266875,
Q60949939,Ruth: a commentary,10.1353/HBR.1998.0021,
Q60949940,The mystery of Romans: the Jewish context of Paul's letter,10.2307/1455307,
Q60949942,"Luke, Judaism and the scholars: critical approaches to Luke-Acts",10.2307/1454799,
Q60949943,Brother Jesus: the Nazarene through Jewish eyes (English),10.1093/JAAREL/LFI013,
Q60949944,"Lazarus, Mary and Martha: social-scientific approaches to the Gospel of John",10.1177/00145246081190111104,
Q61000826,"Christian Faith and the Study of the Historical Jesus: A Response to Bock, Keener, and Webb",10.1163/174551911X601153,
Q61000827,"""To all the Gentiles"": a Jewish perspective on the Great Commission",10.1177/003463730610300109,
Q61000828,"The ""teaching of contempt"" and ecumenical publications",10.1111/J.1758-6623.2005.TB00564.X,
Q61000829,"Roland Murphy, The pontifical Biblical Commission, Jews, and the Bible",10.1177/014610790303300304,
Q61000830,The Understanding Scribe: Matthew and the Apocalyptic Ideal by David E. Orton,10.2307/3267802,
Q61440689,Earliest hunters and gatherers of South America,10.1007/BF00975549,
Q62002091,Constructive Theology,10.1007/978-1-4020-8265-8_263,
Q63443869,Is Motherhood Important? Imprisoned Women’s Maternal Experiences Before and During Confinement and Their Postrelease Expectations,10.1177/1557085113504450,
Q64604447,Social Landscape and Ritual Pause,10.1177/1469605304042396,
Q65066239,Dying of Whiteness,,
Q69685319,Marital therapy caught between person and public: Christian traditions on marriage,10.1023/A:1014070029176,
Q69685321,Teaching practical theology: introducing six perspectives,10.1515/IJPT.2008.4,
Q69685324,"Embodied knowing, embodied theology: what happened to the body?",10.1007/S11089-013-0510-3,
Q69685325,Five misunderstandings about practical theology,10.1515/IJPT-2012-0002,
Q69685326,Also a pastoral theologian: in pursuit of dynamic theology (or: meditations from a recalcitrant heart),10.1007/S11089-010-0273-Z,
Q69685330,Words made flesh: writings in pastoral and practical theology,10.1179/JPT.2010.20.2.008,
Q69685331,Cognitive neuroscience and the question of theological method,10.1179/JPT.2010.20.2.004,
Q69685333,"The royal road: children, play, and the religious life",10.1007/S11089-009-0241-7,
Q69685336,Practising what we preach: the case of women in ministry,10.1558/PRTH.V2I1.45,
Q69685355,Theology and families,10.1177/004057360906500418,
Q69685361,Taught by God: teaching and spiritual formation,10.1177/002096430706100334,
Q69685363,"The ""clerical paradigm"": a fallacy of misplaced concreteness?",10.1515/IJPT.2007.3,
Q69685365,Wisdom in pastoral care and counseling: what does it entail?,10.1007/S11089-006-0037-Y,
Q69685367,Whither the children? Childhood in religious education,10.1086/505897,
Q69685370,"Children and religion in the public square: ""too dangerous and too safe, too difficult and too silly""",10.1086/503694,
Q69685371,Psychology for Christian Ministry,10.1111/J.1748-0922.2004.TB00395.X,
Q69685375,"Hitting home : feminist ethics, women's work, and the betrayal of ""family values"" (Review)",10.1086/382323,
Q69685385,Converging on culture : theologians in dialogue with cultural analysis and criticism (Review),10.1086/382310,
Q69685386,Family: a Christian social perspective,10.1177/002096430005600138,
Q69685392,"From Bedlam to Shalom: Toward a Practical Theology of Human Nature, Interpersonal Relationships and Mental Health Care",,
Q69685394,Everyday knowledge and uncommon truths: women of the academy,10.1111/1467-9647.T01-1-00094,
Q69685396,Feminist studies in psychology: an overview,10.1515/IJPT.2000.4.1.107,
Q69685401,The Ontological Status of God and Other Small Questions,10.1023/A:1021366404868,
Q69685402,"Religion and psychology in transition: psychoanalysis, feminism, and theology",10.1086/490339,
Q69685404,Theology and pastoral counseling: a new interdisciplinary approach,10.1023/A:1023032503927,
Q69685413,"Faith, Family, and Feminism : Irreconcilable Differences?",10.1023/A:1024881319281,
Q69685414,Eros for the other: retaining truth in a pluralistic world,10.1177/004057369705400314,
Q69685417,Religious imagination and the body: a feminist analysis,10.1177/002096439605000227,
