RecordNumber,filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
55346,"The Sermon on the Mount by Jan Brueghel the Elder, Getty Center.jpg",artwork,"[""Jan Brueghel the Elder"", ""(1568\u20131625)"", ""Alternative names"", ""Jan Brueghel , Jan Bruegel (I), Velvet Brueghel"", ""Description"", ""Flemish painter, drawer and printmaker"", ""Date of birth/death"", ""1568"", ""13 January 1625"", ""Location of birth/death"", ""City of Brussels"", ""Antwerp"", ""Work period"", ""from 1578 until 1625"", ""date QS:P,+1500-00-00T00:00:00Z/6,P580,+1578-00-00T00:00:00Z/9,P582,+1625-00-00T00:00:00Z/9"", ""Work location"", ""Antwerp"", ""(1578),"", ""Italy"", ""(1589\u20131596),"", ""Naples"", ""(1590),"", ""Rome"", ""(1592\u20131594),"", ""Milan"", ""(1595\u20131596),"", ""Antwerp"", ""(1596\u20131625),"", ""Prague"", ""(1604),"", ""City of Brussels"", ""(1606\u20131613),"", ""Northern Netherlands"", ""(1613)"", ""Authority control"", "":"", ""Q209050"", ""VIAF"", "":"", ""100909732"", ""ISNI"", "":"", ""0000 0001 0830 9545"", ""ULAN"", "":"", ""500007095"", ""LCCN"", "":"", ""n81089670"", ""NLA"", "":"", ""35023038"", ""WorldCat"", ""artist QS:P170,Q209050""]",[],[],"[""English:"", ""The Sermon on the Mount"", "", oil on copper painting by Jan Brueghel the Elder, 1598, Getty Center""]",[],[],"[""1598"", ""date QS:P571,+1598-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nGetty Center""]",[]
56296,The Sermon on the Mount Károly Ferenczy.jpg,artwork,"[""K\u00e1roly Ferenczy"", ""(1862\u20131917)"", ""Alternative names"", ""Karl Freund; Karoly Ferenczy"", ""Description"", ""Hungarian painter and university teacher"", ""Date of birth/death"", ""8 February 1862"", ""18 March 1917"", ""Location of birth/death"", ""Vienna"", ""Budapest"", ""Authority control"", "":"", ""Q701504"", ""VIAF"", "":"", ""46605975"", ""ISNI"", "":"", ""0000 0001 2130 8555"", ""ULAN"", "":"", ""500016756"", ""LCCN"", "":"", ""nr89001207"", ""WGA"", "":"", ""FERENCZY, K\u00e1roly"", ""WorldCat"", ""artist QS:P170,Q701504""]",[],"[""Sermon on the Mountain""]",[],[],[],"[""1896"", ""date QS:P571,+1896-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 135 cm (53.1 in); Width: 203 cm (79.9 in)"", ""dimensions QS:P2048,135U174728"", ""dimensions QS:P2049,203U174728""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Hungarian National Gallery"", ""Native name"", ""Magyar Nemzeti Gal\u00e9ria"", ""Location"", ""Budapest"", ""Coordinates"", ""47\u00b0\u00a029\u2032\u00a055.5\u2033\u00a0N, 19\u00b0\u00a002\u2032\u00a012.652\u2033\u00a0E"", ""Established"", ""5 October 1957"", ""Web page"", ""www.mng.hu"", ""Authority control"", "":"", ""Q252071"", ""VIAF"", "":"", ""154420358"", ""ISNI"", "":"", ""0000 0001 2297 7259"", ""LCCN"", "":"", ""n79110318"", ""NLA"", "":"", ""36179282"", ""SUDOC"", "":"", ""02867183X"", ""WorldCat"", ""institution QS:P195,Q252071""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Own work""]",[]
56819,"The temptation of Christ, by Jacob Cornelisz van Oostsanen.jpg",artwork,[],"[""Jacob Cornelisz van Oostsanen""]",[],"[""English:"", ""The temptation of Christ"", ""oil on panel"", ""163 x 90 cm"", ""ca 1526 - 1528""]",[],[],"[""between circa 1526 and circa 1528"", ""date QS:P571,+1526-00-00T00:00:00Z/8,P1319,+1526-00-00T00:00:00Z/9,P1326,+1528-00-00T00:00:00Z/9,P1480,Q5727902""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""\nSuermondt-Ludwig Museum""]",[]
55252,The Ten Commandments (Bible Card).jpg,information,[],"[""\nthe Providence Lithograph Company""]",[],"[""English:"", ""The Ten Commandments, illustration from a Bible card published by the Providence Lithograph Company""]",[],[],"[""\n1907""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""http://thebiblerevival.com/clipart/1907/ex20-1.jpg""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
57596,The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback (1876) (14591339829).jpg,information,[],"[""Internet Archive Book Images""]",[],"[""English:"", ""Identifier"", "": thronespalacesof00newm ("", ""find matches"", "")"", ""Title"", "":"", ""The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback .."", ""Year"", "":"", ""1876"", ""("", ""1870s"", "")"", ""Authors"", "":"", ""Newman, John Philip, 1826-1899"", ""Subjects"", "":"", ""Babylonia -- Description and travel"", ""Iraq -- Description and travel"", ""Publisher"", "":"", ""New York, Harper & brothers"", ""Contributing Library"", "":"", ""Princeton Theological Seminary Library"", ""Digitizing Sponsor"", "":"", ""MSN"", ""View Book Page"", "":"", ""Book Viewer"", ""About This Book"", "":"", ""Catalog Entry"", ""View All Images"", "":"", ""All Images From Book"", ""Click here to"", ""view book online"", ""to see this illustration in context in a browseable online version of this book."", ""Text Appearing Before Image:"", ""s that have beendiscovered. By a careful study of these sculptures, itwas easy to learn what were the birds, the beasts, thefishes, the plants and flowers, the minerals and metals,the topography and landscape scenery of Assyria; thesize and features of the peoi3le; the style of the costumesworn\u00a0; and the peculiar features of the government of theNinevites. On the northern wall of the great hall of the palacewere a series of reliefs, which convey to the mind theskill of the artist and the state of mechanical sciencewhich then obtained. They represent the process oftransporting the great human-headed lions from thequarry whence the marble was taken to the place forwhich it was designed. There is the low, flat-bottomedboat floating on the river which conveyed the huge massto a point opposite the city; there are the strong cablesby which it is held in its place, and to which are at-tached smaller ropes held by a large body of men, whoare tracking the boat to its destination; there are the"", ""Text Appearing After Image:"", ""BABYLON AND NINEVEH. 303 task-masters, armed witli swords, who are placed overthe captives; and seated astride the stone is the over-seer, whose outstretched hands indicate that he is issu-ing his commands; there is the sledge on the river-bankon which the sculptured block is placed, to be hauled toits place in the palace. The sledge is impelled by le-vers, and dragged by men, over whose shoulders the ropesare passed. Beneath the sledge are placed rollers, to fa-cilitate the motion; and there is depicted the whole proc-ess by which the great image is elevated to its pedestal,by means of props, the wedge, the lever, and the pulley,with which the Assyrians were acquainted. In another hall was portrayed, with equal spirit andgreater detail, the siege of Lachish by Sennacherib andhis mighty army. The scene is in the land of the figand the vine. The besieged city is defended by doublewalls, with embattled towers and strong outworks. Thewarriors are drawn up before the beleaguered town:some"", ""Note About Images"", ""Please note that these images are extracted from scanned page images that may have been digitally enhanced for readability - coloration and appearance of these illustrations may not perfectly resemble the original work.""]",[],[],"[""\n1876""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""https://www.flickr.com/photos/internetarchivebookimages/14591339829/"", ""Source book page:"", ""https://archive.org/stream/thronespalacesof00newm/thronespalacesof00newm#page/n305/mode/1up""]","[""At the time of upload, the image license was automatically confirmed using the Flickr"", ""API"", "". For more information see"", ""Flickr API detail"", "".""]",[],[],[],[],[],[],[],[],[],[],[],[]
56416,The Transfiguration - Google Art Project (715792).jpg,artwork,"[""Unknown author"", ""Unknown author""]",[],"[""The Transfiguration of Christ""]",[],[],[],"[""1600"", ""date QS:P571,+1600-00-00T00:00:00Z/9""]",[],"[""Height: 1,450 mm (57.08 in); Width: 1,300 mm (51.18 in)"", ""dimensions QS:P2048,1450U174789"", ""dimensions QS:P2049,1300U174789""]",[],[],"[""\u0393\u0395_2982""]",[],[],[],[],[],[],"[""More info at museum site""]",[],[],[],[],[],[],[],[],[],[],"[""Benaki Museum"", ""Native name"", ""\u039c\u03bf\u03c5\u03c3\u03b5\u03af\u03bf \u039c\u03c0\u03b5\u03bd\u03ac\u03ba\u03b7"", ""Location"", ""Athens Municipality"", "","", ""Greece"", ""Coordinates"", ""37\u00b0\u00a058\u2032\u00a033.38\u2033\u00a0N, 23\u00b0\u00a044\u2032\u00a025.47\u2033\u00a0E"", ""Established"", ""1931"", ""Web page"", ""www.benaki.gr/index.php?lang=en"", ""Authority control"", "":"", ""Q816669"", ""VIAF"", "":"", ""136821790"", ""ISNI"", "":"", ""0000 0004 0492 768X"", ""ULAN"", "":"", ""500306466"", ""LCCN"", "":"", ""n50073889"", ""NLA"", "":"", ""36529756"", ""WorldCat"", ""institution QS:P195,Q816669""]",[],"[""icon"", ""object_type QS:P31,Q132137""]","[""nAHIe7HC8qaaqA at Google Cultural Institute"", ""maximum zoom level""]",[]
57260,The Tribute Money Masaccio Cappella Brancacci.jpg,artwork,"[""Masaccio"", ""(1401\u20131428)"", ""Alternative names"", ""Birth name: Tommaso di Ser Giovanni di Simone"", ""Description"", ""painter"", ""Date of birth/death"", ""21 December 1401"", ""1428"", ""Location of birth/death"", ""San Giovanni Valdarno"", ""Rome"", ""Work location"", ""Florence"", ""Authority control"", "":"", ""Q5811"", ""VIAF"", "":"", ""7368513"", ""ISNI"", "":"", ""0000 0001 2119 1860"", ""ULAN"", "":"", ""500026649"", ""LCCN"", "":"", ""n79006973"", ""NLA"", "":"", ""35332383"", ""WorldCat"", ""artist QS:P170,Q5811""]",[],"[""The Tribute Money (detail)""]",[],"[""Jesus"", ""Peter""]",[],"[""from 1424 until 1428"", ""date QS:P571,+1424-00-00T00:00:00Z/8,P580,+1424-00-00T00:00:00Z/9,P582,+1428-00-00T00:00:00Z/9""]","[""fresco"", ""medium QS:P186,Q25631150""]","[""Height: 255 cm (100.3 in)"", ""; Width: 598 cm (19.6 ft)"", ""dimensions QS:P2048,+255U174728"", ""dimensions QS:P2049,+598U174728""]",[],[],[],[],[],[],[],[],[],[],"[""catalogue"", "":"", ""A Treasury of Art Masterpieces: from the Renaissance to the Present Day"", "",  8"", ""described at URL"", "":"", ""https://www.khanacademy.org/humanities/renaissance-reformation/early-renaissance1/painting-in-florence/v/masaccio-the-tribute-money-1427"", ""described at URL"", "":"", ""https://www.wga.hu/html/m/masaccio/brancacc/tribute/tribute.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/m/masaccio/brancacc/tribute/tribute1.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/m/masaccio/brancacc/tribute/tribute2.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/m/masaccio/brancacc/tribute/tribute3.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/m/masaccio/brancacc/tribute/tribute4.html"", ""described by source"", "":"", ""1001 Paintings You Must See Before You Die"", "", pp.\u00a071""]",[],"[""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""This work is in the"", ""public domain"", ""in the"", ""United States"", ""because it was"", ""published"", ""(or registered with the"", ""U.S. Copyright Office"", "") before January 1, 1926."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false""]",[],[],[],[],[],[],[],"[""Brancacci Chapel"", ""Native name"", ""Cappella Brancacci"", ""Parent institution"", ""Basilica of Our Lady of Carmel"", ""Location"", ""Santa Maria del Carmine, Florence"", ""Coordinates"", ""43\u00b0\u00a046\u2032\u00a004\u2033\u00a0N, 11\u00b0\u00a014\u2032\u00a037\u2033\u00a0E"", ""Established"", ""1386"", ""Web page"", ""website"", ""Authority control"", "":"", ""Q1996075"", ""VIAF"", "":"", ""253748966"", ""LCCN"", "":"", ""n90618890"", ""NKC"", "":"", ""xx0157313"", ""WorldCat"", ""institution QS:P195,Q1996075""]","[""religious painting""]","[""fresco""]","[""Marie-Lan Nguyen""]","[""Basilica of Our Lady of Carmel""]"
56024,The Triumphant Christ.jpg,artwork,"[""Mattia Preti"", ""(1613\u20131699)"", ""Alternative names"", ""Artist name: Il Cavaliere Calabrese"", ""Description"", ""Italian painter, artist and graphic artist"", ""Date of birth/death"", ""24 February 1613"", ""3 January 1699"", ""Location of birth/death"", ""Taverna, Calabria"", ""Valletta"", ""Work location"", ""Rome"", "","", ""Taverna, Calabria"", "","", ""Modena"", "","", ""Naples"", "","", ""Messina"", "","", ""Valletta"", ""Authority control"", "":"", ""Q468632"", ""VIAF"", "":"", ""92408554"", ""ISNI"", "":"", ""0000 0001 0803 3411"", ""ULAN"", "":"", ""500012806"", ""LCCN"", "":"", ""n85087886"", ""WGA"", "":"", ""PRETI, Mattia"", ""WorldCat"", ""artist QS:P170,Q468632""]",[],"[""English:"", ""Christ in Glory""]",[],[],[],"[""circa 1660"", ""date QS:P571,+1660-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 220 cm (86.6 in); Width: 253 cm (99.6 in)"", ""dimensions QS:P2048,220U174728"", ""dimensions QS:P2049,253U174728""]",[],[],"[""P003146"", ""("", ""Museo del Prado"", "")""]",[],[],[],[],[],[],[],"[""catalogue"", "":"", ""Inv. Nuevas Adquisiciones (iniciado en 1856)"", "",  1912"", ""described at URL"", "":"", ""https://www.wga.hu/html/p/preti/christ_g.html""]",[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],"[""Museo del Prado"", ""("", ""Inventory"", "")"", ""Native name"", ""Museo Nacional del Prado"", ""Location"", ""Madrid"", "", ("", ""Spain"", "")"", ""Coordinates"", ""40\u00b0\u00a024\u2032\u00a050\u2033\u00a0N, 3\u00b0\u00a041\u2032\u00a032\u2033\u00a0W"", ""Established"", ""1819"", ""Web page"", ""museodelprado.es"", ""Authority control"", "":"", ""Q160112"", ""VIAF"", "":"", ""147181932"", ""ISNI"", "":"", ""0000 0001 2294 2419"", ""ULAN"", "":"", ""500270885"", ""LCCN"", "":"", ""n79064568"", ""NLA"", "":"", ""36514982"", ""WorldCat"", ""institution QS:P195,Q160112""]","[""religious art""]","[""painting""]","[""Web Gallery of Art"", "":"", ""Image"", ""Info about artwork"", ""reference_wga QS:P973,\"""", ""http://www.wga.hu/html/p/preti/christ_g.html"", ""\""""]",[]
57176,The Unjust Judge and the Importunate Widow (The Parables of Our Lord and Saviour Jesus Christ) MET DP835791.jpg,artwork,"[""Creator:Dalziel Brothers"", ""John Everett Millais"", ""(1829\u20131896)"", ""Description"", ""British painter and illustrator"", ""English:"", ""One of the founders of the"", ""Pre-Raphaelite Brotherhood"", ""."", ""Date of birth/death"", ""8 June 1829"", ""13 August 1896"", ""Location of birth/death"", ""Southampton"", ""(Hampshire)"", ""London"", ""Work location"", ""London"", "";"", ""Chamonix-Mont-Blanc"", "";"", ""Paris"", "";"", ""Italy"", "";"", ""Amsterdam"", "";"", ""Dordrecht"", "";"", ""Haarlem"", "";"", ""Leiden"", "";"", ""The Hague"", "";"", ""Geneva"", ""Authority control"", "":"", ""Q159606"", ""VIAF"", "":"", ""51738621"", ""ISNI"", "":"", ""0000 0001 2132 781X"", ""ULAN"", "":"", ""500031367"", ""LCCN"", "":"", ""n50041758"", ""NLA"", "":"", ""35351925"", ""WorldCat"", ""artist QS:P170,Q159606""]",[],"[""The Unjust Judge and the Importunate Widow (The Parables of Our Lord and Saviour Jesus Christ)""]","[""Print; Prints""]",[],[],"[""1864"", ""date QS:P571,+1864-00-00T00:00:00Z/9""]","[""\nWood engraving; proof on India paper""]","[""image: 5 1/2 x 4 5/16 in. (13.9 x 10.9 cm)"", ""sheet: 7 5/16 x 6 1/16 in. (18.6 x 15.4 cm)""]",[],[],"[""21.68.4(18)""]",[],[],[],[],"[""\nRogers Fund, 1921""]",[],[],[],[],"[""This file is made available under the"", ""Creative Commons"", ""CC0 1.0 Universal Public Domain Dedication"", ""."", ""The person who associated a work with this deed has dedicated the work to the"", ""public domain"", ""by waiving all of their rights to the work worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law. You can copy, modify, distribute and perform the work, even for commercial purposes, all without asking permission."", ""http://creativecommons.org/publicdomain/zero/1.0/deed.en"", ""CC0"", ""Creative Commons Zero, Public Domain Dedication"", ""false"", ""false""]",[],[],[],[],[],[],[],"[""Metropolitan Museum of Art"", ""Native name"", ""Metropolitan Museum of Art"", ""Location"", ""Manhattan"", "","", ""New York City"", "","", ""United States of America"", ""Coordinates"", ""40\u00b0\u00a046\u2032\u00a045.84\u2033\u00a0N, 73\u00b0\u00a057\u2032\u00a047.16\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.metmuseum.org"", ""Authority control"", "":"", ""Q160236"", ""VIAF"", "":"", ""126238294"", ""ISNI"", "":"", ""0000 0004 1936 8761"", ""ULAN"", "":"", ""500125157"", ""LCCN"", "":"", ""n79129629"", ""NLA"", "":"", ""36247933"", ""WorldCat"", ""institution QS:P195,Q160236""]",[],[],"[""https://www.metmuseum.org/art/collection/search/382280"", ""This file was donated to Wikimedia Commons as part of a project by the"", ""Metropolitan Museum of Art"", "". See the"", ""Image and Data Resources Open Access Policy"", ""Deutsch"", ""\u2219"", ""English"", ""\u2219"", ""espa\u00f1ol"", ""\u2219"", ""Esperanto"", ""\u2219"", ""italiano"", ""\u2219"", ""portugu\u00eas"", ""\u2219"", ""\u043c\u0430\u043a\u0435\u0434\u043e\u043d\u0441\u043a\u0438"", ""\u2219"", ""\u0440\u0443\u0441\u0441\u043a\u0438\u0439"", ""\u2219"", ""\u0443\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0430"", ""\u2219"", ""\u09ac\u09be\u0982\u09b2\u09be"", ""\u2219"", ""\u0d2e\u0d32\u0d2f\u0d3e\u0d33\u0d02"", ""\u2219"", ""\u0dc3\u0dd2\u0d82\u0dc4\u0dbd"", ""\u2219"", ""\u65e5\u672c\u8a9e"", ""\u2219"", ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629"", ""\u2219"", ""+/\u2212""]","[""Drawings and Prints""]"
57860,The Virgin and Child with the Archangels Michael and Gabriel - Google Art Project.jpg,artwork,"[""Unknown  \u2013 illuminator""]",[],"[""The Virgin and Child with the Archangels Michael and Gabriel"", ""title QS:P1476,en:\""The Virgin and Child with the Archangels Michael and Gabriel\"""", ""label QS:Len,\""The Virgin and Child with the Archangels Michael and Gabriel\""""]",[],[],[],"[""\nabout 1504 - 1505""]","[""\nTempera on parchment""]","[""Height: 345 mm (13.58 in); Width: 265 mm (10.43 in)"", ""dimensions QS:P2048,345U174789"", ""dimensions QS:P2049,265U174789""]",[],[],"[""lido.getty.edu-gm-obj313535""]",[],[],[],[],[],[],"[""More info at museum site""]",[],[],[],[],[],[],[],[],[],[],"[""Getty Center"", ""Native name"", ""Getty Center"", ""Parent institution"", ""J. Paul Getty Museum"", ""Location"", ""Los Angeles"", ""Coordinates"", ""34\u00b0\u00a004\u2032\u00a039\u2033\u00a0N, 118\u00b0\u00a028\u2032\u00a030\u2033\u00a0W"", ""Established"", ""1997"", ""Web page"", ""http://www.getty.edu/museum/"", ""Authority control"", "":"", ""Q29247"", ""VIAF"", "":"", ""133364221"", ""ISNI"", "":"", ""0000 0001 2287 134X"", ""GND"", "":"", ""10081052-4"", ""BNF"", "":"", ""13340183q"", ""institution QS:P195,Q29247""]",[],"[""Folio""]","[""hQE8aCg07yi7pA at Google Cultural Institute"", ""maximum zoom level""]",[]
58776,"The Virgin Mary and Infant Jesus, Lalibela, Ethiopia (3218392819).jpg",information,[],"[""A. Davey"", ""from Where I Live Now: Pacific Northwest""]",[],"[""In Ethiopian Christian Orthodox churches, religious images are usually covered with cloth between services."", ""The fabric selected for this purpose is often gauzy and delicately beautiful, as is the case here.  I especially love the spray of flowers in jewel-tone colors that adorns the fabric."", ""This image of the Virgin Mary and the Infant Jesus is relatively new; it is dated 1991 in the lower right."", ""Church of Bet Medhane Alem, Lalibela, Ethiopia.""]",[],[],"[""\n1 November 2007, 15:36""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The Virgin Mary and Infant Jesus, Lalibela, Ethiopia"", ""Uploaded by"", ""Elitre""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
57706,The Vision of Christ Butts set.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""The Vision of Christ"", "", from the Butts set. Pen and black ink, gray wash, and watercolour, over traces of graphite""]",[],[],"[""\nJune 1805""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The Morgan Library"", "", extracted from Zoomify by"", ""User:GGreer""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
57698,The Vision of Eliphaz Butts set.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", "";"", ""Felpham"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""The Vision of Eliphaz"", "", from the Butts set. Pen and black ink, gray wash, and watercolour, over traces of graphite""]",[],[],"[""\nJune 1805""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The Morgan Library"", "", extracted from Zoomify by"", ""User:GGreer""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
55991,"The War Refugees' Camp, Earl's Court 1918 Art.IWMART2449.jpg",information,[],"[""Henry Rushbury"", ""(1889\u20131968)"", ""Alternative names"", ""Henry George Rushbury; Sir Henry Rushbury; Sir Rushbury; Henry, Sir Rushbury; Henry George Rushbury (Sir)"", ""Description"", ""British painter and etcher"", ""British artist"", ""Date of birth/death"", ""28 October 1889"", ""5 July 1968"", ""Authority control"", "":"", ""Q5727796"", ""VIAF"", "":"", ""23829069"", ""ISNI"", "":"", ""0000 0000 8102 6114"", ""ULAN"", "":"", ""500032835"", ""LCCN"", "":"", ""n94056301"", ""Open Library"", "":"", ""OL611667A"", ""WorldCat"", ""creator QS:P170,Q5727796""]",[],"[""English:"", ""The War Refugees' Camp, Earl's Court 1918"", ""image: In the foreground a group of refugees stand and sit underneath an archway. The group is predominantly made up of\nwomen, as well as four young children and two men, one of whom has a white beard and is lighting a pipe. In the background through the\narchway, washing hanging on a line is visible within a court bordered by some of the grand-looking buildings of Earl's"", ""Court.""]",[],[],"[""\n1918 (First World War)""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""http://media.iwm.org.uk/iwm/mediaLib//150/media-150603/large.jpg"", ""This is photograph"", ""Art.IWM ART 2449"", ""from the collections of the"", ""Imperial War Museums"", "".""]","[""This image was created and released by the Imperial War Museum on the"", ""IWM Non Commercial Licence"", "". Photographs taken, or artworks created, by a member of the forces during their active service duties are covered by Crown Copyright provisions. Faithful reproductions may be reused under that licence, which is considered expired 50 years after their creation.""]",[],[],[],[],[],[],[],[],[],[],[],[]
57701,The Wrath of Elihu Butts set.jpg,information,[],"[""William Blake"", ""(1757\u20131827)"", ""Alternative names"", ""W. Blake; Uil'iam Bleik; Blake"", ""Description"", ""English-British painter, poet, theologian, collector, engraver and illustrator"", ""Date of birth/death"", ""28 November 1757"", ""12 August 1827"", ""Location of birth/death"", ""London"", ""London"", ""Work location"", ""London"", ""Authority control"", "":"", ""Q41513"", ""VIAF"", "":"", ""54144439"", ""ISNI"", "":"", ""0000 0001 2096 135X"", ""ULAN"", "":"", ""500012489"", ""LCCN"", "":"", ""n78095331"", ""NLA"", "":"", ""35019221"", ""WorldCat"", ""creator QS:P170,Q41513""]",[],"[""The Wrath of Elihu"", "", from the Butts set. Pen and black ink, gray wash, and watercolour, over traces of graphite""]",[],[],"[""\nJune 1805""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""The Morgan Library"", "", extracted from Zoomify by"", ""User:GGreer""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
54254,The-Maesta-Altarpiece-The-Incredulity-of-Saint-Thomas-1461 Duccio.jpg,information,[],"[""Duccio di Buoninsegna"", ""(1255\u20131319)"", ""Alternative names"", ""Duccio di Buoninsegna, Duccio"", ""Description"", ""Italian painter"", ""Date of birth/death"", ""between 1250 and 1260"", ""date QS:P,+1250-00-00T00:00:00Z/7,P1319,+1250-00-00T00:00:00Z/9,P1326,+1260-00-00T00:00:00Z/9"", ""1318"", ""Location of birth/death"", ""Siena"", ""Siena"", ""Work location"", ""Siena"", "","", ""Assisi"", "","", ""Florence"", ""Authority control"", "":"", ""Q15792"", ""VIAF"", "":"", ""102317335"", ""ISNI"", "":"", ""0000 0001 0929 500X"", ""ULAN"", "":"", ""500029165"", ""LCCN"", "":"", ""n80025843"", ""NLA"", "":"", ""35795558"", ""WorldCat"", ""creator QS:P170,Q15792""]",[],"[""\nThe Maesta Altarpiece-The Incredulity of st.Thomas. Duccio.""]",[],[],"[""\nNovember 1308""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""http://www.aiwaz.net/panopticon/maesta-altarpiece-incredulity-of-saint-thomas/gi146c16""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
56828,TheKingSaul.jpg,information,[],"[""\nDr. Lidia Kozenitzky""]",[],"[""English:"", ""Painting Of The King Saul.""]",[],[],"[""\n7 September 2009""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nBiblical Paintings - Dr. Lidia Kozenitzky""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
